web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,position,data15,image,data16,data17,data18,data19,data20,image2,image3,data4
1775582539-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente,emiliano l,Excelente atención de María y la comida estuvo muy rica  . La carbonara tenía muy buen gusto y el local está divinamente ambientado,Escrita el 15 de agosto de 2025,¡Muchísimas gracias por tu comentario! Nos alegra saber que María te atendió tan bien y que disfrutaste de la carbonara. Esperamos verte de nuevo pronto para que sigas disfrutando de nuestra comida y servicio.,1 contribución,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582539-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Buena comida,Nathan H,"Gran servicio y gran comida. El lugar está super ameno y limpio.
Lo recomiendo si vienen con niños
Excelente atención de Maria",Escrita el 14 de agosto de 2025,"¡Gracias por recomendarnos! Nos alegra saber que disfrutaste de la comida, el servicio y el ambiente. Es un placer recibir familias y esperamos verte de nuevo muy pronto.",1 contribución,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582539-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente servicio y calidad en este lugar,Jorge F B,Excelente atención de Maria y el resto de los empleados. La calidad de la comida es buenísima y el ambiente espectacular Recomendadísimo !. Siempre nos encanta venir aquí.!,Escrita el 13 de agosto de 2025,"¡Muchísimas gracias por tu reseña y por tu fidelidad! Nos alegra saber que siempre disfrutas de la atención de María y de todo el equipo, así como de la calidad de nuestra comida y el ambiente. Es un placer recibirte cada vez que decides volver. ¡Te esperamos pronto!",1 contribución,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582539-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Todo perfecto,Antonio T,"Todo muy bueno y Marcelo que fue el camarero que nos atendió fue encantador, el ambiente genial , sin duda es un sitio en el que repetir",Escrita el 9 de agosto de 2025,¡Muchas gracias por tu comentario! Nos alegra saber que todo fue de tu agrado y que Marcelo te atendió tan bien. Nos encanta que hayas disfrutado del ambiente y será un placer recibirte de nuevo cuando quieras repetir la experiencia.,1 contribución,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582539-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente experiencia,Pedro S,Marcelo nos atendió y fue muy amable y atento. Un gusto enorme compartir con amigos y recibir tan buen trato. La comida estaba genial,Escrita el 9 de agosto de 2025,"¡Muchas gracias por tu comentario! Nos alegra saber que Marcelo te atendió con amabilidad y atención, y que disfrutaste tanto de la comida como de la compañía de tus amigos. Esperamos verte de nuevo pronto para otra excelente experiencia.",2 contribuciones,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a5/15/32/pedro-s.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582539-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente opción para pasar buen rato,Armando B,"Excelente atención de maría, la verdad nos la pasamos agusto y vale la pena venir entre shopping a refrescarse y comer algo",Escrita el 8 de agosto de 2025,¡Muchas gracias por tu comentario! Nos alegra saber que María te atendió tan bien y que disfrutaste de tu visita. Es un placer ser una opción para descansar y comer algo rico entre compras. Esperamos verte de nuevo pronto.,2 contribuciones,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1775582522-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Maravilloso,Puri G,"Nos atendió  Maria, excelente atención y la comida muy rica. El ambiente muy acogedor. A comida esta muy rica, raciones en su justa medida. Es ideal para ir en pareja, familia,  amigos.... y el café delicioso también. Para repetir.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,sept 2025 • Amigos,,,,,,,1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,Escrita el 28 de septiembre de 2025
1775582522-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,¡Vale mucho la pena y está delicioso! Totalmente recomendable.,René T,¡Estuvo muy bueno y super sabroso! Y María fue muy atenta y amable. Ambiente maravilloso y precios justos.¡Muchas gracias!,1 contribución,,1 contribución,sept 2025 • En familia,,,,,,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3f/3f/24/caption.jpg?w=300&h=300&s=1,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,Escrita el 28 de septiembre de 2025
1775582522-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente atención,Dayana Sanabria,Nos atendió Maria una chica muy amable y servicial. La comida estupenda como siempre. El lugar agradable y estupenda la atención en general.,13 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",sept 2025 • Amigos,,,,,,,13.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,Escrita el 27 de septiembre de 2025
1775582522-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Gran italiano y pizza en Madrid.,Matthew K,"Buena comida. Entramos a las 10: 00 pm y estaban dispuestos a sentarnos. Éramos una fiesta de tres y pedimos varios platos de pasta, la pizza de trufa y salmón ahumado con ensalada de aguacate que compartimos estilo familiar. Todo lo que probamos fue delicioso. La pizza de trufa estaba en otro nivel de excelencia. María era nuestro servidor y ella era genial.",3 contribuciones,,3 contribuciones,sept 2025 • Amigos,,,,Mostrar original,,,3.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,Escrita el 25 de septiembre de 2025
1775582522-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Única experiencia,Joan,"Increíble experiencia! Maricarmen nos ha atendido de lujo! Una atención 5 estrellas y la comida espectacular, volveremos",1 contribución,Lo recomiendo ampliamente. Una experiencia única.,"Madrid, España",sept 2025 • En familia,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,Escrita el 20 de septiembre de 2025
1775582522-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Clase y experiencia.,Juan L,María nos ha atendido con toda clase de atención por cualquier detalle que nos pudiera faltar. Volveremos sin dudarlo. Gracias.,1 contribución,Vale la pena estar en un sitio así.,1 contribución,sept 2025 • Amigos,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,Escrita el 20 de septiembre de 2025
1775582522-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Cena relajante,Sarah,La comida era excelente y el personal era muy acogedor. Recomendaría totalmente para cualquiera que quiera comida italiana. El pesto era delicioso y la focaccia mediterránea era un gran entrante.,1 contribución,,"Sioux Falls, Dakota del Sur",sept 2025 • Amigos,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/28/d7/35/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,Escrita el 19 de septiembre de 2025
1775582522-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Comida y servicio excelente,Alfonso T,"La comida excelente, sobretodo la pasta y las pizzas aunque lo mejor fue la atención y el servicio en mesa de Haty
Repetiremos seguro!!",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,sept 2025 • Parejas,,,,,,,1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Escrita el 18 de septiembre de 2025
1775582522-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Un gran servicio de Haty!,Bruno M,Muy buen servicio de Haty! La comida genial y sin esperas. Siempre atenta si necesitas algo más y ofreciendo sugerencias. Un 10!,1 contribución,,1 contribución,sept 2025 • Amigos,Calidad/precio,Ambiente,Servicio,,Comida,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,Escrita el 18 de septiembre de 2025
1775582522-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,👍,cris c,"Visité este restaurante y quedé gratamente sorprendido. Desde que llegamos, el personal fue muy atento, siempre dispuesto a recomendar y asegurarse de que tuviéramos una buena experiencia. El servicio fue rápido, cordial y cercano, lo que hizo que nos sintiéramos cómodos de inmediato. La comida superó las expectativas: platos bien presentados, porciones generosas y, sobre todo, un sabor delicioso que reflejaba la calidad de los ingredientes. La relación calidad-precio me pareció justa, considerando la experiencia completa. Sin duda, es un lugar al que volvería y recomendaría a cualquiera que busque buena comida y un excelente servicio.",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,sept 2025 • En familia,,,,,,,1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,Escrita el 18 de septiembre de 2025
1775582522-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Genial,Antonio C,"Justin y Maria fueron geniales , la comida es a otro nivel las pizzas muy buenas y la sangría genial , el tiempo en servir la comida correcta",1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,sept 2025 • En familia,,,,,,,1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,Escrita el 16 de septiembre de 2025
1775582522-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Genial todo,Natalia M,El lugar genial el sitio muy tranquilo la comida estupenda las pizzas son espectaculares y una mención a Justine y Maria que son magníficos.,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,sept 2025 • Amigos,,,,,,,1.0,,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,Escrita el 16 de septiembre de 2025
1775582522-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Mala experiencia: Cobrado en exceso y sin reembolso,LoveTravel238568,"Visitamos Horno Mozzarella Preciados para lo que esperábamos que fuera una experiencia gastronómica italiana agradable. La comida en sí era auténtica y sabía bien, pero desafortunadamente, nuestra visita fue eclipsada por una muy mala experiencia con el servicio y la facturación. 

El camarero nos cobró por error por un Spritz Aperol extra. Cuando lo señalé, cancelaron la factura después de que ya había pagado, y el dinero se debitó de mi tarjeta. A pesar de mostrar tanto el correo electrónico como la confirmación de texto de mi banco, el personal insistió en que el pago no se había procesado y que el dinero se acreditaría automáticamente. No solo se negaron a reconocer el cargo, sino que también me pidieron que pagara de nuevo en el acto. 

Ya ha pasado más de una semana, y no se ha emitido ningún reembolso. Lo que debería haber sido una velada agradable me dejó sintiéndome engañado y menospreciado. Para un restaurante que sirve buena comida, este tipo de servicio y trato es inaceptable.",70 contribuciones,,"Chandigarh, India",sept 2025 • Parejas,,,,Mostrar original,,,70.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,Escrita el 16 de septiembre de 2025
1775582522-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,¡Una pizza fantástica!,Laura H,La comida estaba muy rica y Marcelo fue muy amable. Fue una experiencia fantástico. ¡Gracias por la comida y gracias por el servicio fantástico!,1 contribución,,1 contribución,sept 2025 • Parejas,Calidad/precio,Ambiente,Servicio,,Comida,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,Escrita el 15 de septiembre de 2025
1775582522-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,"Mejor Restaurante Italiano , Mejor Servixe (Hatixhe)",Iljas L,"Hatixhe es el mejor camarero. Ella nos ayudó y sirvió con gran dedicación. 
Ella nos sugirió una increíble selección de comida. 
Sugerir a cualquiera.",1 contribución,,1 contribución,sept 2025 • Parejas,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/14/57/07/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,Escrita el 11 de septiembre de 2025
