web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,data21,data22,image3
1775737737-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Comida buena pero...,manuel j,"La comida fenomenal, y el trato a la hora de comer muy bien.
Lo único negativo fue que les solicité que me llamaran a un taxi y la respuesta de la encargada fue un no. Nunca me había pasado en ningún restaurante.",5 contribuciones,5,,Escrita el 4 de octubre de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya Urban Sushi Bar.",,,,,5 contribuciones,,Escrita el 21 de enero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Perfecto para un rato sin complicaciones,David Butcho,"Está bien para la calidad que tiene. A pesar de ser una franquicia , puedes disfrutar de platos más que correctos.
Calidad - precio perfecto.",1448 contribuciones,1448,,Escrita el 13 de agosto de 2025,,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya Urban Sushi Bar.",,,,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 21 de enero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c8/9d/50/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/20/25/c3/caption.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Sushi buenísimo,Maite P,Excelente lugar para reunirse y comer con amigos. La cena estuvo riquísima. Atención y servicio inmejorables gracias a Ariel.,1 contribución,1,,Escrita el 30 de abril de 2025,"El shushi que yo comí estaba delicioso!!! 
Si puedes, procura que te atienda Ariel, su trato con nosotros fue de lo mejor.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Comida con amigos,Vilma S,"Siempre que vamos disfrutamos muchísimo estar allí, comemos súper bien y los camareros lo mejor. Un servicio excepcional por parte de Ariel. Seguiremos viniendo.",1 contribución,1,,Escrita el 30 de abril de 2025,,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Cena en familia,Maria D,"Vinimos desde Mallorca a Madrid y hemos disfrutado mucho la experiencia en este restaurante. La comida fue una delicia, los camareros muy profesionales, en especial Ariel que nos atendió muy bien y con un tremendo carisma. Volveremos fijo.",1 contribución,1,,Escrita el 30 de abril de 2025,,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Comida deliciosa,FLORA F,La comida increíble. Muchas gracias por todo el excelente servicio. Gracias a Ariel por su atención y carisma. Seguramente volvemos. Siempre es un enorme placer.,1 contribución,1,,Escrita el 21 de abril de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,INCREÍBLE,Alexander Luis R,"La comida estuvo muy buena, me encantaron los platos y sobre todo los flambeados. Quiero agradecer a Ariel que nos atendió muy bien. Seguramente volveremos",1 contribución,1,,Escrita el 20 de abril de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Cena General,Vanessa P,"Hemos cenado en el restaurante y debo decir que la comida estaba exquisita, sushis muy creativos y muy ricos. Destacar el servicio de Ariel, que nos atendió muy bien y nos hizo pasar un rato genial.",1 contribución,1,,Escrita el 20 de abril de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,La atención de Ariel fue genial.,Pavel H,"Experiencia excelente. Ariel nos atendió de maravilla, muchas gracias. Comida muy rica. Recomendable totalmente, repetiré.",1 contribución,1,,Escrita el 13 de abril de 2025,,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Nunca es suficiente sushi 🍣,Iremi R,Suelo ir cada tanto y la verdad es que la comida siempre deliciosa y la atención por parte de Ariel inmejorable ⭐️⭐️⭐️⭐️⭐️,1 contribución,1,,Escrita el 9 de abril de 2025,,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/8f/19/67/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Calidad,Jean Carlos B,"es un sitio espectacular! siempre es un placer volver a este lugar. la comida es exquisita y el trato de parte de los trabajadores; en específico Ariel, que nos orientó muuuyyy bien.",1 contribución,1,,Escrita el 8 de abril de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Maravilloso lugar,Jessica H,Agradezco las atenciones en el restaurante. La comida estuvo muy buena. La psamos genial en familia y quiero agradecer en especial a Ariel por su servicio.,1 contribución,1,,Escrita el 24 de marzo de 2025,Recomendado 100%,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,1 contribución,,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Excelente,Henry P,Excelente atención y la comida excepcional lo recomiendo al 💯 los roles de pez mantequilla son alucinantes seguro regresaremos,3 contribuciones,3,,Escrita el 12 de marzo de 2025,,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Calidad/precio,Ambiente,Servicio,Comida,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737737-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Genial,Dayamis G,"Hemos estado cenando y nos ha encantado tanto el local como la comida , taca destacar que nos atendió el Camarero Ariel un amor de persona nos recomendó los platos más destacados del local ..Garcias Ariel volveremos !!",1 contribución,1,,Escrita el 12 de marzo de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",,,,,"Madrid, España",,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1
1775737781-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Delicioso todo,Vacation60965543197,"Excelente atención de José , buenas recomendaciones, lindo lugar, rica la comida, los sushis, el postre, repetiría, 
Saludos",1 contribución,Escrita el 8 de febrero de 2025,1.0,,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Increíble,Robert Jesús H,"Excelente comida preparada por una cocina que simplemente hace magia en cada plato. Mi experiencia en el sibuya de ibiza ha sido espléndida con una excelente atención y buen timming a la hora de sacar platos.
 Créditos especiales al chef Edmundo cuya habilidad y dedicación para la preparación de cada plato hizo que tuviese hoy una comida inolvidable .",1 contribución,Escrita el 7 de febrero de 2025,1.0,,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Sushi de calidad,David R,"Restaurante excepcional para comer sushi de calidad. Muy bien atendidos por Ariel, muy atento y amable. Lo recomiendo.",2 contribuciones,Escrita el 3 de febrero de 2025,2.0,,"Madrid, España",Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Genial!,Verónica M,"La cena espectacular, con la mejor cocina de sibuya y el servicio excelente de Ariel. Repetiremos cuando visitemos Madrid nuevamente.",1 contribución,Escrita el 28 de enero de 2025,1.0,,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Apuesta segura.,e2decorazones,"Todo buenísimo, cómo siempre una experiencia muy agradable. Un servicio excelente, gracias a todo el equipo y en especial a Ariel. Uno de nuestros sitios favoritos de Madrid. Repetiremos en breve.",4 contribuciones,Escrita el 25 de enero de 2025,4.0,,4 contribuciones,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Positiva experiencia. Aconsejable.,Emilio,"Calidad y servicio que destaca favorablemente sobre otros de su tipología. Extensa variedad.
Atendidos por Ariel de forma exquisita.",74 contribuciones,Escrita el 17 de enero de 2025,74.0,,74 contribuciones,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/83/c5/71/emilio100000.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,"Buen ambiente , comida regular",Sergio arias,"El local está bien ambientado, limpio y con sillas cómodas.
La atención por parte de los camareros es buena.
La comida es bastante regular aunque por el precio tampoco se puede exigir mucho más.",5 contribuciones,Escrita el 14 de enero de 2025,5.0,Sitio informal para salir del paso pero no tiene nada de especial.,5 contribuciones,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,excelente sushi,Maikol R,me encantó el sushi que hacen y las recetas tan variadas que ofertan. Nos atendió Ariel que nos ha brindado un servicio excelente. Volveremos pronto.,2 contribuciones,Escrita el 1 de enero de 2025,2.0,,2 contribuciones,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Comida de sushi,Eralys A,"Muy buena comida, muy buenos profesionales. Gracias a Ariel por su atención tan especial y a los cocineros por tan excelente elaboración. Volveremos muy pronto.",2 contribuciones,Escrita el 31 de diciembre de 2024,2.0,,2 contribuciones,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
