web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,data19,image3,data20,data21,data22,data23,data24
1775472394-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Alisson P,Excelente restaurante,"El restaurante es muy bonito, está muy bien ambientado, la comida deliciosa y, Diana, la mesera que nos atendió fue muy amable, nos brindó un servicio excelente!",1 contribución,Escrita el 2 de julio de 2025,¡Muchísimas gracias por tu reseña! Nos alegra un montón que te haya gustado tanto el ambiente y la decoración de nuestro restaurante. Es fantástico saber que la comida te pareció deliciosa y que Diana te brindó un servicio excelente. ¡Esperamos verte de nuevo muy pronto!,1.0,1 contribución,Jaime Vicente,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 2 de agosto de 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/59/84/0a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0
1775472394-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Людмила Л,Lugar donde podrías encontrar un placer,"Todo fue perfecto. Lugar sofisticado, Servicio agradable. Comida muy deliciosa, la limonada es la mejor para el clima cálido. Diana es muy amable y profesional. Fue un placer almorzar aquí.",1 contribución,Escrita el 2 de julio de 2025,"Thank you so much! We're thrilled to hear that everything was perfect for you. It's great to know you enjoyed the sophisticated atmosphere, delicious food, and especially our lemonade on a hot day. We'll be sure to pass along your kind words to Diana. We hope to see you again soon!",1.0,1 contribución,Jaime Vicente,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Traducido automáticamente,Leer más,Leer más,0.0
1775472394-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Iris A,"Italia, bueno, helado derretido","Pedimos carbonara, estaba riquísima, de postre pedimos helado de pistacho que estaba derretido. El lugar es acogedor y agradable.",62 contribuciones,Escrita el 1 de julio de 2025,"¡Nos alegra mucho que la carbonara te haya gustado tanto! Lamentamos mucho que el helado de pistacho no estuviera en las mejores condiciones, te pedimos disculpas por eso. Agradecemos que nos lo hagas saber. Esperamos verte de nuevo para que disfrutes de un postre perfecto.",62.0,62 contribuciones,Jaime Vicente,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/57/41/73/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0
1775472394-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Sanae A,Buena comida Buen Servicio!,Lugar increíble y un montón de opciones de cena. Fuimos por la pasta de tuffle con huevo escalfado y la lingüina de pesto de camarones. El Servicio por Efraín era maravilloso y él era tan servicial! Volveremos pronto : ),3 contribuciones,Escrita el 12 de junio de 2025,Thank you so much! We're thrilled to hear that you had such a wonderful experience and loved your dinner choices. We'll be sure to pass along your kind words to Efrain. We can't wait to welcome you back soon!,3.0,3 contribuciones,Jaime Vicente,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Escrita el 2 de agosto de 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/24/8c/2b/caption.jpg?w=300&h=300&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Traducido automáticamente,Leer más,Leer más,0.0
1775472394-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Kika,Me encantó,Amazinngggg. Me encanta tanto. la comida el ambiente el Servicio la sangría todo increíblegg realmente triky increíble. Kristina,1 contribución,Escrita el 12 de junio de 2025,"Thank you so much, Kristina! We're thrilled to hear that you loved everything, from the food and atmosphere to the service and sangria. We can't wait to see you again soon!",1.0,"Trnava, Eslovaquia",Jaime Vicente,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Traducido automáticamente,Leer más,Leer más,0.0
1775472394-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Journey63318371253,La superestrella de HORNO!!!,"Desde el momento en que llegamos, María nos hizo sentir bienvenidos y genuinamente preocupados por nuestra experiencia. Su amplio conocimiento del menú, pasión por los ingredientes y cálida personalidad transformaron lo que podría haber sido solo una cena Italiano en un viaje culinario memorable. La comida en sí era excepcional, fresca, sabrosa y creativamente presentada, pero fueron las recomendaciones reflexivas de María y el Servicio atento y amable lo que verdaderamente elevó la experiencia. María tiene este talento, esta singularidad! ¡Es una verdadera estrella! Vaya allí, y espero que tenga suerte de ser servido por María!",1 contribución,Escrita el 12 de junio de 2025,"Thank you so much for this incredible review! We are absolutely thrilled to hear that Maria made such a fantastic impression on you. We couldn't agree more—her passion and warmth are truly special, and we are so proud to have her on our team. We'll be sure to pass on your wonderful words to her. It means the world to us that she transformed your meal into a memorable culinary journey! We hope to see you again soon.",1.0,1 contribución,Jaime Vicente,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Escrita el 2 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,Leer más,0.0
1775472394-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,cfhurley,Comida blanda,"La comida estaba blanda. La pizza estaba nada especial. Pedimos una ensalada, las porciones eran tacañas. El restaurante se veía limpio.",50 contribuciones,Escrita el 11 de junio de 2025,,50.0,"Londres, Reino Unido",,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/66/5a/d3/faye-h.jpg?w=100&h=-1&s=1,,,,,,Leer más,0.0
1775472394-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Nader N,No vale la pena la elección del viajero,"Desafortunadamente, nuestra experiencia en el Bar Oven Mozzarella fue bastante decepcionante. Cuando entramos, no nos recibieron ni nos recibieron. Un miembro del personal, que parecía ser Español, nos preguntó dónde nos gustaría sentarnos, así que seguimos su ejemplo y elegimos una mesa en consecuencia. Momentos después, otro camarero nos dijo abruptamente que necesitábamos mudarnos porque un grupo de cinco supuestamente había reservado la mesa, algo que no era cierto. Parecía que nos culpaban por una decisión en la que nos guiaban. La interacción fue fría y desdeñosa, lo que nos dejó frustrados. Para un restaurante con un premio Traveller’s Choice, el Servicio fue sorprendentemente pobre. Nos fuimos inmediatamente y no volveremos.",2 contribuciones,Escrita el 3 de junio de 2025,,2.0,"Dubái, Emiratos Árabes Unidos",,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/50/91/43/caption.jpg?w=100&h=-1&s=1,,,,Traducido automáticamente,,Leer más,0.0
1775472394-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Margaret G,Personal amable y comida deliciosa!,"Este fue el lugar perfecto para la primera - noche - en Madrid cena para mi grupo de 11. Estábamos sentados arriba, lo que permitió más espacio y conversación. Deliciosa comida a un precio moderado. El personal era amable y paciente con nosotros, ya que todos estábamos jet lag y hambrientos. Si estás en el área, haz tiempo para Horno. ¡Se necesitan reservas ya que está ocupado y es popular!",4 contribuciones,Escrita el 30 de mayo de 2025,,4.0,4 contribuciones,,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0b/c5/98/margaret-g.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0.0
1775472374-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Agradecimiento,Lau,"Increíble la atención de Luisa, que hizo que disfrutará aún más de este gran lugar. Fué amable y comprensiva y recomendó justo el plato perfecto para la ocasión. Volveré muchas veces y lo tecomendaré",4 contribuciones,Escrita el 30 de diciembre de 2025,"Buenos Aires, Argentina",4.0,Calidad/precio,Ambiente,Servicio,,Comida,"Exelente lugar. Buena comida, buena atención, precios lógicos y ambiente muy bueno.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Cena con familia de 5 personas,Dounia Z,"Gran comida y servicio... especial gracias a Louisa del personal que era muy acogedor! Tomamos pasta, pizza y rizotto. . todos son muy buenos, bien refinados. . la mozzarella es muy buena, así como el risotto fruta di mare",3 contribuciones,Escrita el 29 de diciembre de 2025,3 contribuciones,3.0,,,,Mostrar original,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Recomendable,Eva B,"Nos ha encantado a mi familia y a mi  toda la comida, nos han atendido muy bien y muy educadamente.Luisa un encanto. La pizza de pepperoni y el canelón de ternera napolitano lo recogiendo mucho",1 contribución,Escrita el 29 de diciembre de 2025,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Muy buena experiencia,Santiago L,"Primera vez en este restaurante y en plenas Navidades con lo que eso conlleva 
Pero la experiencia fue muy buena,comida muy buena,relación calidad/precio y un servicio de 10 a cargo de Efraín,rápido,eficaz y muy amable",65 contribuciones,Escrita el 27 de diciembre de 2025,"Úbeda, España",65.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Comida familiar,María M,Luisa es muy buena profesional y hemos estado como en casa. Han tratado a mi hijo fenomenal. Repetiremos seguro. Feliz Navidad,1 contribución,Escrita el 27 de diciembre de 2025,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Gran comida & servicio,S N,Luisa nos proporcionó un excelente servicio y la comida era deliciosa. Recomienda la pizza de trufa y los raviolis. Bonito ambiente vibrante en el centro de la ciudad para la cena.,1 contribución,Escrita el 22 de diciembre de 2025,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Excelente recomendado,David P,Excelente experiencia. Muy buena comida. Les recomiendo Maria como mesera. Excelente mesera y buen servicio. Los canelos son muy buenos.,1 contribución,Escrita el 19 de diciembre de 2025,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Acogedor amables escasez de ingredientes,Sonia V,"Estuvimos cenando en familia, estaba todo bastante rico, el canalón de ragú delicioso, las pizzas ricas . Ahora, todos coincidimos en la escasez de los ingredientes, por ejemplo, mi cuñada tomó berenjenas a la parmesana, eran láminas demasiado finas y pocas, lo mismo con las pizzas, escasez de ingredientes, media zona del típico triángulo que cortas era únicamente masa … el personal es muy amable, el sitio muy agradaable, si corrigiesen este importante detalle estaría genial !",1 contribución,Escrita el 18 de diciembre de 2025,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Actitud repugnante,YIFATBM,"Si estabas pensando en sentarte en el restaurante Horno de la Gran Vía 6 de Madrid, entonces sabrás que son realmente irresponsables. Me senté allí con mi hija hace dos días, pedimos comida, y tan pronto como la comida llegó, una lámpara enorme cayó del techo sobre nosotros. Mi hija se lastimó la mano. Recibió un golpe muy fuerte, y por suerte logró moverse antes de que la lámpara cayera sobre su cabeza. Teníamos mucho miedo y pánico. Los camareros en el restaurante no sabían qué hacer y no nos trataron realmente. Le pedimos al gerente del restaurante que nos llamara. Llamó y no tenía nada que decirnos, excepto que dijo que llamaría al día siguiente para comprobar que estábamos bien. Por supuesto, no llamó, y eso es el final del asunto. No asumieron la responsabilidad y ni siquiera nos compensaron. Estamos realmente consternados por la actitud irresponsable y repugnante.",1 contribución,Escrita el 11 de diciembre de 2025,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,,Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f5/2f/70/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,COMIDA RAPIDA,_antuan35,"Restaurante de comida rápida. No merece la pena, si buscas un buen restaurante italiano. Mesas muy juntas al ir 2 personas",23 contribuciones,Escrita el 17 de noviembre de 2025,"Albacete, España",23.0,Calidad/precio,Ambiente,Servicio,,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,
1775472374-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Buen sitio aunque esperaba algo más.,Pedro N,"Local chulo. La comida rica, sin más. Buen ambiente y precio razonable. El servicio agradable pero muy lento. Esperaba algo más, pero es un restaurante recomendable.",450 contribuciones,Escrita el 15 de noviembre de 2025,"Torrejón de Ardoz, España",450.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c0/b1/b2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,La mejor pizza de Madrid !,Beppeturco,"✨La mejor pizza de Madrid, sin duda.
Cada bocado es un viaje directo al corazón de Italia. Masa perfecta, ingredientes de primera y un sabor que te abraza. ❤️
¡Enhorabuena al equipo y gracias por hacernos disfrutar así! 🍕🔥",3 contribuciones,Escrita el 21 de octubre de 2025,3 contribuciones,3.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/77/5c/90/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Ubicación conveniente y buena comida,Stacy S,"Este restaurante estaba a unos cientos de pies de mi hotel, que era bastante conveniente. La comida era buena y el personal era servicial.",10 contribuciones,Escrita el 14 de octubre de 2025,10 contribuciones,10.0,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Muy bien,mariam b,La comida estaba super buena y Alba es super maja!!! Lo aconsejo especialmenge para ir con amigos para comida o para cenar !!,1 contribución,Escrita el 3 de octubre de 2025,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,,,,
1775472374-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,El mejor,Ivan Victor G,"Un restaurante que no tienes que perder. Comida buena, servicio inmejorable y local bonito y limpio.  Muy buena ubicación",2 contribuciones,Escrita el 16 de septiembre de 2025,"Madrid, España",2.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,,,
