web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,image3,data4
1775578013-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Ambiente familiar increíble,valentina z,"Todo increíble..  Jesús, Osiris y Alejandro hacen un equipo maravilloso !! Volvería a repetir el comer aquí y pasar tiempo con mis amigas aquí un millón de veces",1 contribución,1.0,,oct 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,Escrita el 10 de octubre de 2025
1775578013-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Volvere,Diana R,"Volveré 100%, la atención impecable y la comida riquisimaaaaa!! La atención de Jesús y Osiris la mejor! Definitivamente lo recomendaré",1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Escrita el 10 de octubre de 2025
1775578013-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Atención y comida muy rica,Marta B,Comida riquísima y la atención estupenda de Alejandro y Osiris. Recomiendo el roll trufo y el arroz frito. Las jarras también son todo un acierto.,1 contribución,1.0,,oct 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,Escrita el 10 de octubre de 2025
1775578013-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Cena riquísima,CRISTINA,"Muy buena experiencia, la comida riquísima y el trato de Alejandro Osiris excelente. Lo recomiendo 100%, los rolls y el arroz frito buenísimo",1 contribución,1.0,,oct 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,Escrita el 10 de octubre de 2025
1775578013-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,todo perfecto!,Mora F,"Todo perfecto! Alejandro muy atento, el lugar impecable, la atención excelente y el ambiente muy agradable. Sin duda volveré pronto!",1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,Escrita el 8 de octubre de 2025
1775578013-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,todo perfecto!!,Mora f,"Todo perfectooo!!!!! Alejandro muy atento, el lugar impecable, la atención excelente y el ambiente muy agradable. Sin duda volveré pronto, fue una gran experiencia!!!!!!",1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,Escrita el 8 de octubre de 2025
1775578013-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Buen lugar para disfrutar,Kenia P,Increíble lugar para disfrutar!!!! está muy agradable el lugar y la comida y bebidas están exquisita!! Perfecto si quieres pasase un buen rato con buena comida,2 contribuciones,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,Escrita el 8 de octubre de 2025
1775578013-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Excelente atención,andrea,"Excelente atención de Emely, nos recomendó los mejores cocteles y se encargó de que no nos faltara de nada. Volveremos sin duda",1 contribución,1.0,,oct 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,Escrita el 4 de octubre de 2025
1775578013-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Excelente servicio,francis v,"Excelente experiencia Emely súper amable y recomienda súper bien.. la margarita de maracuyá está espectacular, y los sushi inigualables repetiremos…",2 contribuciones,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,Escrita el 4 de octubre de 2025
1775578013-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Excelente experiencia,Maria Milagrito... s,Es la segunda vez que vengo la primera vez quedé fascinada y por eso regrese Muy buena atención la comida excelente lo recomiendo.,1 contribución,1.0,,oct 2025 • Amigos,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,Escrita el 3 de octubre de 2025
1775578013-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,"Todo increíble, muy bueno",Genesis M,"Todo muy rico la verdad, muy buena música y atención , comida y bebidas sabrosas, le doy las gracias a Alejandro y Osiris por atendernos y estar al pendiente, volveré 🫶🏻",1 contribución,1.0,El rollo vulcano y el cóctel diva,sept 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,Escrita el 2 de octubre de 2025
1775578013-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html,Todo excelente,Go58688470001,"Todo fenomenal , la comida muy rica la muy bien ambiente 10 de 10 , volvería a venir de verdad que sí , todo muy rico gracias por todo",1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",oct 2025 • Amigos,,,,,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,Escrita el 1 de octubre de 2025
