web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,image,image2,data12,data13,data14,image3,data15,data16,data17,data18
1775662089-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Una pausa a las tapas !!,Freddy A,"Delicioso sabor de la carne y la morcilla.  un menú completo a un precio adecuado.  Los postres para terminar muy ricos.   
La  Atención muy cálida !",1 contribución,,1,Escrita el 27 de agosto de 2023,1 contribución,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Excelente,Federico V,"La atención y la comida excelente .
Precios súper acordes.
Nos sentimos como en casa a las de 10 mil km.
Tienen un menú que incluye entrada, principal y postre que está 10 puntos",14 contribuciones,,14,Escrita el 24 de agosto de 2023,"Buenos Aires, Argentina",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Súper recomendable,JAVIER D,",Excelente la comida y el precio, delicioso y muy rápida la atención, el lugar es muy pequeño, solo es para terminar tus alimentos e irte",2 contribuciones,,2,Escrita el 24 de agosto de 2023,México,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662089-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buena Cocina,Santy Fdez,"Un buen sitio para comer y deleitarse con los platos de la casa. El precio del menú es asequible. El trato del personal es adecuado.

A good place to eat and enjoy the dishes of the house. The menu price is affordable. The treatment of the staff is adequate.",137 contribuciones,,137,Escrita el 14 de agosto de 2023,"San Cristóbal de La Laguna , España",Calidad/precio,Ambiente,Servicio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/68/90/c9/santy-f.jpg?w=100&h=-1&s=1,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662074-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Una excelente comida,Kenneth S,"Súper amables ! La carne súper rica. Mucha comida por el precio, el fan tiene un sabor alucinante. Definitivamente los promoveré con mis conocidos ! Esta locación es súper práctica.",36 contribuciones,,36,Escrita el 30 de octubre de 2024,"Santa Ana, Costa Rica",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/51/e5/93/caption.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Fantástico almuerzo en Madrid,Steve C,Tuvimos el menú del día. La comida era fantástica y el personal era muy profesional. Tuvimos una gran experiencia. Nos dejamos caer mientras caminamos por Madrid y nos sentamos rápidamente. Nos encantó tu restaurante,5 contribuciones,,5,Escrita el 9 de octubre de 2024,5 contribuciones,Mostrar original,Calidad/precio,Ambiente,,,Servicio,Comida,,,Traducido automáticamente,,Leer más,0.0
1775662074-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Katastrofa,Dragan V,"fraude y manipulación.  La parrilla y la carne a la parrilla son solo para ver.  Toda su comida llega por ascensor desde el piso superior.   Muy grosero y cruel con los extraños y lleno de sonrisas con los invitados leales.  Un lugar para no recomendar.  La excepción es la camarera.  Querida, querida y digna de toda alabanza.",1 contribución,,1,Escrita el 23 de septiembre de 2024,"Belgrado, Serbia",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/86/8e/a3/dragan-v.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Gran valor establecido almuerzo,Lucy_lu07,"Podemos escuchar para un almuerzo tardío y tenía el menú establecido que era increíblemente buena relación calidad-precio. La comida era deliciosa. Comimos salchicha y epinado para empezar, pollo con patatas fritas y luego arroz con leche / café.",181 contribuciones,,181,Escrita el 18 de septiembre de 2024,"Sevenoaks, Reino Unido",Mostrar original,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775662074-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Evita este lugar.,Jay,"Muy mal. Pedimos filete de falda y flanco. Ambos no fueron cocinados a media orden. El filete de falda estaba crudo y el flanco estaba demasiado cocido. Intentaron bueyear el filete de falda pero aún crudo. Fuimos allí después de leer buenas críticas, pero muy decepcionados con la calidad. No recomendaría este lugar a nadie. A la camarera no le importó mucho incluso después de decírselo un par de veces.",7 contribuciones,,7,Escrita el 4 de septiembre de 2024,"Lawrenceville, Nueva Jersey",Mostrar original,Calidad/precio,Ambiente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,Servicio,Comida,,,Traducido automáticamente,,Leer más,0.0
1775662074-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Me encanta!,Nayla D,"Absolutamente increíble! La comida es genial, el personal muy agradable y muy educado y el café excepcional. Nuestra camarera era muy atento y el filete agradable y jugo. Lo recomendaría gustosamente a familiares y amigos. : ) 
Nayla",1 contribución,,1,Escrita el 31 de agosto de 2024,1 contribución,Mostrar original,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775662074-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Calidad y calidez a un precio inmejorable,Vicente B,Local muy cálido y agradable. Muy bien situado entre la calle Atocha y Plaza Santa Ana. Comida excelente y precio inmejorable.,7 contribuciones,,7,Escrita el 20 de agosto de 2024,7 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Vacaciones 2024,Marcos A,Excelente lugar. Fui con mi familia al que está en la calle Huertos si no me equivoco. El personal bien amable. Muy buenos precios en la comida y bebida,3 contribuciones,,3,Escrita el 19 de agosto de 2024,3 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,"No falla, parada obligada para argentinos",Gustavo A,"Tercera vez en Madrid y esta vez fuimos dos veces a cenar allí. Tienen un menú armado excelente que incluye un primer plato de chorizo/morcilla o empanada y un segundo plato con carne (varias para elegir, no se pierdan la entraña) y papas o ensalada. Además pan, bebida y postre. Todo a un precio más que razonable para el centro de Madrid. Excelente y muy buena atención.",75 contribuciones,,75,Escrita el 21 de julio de 2024,"Buenos Aires, Argentina",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Muy buen asador argentino.,Gordon R,Realmente disfruté de este restaurante la comida era excelente y el bistec fue cocinado exactamente como lo pedí. El servicio era muy bueno y la relación calidad-precio era excelente. La mejor comida de bistec que tuve mientras estaba en España. Recomiendo encarecidamente este restaurante.,887 contribuciones,,887,Escrita el 2 de julio de 2024,"Bathgate, Reino Unido",Mostrar original,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f5/ab/4a/gordon-r.jpg?w=100&h=-1&s=1,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775662074-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Una invitación de mal gusto,Oscar V,"Como ya había venido anteriormente, y me gustó el lugar, como fui atendido y la comida en general, le recomendé a una amiga y fuimos, el menú simplemente una estafa, las patatas fritas chorreaban en aceite, la carne, a pesar de haber pedido la carne bien echa, me la trajeron medio cruda, la vez anterior había puntuado con 5 estrellas este lugar, está vez fue horrible. No se los recomiendo. Una estafa total. Doy un a estrella, porque no hay cero estrellas..",1 contribución,,1,Escrita el 9 de junio de 2024,1 contribución,,Calidad/precio,Ambiente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,Servicio,Comida,"Que se vayan antes de entrar, es una estafa, es muy diferente lo que ofrecen a lo que te traen.",,,,Leer más,0.0
1775662074-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Mala experiencia,Pilar B,"Paramos a tomar un refresco y un vino. Para el precio de las bebidas, la copa de vino 4,50€, tampoco era de los mejores. 
Y los aperitivos, que nadie tiene obligación de ponerlos, pero es lo que todos esperamos, eran aceitunas o panchitos. Y a  nosotros, por despiste o a saber por qué, no nos pusieron NADA.",1 contribución,,1,Escrita el 27 de mayo de 2024,1 contribución,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,José Manuel Ruiz,Jose Manuel R,Muy buena atención y una comida muy buena la hamburguesa completa del 10 y la parrillada estupenda un acierto calidad precio en madrid,2 contribuciones,,2,Escrita el 27 de abril de 2024,2 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775662074-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Recomendado!,Celia S,"Excelente propuesta de carne, muy buena relación calidad precio.
Linda zona de Madrid, con movida nocturna.
Gran atención a la mesa, nos sentimos cómodos.
Vale la pena!",128 contribuciones,,128,Escrita el 28 de marzo de 2024,"Montevideo, Uruguay",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c2/70/0b/celia-s.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
1775662074-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buena comida Argentina,Juan M,"Muy buena comida Argentina, a buenos precios. Las empanadas de carne estaban muy buenas, y la entraña muy suave y en su punto. Buen servicio también.",14 contribuciones,,14,Escrita el 5 de marzo de 2024,"Bogotá, Colombia",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0
