web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,image3,image4,data20,data21,data22,data23,data24,data25
1775661523-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,"Mala experiencia, lugar bonito.",Alfonso G,"Lamentable el servicio, muy lentos..
Pedíamos un tratar de atún y estaba congelado aún, se lo comentamos y se limitó a pedir perdón pero no lo retiro no trajo otro ni nada de nada. Además precios altos. Con pillar algún bobo como yo que va de paso parece que les llega…",5 contribuciones,5.0,Escrita el 10 de noviembre de 2025,5 contribuciones,Hay lugares en la zona con bodegas subterráneas igual y seguro que mejores..,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,
1775661523-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Una buena terraza para compartir tapas en Plaza Mayor,pvarleta,"Cenamos en la terraza, muy linda vista y buena atención. Las gambas al ajillo excelentes al igual que las berenjenas con mozarrella. Un ambiente grato.",17 contribuciones,17.0,Escrita el 11 de septiembre de 2025,"Santiago, Chile",Linda vista y buena atención,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,,,
1775661523-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,¡Segunda vez mejor que la primera!,Geodoctress,"Fui a comer a este restaurante en mayo con mi hijo adulto. En el sótano. Fue tan bueno que traje a mi hija adulta para el almuerzo. Comimos afuera bajo los paraguas y los señores. ¿Ambas veces? ¡Qué maravilla! Su solomillo fue increíble (un hecho perfecto) , mi secreto ibérico igualmente! Las tres patatas bravas de salsa también eran perfectas. Y el servicio de Brian Jackson (no te dejes engañar, es peruano) fue simplemente excelente. Tuvimos una gran conversación en Inglés y Español y eso solo contribuyó a la memorabilidad de esta comida. Los restaurantes de Plaza Mayor suelen ser acertados y fallados, pero este es un gran éxito! Esperamos volver! 👏👍🏻👏👍🏻",125 contribuciones,125.0,Escrita el 19 de julio de 2025,"Siracusa, Estado de Nueva York",,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/74/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/74/76/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/74/77/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e6/15/7c/caption.jpg?w=100&h=-1&s=1,,,,,,
1775661523-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Cena decepcionante,Ali V,Mal servicio. Comida mediocre. Tuvimos que hacer señas a los camareros para que pararan. Nunca supe si realmente se ordenó. Nada especial. Comida de mala calidad.,23 contribuciones,23.0,Escrita el 6 de julio de 2025,23 contribuciones,,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775661523-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Bonito y amable,QA_Geek,"Muy buen alojamiento para un grupo grande! Parte de la comida era un poco salada, pero en general era una buena comida. Los postres estaban muy bien hechos y la sangría de rosas era increíble! Tuvimos una noche maravillosa!",396 contribuciones,396.0,Escrita el 10 de junio de 2025,"Manchester, Connecticut",,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/77/c3/4d/caption.jpg?w=100&h=-1&s=1,,,,,,
1775661523-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Bien.,Bianca,"Muy buena comida, nos alegramos de encontrar este lugar en el centro de Madrid. Los precios también son bastante decentes para la ubicación del restaurante",143 contribuciones,143.0,Escrita el 22 de abril de 2025,143 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ab/33/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ab/33/f7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ab/33/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e2/f2/35/biancamaria27.jpg?w=100&h=-1&s=1,,,,,,
1775661523-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Muy buena experiencia,Anna F,"El lugar es muy bonito. La comida muy buena, con raciones decentes.
El trato del servicio es excelente.
¡Muy recomendable!",1 contribución,1.0,Escrita el 18 de abril de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,,
1775661523-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,"Excelente la comida ,comí croquetas las mejores,no me gustaba el pulpo y lo probéa la braza y lo repetiría",liliana,"excelente la atención de Álex y la comida, explica muy bien los platos y ofrece una excelente asesoría, me gustó mucho ..",1 contribución,1.0,Escrita el 9 de abril de 2025,"Subachoque, Colombia","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,,
1775661523-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Buena  comida,ANNA G,"Lugar bonito, ya que parece una cueva.
La comida muy buena, quizás un poco cara,  pero la ubicación supongo que lo requiere. 
El personal muy bien 👍",52 contribuciones,52.0,Escrita el 16 de marzo de 2025,"Barcelona, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/76/1d/cd/caption.jpg?w=100&h=-1&s=1,,,,,,
1775661523-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Lugar soleado perfecto con excelentes tapas!,Crystal163,"Las mejores croquetas de bacalao que tuvimos! El sol estaba fuera y nos sentamos aquí con una cerveza y tapas! ¡Las patas bravas también eran divinas! En las horas de mayor actividad solo puedes sentarte aquí si pides alcohol o algo de comida, no puedes simplemente tomar un café. Pero tapas, cócteles y cerveza todo fabuloso, con un gran servicio! Ignora las malas críticas, este es un lugar encantador!",86 contribuciones,86.0,Escrita el 26 de febrero de 2025,"Lancashire, Reino Unido",,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/14/65/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/14/65/27/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/14/65/28/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/c1/25/crystal163.jpg?w=100&h=-1&s=1,,,,,,
1775661623-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Jefe tha yeno,Stephen G,"Muy buen restaurante, servicio brillante por Angel. Iría de nuevo, porción Calamari y porción Veel ambas muy grandes",3 contribuciones,3.0,Escrita el 9 de septiembre de 2024,"Dear stegrabe2003, thank you for your review and recommendation!",3 contribuciones,Traducir respuesta,Restaurante DCorazon,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661623-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,¡Delicioso!,Monique B,"Tomé el takiki de atún... estaba muy bueno. Añadí aguacate al mío. Lo hizo mucho mejor. Mi marido y mi hija tienen el cerdo tirado. Ella con papas fritas, él con “patatas”. Las patatas estaban fritas como patatas fritas. ¡Dijeron que el cerdo estaba delicioso!",15 contribuciones,15.0,Escrita el 8 de septiembre de 2024,"Dear Monique B, thank you for your review and recommendation!",15 contribuciones,Traducir respuesta,Restaurante DCorazon,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661623-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Buena experiencia,Gustavo G,"Buena comida y muy buen servicio, el lugar del sótano está muy bonito, abajo de la plaza mayor, muy bien ubicado f gracias",6 contribuciones,6.0,Escrita el 3 de septiembre de 2024,"Hola Gustavo G, Muchas gracias por tu reseña y recomendación. ¡Nos alegra saber que tuviste una buena experiencia con nosotros!","Monterrey, México",,Restaurante DCorazon,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/fe/2b/43/gustavo-g.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Horrible comida y servicio,Ian C,"El cerdo jalado era un desastre de mal gusto en rodajas de patata secas, peor que una mala cena escolar. Costillas... 6 costillas pequeñas, poca carne, salsa congelada. Lo peor fue que el miembro sin gluten de nuestro grupo... pidió ensalada de gambas y explicó GF, sin pan por favor. Recibió 3 gambas pequeñas cubiertas de migas de pan en una pequeña ensalada de lechuga llena de crutones quemados, y 1 pedazo de tocino. El pedido de bebidas estaba mal. No te sientes en la 'cueva' que ves en las fotos, rara vez ves un camarero, ni le preguntas si todo estaba bien. Tan pronto como dijimos que no a los postres, se presentó el billete de 78 euros y lector de tarjetas y eso fue todo. Una terrible trampa turística y estafar, no te acerques.",5 contribuciones,5.0,Escrita el 23 de julio de 2024,Dear T2947RYianc We are sorry to hear that you did not have a good experience with us. At DCorazon we care about providing good service and quality food. We also appreciate your comments to help us improve.,5 contribuciones,Traducir respuesta,Restaurante DCorazon,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661623-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,"Buen servicio y rápidos,buena atención",kathya,"Venimos a comer en familia, servicio muy agradable, Nielson nos atendio tambien muy cordial y amable el servicio de alimentos y bebidas fue rápido. La comida buena
Gracias!!",2 contribuciones,2.0,Escrita el 6 de julio de 2024,"Hola Relax42235910562, ¡Muchas gracias por su reseña y recomendación! Nos alegra saber que tuvieron una buena experiencia con nosotros y esperamos poder verles en otra ocasión.","Cabo San Lucas, México",,Restaurante DCorazon,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,DCORAZON Magic,Bo,"Qué espacio tan increíble. 
El lugar perfecto para pasar la tarde fuera, tomando una deliciosa cerveza fría o sangría y comiendo fabulosas tapas. 
Nos atendió Jasell... era fabuloso. Amable y atento y solo un tipo agradable alrededor. 
Al decir eso... todo el equipo aquí fue increíblemente atento y fue súper complaciente con el hecho de que ninguno de los dos hablaba un poco de español... 
Todo era increíble. . . incluso los baños. . . limpio y olía súper fresco. . . qué placer. 
Sin duda volveremos aquí de nuevo para experimentar todo esto de nuevo. . .",9 contribuciones,9.0,Escrita el 1 de julio de 2024,"Dear Sunshine14744207583, Thank you for your review and recommendation. We are happy to know you had a good experience with us!","Christchurch, Nueva Zelanda",Traducir respuesta,Restaurante DCorazon,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b8/94/e3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b8/94/e2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,,Leer más,Leer más,0.0
1775661623-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Decepcionante,LP77,"Reservamos en este Restaurante por las buenas críticas y fue un total desastre, no tanto por la comida sino por el servicio. 

En primer lugar preguntamos si los platos que íbamos a pedir llevaban un ingrediente al que tenia alergia uno de los comensales, y nos quedamos atónitos con el “no sé” de la camarera. Pedimos que lo preguntara en cocina (¿de verdad es necesario insistir?) y lo hizo de muy mala gana. 

Tomamos unos huevos rotos (lo mejor de la comida), bacalao con salsa romesco y dos entrecots. 

La salsa romesco estaba tan picante que fue imposible de comer (la camarera simplemente se levantó de hombros). Pedimos uno de los entrecottes con salsa de roquefort, que no traía. Lo reclamamos a la camarera pero tardó 15 minutos, cuando llegó se habian enfriado los segundos.

No tomamos ni postre ni cafè. Fue la peor comida en Madrid con diferencia. Una pena que los turistas tengan que encontrar restaurantes de este tipo.",1588 contribuciones,1588.0,Escrita el 1 de julio de 2024,,"Valencia, España",,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b7/44/f9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b7/44/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/dc/b1/f8/caption.jpg?w=100&h=-1&s=1,,,,,Leer más,,0.0
1775661623-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Excelente comida,Gustavo R,"Es un Restaurante con un agradable ambiente, excelente atención, menú muy variado, desayunos, comidas, postres, bebidas. La comida es excelente!",1 contribución,1.0,Escrita el 29 de junio de 2024,"Hola gustavorH5947DW, ¡Muchas gracias por tu reseña y recomendación!",1 contribución,,Restaurante DCorazon,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Buena comida y personal,Coastal23247741292,"Se come muy bien, el sitio muy agradable y en la terraza en la misma plaza mayor el personal muy majo muy  recomendable.......",1 contribución,1.0,Escrita el 29 de junio de 2024,"Hola Coastal23247741292, ¡Muchas gracias por tu reseña! Nos alegra saber que tuviste una buena experiencia con nosotros.",1 contribución,,Restaurante DCorazon,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Comida deliciosa con excelentes vistas y excelente servicio!,Kneece C,"Excelente comida, servicio fabuloso, y hermosa ubicación! Nos encantó el cerdo tirado de Tennessee con interesantes patatas crujientes, maravillosa sangría y excelente milefeuille de queso de cabra calabacín. Nilson y Jasell nos dieron un excelente servicio. Ambos eran muy amables y serviciales.",45 contribuciones,45.0,Escrita el 28 de junio de 2024,"Dear Kneece C, thank you for your review and recommendation! We hope to see you soon!","Sacramento, California, United States",Traducir respuesta,Restaurante DCorazon,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b0/8f/7a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b0/8f/79/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a7/9e/27/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,,Leer más,Leer más,0.0
1775661623-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,100% recomendable,Maria M,"Muy buena comida, nos sirvieron super rapido y el camarero Nilson super amable y trabajador. Comimos bocatas de calamares, gazpacho y croquetas. Todo súper recomendable!",1 contribución,1.0,Escrita el 25 de junio de 2024,"Hola X6140SUmariam, ¡Muchas gracias por tu reseña y valoración! Nos alegra saber que tuvieron una buena experiencia con nosotros y esperamos verles en otra ocasión.",1 contribución,,Restaurante DCorazon,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Buena atención,Nicolle B,"Fui con mi hermana pedimos una bocata de calamar y las raciones son bastante grandes, con relación calidad precio me pareció muy bien, y la atención muy buena por parte de el mesero",1 contribución,1.0,Escrita el 23 de junio de 2024,"Hola 385nicolleb, Gracias por compartir tu experiencia con nosotros. ¡Esperamos verles en otra ocasión!",1 contribución,,Restaurante DCorazon,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Un almuerzo increíble,Shyanne D,"Comida y bebidas era increíble y era tan delicioso, la comida era agradable y caliente y tenía un sabor a la perfección. No veo la hora de volver.",1 contribución,1.0,Escrita el 23 de junio de 2024,"Dear 496shyanned, thank you for your review and recommendation. We are glad to know you had a good experience with us. We hope to see you soon!",1 contribución,Traducir respuesta,Restaurante DCorazon,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a4/fd/65/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,,Leer más,Leer más,0.0
1775661623-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Comida y servicio,virginia g,"Excelente comida y servicio !!
DCORAZON Super recomendable !
Muy buena ubicación !
Tiene terraza y también lugar para comer abajo, hermoso",1 contribución,1.0,Escrita el 22 de junio de 2024,"Hola K2234NOvirginiag, muchas gracias por tu reseña y recomendación. ¡Esperamos verte pronto!",1 contribución,,Restaurante DCorazon,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661623-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Ambiente especial con buenos profesionales,BELEN A,"El ambiente es muy especial, en una cueva. Los camareros son encantadores, profesionales y muy amables. Y la comida muy buena, bien presentada y muy rica. Éramos un grupo de 9, cada uno pidió un plato distinto y todos estaban buenísimos.",1 contribución,1.0,Escrita el 22 de junio de 2024,"Hola E3335FDbelena, ¡Muchas gracias por tu reseña y recomendación! Nos alegra saber que disfrutaron de una buena experiencia con nosotros. ¡Esperamos verles en otra ocasión!",1 contribución,,Restaurante DCorazon,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,Escrita el 22 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
