web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,image3,data17,data18,image4,image5,image6,image7,image8,image9,position,position2,image10
1779689263-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,No defrauda,Laura,"Estuvimos hace dos semanas y comimos fenomenal. 
Todos los platos riquísimos, a destacar el niguiri de unagui y el tiradito de dorada con vieira. Carta de vinos extensa. 
En cuanto al servicio, tienen un 10. Muy atentos en todo momento y muy muy amables. Esperamos veros pronto…","Madrid, España",109 contribuciones,109,Escrita el 29 de septiembre de 2021,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/a5/c4/1b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/a5/c4/1d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/a5/c4/1f/caption.jpg?w=300&h=300&s=1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cf/99/76/lausan03.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Muy recomendable,RJyS,"Una gran sorpresa. No lo conocía y desde la atención recibida hasta cada uno de los platos ha sido todo una delicia. 

Destaco la anguila y las albóndigas de rabo, pero el tiradito de dorada con vieiras, me parece un plato de otro nivel.","Madrid, España",121 contribuciones,121,Escrita el 8 de septiembre de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cd/39/3d/rjys.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Recomendable,Nieves M,"Muy buena experiencia hemos tenido en este restaurante. 
La comida estaba rica, muy bien elaborada y el trato excelente. 
Después de pedir a la carta, la maitre nos ha recomendado varios platos que han sido un acierto, asi que es buena opcion dejarse aconsejar. 
El tiradito de dorada y vieira y los nigiris lo mejor. Aunque las albóndigas de rabo estaban de muerte, también. Quizá lo que menos nos ha gustado, aunque para ser más precisa, no estaba a la gran altura del resto de platos, era la anguila ahumada sobre ricota. La torrija de postre buenísima, con un toque cítrico que le iba muy bien.
Hemos comido con un vino blanco muy rico (O Estranxeiro) que han puesto en cubitera y que nos han servido las camareras, estando pendientes en todo momento de cuando estaban las copas vacías.
Por poner un pero, en la cuenta figura pan y aperitivo: 1,50 por persona y la verdad, no queda muy bien cobrarte el aperitivo si es cortesía de la casa. Y si lo que te cobran es el pan, cobrarte 3 euros por una cesta, me parece excesivo. Por sugerir, yo enmascararía ese coste del pan y aperitivo en el precio de los platos y no cobraría nada por este concepto. La cuenta ha sido 102,50€, que hemos pagado tan contentos porque hemos comido y nos han tratado de lujo.","Madrid, España",37 contribuciones,37,Escrita el 6 de agosto de 2021,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,1,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Siempre perfecto,Víctor G,Siempre perfecto. Hacía bastante que no volvíamos y sigue igual de bien que siempre. Probamos algunos platos nuevos (tatar de bonito especialmente) que nos gustaron mucho. Los clásicos (ceviche y tiraditos) siguen triunfando. No tardaremos tanto en volver.,"Madrid, España",252 contribuciones,252,Escrita el 4 de agosto de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/80/5a/60/victor-g.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Buena cocina pero en platos minimalistas,JMZ69,"Nos encantó el enfoque del restaurante y los platos estaban muy ricos pero en cantidades ""innecesariamente"" pequeñas.
Nos llamó la atención que escatimaran en el tamaño de las raciones porque restaba potencia a los platos. Incluso llegamos a pensar que nos habíamos confundido al pedir, es decir, que tenían ración y media ración...
En fin, el sitio es acogedor y la cocina es muy buena pero no para repetir. Una pena.

Por cierto, pedimos unos vermouth y los que nos pusieron NO nos gustaron nada... de hecho, nos los dejamos enteros, pero los cobraron...un detalle a revisar por su parte.","Madrid, España",158 contribuciones,158,Escrita el 25 de julio de 2021,Calidad/precio,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Perfecto,LAviaje,"Sitio para descubrir por la atención y calidad de la comida ,
La persona que nos atendió perfecta
Y las recomendaciones todas buenísimas ,
Desde luego para repetir
Por poner solo un pero … se nota que hay segundo turno y te sirven un poco rapido 
Y que en el baño no había jabón , tan importante en estos momentos","Madrid, España",30 contribuciones,30,Escrita el 27 de junio de 2021,Calidad/precio,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/89/avatar010.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Una pena… no volveremos,Carlota,"La verdad que íbamos con altas expectativas pero nos defraudó. A parte que los camareros no ayudaron mucho, dijimos que no nos gustaba el picante y nos trajeron un plato (el primero) súper picante que hizo que perdiéramos el gusto en los siguientes. Una pena, la verdad…","Barcelona, España",7 contribuciones,7,Escrita el 22 de junio de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Delivery top,MargaritaBlanca,"Pedimos para casa y fue una experiencia gastronómica muy rica. De cantidad nos pasamos ya que los platos son contundentes, no me quedaré con las ganas de ir al restaurante para seguir saboreando sus platos.","Madrid, España",1145 contribuciones,1145,Escrita el 26 de mayo de 2021,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/08/f4/85/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/08/f4/86/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/08/f4/87/caption.jpg?w=300&h=-1&s=1,1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Una grata sorpresa!!,Enric,"Un experiéncia gastronómica de nivel.
Platos en medias  raciones para compartir, perfecto para probar cosas. Todo estaba buenísimo y el staff una maravilla. Carta se vinos con buenas referencias. El precio correcto para la cálidad y la atencion. Muy recomendable!!!","Barcelona, España",964 contribuciones,964,Escrita el 24 de mayo de 2021,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/06/8d/78/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/06/8d/79/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/06/8d/7a/caption.jpg?w=300&h=-1&s=1,10,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/8b/9b/c1/nuflo72.jpg?w=100&h=-1&s=1,,,,,,,,
1779689263-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Impresionante!!,irenecarrion,"Por fin un restaurante en el que vivir una experiencia gastronómica. 
Ya estaba un poco cansada de salir a comer/cenar y encontrar los mismo platos en todos lados. Aquí no solo nos ha costado decidir entre la gran variedad de platos, sino que a cada cual era más novedoso, interesante y apetitoso. 
Pedimos gyutataki de ternera con salsa de ponzu, y nos encantó, y el tiradito de dorada con vieiras, de locos. Pero la palma se la lleva el pulpo con espuma de patata y sobrasads. No me da miedo afirmar que es de los mejores que he tomado en mi vida. 
De postre, tarta de queso, que es de tamaño XXL y con queso estilo gorgonzola (o uno de sabor similar) que bien podría pasar por un plato principal en vez de un postre (merece la pena probarla!) 
A parte, los camareros, un encanto, poniendo facilidades para mi intolerancia con el gluten.
No disponen de pan sin gluten, pero a cambio me pusieron pan de gambas. 
Repetiremos sin duda para probar el resto de platos. ☺","Madrid, España",22 contribuciones,22,Escrita el 28 de abril de 2021,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e9/d0/09/img-20210428-211949-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e9/d0/0a/img-20210428-213005-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e9/d0/0b/img-20210428-213919-largejpg.jpg?w=300&h=300&s=1,0,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,,,,,,
1779689308-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Mezcla de sabores,Valle,"Nos dejamos aconsejar ya que ha sido nuestra primera visita.
Sin duda el pulpo nos encantó y las albóndigas de rabo de toro todo un éxito.
Un lugar dnd volver.",165 contribuciones,165,Escrita el 25 de abril de 2021,"Palencia, España",0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e7/01/c1/img-20210416-153741-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e7/01/c2/img-20210416-152316-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e7/01/c3/img-20210416-151619-largejpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e7/01/c5/img-20210416-152311-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e7/01/c0/img-20210416-161208-largejpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,
1779689308-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Nunca defrauda,Julio Diaz,"@bacira_rest en Madrid, fuimos 4 y nos dejamos guiar en vino y en bebida. De aperitivo este humus con pan de gamba, y pedimos: sardina con ajo blanco, tartar de atún, tiradito de lubina, bao de pan era y albóndiga de rabo de toro. Me encantaron todos muchísimo aunque el más flojete para mi el tartar. De postre torrija, tarta de queso y brownie (salvo. este ultimo los dos de sobresaliente). Buena selección de vinos, todo esto más dos vinos, refrescaos y café 51€ / persona . Destacar la amabilidad del personal y la ayuda en la selección del vino y la comida. #madrid #españa #restaurante #restaurantesmadrid #restaurantes #restaurant #restaurants #foodie #foodies #foodiesmadrid #restauranterecomendado",1272 contribuciones,1272,Escrita el 1 de abril de 2021,"Madrid, España",0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/1d/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/1e/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/1f/photo3jpg.jpg?w=300&h=-1&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/20/photo4jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/1c/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/21/photo5jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ce/9f/22/photo6jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/37/c1/5e/caption.jpg?w=100&h=-1&s=1,,,,
1779689308-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,lugar de culto de cocina fusion  en Chamberi - RESERVAR,fiwitin,"conocemos la cocina de unos de los Chefs de Bacira desde Nikkei 225

desde que abrió Bacira al que llegamos por casualidad nos pareció una maravilla por su fusión de cocinas sudamericanas, asiáticas y española.

la carta no cambia tanto pero no deja de gustar

excelente servicio",15 contribuciones,15,Escrita el 20 de marzo de 2021,15 contribuciones,0,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c3/3d/a6/tiradito.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,
1779689308-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Comida de primera!,Pablo H,"Pedimos un menú navideño para dos personas y solo lo puedo definir como ESPECTACULAR. No conocíamos el sitio, pero cuando se tranquilice la situación, estamos deseando ir a cenar allí. Enhorabuena!",17 contribuciones,17,Escrita el 5 de enero de 2021,"Madrid, España",1,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/cf/b5/83/pablo-h.jpg?w=100&h=-1&s=1,,,,
1779689308-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Pésimo servicio,Carlos C,"Repetía en Bacira, pero ahora sé que no lo haré. La comida está bien, es una propuesta que contiene originalidad y frescura.
Una auténtica lástima que existan restaurantes que se esmeran en ofrecer una  buena comida pero que no cuidan la experiencia de los comensales. El servicio de sala fue decepcionante.
Llegamos a las 15h y a las 1520h comenzamos a pedir la comanda. Nos avisan de que cierran cocina a las 1545h, pero sin otra advertencia particular. Repasamos la comanda para asegurar que todo está OK y que no nos quedaremos con hambre.
A las 1615h, cuando aún quedan 3 platos, nos avisan de que ""van a cerrar en 15 minutos"". Ante nuestro estupor, nos dicen que ""esperarán a que acabemos de comer"", como gesto de insólito servilismo. Preguntamos por qué no han dicho nada al comenzar, por qué no han advertido de esos tiempos y no sólo dan la callada por respuesta, sino que desoyen nuestros ruegos con cierta inquietud por proceder al cierre.
De la propuesta gastronómica poco que decir; cumple. Del servicio, pésimo.",2 contribuciones,2,Escrita el 5 de enero de 2021,"Madrid, España",3,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,,
1779689308-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,No volveré ni lo recomendaré.,Jon Aurreko,"No volveré ni lo recomendaré. 
Al César lo que es del César: la comida riquisima.
El servicio y el trato pésimos.
Hemos llegado hoy a las 15:10. Para las 15:30 nos han tomado nota y hemos pedido 8 platos distintos para compartir. Nadie nos ha dicho que cerraban pronto ni ninguna pega similar.
A las 16:20 cuando quedaban los 2 platos principales, la camarera nos dice que cierran en 10 minutos; a las 16:30.
Seguido nos planta los 2 platos que faltaban.
Le decimos educadamente que nadie nos ha dicho nada. Le da igual. Sonrie como si no fuera con ella. 
Acto seguido quitan la musica. Los camareros se ponen la ropa de calle y esperan “pacientemente” hasta que acabemos. Imaginaos la escena.
Tenemos que engullir 2 platos en 8 minutos.
A las 16:28 vienen y nos dicen que un café sí que podrian ponernos. Mientras entre ellos hablan y se rien. Les da igual. 
Pedimos la cuenta.
65 pavos persona.
Resumen: No vengais; da igual que cocinen bien. Comer es una experiencia y en este caso nos han privado hasta de tenerla.
Lo unico que agradeceria es una llamada y una disculpa. No es de recibo nada de lo que ha pasado.
Feliz año a todos!",3 contribuciones,3,Escrita el 5 de enero de 2021,"Madrid, España",4,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,
1779689308-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Bacira. Comida maravillosa; trato decepcionante,Javier R,"Mi amigo Pablo me dijo: ""Si voy a un restaurante es por lo rica que está la comida y si dejo de ir es  por como  me traten"". 
Hace mucho que no comía cosas tan ricas como las que comí el otro día en Bacira en mi primera -y única vez: ¡¡spoiler!!-, Y sí:  No pienso volver.
Tras comer dos cosas increibles (tiradito de lubina con vieiras y niguiris de unagui con ""foie"") tuve una conversación con el jefe de sala en esta clave:
-¿Entiendo que llevais poco tiempo abiertos?
-Pues no. Hace casi seis años.
-¡¿En serio?! Entonces este debe ser uno de los sitios más infravalorados de Madrid.
-(risas) Si, es que estamos en un sitio poco transitado.
En menos de media hora tuve mi propia explicación del porqué.
Mi hijo y yo (los comensales) habíamos decidido juntos la comanda y uno de los platos estaba entusiásticamente tanto en su lista como en la mía era el ""Gyutataki de ternera con salsa ponzu"", de modo que cuando el plato no llegó se lo reclamamos cordialmente al jefe de sala. La sorpresa fue la vehemencia con la que aseguró que no lo habíamos pedido. No se mi hijo, pero yo miré en varias direcciones por si hubiera alguien mirando. No, no había nadie mirando: El jefe de sala, por alguna razón desconocida y de una manera gratuita nos tildaba, poco menos que de mentirosos. 
A ver. Imaginense que tienen un restaurante y un cliente, amablemente, les dice que echa en falta un plato .¿Cual es la manera razonable de reaccionar? (Pensad que tanto mi hijo como yo estábamos COMPLETAMENTE SEGUROS de haberlo  pedido). Si fuese mi restaurante podría decir algo así como: 
-No lo tengo anotado, pero enseguida sale.
-Me pareció que no lo querían, pero enseguida lo solucionamos (Un plato frío!!!! Dos minutos!!)
-Disculpen, debe haber sido un malentendido, En dos minutos está.
Pues no. El maitre nos echaba un pulso - ante nadie- afirmando categóricamente que no lo habíamos pedido. Y os aseguro que sí lo habíamos hecho. 

Siguiente: Una camarera nos trae una copa de Albariño. Curiosamente ni nos mira ni nos responde cuando le damos las gracias. Extraño, pero vale. 
Un rato después, la misma camarera pasa con la misma botella para servir el mismo vino a otra mesa. Esperando con tranquilidad a que pase a nuestro lado intento llamar su atención para que nos ponga otra copa. Sorprendentemente pasa de largo sin escuchar. Espero a que llegue al lugar donde tiene los diferentes vinos y sus cubetas y cosas y cuando me mira le hago el gesto (señalando las copas de mi hijo y mía) de ""Otra ronda por favor!"". En lugar de la respuesta obvia:
-Atender a nuestra ""obvia"" petición
-Acercarse a preguntar qué queríamos exactamente.
En lugar de eso nos hace un gesto señalando hacia ¿la barra? Algo así como que a ella no se le piden esas cosas y que se las pidamos a ellos.
A todo esto, nadie nos pregunta si estamos bien, o si echamos algo en falta.
Y quizá esa es la cuestión para mi. Estoy harto de restaurantes donde parece que no eres el cliente y donde los camareros flotan en un limbo peculiar  donde poco menos que se permiten descalificarte cómo si no estuvieras a la altura de sus expectativas y no al revés. 
Y seis años después, con una comida maravillosa,sigue sin despegar.",2 contribuciones,2,Escrita el 14 de diciembre de 2020,2 contribuciones,4,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,
1779689308-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,decepcion,Comercomoformadevida,"Nos hemos llevado una decepcion con Bacira.

El servicio malo, una de las camareras que parecía asiática era muy impertinente. Te explican los platos sin quedarse en la mesa y acaban la frase y ya se han ido..

Teníamos muchas ganas de probarlo pero, ningún plato nos ha emocionado. 
Ceviche de corvina, los trozos eran enormes y el sabor de la corvina insulso, el maiz que han puesto no funciona, se echa de menos un toque crujiente, la leche de tigre esta rica.
El tiradiro de dorada estaba caliente y da una sensacion mala, entiendo que es por flambear. 
Niguiris un robo en toda la cara a 4€ la pieza... y los sabores no te llevan a ningun lado, de nuevo el arroz estaba como caliente.
La carrillera de curry verde, no sabemos donde estaba el curry no aparece en ningun lado, la carrillera estaba bien hecha pero no es una carrillera al curry. 
Callos ricos, pero no son lo que esperabamos.",76 contribuciones,76,Escrita el 13 de diciembre de 2020,"Madrid, España",2,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/53/23/49/caption.jpg?w=100&h=-1&s=1,,,,
1779689308-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Cena con amigos,Ulises H,Perfecto restaurante para cenar entre amigos. Productazo y menú exquisito. Digno de una Estrella Michelin,28 contribuciones,28,Escrita el 19 de noviembre de 2020,"Tenerife, España",0,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,
1779689308-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Gran experiencia con un producto de alto nivel,Pablo Moya,"Un gran restaurante, con productos de primer nivel. Muy buena experiencia, es el típico sitio que si te gusta la buena cocina y el buen producto podrás disfrutar de una experiencia inolvidable. El trato ha sido inmejorable. Recomendación 100% Debería ser estrella Michelin. El precio es bastante asequible para el producto que se consume.",9 contribuciones,9,Escrita el 7 de noviembre de 2020,"Madrid, España",0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0a/72/d9/caption.jpg?w=100&h=-1&s=1,,,,
1779689308-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Sorprendente,Paula,"Comida riquísima todo estaba muy bueno a destacar el tirado de con un sabor intenso y diferente , buen trato y sin lugar a duda lo mejor su tarta de queso, de las mejores que hemos probado.
Sin duda repetiremos!",34 contribuciones,34,Escrita el 27 de octubre de 2020,"Sevilla, España",0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/40/photo1jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/41/photo2jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/42/photo3jpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/43/photo4jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/3f/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/44/photo5jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3d/39/45/photo6jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ac/5e/7b/voyage14357984257.jpg?w=100&h=-1&s=1,,,,
