web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,data21,data22,image5,image6
1775468532-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Experiencia gastronómica y trato excepcional,Eva M,"Una experiencia gastronómica impresionante, la atención de Ayoub fue excepcional, un trato excelente. La comida de primera calidad, todo super fresco y riquísimo.
Sin duda un sitio para repetir cada vez que vaya a Madrid.",,2 contribuciones,,Escrita el 4 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado de una experiencia gastronómica tan positiva y que tanto la calidad de nuestros productos como el servicio han estado a la altura. Es un placer leer sus palabras.

Le agradecemos especialmente su mención a Ayoub, le haremos llegar su comentario, que sin duda será una gran motivación para todo el equipo.

Nos encanta saber que desean repetir en sus próximas visitas a Madrid.

Será un placer recibirles de nuevo muy pronto.",2,,"Granada, España",Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Experiencia 10/10,Sandra S,"Ayoub fue nuestro camarero y ofreció un servicio excepcional. Desde el primer momento destacó por su amabilidad, atención al detalle y cercanía, haciendo que nuestra experiencia fuera verdaderamente memorable.

La calidad de la comida fue excelente, superando expectativas, y el trato recibido elevó aún más la velada. Sin duda, una combinación perfecta entre gastronomía y servicio.

Una experiencia de 10/10 que recomendaríamos sin dudar.",,5 contribuciones,,Escrita el 4 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado de una velada tan especial y que tanto la calidad de nuestra cocina como el servicio han superado sus expectativas. Es muy gratificante leer sus palabras.

Le agradecemos especialmente su mención a Ayoub, le haremos llegar su comentario, que sin duda será una gran motivación para él y para todo el equipo.

Gracias también por su recomendación.

Será un placer recibirles de nuevo muy pronto.",5,,"Madrid, España",Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/db/3b/b0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/db/3b/af/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Espectacular,Thaís D,"Una experiencia absolutamente sensacional. Desde la reserva, todo fue perfecto. La comida estuvo espectacular, cuidada en cada detalle, con sabores que realmente sorprenden. El servicio de Eloi fue impecable, atento y cercano en todo momento, marcando la diferencia. Y el ambiente, simplemente increíble, acogedor y con una atmósfera que invita a disfrutar sin prisas. Sin duda, un sitio para repetir.",,2 contribuciones,,Escrita el 4 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que todo, desde la reserva hasta el final de la velada, ha estado a la altura de sus expectativas. Es un placer leer que ha disfrutado de nuestra cocina, cuidada en cada detalle, así como del ambiente.

Le agradecemos especialmente su mención a Eloi, le haremos llegar sus palabras, que sin duda serán una gran motivación para él y para todo el equipo.

Será un placer recibirle de nuevo muy pronto.",2,,2 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,La mejor atención y comida,Maria V,La experiencia muy buena la atención de Ayoub la mejor muy buena persona estuvo atento en todo momento muy detallista volveremos  la comida genial pero lo mejor es la atención de Ayoub con todos nosotros,,1 contribución,,Escrita el 4 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado tanto de la comida como del servicio. Le agradecemos especialmente sus palabras hacia Ayoub, le haremos llegar su comentario, que sin duda será una gran motivación para todo el equipo.

Nos encanta saber que se han sentido tan bien atendidos durante toda la experiencia.

Será un placer recibirles de nuevo muy pronto.",1,,1 contribución,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/db/38/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/db/38/59/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Bueno y bonito, pero NO barato",Silvia,"Todo muy bueno, el trato correcto, pero las porciones son escasas para el precio tan EXTREMADAMENTE ALTO que tienen. Me parece que se ha perdido la proporción. Fuimos hace años y no recordaba que la comida fuese de unos 85€ por comensal (no te quedas con hambre pero tampoco es una comida con la que te vayas saturado ni completamente lleno). Cada postre 14.90€, cada plato principal en torno a 38€ como mínimo… lo siento pero creo que hay opciones en Madrid más apropiadas actualmente.",,34 contribuciones,,Escrita el 2 de abril de 2026,,34,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/31/fa/51/caption.jpg?w=100&h=-1&s=1,,Leer más,0.0,,
1775468532-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comida buenísima,Martha P,"Sin duda venir a este restaurante es un acierto seguro, ellos mismos te lo dicen que si no te gusta un plato se lo puedes devolver porque todo está exquisito. La atención de Miguel ha sido impecable. Estaba todo espectacular, pedimos el foi al Pedro ximenez, los buñuelos de bacalao, el timbal de txangurro, el tataki de atún rojo, la pluma ibérica y de postre una torrija súper cremosa a la cual no hicimos fotos (nos pudo el ansia jeje)",,12 contribuciones,,Escrita el 2 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado de su visita y de nuestra propuesta gastronómica. Es un placer leer que platos como el foie al Pedro Ximénez, los buñuelos de bacalao, el timbal de txangurro, el tataki de atún rojo, la pluma ibérica y la torrija han sido de su agrado.

Le agradecemos especialmente su mención a Miguel, le haremos llegar sus palabras, que sin duda serán una gran motivación para todo el equipo.

Será un placer recibirles de nuevo muy pronto.",12,,12 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/ac/b3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/ac/b2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Destacando el servicio,Maps33332857376,"La comida estuvo excelente, destacamos el pulpo el pescado en su punto y los buñuelos deliciosos, el ambiente fue perfecto y el servicio impecable. Mención especial para Roberto por si gran profesionalidad, cercanía y atención al detalle, siempre pendiente de nosotros haciendo que la velada fuese aún más especial. Una experiencia para repetir",,1 contribución,,Escrita el 1 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado tanto de la comida como del ambiente y del servicio. Es un placer leer que platos como el pulpo, el pescado y los buñuelos han sido de su agrado.

Le agradecemos especialmente su mención a Roberto, le haremos llegar sus palabras, que sin duda serán una gran motivación para él y para todo el equipo.

Será un placer recibirles de nuevo muy pronto.",1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Los montes de Galicia,Leer más,,,,,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Cena rica!,Hiram G,"El pulpo, y la lasaña de merluza fueron riquísimos!! Nos encantó todo! 
Y Alex fue súper majo. 
Recomendamos!",,5 contribuciones,,Escrita el 31 de marzo de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que han disfrutado de su visita y que platos como el pulpo y la lasaña de merluza han sido de su agrado. Le agradecemos especialmente su mención a Alex, le haremos llegar sus palabras, que sin duda serán una gran motivación para todo el equipo.

Será un placer recibirles de nuevo muy pronto.",5,,5 contribuciones,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d4/16/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Muchas experiencias alrededor de una mesa, y ninguna tan divina.",crisalgar,"Local acogedor,  de lujo y toque familiar con disimulada sofisticación, los camareros amables y profesionales,  nos recibe Anthony con exquisita elegancia y buenos modales,  la comida muy rica  y sin pretensiones de Michellín, reúne y llena el plato en su justa medida, para abarrotar los sentidos de placer y emoción, que nos presenta Ricardo un camarero educado y pendiente con  gran sencillez  del sentido de su profesión.",,12 contribuciones,,Escrita el 30 de marzo de 2026,"Muchas gracias por compartir una opinión tan especial con nosotros.

Nos alegra profundamente saber que su experiencia ha sido tan memorable y que ha percibido ese equilibrio entre un ambiente acogedor, cercano y a la vez cuidado en cada detalle. Es muy gratificante leer sus palabras sobre nuestro concepto y la forma en la que vivimos la gastronomía.

Le agradecemos especialmente sus menciones a Anthony y Ricardo, les haremos llegar su comentario, que sin duda será una gran motivación para ambos y para todo el equipo.

Será un placer recibirle de nuevo muy pronto.",12,"Que para comer y compartir un precioso y agradable trato, recomiendo los Montes de Galicia.","Madrid, España",Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Gastronomía gallega de diez y un servicio insuperable,Noelis,"Experiencia impecable en Los Montes de Galicia
No es de extrañar que siempre esté en los primeros puestos de Madrid. Desde que entras, el ambiente te envuelve, pero lo que realmente marca la diferencia es el servicio.
Quiero mencionar especialmente a Anthony, quien nos atendió de maravilla. Fue atento, profesional y conocía la carta a la perfección; sus recomendaciones fueron un acierto total y nos hizo sentir como en casa.
Lo que no te puedes perder:
• El Bacalao: Es su plato estrella y la textura es simplemente perfecta.
• La Tarta de Queso: Posiblemente una de las mejores de la ciudad, súper cremosa.
Sin duda, una parada obligatoria para los amantes del buen producto y el trato de diez. ¡Gracias a Anthony por hacer la noche tan especial!",,3 contribuciones,,Escrita el 29 de marzo de 2026,"Muchas gracias por compartir una opinión tan detallada y por su confianza en nosotros.

Nos alegra enormemente saber que su experiencia ha sido impecable y que tanto el ambiente como nuestra propuesta gastronómica han estado a la altura. Es un orgullo para todo el equipo leer sus palabras.

Le agradecemos especialmente su mención a Anthony, le haremos llegar su comentario, que sin duda será una gran motivación. Nos encanta saber que sus recomendaciones fueron un acierto y que contribuyó a que se sintieran como en casa.

También le agradecemos que destaque platos como el bacalao y la tarta de queso, dos de nuestras elaboraciones más apreciadas.

Será un placer recibirle de nuevo muy pronto.",3,,3 contribuciones,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cf/9c/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Totalmente recomendable,Eduardo C,"No es la primera vez que vamos, pero hacía ya tiempo que no íbamos. Espectacular en todo. La comida increíble y la atención también, con especial mención a Ricardo que nos ha atendido estupendamente. Sitio totalmente recomendable, aunque no es barato, la calidad se paga. Gracias",,2 contribuciones,,Escrita el 29 de marzo de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que, después de un tiempo, han vuelto a visitarnos y que la experiencia ha sido tan positiva. Es un placer leer que tanto la comida como la atención han estado a la altura, y le agradecemos especialmente su mención a Ricardo, le haremos llegar sus palabras.

Agradecemos también su valoración sobre la calidad, trabajamos cada día para ofrecer el mejor producto y servicio.

Será un placer recibirles de nuevo muy pronto.",2,"Todos los platos son recomendables, van a acertar si o si",2 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Muy recomendable,Pablo  F,"Todo estaba bastante bueno, en especial las croquetas de cecina y el pulpo a ma gallega. Cabe a destacar el gran servicio de Ayoub el camarero que nos ha atendido. Muy buena comida y mejor trato.",,1 contribución,,Escrita el 29 de marzo de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que ha disfrutado de su visita y que platos como las croquetas de cecina y el pulpo a la gallega han sido de su agrado. Le agradecemos especialmente su mención a Ayoub, le haremos llegar sus palabras, que sin duda serán una gran motivación para todo el equipo.

Será un placer recibirle de nuevo muy pronto.",1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Los montes de Galicia,Leer más,,,,,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468673-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Me encantó,Maii R,"Muy bueno todo espectacular, repetiré",1 contribución,Escrita el 16 de marzo de 2026,1.0,"Le agradecemos sinceramente que haya compartido su experiencia con nosotros.

Nos alegra enormemente saber que todo fue de su agrado y que su visita resultó tan satisfactoria. Comentarios como el suyo nos motivan a seguir ofreciendo lo mejor cada día.

Será un placer recibirle nuevamente. Muchas gracias por su confianza.",mar 2026 • Amigos,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Manuel y Alex un servicio genial muchas gx,Ramiro G,Comimos genial y la pasamos muy bien en familia y Manuel y Alex nos trataron como en casa,1 contribución,Escrita el 15 de marzo de 2026,1.0,"Le agradecemos sinceramente que haya compartido su experiencia con nosotros.

Nos alegra saber que disfrutaron de la comida y que pasaron un momento tan agradable en familia. Asimismo, nos complace especialmente que la atención de Manuel y Alex les hiciera sentirse como en casa; les haremos llegar sus amables palabras.

Será un placer recibirles nuevamente muy pronto. Muchas gracias por su confianza.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Atención,Graciela G,Muy buena comida excelente atención del personal,7 contribuciones,Escrita el 13 de marzo de 2026,7.0,"Le agradecemos sinceramente que haya compartido su valoración.

Nos complace saber que tanto la calidad de la comida como la atención de nuestro equipo han sido de su agrado. Comentarios como el suyo nos animan a seguir trabajando con la misma dedicación cada día.

Esperamos poder recibirle nuevamente muy pronto. Muchas gracias por su confianza.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excelente servicio,Frida Sofia G,"Muy buenos platillos y servicio.
Sin duda muy buena experiencia gracias a Manuel, recomiendo mucho preguntar por la tarta de queso.",1 contribución,Escrita el 13 de marzo de 2026,1.0,"Le agradecemos sinceramente que haya compartido su experiencia con nosotros.

Nos alegra saber que tanto los platos como el servicio fueron de su agrado, y muy especialmente que la atención de Manuel haya contribuido a que su visita fuera tan positiva. Asimismo, nos encanta que recomiende nuestra tarta de queso, uno de los postres más apreciados por nuestros clientes.

Esperamos tener el placer de recibirle nuevamente muy pronto. Muchas gracias por su confianza.",mar 2026 • En familia,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,¡Una experiencia de 10! Lasaña de merluza espectacular y atención inmejorable.,ALVARO FRANCISC... F,"Mi visita a Los Montes de Galicia fue sencillamente perfecta de principio a fin. Todo en este restaurante se merece un 5/5 sin dudarlo. De plato principal pedí la lasaña de merluza y tengo que decir que es un absoluto espectáculo; la textura, el sabor y la presentación estaban a otro nivel, un plato totalmente recomendado. Además, el servicio fue impecable: el personal es súper atento, amable y se aseguran de que la experiencia sea redonda desde que entras por la puerta hasta que te vas. El ambiente del local también acompaña muchísimo. Sin duda, un lugar al que volveré y que recomiendo con los ojos cerrados.",4 contribuciones,Escrita el 12 de marzo de 2026,4.0,"Le agradecemos profundamente que haya dedicado su tiempo a compartir una valoración tan detallada y positiva.

Nos complace enormemente saber que su experiencia fue perfecta de principio a fin y que tanto nuestra lasaña de merluza como el ambiente y el servicio estuvieron a la altura de sus expectativas. Comentarios como el suyo son una gran motivación para todo el equipo, que trabaja cada día para ofrecer una experiencia memorable.

Será un verdadero placer volver a recibirle en Los Montes de Galicia. Muchas gracias por su confianza y por recomendarnos con tanto entusiasmo.",mar 2026 • Parejas,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Lugar increíble,Antonia P,"Todo increíble, la comida muy buena, el lugar es precioso.
Nos atendió Manuel, muy amable y atento, nos dio las mejores recomendaciones.

Volvería sí o sí",1 contribución,Escrita el 12 de marzo de 2026,1.0,"Le agradecemos sinceramente que haya compartido su experiencia con nosotros.

Nos alegra enormemente saber que disfrutó tanto de la comida como del ambiente, y que encontró el lugar a la altura de sus expectativas. Asimismo, trasladaremos sus amables palabras a Manuel, quien estará encantado de saber que su atención y recomendaciones contribuyeron a hacer su visita aún más especial.

Será un placer recibirle nuevamente en el futuro.

Muchas gracias por su confianza.",mar 2026 • Parejas,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comida en Montes de Galicia,Javi E,"Buen sitio , buena comida. 
El trato de Manuel , increible. 
siempre  es un placer venir a comer a los montes de Galicia y encontrar profesionales  como estos .
muchas gracias",1 contribución,Escrita el 12 de marzo de 2026,1.0,,mar 2026 • En familia,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,,,,,
