web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image,position2,image2,image3,name
1775666669-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Una muy buena Hamburguesa en Madrid,UnclePen,"No se te ocurriría ir a Madrid a tomar una buena hamburguesa, y no es conocida por esos, pero este es un lugar que les sirve y son tan buenos como cualquiera en el mundo entero. He probado las mejores hamburguesas de Abu Dabi, Qatar, toda Sudamérica, Estados Unidos, Canadá y todos los países (casi) de Europa, y esta es una de las mejores. 

Seamos realistas, siempre hay un momento en que te cansas de las Tapas, y eso es lo que nos trajo aquí. 
Además de la hamburguesa de carne, original, teníamos una ensalada llamada “Ensalada de cañones y queso de cabra”. No sé qué es un Canon en desprecio, pero la ensalada en sí estaba muy buena y tenía rúcula y queso de cabra. Lo recomendaría. 

Busca una gran hamburguesa y una cerveza fría, este es el lugar para ir en Madrid.",1800 contribuciones,1800,Escrita el 1 de febrero de 2025,,"Creedmoor, Carolina del Norte",Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ba/2e/b9/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ba/2e/ba/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/1d/84/8a/hlmraleigh.jpg?w=100&h=-1&s=1,
1775666669-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Super!,Ivan,Las hamburguesas muy buenas! El servicio muy atento y profesional. Cuidan y controlan muy bien la intolerancia al gluten.,99 contribuciones,99,Escrita el 1 de enero de 2025,,99 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c0/9d/47/caption.jpg?w=100&h=-1&s=1,
1775666669-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Todo perfecto,Layla R,"Todo perfecto, la comida muy buena, y la atención de Lorena. La hamburguesa trufada un acierto. 
Recomendadísimo todo.",2 contribuciones,2,Escrita el 14 de diciembre de 2024,,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,,
1775666669-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Rico y bien de precio,Codruta C,"La comida estaba buenísima. Hamburguesa Gotxa Trufada súper rica. Lorena, la camarera me recomendó el mejor punto para mi gusto y fue súper amable y atenta en todo momento, y acertó completamente. Gracias Lorena!",3 contribuciones,3,Escrita el 9 de diciembre de 2024,,3 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4e/88/8c/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4e/88/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,
1775666669-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,The best,María Victoria T,"Sitio excelente, todo buenísimo muy recomendable las mejores hamburguesas sin duda.
Desire nos ha atendido de maravilla.
Volveremos seguro",1 contribución,1,Escrita el 7 de diciembre de 2024,,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,
1775666669-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Hamburguesas muy ricas,Elba B,"Las hamburguesas muy buenas, carne de buena calidad, las hamburguesas venían con patatas fritas. Muy recomendable !!",2 contribuciones,2,Escrita el 7 de diciembre de 2024,,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,
1775666669-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,La Hamburguesa perfecta!!!,ZAYGON,¡Este lugar es bueno para ir! La hamburguesa fue cocinada perfecta y el sabor impresionante! ¡¡Música demasiado alta y no puedes hablar!!,418 contribuciones,418,Escrita el 6 de diciembre de 2024,,418 contribuciones,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/48/df/e3/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/48/df/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/42/d9/f5/caption.jpg?w=100&h=-1&s=1,
1775666669-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Normalito,Hp131,"Mucha espera y la camarera que atendía no parecía estar muy dispuesta. Pedimos si podíamos hacer vegetariana la hamburguesa y el camarero no lo sabía ya que no conocía la carta, tuvo que venir otra a darle apoyo. Sabor normal, calidad precio normal.",232 contribuciones,232,Escrita el 30 de noviembre de 2024,,"Ibiza, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,7,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/c2/fa/d6/caption.jpg?w=100&h=-1&s=1,
1775666669-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Grandes hamburguesas y más!,WillyMorales,"Quedó totalmente sorprendido de la gran hamburguesa que sirven y las carnes parecen ser de la misma alta calidad! ¡El servicio era puntual! Si estás buscando escapar de las Tapas por un tiempo, este es el lugar!",120 contribuciones,120,Escrita el 19 de octubre de 2024,,"El Paso, Texas",Mostrar original,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,
1775666669-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Deluxe,Mikel s,"El establecimiento es excelente y la hamburguesa es deliciosa. Agradezco a Elayne por su magnífica asesoría. Sin duda, volveremos.",1 contribución,1,Escrita el 18 de octubre de 2024,,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,
1775666669-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Gran hamburguesa,Nathan R,Muy buena cena! Cerveza fría y una gran hamburguesa. Tuve a Laura como camarera y ella fue muy atenta. Sin duda volvería,4 contribuciones,4,Escrita el 15 de octubre de 2024,,4 contribuciones,Mostrar original,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,
1775666669-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Gran atención y calidad,JULIA M,"Este restaurante es bueno para cualquier ocasion, siempre te atienden genial y la comida buenisima siempre, esta muy recomendado!",1 contribución,1,Escrita el 6 de octubre de 2024,,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,
1775666655-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Hashito,Súper Burguers de 10,"Muy bien atendidos por Nasira, las Hamburguesas son de car e excelente y el punto también. Hemos venido varias veces y seguiremos repitiendo.",474 contribuciones,474,Escrita el 29 de agosto de 2025,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/68/cf/8a/swing007.jpg?w=100&h=-1&s=1,,,,España
1775666655-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Andrea P,Costilla jugosa,"Super deliciosa la comida
Excelente atencion
Muy bien sitio 
Volvería y lo recomendaría
Gracias jaky y Ximen
Steak house",1 contribución,1,Escrita el 17 de agosto de 2025,,¡Muchísimas gracias por tu visita y por compartir tu experiencia! Nos alegra saber que disfrutaste tanto de la comida como de la atención. Será un placer recibirte de nuevo muy pronto.,Jaime Vicente,Ambiente,Servicio,Comida,Calidad/precio,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 18 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,1 contribución
1775666655-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Marcela G,Excelente servicio,"Excelente servicio. La comida, la atención de la moza, todo. 10 puntos. Repetiríamos sin dudarlo. Estuvimos sentados en las mesas de afuera",1 contribución,1,Escrita el 14 de agosto de 2025,,Gracias por tu valoración y por destacar nuestro servicio y atención. Nos motiva saber que repetirías la experiencia. ¡Te esperamos con los brazos abiertos!,Jaime Vicente,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de agosto de 2025,,,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,1 contribución
1775666655-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,marcbellramos,Servicio Penoso,"Servicio peor que malo, hicimos una reserva  y el local no estaba lleno.
Al llegar nada más sentarse  nos hicimos invisibles al camarero. Después de 40 minutos logré pedir las bebidas a otra camarera y por fin el chico nos honró con su presencia.
Hamburguesa buena,  sabor nada demás  y el huevo passadissimo, duro y seco, nada que ver con lo del menú. 
Un lugar caro pero que tiene un servicio malissimo. No vuelvo ni recomiendo!",14 contribuciones,14,Escrita el 11 de agosto de 2025,,Lamentamos mucho que tu experiencia no haya sido la esperada. Tomamos nota de tus comentarios para mejorar nuestro servicio y que situaciones así no se repitan. Gracias por ayudarnos a crecer.,Jaime Vicente,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 18 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,"Gijón, España"
1775666655-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Maria Paz N,La Gotxa,Comida estupenda.La carne de las hamburguesas genial. Anabel nos atendió con mucha profesionalidad y amabilidad. Sin duda volveré.,5 contribuciones,5,Escrita el 7 de agosto de 2025,,¡Qué alegría leer tu reseña! Nos esforzamos cada día para ofrecer la mejor calidad y atención. Gracias por reconocer el trabajo de Anabel. Esperamos verte pronto.,Jaime Vicente,Ambiente,Servicio,Comida,Calidad/precio,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 18 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,"Madrid, España"
1775666655-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,maria jose l,,"Willson, el camarero que nos a atendido, es una persona muy agradable , sin duda lo que esperas de alguien que se dedica a la hostelería. La comida estaba exquisita y el ambiente sin duda espectacular.",1 contribución,1,Escrita el 25 de julio de 2025,,"¡Muchísimas gracias por una reseña tan fantástica!

Nos llena de orgullo leer tus palabras sobre Willson. Comentarios como el tuyo, que destacan su agrado y profesionalidad, son la mejor recompensa para todo el equipo. ¡Le daremos la enhorabuena de tu parte!

Nos alegra enormemente que, además del gran servicio, la comida te pareciera exquisita y el ambiente espectacular.

¡Esperamos que vuelvas a visitarnos muy pronto!",Jaime Vicente,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 2 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,1 contribución
1775666655-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Isidora Q,Buen ambiente y comida,"Muy buena atención por parte del staff y la calidad de la comida, el ambiente igual aporta a la experiencia dentro de este restaurante",2 contribuciones,2,Escrita el 16 de julio de 2025,,"¡Muchísimas gracias por tu excelente comentario!

Nos encanta leer que tu experiencia fue tan completa y que disfrutaste de los tres pilares que consideramos fundamentales: la buena atención de nuestro staff, la calidad de la comida y un ambiente que aporta y hace el momento más especial.

Le haremos llegar tus amables palabras a todo el equipo, ¡es la mejor motivación!

¡Esperamos que vuelvas a visitarnos muy pronto!",Jaime Vicente,Ambiente,Servicio,Comida,Calidad/precio,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 2 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,"Temuco, Chile"
1775666655-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Blaz S,Muy bien todo,"Muy rica la comida, el ambiente  y la atención excelente. gracias ximena por tu excelente atención volveremos con gusto",1 contribución,1,Escrita el 7 de julio de 2025,,"¡Muchísimas gracias por un comentario tan fantástico!

Nos alegra enormemente que disfrutarais de la experiencia completa: la comida, el ambiente y, sobre todo, la atención.

Le haremos llegar tus amables palabras a Ximena, ¡le encantará saber que su excelente trabajo os ha animado a volver!

Aquí os esperamos, será un gusto recibiros de nuevo.",Jaime Vicente,Ambiente,Servicio,Comida,Calidad/precio,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 2 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,1 contribución
1775666655-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,HawaiiAloha57,Gran hamburguesa británica,"Excelente hamburguesa británica, decoración muy bonita, excelente ubicación central. Nos encantaría ver a Con Fuego traer sus restaurantes a Hawaii. 
Mahalo",6 contribuciones,6,Escrita el 3 de julio de 2025,,"Mahalo to you for such a wonderful review!

We are so happy you enjoyed the Great British burger and our decor here in the center of Madrid.

And wow, bringing our restaurant to Hawaii? You've just given us a new life goal! That is one of the best compliments we could ever receive.

We hope you have an amazing rest of your trip. Mahalo!",Jaime Vicente,,,,,Mostrar original,,,Escrita el 2 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Hawaii
1775666655-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,rodrigojosen,Gran Hamburguesa en España,"Grandes hamburguesas... jugosas, muy bien preparadas. Las patatas fritas eran gruesas y sabrosas. sin duda un lugar que volveré. Servicio amable.",12 contribuciones,12,Escrita el 26 de mayo de 2025,,"Thank you so much for this fantastic review!

We're thrilled to hear you enjoyed our burgers so much—we work hard to make them juicy and perfectly prepared! It's also great to know the thick and tasty fries were a hit.

We'll be sure to pass your kind words about the friendly service on to our team.

We look forward to welcoming you back again soon!",Jaime Vicente,,,,,Mostrar original,,,Escrita el 2 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Miami
1775666655-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Magali P,¡Excelente hamburguesa!,Acabamos de entrar en el restaurante. Excelente hamburguesa. Gran ambiente restaurante. Monse nos proporcionó un gran servicio! ¡Gracias!,1 contribución,1,Escrita el 8 de mayo de 2025,,,,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,1 contribución
1775666655-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,EDMONA T,"¡Muy, muy bonito!","La comida era increíblemente deliciosa y los qaiters eran geniales! 
Recomiendo este restaurante en pleno centro de Madrid!",1 contribución,1,Escrita el 25 de abril de 2025,,,,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,1 contribución
1775666655-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Ciaran Q,¡Gran Hamburguesa! ¡Gran Lugar! Buen personal!,"Smashing Burger and Venue! Justo en la calle principal de la estación de tren de Atocha. Fuimos aquí en febrero cuando estábamos allí, pero no volvimos allí en abril. Tenía un mohito de fresa también, gran calidad. sin duda un Burger Spot brillante y la relación calidad-precio era muy buena también. No tuvimos reserva y nos dieron uno de inmediato, aunque estaba ocupado para un lunes por la noche.",41 contribuciones,41,Escrita el 19 de abril de 2025,,,,Ambiente,Servicio,Comida,Calidad/precio,Mostrar original,,,,,Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,"County Meath, Irlanda"
1775666655-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Daniel I,Genial.,"En el servicio Laura nos atendió de 10, la comida muy buena, muy buena elección para comer o cenar en un bonito lugar como la calle preciados.",1 contribución,1,Escrita el 16 de abril de 2025,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,1 contribución
1775666655-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-SteakBurger_Preciados-Madrid.html,Holidayfixation,Mal servicio no hay ayuda del personal.,"Muy decepcionado después de leer comentarios tan maravillosos. Señaló una mesa y no dejó sentado ningún menú o servicio. Cuando pedimos un menú se nos presentó una pieza de madera de código QR. Teníamos preguntas sobre los elementos en el menú y los vinos, pero nadie se acercó a nosotros. Cuando nos levantamos para irnos explicamos que teníamos preguntas y problemas con el menú en línea que nos dijeron que lo sienten y se fueron. Bajé unas puertas y tuve la mejor comida y servicio.",221 contribuciones,221,Escrita el 12 de abril de 2025,,,,,,,Servicio,Mostrar original,,,,,Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/86/avatar007.jpg?w=100&h=-1&s=1,,,,"Central Coast, Australia"
