web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,data19,data20,data21,data22,data23,image5,image6,image7,image8,image9,image10,image11,image12,position,position2
1775744641-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepción absoluta,VPC,"Decepción total.
La comida debería estar buena y no es el caso. 
Hay técnica: si
Hay vanguardia: si
Hay variedad: no. El 50% de los platos llevan como elemento principal el maíz
Hay sabor: no. Un restaurante donde los platos, por muy innovadores que sean, no están buenos…
Seamos justos el postre de algodón de azúcar y el croissant si están buenos.
Servicio: muy justito
Local: entiendo que es un homenaje al país vasco pero con lo que cuesta el menú podría estar un poquito mejor.
Chef: no es que tengan que ser relaciones públicas, no es su trabajo, pero si es su negocio y como mínimo deberían ser amables. El nivel genio lo mantiene la gente que va a el restaurante, sin clientes los genios lo tienes bastante más complicado.
Un fiasco absoluto y no es el primer restaurante con estrellas que piso pero si el que más me ha decepcionado.",26 contribuciones,Escrita el 22 de marzo de 2022,26 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,26.0,0.0
1775744641-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Sobrevalorado,jesus f,"Muy sobrevolando. Todo muy rico, pero igual de rico que puede estar un menú de 40 euros. No repetiría a pesar de que reconozco que las elaboraciones son muy profesionales",12 contribuciones,Escrita el 19 de marzo de 2022,12 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/47/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/48/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/50/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/be/4b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,12.0,0.0
1775744641-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,"Diego Guerrero, el chef del rock'n'roll",Diego S,"¿Cómo describir un restaurante que tiene 2 estrellas Michelin y que lleva años consagrado como uno de los referentes, no ya de Madrid, sino de toda España?

¿Qué comentar que no se haya dicho, o escrito, ya sobre Diego Guerrero, un artista con alma de rockero que mistifica platos con alquimia y magia para los paladares?

Acercaros a Dstage, no defraudará.

Atacamos el menú de 15 platos y la experiencia fue altamente satisfactoria, desde el local que es una maravilla y tiene una calidez fuera de toda duda, pasando por el servicio, atento, explicativo, sin entrometerse en la conversación...

Pero lo mejor, obviamente, la comida. No sabría decir qué me gustó más: el chorizo al chakolí fue toda una patada al paladar y a nuestras preconcepciones culinarias, el maíz/kefir y el pimiento son maravillosas obras de artes efímeras y los principales anguila/pollo y pichón suponen un broche final a la altura.

Mención especial a los postres, donde por si no hubiéramos tenido suficiente, se descoloca al comensal con una mezcal de dulces-salados-dulces que suponen todo una sorpresa.

Nivelazo de restaurante.",613 contribuciones,Escrita el 16 de marzo de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/c6/6e/37/diego-s.jpg?w=100&h=-1&s=1,,613.0,1.0
1775744641-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Simplemente Espectacular,Oscar D,"Visitamos con muchas ganas Datage y desde luego colmó todas nuestras aspiraciones. Optamos por el menú de 18 pasos. Todos los platos deliciosos y un auténtico disfrute del gusto. Con mención especial al plato de ""Maíz y Kéfir""
Además tuvimos la suerte de disfrutar de la mesa pegada a cocina. Espectacular ver con la finura y limpieza que trabaja el equipo.",449 contribuciones,Escrita el 13 de marzo de 2022,"Alcalá de Henares, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c4/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/bf/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c5/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c0/caption.jpg?w=300&h=-1&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c6/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c1/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c7/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c2/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c8/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/76/a9/c3/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/70/05/a0/oscar-d.jpg?w=100&h=-1&s=1,,449.0,1.0
1775744641-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,No apto para cualquier paladar,Colodrillo,"Probamos el menú de 15 platos con maridaje, por motivo de un regalo. Muy buen servicio. Debemos de ser unos paletos porque no nos encantó ninguno de los platos, incluso varios nos parecieron incomibles. El maridaje bien aunque nada espectacular, alguno de los vinos tampoco era agradable. Los sabores muy extremos, muy amargos o ácidos, e incluso carbonizados y mezclas de sabores nada agradables.",9 contribuciones,Escrita el 24 de febrero de 2022,9 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/47/b4/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/47/b5/caption.jpg?w=300&h=300&s=1,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/47/b6/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/47/b7/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/47/b8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,9.0,0.0
1775744641-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Toda una experiencia.,Alex N,"Desde la atención que es exquisita, el ambiente y la música, hasta evidentemente la comida. Platos con una elaboración de locos que sin duda no te dejarán indiferente y evidentemente no podrás encontrar en otro lugar.",6 contribuciones,Escrita el 13 de febrero de 2022,6 contribuciones,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,6.0,0.0
1775744641-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,DECEPCIÓN ABSOLUTA,Rosa C,"Me regalaron el menú de 15 pases por mi cumpleaños y menos mal que fue un regalo y no tuve que pagar...

El menú completamente plano, a años luz de otros estrellas de la capital. Todo caldos y verduras salvo algún pescado que ni fu ni fa, y una carne, pecho de vaca que venían a ser dos lonchas frías de carne insípidas a más no poder.

Ningún palto sorprendente de los 15, ni uno! eso dice mucho. 

Desde luego se espera muchísimo más de un dos estrellas michelín, infinitamente más. No entiendo como le quitan la estrella a la tasquita de enfrente y no le quitan una estrella a Dstage, no me habría sorprendido en absoluto. 

Desde luego no volveremos ni lo recomendaremos.",4 contribuciones,Escrita el 17 de diciembre de 2021,4 contribuciones,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,4.0,3.0
1775744641-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Excelente sin un pero,Raquel O,"El local es muy agradable, de decoración sencilla, claramente cuidada hasta el detalle y pensada para formar parte del conjunto de la experiencia. El personal amable, atento, conocedor de los platos que presenta. Hasta aquí, nada que no sea obvio siendo el restaurante que es. La comida: todo riquísimo, de sabores equilibrados y mezclas sorprendentes. Presentaciones cuidadas acorde a cada plato. Sin duda, una experiencia. La carta de vinos es extensa y hay para todos los gustos, la variedad es muy cuidada.",62 contribuciones,Escrita el 12 de diciembre de 2021,62 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/2a/0c/99/raquel-o.jpg?w=100&h=-1&s=1,,62.0,0.0
1775744591-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,decepcion.,Xabier Burgos,"La verdad fue una experiencia decepcionante , para nada lo que esperaba , los platos poco sorprendentes, para un dos estrellas michelin.",6 contribuciones,Escrita el 28 de febrero de 2026,"Zumaia, España",Calidad/precio,Ambiente,Servicio,Comida,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,,,6.0,1.0
1775744591-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Una comida fantástica,daniel s,"Cenar en DSTAGE, conocido por “Días para oler, probar, sorprender, crecer y disfrutar”, ofrece una clase magistral de creatividad y comodidad. El chef Diego Guerrero ha creado una experiencia que se siente audaz e intencionalmente personal, donde la buena cena pierde su formalidad pero nunca su brillantez. Ubicado en un espacio industrial - chic en el corazón de Madrid, la cocina abierta del restaurante invita a los huéspedes a participar en el arte del proceso. Puedes ver a los chefs trabajando, sentir su enfoque y sentir el ritmo de un equipo en sincronía abyecta. La comida de Guerrero es juguetona, sincera y exacta, un reflejo de su creencia de que cenar debe sorprender y divertir tanto como debe saciar e impresionar. 

Un punto culminante de mi comida fue un postre de maíz “algodón de azúcar”, un plato que captura maravillas infantiles. No esperas que el maíz ocupe el centro del escenario en un postre, pero esta etérea nube dorada se disuelve en la lengua con dulzura aireada y calor sutil. Cada bocado es a la vez fugaz pero memorable, un final impredecible que persiste mucho después de la última cucharada. 

En DSTAGE cada sabor hace cosquillas a un recuerdo. Cada curso susurra un secreto. Guerrero no solo sirve comida, sino que crea momentos y amplifica los estados de ánimo. 

Consejo de reserva: Reserva en línea y deberías tener espacios abiertos disponibles para tu fecha preferida.",9 contribuciones,Escrita el 6 de febrero de 2026,9 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,,,,,9.0,0.0
1775744591-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Una experiencia sorprendente diferente y absolutamente vale la pena.,Iztchel A,"Fue una experiencia fenomenal. El servicio y la comida eran geniales. Necesitas ser una persona de mente abierta porque la experiencia ofrece sorpresas agradables, pero no es una comida típica; vale la pena. Las comidas son muy creativas, y el sabor es increíble. Puedes probar de 16 a 18 comidas diferentes en pequeñas porciones. ¡Felicidades a la tripulación del Chef Guerrero!",11 contribuciones,Escrita el 29 de noviembre de 2025,"Estado de México, México",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,,,,11.0,0.0
1775744591-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Experiencia culinaria fabulosa💋,Pilar G,"Restaurante muy recomendable , tanto en el sabor y elaboración de los platos, como la amabilidad de los camareros. Repetiremos experiencia.",24 contribuciones,Escrita el 11 de noviembre de 2025,"Palamós, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/b9/4b/93/caption.jpg?w=300&h=300&s=1,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,,,,24.0,0.0
1775744591-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Merece la pena la visita,KaptinKirk246,"Tuvimos una experiencia culinaria espectacular en dStage. Cada curso fue increíble y el maridaje de vinos era perfecto. El personal nos atendió increíblemente. Lo más destacado era la lengua de res, que era divina.",280 contribuciones,Escrita el 6 de noviembre de 2025,280 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a7/5c/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a7/5c/d0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a7/5c/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/a7/5c/d2/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/6c/6c/12/kirk-s.jpg?w=100&h=-1&s=1,,,,,,,,280.0,0.0
1775744591-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Vale la pena visitar,Rene K,"Muchas gracias por una visita muy agradable el sábado 13 de septiembre. 

Un lugar elegante y un buen ambiente crearon un buen entorno para una comida y Servicio exquisitos.",8 contribuciones,Escrita el 15 de septiembre de 2025,"Oslo, Noruega",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/1c/d8/1e/caption.jpg?w=300&h=300&s=1,,,,,,,,,,,,,,,,,8.0,0.0
1775744591-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Brillante e innovador...,François,"No menos importante de mis recientes aventuras gastronómicas fue el almuerzo en DSTAgE en Madrid... Este restaurante de 2 estrellas Michelin propone 3 menús degustación: DTASTE (16 elaboraciones) , DSTAgE (18 elaboraciones) y DENJOY (22 elaboraciones) . El restaurante también ha recibido una Estrella Verde Michelin, que reconoce a los restaurantes que demuestran un fuerte compromiso con la gastronomía sostenible, algo que claramente es lo más importante para el chef Diego Guerrero. ⁣
El uso del término elaboración es apropiado cuando tantos de los platos del menú se crean mediante la manipulación y transformación de productos alimenticios y subproductos, algunos bastante poco ortodoxos, utilizando procesos como la maduración 1 , la cocción enzimática 2 , y la fermentación 3 , utilizándose también la destilación 4 y la liofilización 5. ⁣
Opté por el medio del menú DSTAgE de la carretera que definitivamente proporcionó una perspectiva fresca de la buena comida. Había pasado un tiempo desde que tuve una experiencia tan agradable y desafiante en un restaurante... Innovadora, original, juguetona, deliciosa y sorprendente son todas las palabras que me vinieron a la mente mientras me abría paso de una elaboración a la siguiente. Por supuesto, preferí algunos de los platos del chef Guerrero a otros y uno o dos me dejaron indiferente, pero en general, clasificaría esta experiencia de menú degustación muy alto y con gusto haría una visita repetida si fuera el próximo en Madrid. ⁣⁣
Hay que añadir algunas últimas palabras sobre el excelente maridaje de vinos que se propuso y el Servicio amable, relajado, pero totalmente profesional y atento. Este es un lugar donde los empleados claramente disfrutan trabajando y se nota 😊
 1 . Proceso de transformación alimentaria que gestiona periodos prolongados y controla las condiciones ambientales
 2 . Aceleración de los procesos naturales utilizando enzimas
 3 . Proceso mediante el cual los microorganismos cambian las propiedades del alimento
 4 . Compuestos aromáticos
 5 . Utilización de subproductos y excedentes generados en otros procesos",350 contribuciones,Escrita el 7 de septiembre de 2025,"Candiac, Canadá",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/45/53/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/45/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/45/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/45/56/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/2a/95/fb/francois-b.jpg?w=100&h=-1&s=1,,,,,,,,350.0,0.0
1775744591-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Excelente experiencia,Artur K,Hola soy Arturo ayer estuve cenando con mi parienta y la experiencia fue maravilloso increíble impresionante olé olé olé Diego eres grande cada plato un mundo un 10 porque nos hay un 20. Los camareros super profesionales en fin para repetir una i mil veces más Gracias equipo. Nos vemos pronto,4 contribuciones,Escrita el 6 de agosto de 2025,4 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,Os recomiendo probar 100por100 increíble de bien todo,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b4/2a/dd/caption.jpg?w=300&h=300&s=1,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b6/17/bf/artur-k.jpg?w=100&h=-1&s=1,,,,,,,,4.0,0.0
1775744591-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Maravillosa experiencia,Damon B,Personal maravilloso y una gran experiencia culinaria. De principio a fin disfrutamos mucho de nuestra velada. El menú estaba lleno de sorpresas.,14 contribuciones,Escrita el 13 de julio de 2025,14 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,Leer más,,,,,,,,,,,,,,,,,,14.0,0.0
1775744591-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Debes probar este menú degustación ecléctica,Mike,"Dstage es quizás mi restaurante favorito en Madrid. Esta fue mi segunda vez, y ambas veces el menú fue muy diferente y ambas veces increíble. Debes intentarlo si aún no lo has hecho. Gracias.",5 contribuciones,Escrita el 21 de marzo de 2025,"Madrid, España",,,,,Mostrar original,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,,,5.0,0.0
1775744591-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,El peor estrella que he estado…nunca más,dakitufresquito,"Teníamos muchas ganas de ir a este restaurante, después de convencernos el camarero de Jaén, de que pidiéramos un menú más extenso que el que teníamos contratado, nos decidimos por el menú de 200 €, menudo dinero mal gastado, todos los platos prácticamente saben a tocino, el cocinero se acercó a prácticamente todas las mesas a explicar algún plato menos a la nuestra, al día siguiente tuvimos dolores estomacales, la conclusión final de este restaurante es que es una tomadura de pelo,no vuelvo mas.

Mesas sin manteles y copas de vinos poco generosas.
Lo único bueno el pan que hacen casero,lo demás un desastre.",113 contribuciones,Escrita el 9 de marzo de 2025,"Murcia, España",,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/8a/ac/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/8a/ad/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/8a/ae/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/8a/af/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,,,,,113.0,0.0
1775744591-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepcionante,Luis C,"Muy decepcionante tanto en platos como en experiencia.
No acorde a lo pagado en ningún caso ,una pena la verdad
No repetiré.",3 contribuciones,Escrita el 22 de diciembre de 2024,3 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,,,,,3.0,0.0
1775744591-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepcion para un 2* Michelin.,rafael b,"Decepcion para un 2* Michelin.
Pedimos el menu de 16 platos.
Los camareros mal educados, tuteando a personas mayores. 
El local cutre. la mesa sin mantel.
La comida exceptuando un par de platitos, mucho cuento y nada especial. Demasiado tocino en muchos platos.
No toallitas al principio.
No petiti fours.
No es un 2*.",19 contribuciones,Escrita el 22 de diciembre de 2024,"Buenos Aires, Argentina",Calidad/precio,Ambiente,Servicio,Comida,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,,,,,19.0,0.0
1775744591-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Tomadura de pelo,Miguel C,"Tomadura de pelo. Entiendo que un restaurante con estrellas tiene que innovar, pero en este no hay ningún plato que te haga pensar que es bueno por algo, la carne no es carne, el pescado es otra cosa… no volveré!!!!",403 contribuciones,Escrita el 12 de diciembre de 2024,"Alcobendas, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ae/57/6d/miguel-c.jpg?w=100&h=-1&s=1,,,,,,,,403.0,0.0
1775744591-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Comida familiar,Edgarsym,"Teníamos un gran recuerdo de este restaurante, hoy nos ha dejado fríos, se come bien pero falta el punto final de convencimiento para mantener el listón y seguir creciendo.hay elaboraciones que no está muy claro a donde te quieren llevar.",17 contribuciones,Escrita el 6 de diciembre de 2024,"Tres Cantos, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,,,,,,,,,,,,,,,,,17.0,0.0
