web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,position,data19,data20,data21
1779687935-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Tapas ricas y a buen precio por Argüelles,Chachobio,"Me llevaron mis primos a este típico bar madrileño de la zona de Argüelles. El local es acogedor y hayque ir pronto porque es muy pequeñito y se llena muy pronto. Para tapear está muy bien, es original en el formato. Te ponen unas tablas de barro llenas de patatas fritas caseras con carne troceada de varios tipos a elegir y 10 salsas diferentes muy ricas. Y calidad - precio muy bien. Comimos una tabla con 4 salsas, una ración de calamares y 4 rondas de cervezas 3 personas y nos costó 35€. Recomendable, volveremos.
Mejorable: la razón por la que mi valoración no es mayor es que en la carta ponía croquetas caseras y nos dijeron que no lo eran... Genial por la honestidad del camarero, pero entonces pongan simplemente ""croquetas"" y no caseras si no lo son.",139 contribuciones,139.0,"Ronda, España",Escrita el 11 de diciembre de 2019,,,,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,IDEAL PARA TAPEAR,Andres Alonso,"Para tapear con Garantía.
Un lugar fantástico, con unas tablas buenísimas y variadas para todos los gustos.
Un lugar chiquitito, con encanto. Destacar que estaban desde jóvenes hasta tercera edad.... Es un gusto ver cómo distintas generaciones pueden estar juntas disfrutando de un bar con encanto.
Buen trato, atento y profesional.
VOLVEREMOS Y LO RECOMIENDO",547 contribuciones,547.0,"Sevilla La Nueva, España",Escrita el 7 de diciembre de 2019,,,,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3b/4f/26/img-20191207-142046-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/23/03/24/andres-alonso333.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Perfecto sitio para tomar algo,carlos c,"Situado en pleno Argüelles, típico local de los de siempre de Madrid, donde lo más importante es la comida y la cerveza bien tirada. El sitio es pequeño pero muy acogedor. Espectaculares tablas por calidad y por cantidad que puedes ""configurar"" con salsas de mucho tipos. No reservan y la posibilidad de pillar asiento es complicada, la suerte es importante. Amables y atentos. Recomendable al 100%",77 contribuciones,77.0,"Martorell, España",Escrita el 21 de noviembre de 2019,,,,1.0,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/76/bc/05/carlos-c.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Un lugar de paso obligatorio si tienes mucha hambre,pamanve89,"Este establecimiento ubicado en el entorno de Moncloa no puede ser más TOP. Todos sus productos de la carta son caseros y a precios muy competitivos. Su cocinera es un sol y los camareros muy amables en todo momento. Los platos más destacados son sus tablas de patatas y carne con salsas a elegir y cualquiera de sus hamburguesas o sándwiches. Las copas tienen un precio muy competitivo y pese a lo pequeño del local, es muy confortable y acogedor. Recomendable al 100%.",16 contribuciones,16.0,"Puente Genil, España",Escrita el 9 de noviembre de 2019,,,,0.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4a/28/3e/caption.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687949-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Buenas raciones a buen precio,Perla S,"Estábamos buscando por Madrid un sitio donde tapear o comer contundente a buen precio y encontramos este sitio que además de un trato genial y agradable, tenían unos platos con patatas y carne buenísimos, regalos de rasca con las cervezas y un ambiente muy agradable. Recomendable sin dudar!",36 contribuciones,36.0,Escrita el 2 de noviembre de 2019,,,,"Málaga, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e5/2c/03/caption.jpg?w=100&h=-1&s=1,,,,,
1779687949-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,Leer ahora,Un día perfecto en Milán,"En el caso de Milán, puede que no sea amor a primera vista, pero si pasas un día aquí te garantizo que te enamorarás perdidamente de la ciudad. La mayor ciudad del norte de Italia carece del romanticismo de Roma, Florencia y Venecia, pero, para los amantes de la historia, el arte y la moda, tiene mucho que admirar, desde catedrales góticas y frescos históricos de grandes maestros hasta una infinidad de tiendas de diseño.",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e7/ad/28/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1080&chk=v1_f2b1be7044cdd54f81e3,,,,,,,
1779687949-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Mejores tablas de Madrid,mjpilota,"Las mejores tablas de Madrid, nunca decepcionan y el personal siempre súper atento. Muy recomendable con amigos, y la nueva carta un 10!!!!",7 contribuciones,7.0,Escrita el 17 de octubre de 2019,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/aa/fc/d5/gandario.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,
1779687949-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Fantástico,costa996,"Un sitio fantástico para tomar algo después del trabajo, o el aperitivo antes de comer. genial para ir con amigos y pasar un buen rato y ponerse como un torrezno. Las tablas están de muerte y el ambiente es siempre muy animado. Muy bien localizado!!",1 contribución,1.0,Escrita el 15 de octubre de 2019,,,,1 contribución,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,,
1779687949-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,IMPERDIBLE,Yury Montañez,"Un lugar donde se puede comer la especialidad, que son las tablas de diversas salsas, y de acuerdo al número de salsas es el tamaño de la porción de las carnes, a elegir 2 entre 8.
Nosotros fuimos 2 y comimos una tabla de 4 salsas y quedamos muy satisfechos.
Recomendable y sin duda regresaría!!!!",196 contribuciones,196.0,Escrita el 6 de octubre de 2019,,,,196 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/81/88/33/img-20191006-161440-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e5/0e/f9/yury-m.jpg?w=100&h=-1&s=1,,,,,
1779687949-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,GandarioMadrid,Bonannopina,"Excelente servicio, buena comida en especial las tablas de parrillas y las croquetas, las mejores de Madrid!",3 contribuciones,3.0,Escrita el 28 de septiembre de 2019,,,,3 contribuciones,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6b/9d/ae/gandario.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,
1779687949-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Muy amables,Soraya S,"Nos gustó mucho, destaco la amabilidad de los empleados. La tabla que probamos estaba muy rica y está muy bien la relación calidad-precio.
Buena música de fondo.
La pena es que disponen de poco espacio para la cantidad de clientes que tienen. Para volver",31 contribuciones,31.0,Escrita el 28 de septiembre de 2019,,,,"Alameda del Valle, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,
1779687949-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,Leer ahora,Cosas que debes saber antes de hacer tu primer safari por el desierto en Dubái,"Si miras más allá de sus imponentes rascacielos, su arquitectura futurista y su espectacular paisaje urbano, encontrarás una ciudad con un rico legado en cuanto a cultura, tradición e historia, que perdura en los desiertos gracias a los beduinos de Dubái que habitan en ellos.",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/50/57/2d/caption.jpg?w=400&h=400&s=1&cx=1728&cy=1152&chk=v1_c3b95e04b02f1c246e25,,,,,,,
1779687949-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Fantástico para comer y tapear,Nelson,"Hemos estado varias veces y la verdad que siempre salimos contentos. Se come muy bien, sobre todo con las tablas que nos encantan y unas tapas muy buenas. Los camareros son muy amables y atentos por lo que lo recomiendo 100%. Repetiremos seguro.",1 contribución,1.0,Escrita el 28 de septiembre de 2019,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,
1779687949-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Perfecto sitio para tomar algo,Luisoo E,Estuvimos con la familia y fue espectacular tanto de precio como de calidad. Carne de primera calidad y salsas riquísimas. Además permitían acceso a animales. Camareros muy agradables. Muy recomendable!!!,25 contribuciones,25.0,Escrita el 26 de septiembre de 2019,,,,25 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,,,
1779687949-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Genial,Littletower,"Todo lo que nos pedimos estaba riquísimo, buen trato y buenos precios. Recomiendo la ensalada gandario y bueno la tabla la que elijáis estará buena. Eso si ir pronto porque es muy pequeño y se llena rápido",46 contribuciones,46.0,Escrita el 20 de septiembre de 2019,,,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,,
1779687949-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Buen sitio,Javier,Buen lugar para cenar y tomar unas cañas con amigos y/o pareja. Muy buen de precio y rapidez de servicio.,25 contribuciones,25.0,Escrita el 9 de septiembre de 2019,,,,25 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,
1779687949-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,X fin tienen opciones veganas!,Alejandro Armas,"Es la segunda vez que voy nos encanta!  
Esta vez probamos la tabla de salchicha vegana y estaba increíble! Gracias totalmente recomendable 🤗",3 contribuciones,3.0,Escrita el 31 de agosto de 2019,,,,"Madrid, España",Escrita el 6 de septiembre de 2019,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,,,
1779687949-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,Explora ahora,Descubre Abu Dabi,Descubre por qué a los viajeros como tú les encanta Abu Dabi,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=400&h=400&s=1,,,,,,,
1779687949-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,👌,GloriS,"Nos ha encantado...el personal muy amable  y las tablas están riquísimas...El local es pequeñito pero muy acogedor.🙌🙌
💖",3 contribuciones,3.0,Escrita el 31 de agosto de 2019,,,,3 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/0e/4c/04/gloria-s.jpg?w=100&h=-1&s=1,,,,,
1779687949-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Delicioso,ines r,"El mejor bar sin duda de Gaztambide y de arguelles. Súper fan de todas las tablas aunque me quedo con la de cruceta y solomillo. Llevamos yendo bastante tiempo todas por lo menos una vez a la semana y nunca nos ha defraudado, Esta todo buenísimo!! Que pena de no tener foto para compartir, pero es que no me da tiempo, me lo como todo antes de acordarme! Compartiré fotos en cuanto vuelvan de vacaciones!!",110 contribuciones,110.0,Escrita el 15 de agosto de 2019,,,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/bd/5e/7d/ines-r.jpg?w=100&h=-1&s=1,,,,,
1779687949-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Me encanta!!!,Alejandro G,"Todas las tablas son increíbles no pararía de ir a comer allí. Me tengo que cortar un poco por no ser un abuson precio calidad de 10. 
Para mi lo mejorcito de madrid para cenar 👍👍",80 contribuciones,80.0,Escrita el 15 de agosto de 2019,,,,80 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,,,
1779687949-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Nunca falla,Nico Martín Del Pino,"Voy todas las semanas porque vivo cerca, y la tabla de cruceta y solomillo es un seguro de vida. Eso y un par de cervezas, te vas a tu casa rodando.",4 contribuciones,4.0,Escrita el 29 de julio de 2019,,,,4 contribuciones,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,
1779687965-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Increible calidad-precio,Aquiles Ruiz,"Son muchas las veces que he ido al Gandario, y no me canso de ir. La comida es muy buena, sobre todo las tablas, que no las encuentras en otros sitios. Le doy 5 estrellas.",13 contribuciones,13,Escrita el 22 de julio de 2019,"Madrid, España",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/41/1a/97/caption.jpg?w=100&h=-1&s=1,,,2.0,,,
1779687965-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Excelente,jelosinG,Fui a comer entre semana y es fantástico si lo que buscas es comer bien a muy buen precio. Los bocadillos son enormes y de buena calidad. Rondan los 5€. Las hamburguesas y las tablas de picoteo tienen una pinta impresionante. No escatiman con cantidades,2 contribuciones,2,Escrita el 19 de julio de 2019,2 contribuciones,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Muy original,Paula A,Uno de mis sitios preferidos de madrid. Tablas muy grandes para compartir y sobre todo muy buen precio 🙌🏻,34 contribuciones,34,Escrita el 15 de julio de 2019,España,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/53/ac/69/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a9/b1/b7/paula-a.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Gandario,raulmf1972,"Típico local de los de siempre de Madrid, donde lo más importante es la comida y la cerveza bien tirada. Unas hamburguesas buenísimas y una tablas de patatas con muchas posibilidades de combinarlas con distintos tipos de carnes. Muy recomendable.",79 contribuciones,79,Escrita el 7 de julio de 2019,"Boadilla del Monte, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/69/4d/7c/raul-m.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Peregrinación,J.M.SC,"Habíamos visto los comentarios de este sitio y hemos ido a comprobar que tal es, y los comentarios cumplen, el sitio es muy pequeño pero merece la pena ir, tienen muchos tapas y sus tablas con dos carnes y 4 salsas son lo mejor para compartir, junto que con cada consumición te sirven una tapa, recomendable!!
pd: abren sobre las 12 de la mañana y la cocina sobre las 13h",189 contribuciones,189,Escrita el 4 de julio de 2019,"Orihuela, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2e/20/34/img-20190704-125919-630.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,MUY TOP,Ricardo L,"Un local pequeñito y acogedor, personal bueno y una excelente comida!!! Todo perfecto para volver de nuevo!!",11 contribuciones,11,Escrita el 3 de julio de 2019,"Cádiz, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/29/f2/49/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/fc/44/47/ricardo-l.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Genial,JOSE A,"Fuimos a comer recomendados por TripAdvisor y fue un acierto sin duda, buena atención, precios muy económicos y comida buenísima!!",306 contribuciones,306,Escrita el 1 de julio de 2019,"San Cristóbal de La Laguna , España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/23/34/f1/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/41/56/4a/jose-a.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Nos encantó la reforma!,Alejandro,"Habíamos ido hacía tiempo y decidimos volver a ir ya que pasábamos cerquita,nos encantó la tabla que nos recomendó el camarero de entrecot y cruceta más dos huevos. La reforma ha mantenido el bar como era aunque ahora es más acogedor si cabe...",1 contribución,1,Escrita el 22 de junio de 2019,1 contribución,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687965-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Muy top,Patrii_25994,"Aunque el sitio es muy pequeño y siempre está petado... buen ambiente, buenos precios y camareros simpáticos!!",72 contribuciones,72,Escrita el 15 de junio de 2019,"Madrid, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/1f/b6/51/caption.jpg?w=100&h=-1&s=1,,,2.0,,,
1779687965-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,OSO ONDO,inaki,"Aupa tripahaundis!
Ayer estuve en este bar y aunque tenía estupendas referencias,no dejó de sorprenderme para bien tanto esa original idea de las tablitas que te pones hasta arriba por un precio super asequible ,como el buen rollo que domina este establecimiento y la gente que lo atiende.
No hay nada mejor que ir a un sitio donde se palpa que el trabajo,se hace por vocación y con amabilidad.
Sin duda lo recomiendo.....eso sí está siempre a tope....por alg será.
A ese gran team un saludo de 4456.

AUPAAAAAA.",3 contribuciones,3,Escrita el 2 de junio de 2019,"Irún, España",,,,,,,Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,0.0,,,
