web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,image5,data19,position,image6,image7,image8
1779543793-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Un clásico,Romano,"Un clásico de la Cava baja, siempre voy por ese mágico vermut y su tabla de quesos, hermoso lugar, muy buena atención , recomendable","Guernica, Argentina",Escrita el 20 de marzo de 2023,6278 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a5/caption.jpg?w=300&h=300&s=1,,6278,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/a6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8d/55/9f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/27/70/caption.jpg?w=100&h=-1&s=1
1779543793-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Lamentable. Tapas mediocres y atención patetica.,Cristina,"Los camareros fueron antipáticos desde el inicio. Preguntamos si podíamos picar abajo y nos dijeron que no. Cuando vimos que había mesas libres, preguntamos cuál era el criterio para poder sentarnos y nos dijeron que cada comensal debía cenar 2 tapas. Sin embargo, en ningún momento nadie nos había preguntado cuántas tapas teníamos previsto tomar. Finalmente, uno de los camareros dijo que nos sentaramos abajo y les dijimos que no íbamos a tomar 2 tapas por persona pero insistió. Al irnos, otro camarero, se despidió con muy malos modos. Para colmo, el pisto era cocido, escaso y con una base de pan humedecido que dejaba mucho que desear. El pollo al curry con  arroz, diminuto y nada barato. El vino, mas caliente de lo que debiera y casi picado. No volveremos.",2 contribuciones,Escrita el 2 de enero de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,,,,,,,,,2,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1
1779543793-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vermut excepcional,vickyslenko,"El vermut excepcional, con el toque de gin y Campari. Si te quedas a comer de va a sorprender también. Pedimos una carrillera que estaba riquísima, recién hecha. Que no te sorprende que siempre está a tope!","Zaragoza, España",Escrita el 16 de diciembre de 2022,111 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/63/b2/7e/caption.jpg?w=300&h=300&s=1,,,,,,111,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/63/b2/7d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1
1779543793-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Buen lugar.,El Gripao,"A mi me encantaba este lugar. Cada vez que viajo a Madrid voy siempre.
Pongo un 4 porque me encanta el vermut y las tapas. 
Pero no puedo ponerle un 5. Y no pongo un 5 porque he llevado a mi familia para que lo conocieran, y si en tu puerta pone abierta la cocina de 13:00 a 24:00 y a las 16:03 decir que está cerrada.
.",75 contribuciones,Escrita el 9 de agosto de 2022,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,,,,,75,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/d3/6c/1a/el-gripao.jpg?w=100&h=-1&s=1
1779543830-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Un sitio de esos que dices, aquí si",rlittel2,"Un sitio espectacular, castizo y típico, de esos que dices... aquí si... con vermouth casero y con receta propia? Para descubrir, y bien de precio con repeexto al resto de sitios de la zona que está imposible",598 contribuciones,598,Escrita el 23 de julio de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e5/a8/52/caption.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e5/a8/51/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,
1779543830-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Imperdible,Veronica M,"Un clásico imperdible! Bar de tapas en La Latina con su receta propia de vermout ""la manuela"". Imposible no probarlo. Exquisitas tapas como.el.toston de sardinas, el tostón de gambas (manjar)  y el solomillo con salsa de queso.","Buenos Aires, Argentina",119,Escrita el 27 de abril de 2022,119 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/7a/87/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/7a/88/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/7a/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/7a/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/7a/86/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a1/8a/32/veronica-m.jpg?w=100&h=-1&s=1,,
1779543830-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Gran sitio para comer raciones,Raquel P,"Un sitio genial para comer, especialmente para celiacos. Tienen carta sin gluten y con gluten aunque es la misma, es decir, todas sus opciones (son raciones) pueden ser sin gluten. 
Es pequeño pero acogedor. Siempre que vamos a Madrid comemos aquí.","Cala Ratjada, España",25,Escrita el 7 de marzo de 2022,25 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/75/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/75/fd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/75/fe/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/75/fb/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/17/9f/e2/caption.jpg?w=100&h=-1&s=1,,
1779543830-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Un paraíso para los/las celíacos/as,JavierCab,"Una experiencia excelente en todos los aspectos. Si eres celíaco/a este es un local que no debes dejar de visitar, tienen todos los detalles super cuidados; zonas de cocina diferentes para con o sin gluten, platos de diferente color para evitar errores, retirada de utensilios con distinta mano para que no haya contaminaciones cruzadas, etc... N cuanto a los platos y/o tapas, son una maravilla, los callos exquisitos, las tostas (también sin gluten)  riquísimas, un vermut para enmarcar... Y todo enlazado y rematado con un trato maravilloso. Sin lugar a dudas será una visita segura en cada uno de mis viajes a Madrid.","Sevilla, España",10,Escrita el 20 de febrero de 2022,10 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,
1779543830-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Buena comida, trato fantástico",Mireia,"Fuimos el miércoles y repetimos el viernes, buenos vinos, pequeñito pero acogedor, aunque lo mejor de todo es el trato, hacen lo imposible para que te sientas bien, muy recomendable!",7 contribuciones,7,Escrita el 5 de febrero de 2022,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,
1779543830-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Rico y perfecto para los celiacos,Danq92,"super recomendado para personas que esten buscando comida libre de gluten y alergias, el restaurante tiene opciones y para los que no tambien, la atencion espectacular, y probamos la mayoria de las tapas y todo muy rico, buena atencion ademas para cerrar con broche de oro, le regalan un chocolate","Heredia, Costa Rica",382,Escrita el 17 de enero de 2022,382 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a6/2b/df/danq92.jpg?w=100&h=-1&s=1,,
1779543830-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,visita en fin de año,Ramon V,"de paseo en fin de año por madrid , nos adentramos en las calles mas tipicas de la zona cento de madrid.
habiamos reservado previamente , una vez leidas llas criticas por internet (trip).
si te gustan los sitios (bares , tascas , tabernas) antiguos de tapeo en madrid , este es un buen sitio para tener en cuenta.
habiamos reservado una mesa para comer de tapeo y tomar unos buenos vermouts.
cuando llegamos al local estaba hasta los topes y como habiamos reservado nos pasaron a una salita del piso inferior del bar , en la cual habia varias mesas.
el local era sencillo , pero correcto y en cuanto a la calidad de los platos  la verdad es que nos sorprendio mucho , tanto por su calida como por su presentacion .
compartimos ensalada , tabla de cecina con queso parmesano (la cecina magnifica , pues he trabajado muchos años en leon y he probado muchas de los pueblos). y tartar de gamba exquisito.
el vermout que tienen es excelente (reus /tarragona) 
un buen trato y simpatia por parte del señor que nos atendio.
lugar atractivo , pintoresco y recomendable para pasar unos buenos ratos.
gracias por todo y nos  vemos pronto
feliz año 2022","Lleida, España",85,Escrita el 3 de enero de 2022,85 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,
1779543830-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Tipico, atento, gluten, magnifico!",mintxo9999,"Las buenas opiniones no mentían. Una taperia auténtica y acogedora con un trato personal y amable. Cuidan todos los detalles y las personas con intolerancias al gluten pueden elegir entre muchas opciones. Un detalle que lo dice todo: tienen 2 codigos QR, uno con la carta sin gluten y otro con tapas con gluten.
La comida buenísima y el detalle del dulce al pagar de 10!
La carta también está en ingles.
Con la variedad que tienen y su profesionalidad y trato al cliente es una opción para repetir mas de un día!","Pamplona, España",296,Escrita el 14 de diciembre de 2021,296 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/b4/d5/img-20211214-wa0001-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/b4/d6/img-20211214-wa0002-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/b4/d7/img-20211214-wa0003-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/b4/d8/img-20211214-wa0004-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/b4/d4/img-20211214-wa0000-largejpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/55/ab/cf/mintxo9999.jpg?w=100&h=-1&s=1,,
1779543830-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Recomendado y con opciones sin gluten,Yasmina,Vimos recomendada esta taberna como una opción a ir si buscabas tapas sin gluten. Valoramos muy positivamente la experiencia y queremos agradecer la amabilidad en todo momento del camarero.,"Granollers, España",38,Escrita el 28 de noviembre de 2021,38 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,1,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/d9/74/03/caption.jpg?w=100&h=-1&s=1,,
1779543830-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,No pases de largo,Kepa O,"Gran sitio, buen rollo, vermut de campeonato y unas tostas realmente deliciosas. Perfecto para tomar una copa, una caña o picoteo variado por la cava baja. Recomendable","Durango, España",1991,Escrita el 25 de noviembre de 2021,1991 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d7/95/96/kepa-o.jpg?w=100&h=-1&s=1,,
1779543830-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Que buen sitio,Igarciacortes,"Local acogedor, buen ambiente, trato amable. Se agredece que sea la hora que sea siempre te pongan su pequeño aperitivo con la consumición.","El Arroyo de la Miel, España",2412,Escrita el 24 de noviembre de 2021,2412 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/71/99/dd/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/e9/33/42/caption.jpg?w=100&h=-1&s=1,,
1779543830-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Buen vermut,Adolfo,"Solo fuimos a probar su vermut y la verdad es que estaba muy bueno, el lugar pequeño pero acogedor, no comimos pero por la tapa que nos pusieron se ve que son elaboradas, el trato del personal amable y correcto",30 contribuciones,30,Escrita el 12 de noviembre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,
1779543830-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Taberna pea repetir,Ramón M,"Reservamos mesa para cenar porque es una taberna pequeña. Nos trataron excepcionalmente bien. El vermut casero está tremendo (pedimos dos). También una botella de vino tinto. De comer la ración de cecina con queso, albóndigas caseras de carne, carrillera con salsa de curry picante y tosta de solomillo con queso. Los cuatro platos impresionantes. En especial, las carrilleras!!! De postre una tarta de zanahorias. Destacar que prácticamente todos los platos son sin gluten. La cuenta fue 60 euros, muy buen precio. Recomendable totalmente","Las Palmas de Gran Canaria, España",1148,Escrita el 10 de octubre de 2021,1148 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/96/f3/4d/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/70/51/22/ramon-m.jpg?w=100&h=-1&s=1,,
1779543830-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Celíacos aquí,viaja con Sandra,"Una pequeña tasca en oleno Madrid con la carta toda sin gluten menos dos platos.
Pan caliente. Vermú muy rico, precios buenos y una atención excelente","Pozuelo de Alarcón, España",6954,Escrita el 2 de agosto de 2021,6954 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7e/80/e3/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7e/80/e4/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7e/80/e5/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7e/80/e6/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7e/80/e1/caption.jpg?w=300&h=-1&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/41/33/f3/caption.jpg?w=100&h=-1&s=1,,
1779543830-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Toque moderno,Tamara M,"Buscamos un sitio para cenar algo ya que era bastante tarde, entramos ahí y nos quedamos sorprendidos.. el trato, la comida con su toque moderno es muy bueno. Recomiendo de verdad","Barcelona, España",170,Escrita el 1 de agosto de 2021,170 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/2c/81/4c/caption.jpg?w=100&h=-1&s=1,,
1779543844-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Siempre un acierto,Isabel M,"Nos encanta ir a tomarnos el vermut, que es casero y esta buenísimo… con sus toques especiales. 
Siempre acabamos picando alguna tosta, muy ricas y a muy buen precio. Hay que probar sus vermuts sin duda!","Madrid, España",11,Escrita el 19 de julio de 2021,11 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/68/29/b4/isabel-m.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Tan bueno que cuando puedo vuelvo,Ana A,"Lo descubrí por casualidad, buscaba un sitio con opciones sin gluten, y fue todo un acierto.
Cada vez que voy pruebo una cosa diferente y todo buenisimo. Pero sin duda lo mejor es el vermú casero, muy recomendable. A esto hay que añadir la exquisita atención de los camareros. Mención especial a Julián, que cada vez que vamos nos trata genial. 
Si pasas por la latina, parada obligatoria. 
Julián, volveremos a comprar las botellas jeje","Valladolid, España",15,Escrita el 9 de julio de 2021,15 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/28/cc/e7/ana-a.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,El vermút es de lo mejor de,Daniel M,El vermút es de lo mejor de Madrid. El camarero no puede ser más atento y amable. Se nota que le gusta su trabajo. Venden el vermut embotellado a buen precio. Visita obligada si vienes por La Latina👌🏻,5 contribuciones,5,Escrita el 12 de marzo de 2021,,,,,,,,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Sitio tranquilo para tomar un vermout,Moisés S.,"Nos animamos mi pareja y yo a recorrer la zona de Latina y sobre todo la Cava Baja. Decir que por la situación por la que pasamos ahora y el mes que estamos , descubrimos que un 50% de los negocios se encontraban cerrados.
Queríamos un bar de los del barrio de siempre, sin opulencias hacia el turismo y dimos con éste local donde publicitan su vermout propio y una lista variadas de tostas.
Local pequeñito en su planta que da a la calle (abajo tienen los baños y otro local pero no bajamos) , había unas 7 personas en tres grupos bien acomodadas en varios sitios , eso sí de pie, y manteniendo una distancia segura entre ellos.
Esperamos en la puerta y el  camarero amablemente nos hace pasar a un lado de la barra, que previamente limpia metodicamente con desinfectante.
Pedimos dos vermout que nos sirve en su copa clásica con una preparación exquisita. Vemos que una pareja abandona un rinconcito con un cristal a modo de mesa y le pedimos cambiarnos allí. Sin vacilar nos dice que perfecto , y con su balleta y desinfectante nos limpia toda la parte del rincón. 
Al momento nos obsequia con dos copitas de un gazpacho de remolacha con aceite de oliva y sal negra. Un aperitivo fresco y lleno de sabor que nos encanta.
Nos decidimos por pedir una tosta de gambas, despues de echar un vistazo a la variedad que tienen de ellas. Decir que la tosta tardó como unos 15 minutos en salir, pero se apreciaba desde fuera el olor rico de gambas al ajillo que salía desde la cocina y al verla apreciamos con la delicadeza que se había preparado.
Sabor a mar, que llevaba como una bechamel de alioli suave y todo ello gratinado que nos dejó un regusto muy bueno en cada bocado. Seguimos con una segunda ronde de vermout que nos preparó con la misma minuciosidad y tras tomarlo nos dispusimos a pedir la cuenta paa que otros visitantes pudieran disfrutar de aquel rincon, al pagar va a hacia la cocina y nos saca en un platito de pizarra dos trufas de chocolate a modo de dulce, un gran detalle por cierto.

Así que sitio muy especial para degustar un vermout típico y casero como los de antaño.
Sin duda volveremos otro día.","Madrid, España",17,Escrita el 20 de agosto de 2020,17 contribuciones,,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d1/a8/0f/tosta-de-gambas-y-vermuot.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3a/4c/84/mosadel1978.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vermut,Anna Carolina M,"Joya escondida en Madrid. ¡Nos gustó tanto que volvimos 3 veces en nuestra estancia de 1 semana en Madrid! ¡Deberías probar sus Vermuts caseros! ¡Y la comida también es deliciosa! Finalmente, el servicio es una gran ventaja para el lugar.
MUY RECOMENDABLE",40 contribuciones,40,Escrita el 18 de agosto de 2020,,Mostrar original,Calidad/precio,Comida,Servicio,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/f6/59/caneloni-de-rabo-de-toro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/f6/5c/salmorejo.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://static.tacdn.com/img2/langs/es/branding/partners/powered_by_google_translate.png,,0,,,,
