web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,data16,data17,image3
1775582305-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Excelente,irene s,"Cada vez que vamos, disfrutamos más de sus platos; increíble calidad y trato de su personal. Simplemente excelente!!!",1 contribución,1,,Escrita el 11 de enero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1775582305-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,"Muy ricos sabores en los platos que pedimos, tantos dulces como salados.",valentina s,"Linda noche compartida en familia, gracias a la atención de Diana y el ambiente del lugar muy ameno. Excelentes sabores!",1 contribución,1,,Escrita el 4 de enero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1
1775582305-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Recomendable,Ángel V,"Un ciudadano italiano formado y muy viajado con excelente gusto le daría nota muy alta y lo compartiría. Lo hago en su nombre.
Nos atendió Diana. Difícil, muy difícil mejorar su profesionalidad.
Volveremos, sin duda.",2 contribuciones,2,,Escrita el 22 de diciembre de 2025,Calidad/precio,Ambiente,Servicio,Comida,Acudan pronto.,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a8/fe/01/255-ngelv.jpg?w=100&h=-1&s=1
1775582305-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Lo Recomiendo encarecidamente.,Rafael A,"Lugar que me recomendaron y que cumple con los requisitos de calidad para disfrutar de una buena gastronomía italiana.
La atención de Diana Carolina excepcional. Sin duda volveré. Gracias.",1 contribución,1,,Escrita el 21 de diciembre de 2025,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1
1775582305-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Super,CHIARA G,Joceline nos atendió de forma súper amable y nos hizo sentir súper cómodos en la cena aparte de que la comida está RIQUÍSIMA!! Recomiendo muchísimo venir,1 contribución,1,,Escrita el 6 de diciembre de 2025,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1
1775582305-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,"Sin duda, hay que volver!!!",carmen m,"Excelente calidad y servicio. Pasta exquisita. Muy recomendable. Sin duda, volveremos. Muchas gracias por la atención",1 contribución,1,,Escrita el 29 de noviembre de 2025,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,Leer más,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1775582305-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Buena opción de comida italiana,Dextrosa,"Estuvimos un sábado comiendo y nos gustó mucho. Pedimos tres principales: risotto de boletus, una pizza carbonara y canelones de verduras. Todo muy rico y de postre pedimos tiramisú y brownie para los tres, ambos postres muy buenos también. Buen tinto de verano con limón. Atención muy buena y amable. Local agradable, alargado, pero cómodo. No me importaría volver.",1817 contribuciones,1817,,Escrita el 22 de noviembre de 2025,,,,,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/9f/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/9f/f0/caption.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/6d/32/c6/maitesn.jpg?w=100&h=-1&s=1
1775582305-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Sitio para repetir,Santiago S,"Atención inmejorable de Diana Carolina, atenta, rápida y amable. Comida riquísima y a un precio muy competitivo. Repetiremos seguro",1 contribución,1,,Escrita el 16 de noviembre de 2025,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1
1775582305-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,¡Comida increíble!,Lauren V,"Servicio excepcional de Diana Carolina. Su conocimiento de la carta y la carta de vinos era impresionante, y sus recomendaciones eran puntuales. Ella fue atento sin ser intrusivo e hizo que nuestra experiencia gastronómica fuera excepcional. Un pozo - merecido 10 / 10.",31 contribuciones,31,,Escrita el 15 de noviembre de 2025,,,,,,31 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c2/c4/a2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c2/c4/a3/caption.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1
1775582305-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,"Si no lo conoces, entra y disfruta.",Gastrowises,La comida muy rica y elaborada con profesionalidad. El servicio muy bueno y amable. Calidad precio óptimo. No lo conocíamos y en dos días ya hemos vuelto.,38 contribuciones,38,,Escrita el 13 de noviembre de 2025,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",38 contribuciones,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1
1775582305-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Gran comida italiana con buen ambiente,Niall O,"Comida encantadora, pasta y pizza de buena calidad y un gran ambiente acogedor para acompañarlo. Diana era un gran servidor, siempre muy atento y agradable limincellos en la casa para terminar la noche. Sin duda volveré!",1 contribución,1,,Escrita el 8 de noviembre de 2025,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1
1775582305-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d18480953-Reviews-Pastamore_Alcala-Madrid.html,Elijan pizza y pastas,Javierlys L,"Las pizzas están muy deliciosas, sobre todo la carbonara
El ambiente y la atención exelente en esta ocasión nos atendió la señorita Patricia",2 contribuciones,2,,Escrita el 6 de noviembre de 2025,Calidad/precio,Ambiente,Servicio,Comida,,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1
