web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,image,image2,data26,image3,image4,image5
1775666144-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Comida exquisita y personal muy atento,Maika P,"Estaba todo exquisito, se nota que tienen productos de  calidad los postres son deliciosos y el toque final con El chupito de madroño servido en unos vasitos de barquillo bañados en chocolate muy original. El personal es simpático y muy atento. Quiero hacer una mención especial a Sandra por su atención a la que le estoy muy agradecida. Volveré sin duda cuando vuelva a Madrid","Muchas gracias, Maika, ha sido un placer.
Celebramos las magníficas sensaciones que nos transmite, convertir cada ocasión en una experiencia realmente especial, inolvidable y, como en su caso, un excelente prólogo de nuevas visitas es la principal ilusión de quienes formamos este equipo.
La exquisitez define todos nuestros platos tanto como sus excepcionales materias primas y esa original fusión entre las mejores tradiciones culinarias y las mixturas más vanguardistas.
Siempre nos gusta recomendar la deliciosa y variada alternativa de nuestros postres artesanos y, como perfecto colofón y exponente de ese diferenciador carácter castizo que nos define, el delicioso licor de madroño servicio en los vasitos de barquillo.
Nuestra maître, la Srta. Sandra, agradece visiblemente emocionad las palabras que le dedica, reiterando cómo estuvo encantada de compartir con Vds. los diversos detalles y aconsejarles acerca de las distintas elecciones.
Como no podía ser de otra forma, es ella también quien lidera esa ilusión de volver a recibirles, dispuestos a sorprenderles con nuevos versos de poesía culinaria.
Hasta que ese feliz momento tenga lugar, les envío nuestros saludos más afectuosos.",13 contribuciones,13.0,Escrita el 14 de noviembre de 2025,Escrita el 17 de noviembre de 2025,"Palma de Mallorca, España",Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/83/avatar004.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Muchas gracias por la atención de todo el personal.,32Toni66,"Siempre vuelvo aquí... para que voy a buscar si ya lo he encontrado. 
Hotel ideal para recuperar energías, y como no, disfruto de una buena cena en su restaurante, la amabilidad del personal maravillosa.","Gracias por su renovada confianza, Toni, por su simpatía y por estos maravillosos comentarios que nos dedica y alborotan esa ilusión perenne que nos guía a diario.
Grupotel Mayorazgo y GastroVía 61, su restaurante de cocina de autor, son las alternativas ideales en pleno centro de Madrid para convertir cada ocasión en la ciudad, sea cual sea el principal motivo de la visita, en una experiencia siempre sorprendente, aún más inmersiva en el espíritu y alma madrileños y, por supuesto, plenamente satisfactoria.
Ha sido un placer ofrecerle la degustación de nuestra Nueva Carta de Otoño-Invierno, recientemente inaugurada y cuya acogida por parte de nuestros clientes está siendo realmente fabulosa.
Celebramos que la ocasión le haya permitido ""resintonizar"" y ""reactivas"" sus propias energías, de nuevo hemos estando encantados de poner a su disposición la profesionalidad y atención personalizada que nos distinguen.
Le esperamos siempre, nuestras sonrisas dispuestas para darle la bienvenida, pero hasta que ese feliz momento sea de nuevo realidad le envío los más afectuosos saludos en nombre de todos quienes formamos el equipo de profesionales de Grupotel Mayorazgo y GastroVía 61.",70 contribuciones,70.0,Escrita el 13 de noviembre de 2025,Escrita el 13 de noviembre de 2025,"Mallorca, España",Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9e/7f/43/toni-m.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,¡OMG! ¿¡¿¿Cuándo puedo volver???,Toby L,"No puedo decidir si la comida, el servicio o el ambiente fue lo más excepcional. 

Nunca me han tratado tan bien, traído increíbles platos extra “porque sí”, o me han sorprendido tan gratamente en cada momento. 

Comimos sarro de atún y ensalada de tomate. Además, nos sorprendieron los mejillones y la increíble sopa de pan y caldo de pollo. 

Increíble fletán, vinos fantásticos, postres memorables. Vaya.","Thank you so much, Toby, for your trust, kindness, and this wonderful review of your experience.
Before we continue, here's the enthusiastic response to your question from everyone on our team: we always look forward to welcoming you back to Grupotel Mayorazgo, right on Madrid's Gran Vía, with our smiles and the opportunity to surprise you with new culinary delights.
We are delighted to have surprised you with the best experiences in every way, and of course, by adhering to the fundamental principle that guides us every day: our personal commitment to our guests, doing everything possible to ensure that each occasion surprises you, that you fully enjoy it, and, we hope, that it becomes an excellent prelude to future visits. The exquisite nature of our culinary offerings awaits you in the heart of Madrid, along with our smiles, professionalism, personalized attention, and that world of detail you already know.
Until the happy moment when we can welcome you back, I send you our warmest regards.",1 contribución,1.0,Escrita el 13 de noviembre de 2025,Escrita el 13 de noviembre de 2025,1 contribución,Jesús Jerez,Leer más,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/bc/73/14/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/bc/73/15/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Muy buen lugar para cenar,marisayray,Estamos hospedados en el hotel y decidimos no salir a cenar y cenar aquí la verdad fue una muy buena opción porque el servicio es de primera y la comida igual,"Ha sido un placer, Marisa, muchas gracias por su confianza al elegir la experiencia GastroVía 61 como complemento ideal a su estancia en Grupotel Mayorazgo.
Siempre nos encanta recomendar a nuestros clientes la degustación de nuestros versos de poesía culinaria, en tanto las excepcionales materias primas con las cuales son elaborados y esa sorprendente fusión entre las mejores tradiciones y las mixturas más vanguardistas permite disfrutar de un amplio y novedoso abanico de matices en cada ocasión.
Además, la elegante e intimista ambientación de nuestro salón recrea el escenario ideal donde, como en su caso, avivar el suave murmullo de las charlas y sensaciones inolvidables.
Les esperamos siempre en plena Gran Vía madrileña, el impresionante mantón de Manila que engalana la fachada de Grupotel Mayorazgo exhibiendo ese diferenciador carácter de hotel temático madrileño que nos hace únicos como seña incuestionable y, por supuesto, nuestras sonrisas sinceras, profesionalidad y atención personalizada siempre a su disposición.
¡Hasta pronto! Afectuosos saludos.",116 contribuciones,116.0,Escrita el 12 de noviembre de 2025,Escrita el 13 de noviembre de 2025,"Villahermosa, México",Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,"Solid food, excellent attention",Carla B,"Al inicio todo bien y atenciones excelentes, dándonos a probar diferentes vinos antes de seleccionar la copa. ofrecían muchos extras que no se contemplaban al momento de pedir: selección de panes, calderos de entrada, quiche de pollo trufado. Pedimos el solomillo, muy delicioso y textura suave. 
No nos gustó el Irish coffee, lo presentan como postre pero no es dulce. De todas formas, no lo cobraron cuando lo devolvimos. 
En general excelentes atenciones y comida sólida.","Gracias por su confianza, Carla, ha sido un placer disfrutar de su compañía.
Nos alegra saber que la degustación de nuestras propuestas culinarias les ha brindado las estupendas sensaciones que nos transmite, seleccionamos cada día materias primas de la máxima calidad, como es el caso de esa deliciosa carne de la Sierra de Guadarrama, y elaboramos todos nuestros platos con meticulosidad y cariño para preservar todas sus cualidades y la autenticidad de los distintos sabores.
Sentimos no haber logrado satisfacer sus gustos personales en lo relativo a esa reinterpretación original de nuestro Café irlandés, una especialidad a la cual hemos incorporado nuevos y dulces matices, junto a su espectacular y profesional elaboración en sala, de ahí su inclusión entre nuestros postres artesanos. Por supuesto, en tanto su degustación no logró satisfacer sus expectativas, no fue incluido en la cuenta final.
Estuvimos encantados de compartir con Vds. todos los detalles, la profesionalidad y atención personalizada nos distinguen y esperamos poder darles la bienvenida en una próxima ocasión para sorprenderles de nuevo y aún más con otras delicias.
Saludos cordiales.",2 contribuciones,2.0,Escrita el 4 de noviembre de 2025,Escrita el 5 de noviembre de 2025,2 contribuciones,Jesús Jerez,Leer más,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Un buen restaurante,YB1,"Mi esposa encontró este restaurante y que sería un lugar gourmet. No lo es, pero tiene un precio como uno. 
La comida era razonablemente sabrosa y el fletán para 2 era fresco y delicioso. 
Consejo: en algunos de los platos ponen demasiada sal - la “sal de grava” grande y muy salada. Si no te gusta, asegúrate de mencionárselo.","Thank you for your trust. We are delighted to know that the GastroVía 61 experience has provided you with the wonderful sensations you've described.
All our dishes are prepared with exceptionally high-quality ingredients and through meticulous processes that preserve their distinct qualities and the authenticity of their flavors.
We are always happy to share the details and personalize each tasting based on our customers' preferences and feedback.
We look forward to welcoming you back soon and surprising you with new delicacies.
Kind regards.",39 contribuciones,39.0,Escrita el 30 de octubre de 2025,Escrita el 30 de octubre de 2025,"Belmont, California",Jesús Jerez,Leer más,Traducir respuesta,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Excelente comida - una verdadera joya escondida.,andrew2050,Excelente comida; amable personal atento que animó activamente a los niños a practicar su español. Nos dieron varios platos especiales de Madrid mientras se cocinaban nuestros entrantes y la paella era un showtopper. Una joya escondida tranquila a pocos metros del ajetreo de la Gran Vía.,"Thank you for your trust, friendliness, and the fabulous review of the experience, Andrew. We are delighted to know that you thoroughly enjoyed the occasion.
GastroVía 61, Grupotel Mayorazgo's signature cuisine restaurant located in the heart of Madrid, is that secret you always want to share in the best company, the safe option for enjoying truly delicious culinary offerings in an elegant, welcoming, and very Madrid-esque atmosphere.
The finest traditions, perfectly combined with the most cutting-edge techniques, define the meticulous preparation of our dishes, as well as their exceptional raw materials and that fundamental ingredient, the love that our renowned cuisine always uses.
Sharing all the details with you and advising you on the different choices, as well as inviting your children to practice their Spanish with smiles, has been a true pleasure that, of course, we are excited to imagine we will have the opportunity to repeat on a future visit.
We always await you on Madrid's Gran Vía, ready to surprise you with new delicacies.
Kind regards.",13 contribuciones,13.0,Escrita el 27 de octubre de 2025,Escrita el 28 de octubre de 2025,"Royal Tunbridge Wells, Reino Unido",Jesús Jerez,Leer más,Traducir respuesta,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666144-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Trato y sabor al mismo nivel de excelencia,Nuria C,"Fue una cena para una gala benéfica. La sala preciosa, con todos los medios. El personal amable y pendiente de todos los detalles.
Un DELEITE ir a Gastrovía, volveremos","Ha sido un placer, Nuria, muchas gracias por vuestra confianza y estos maravillosos comentarios que nos dedicas confirmando la principal ilusión de todos quienes formamos este equipo: que ese evento tan especial y solidario brindase a todos los asistentes sensaciones tan magníficas como el motivo de su celebración.
Nos encantó personalizar y mimar todos los detalles tanto en lo referente al ámbito estrictamente decorativo como, por supuesto, en el ámbito de las cuidadas y exquisitas elaboraciones gastronómicas que preparamos en base a las indicaciones y preferencias que nos hicisteis llegar.
Os esperamos siempre en pleno centro de Madrid, con esas renovadas sonrisas que volverán a daros la bienvenida a “vuestra casa de la Gran Vía madrileña”.
Afectuosos saludos.",2 contribuciones,2.0,Escrita el 25 de octubre de 2025,Escrita el 27 de octubre de 2025,"Madrid, España",Jesús Jerez,Leer más,,Calidad/precio,Ambiente,Servicio,Comida,,En cada época tiene el plato típico del lugar. Es un deleite comer allí,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/81/13/a9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/81/13/aa/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Muy bien,Robert M,La comida era muy sabroso. Es el lugar ideal de comer,"Muchas gracias por su confianza, Roberto, también por la magnífica valoración de la experiencia.
Celebramos haber logrado sorprenderle con la degustación de nuestros platos, todos ellos elaborados a partir de materias primas de excepcional calidad cuya selección efectuamos a diario, priorizando en todo momento el producto de proximidad, pero también encantados de visitar otros mercados y puertos de reconocido prestigio.
Esa ambientación elegante e intimista que define nuestro salón y, por supuesto, la profesionalidad y atención personalizada de quienes formamos este equipo están siempre a su disposición.
¡Ya queremos volver a sorprenderles! Afectuosos saludos.",5 contribuciones,5.0,Escrita el 22 de febrero de 2026,Escrita el 23 de febrero de 2026,5 contribuciones,Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Muy buena comida y trato,Andrea B,"Una atención increíble con toda la familia.
Han estado siempre pendientes de mis hijos. La comida muy buena.","Muchas gracias, Andrea, fue un verdadero placer darles la bienvenida y disfrutar de su compañía.
En GastroVia 61 nos encanta compartir la exquisitez culinaria que define nuestros platos y esa ambientación elegante e intimista de nuestro salón con todas las personas que nos brindan su confianza, independientemente de su edad.
De hecho, consideramos un privilegio y una maravillosa aventura avivar los mejores hábitos alimenticios y el gusto por la variedad de sabores y texturas entre los más pequeños de la casa, de ahí nuestra Carta para Pequeños Gourmets, con platos específicamente seleccionados para satisfacer sus preferencias, también elaborados con materias primas de excepcional calidad, al igual que todas las propuestas de nuestra carta.
Les esperamos siempre en plena Gran Vía madrileña, en Grupotel Mayorazgo, dispuestos a sorprenderles de nuevo y aún más en cada ocasión.
Afectuosos saludos.",19 contribuciones,19.0,Escrita el 20 de febrero de 2026,Escrita el 5 de marzo de 2026,19 contribuciones,Jesús Jerez,Leer más,,Calidad/precio,Ambiente,Servicio,Comida,,Tienen una carta específica para niños,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/26/c1/7e/andrea-b.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,experiencia perfecta,FarAway05303254883,"Excelente experiencia, con un personal amable y servicial, muy atento. Comida excelente, especialmente la tortilla de camarones. Un lugar realmente encantador para comer.","Muchas gracias por su confianza y la fabulosa valoración de la experiencia, ha sido un placer.
Elaboramos todos nuestros platos con materias primas de excepcional calidad cuya selección efectuamos a diario. Además, aplicamos cuidadosos procesos de elaboración para preservar todas sus cualidades y la autenticidad de los distintos sabores. El resultado, tal y como han tenido ocasión de disfrutar es hacer de cada degustación un auténtico y delicioso festival de novedosos matices que alborotan tanto el paladar como los restantes sentidos.
Nos ha encantado compartir con Vd. todos los detalles, incluyendo esos guiños de ascendencia castiza que en tanto restaurante de cocina de autor de Grupotel Mayorazgo, nos definen.
Esperamos poder sorprenderle otra vez en una próxima ocasión con nuevas delicias, pero hasta que ese feliz momento tenga lugar le envío nuestros saludos más afectuosos.",1 contribución,1.0,Escrita el 20 de febrero de 2026,Escrita el 21 de febrero de 2026,1 contribución,Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Espectacular,Alicia Lia S,"Espectacular tanto el lugar, la comida y el servicio.  El servicio estupendo,  simpáticos y atentos. Lo recomendamos mucho.","Agradecemos su confianza, Alicia, nos encanta saber que la degustación de nuestros versos de poesía culinaria le ha brindado las mejores sensaciones.
En tanto restaurante de cocina de autor de Grupotel Mayorazgo, la autenticidad castiza también define nuestros platos (siempre que resulta posible, utilizamos productos de proximidad y nos inspiramos en la mejor tradición culinaria madrileña), esa elegante decoración con bellas evocaciones al Madrid de época y hasta la simpática uniformidad chulapa que luce nuestro equipo de sala o la original nomenclatura que engalana nuestra carta.
Haber compartido con Vd. todos esos detalles y lograr sorprenderle con las distintas degustaciones es la mayor alegría para todos quienes formamos este equipo.
Nos ilusiona imaginar una nueva visita, pero hasta que ese feliz momento sea una maravillosa realidad le envío nuestros saludos más afectuosos.",3 contribuciones,3.0,Escrita el 10 de febrero de 2026,Escrita el 11 de febrero de 2026,3 contribuciones,Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Estuvo OK.,Estela C,Fue una comida rica pero no diferenciada de otras opciones y un poco caro para lo que es. Fueron amables aunque demoraron un poco en la atención.,"Gracias por su confianza, Estela, fue un placer disfrutar de su compañía.
Siempre intentamos hacer todo lo posible para que cada ocasión en GastroVía 61 sea realmente especial, por eso todos nuestros platos, además de estar elaborados con materias primas de excepcional calidad, ofrecen esa sugerente mixtura entre las tradiciones culinarias más arraigadas y las técnicas más vanguardistas, de forma que cada degustación se convierta en un amplio y novedoso festival de matices.
Nos encanta brindar una atención profesional y personalizada que permita al comensal conocer todos los detalles de la experiencia y a nuestro equipo de sala aconsejar acerca de las distintas elecciones, compartiendo además esos guiños de identidad castiza que nos definen.
Esperamos tener una próxima ocasión de recibirle, pero hasta que ese feliz momento sea una ilusionante realidad le envío nuestros saludos más afectuosos.",14 contribuciones,14.0,Escrita el 9 de febrero de 2026,Escrita el 10 de febrero de 2026,"Lima, Perú",Jesús Jerez,Leer más,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Gran lugar excelente comida,lawinia_00,"Tuvimos una experiencia gastronómica muy agradable en este restaurante. Pedimos una sopa de marisco con almejas, que era excepcionalmente sabrosa y bien equilibrada, hecha con ingredientes frescos y un rico caldo. Lo más destacado de nuestra comida fue el pulpo: perfectamente cocinado, muy tierno e increíblemente delicioso. Estaba suave, bien condimentado, y claramente preparado con cuidado, sin ser masticable o demasiado cocido. La calidad de los ingredientes y la atención a las técnicas de cocción realmente destacaron. En general, fue una comida satisfactoria que superó nuestras expectativas, y sin duda recomendaría este lugar a cualquiera que disfrute de platos de marisco bien preparados.","It has been a pleasure, Lawinia. The wonderful sensations you conveyed to us, and knowing that we exceeded your expectations, bring immense joy to everyone on this team.
Every day, we select exceptionally high-quality raw materials from the finest markets to prepare all our dishes. Furthermore, we employ meticulous preparation processes that preserve their exceptional qualities and the authenticity of their distinct flavors, always including love as a secret and fundamental ingredient.
We are delighted that tasting each of the options selected for you on this occasion was a truly surprising and delightful array of nuances. We were thrilled to share all the details and advise you on the various choices.
We hope to have the opportunity to welcome you back soon, ready to surprise you again and even more with other delicacies.
Until then, we send you our warmest regards.",10 contribuciones,10.0,Escrita el 8 de febrero de 2026,Escrita el 9 de febrero de 2026,"iasi, romaniA",Jesús Jerez,Leer más,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/67/9e/3c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/67/9e/3d/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
1775666121-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Personal atento y encantador y excelente comida,Bel I,"Encontré recomendaciones fuertes para este restaurante en línea y reservé una mesa en su sitio web. Nos recibieron y nos sentimos bienvenidos desde el momento en que llegamos. La comida era excelente con adiciones encantadoras. El vino recomendado era un acompañamiento perfecto para nuestras elecciones de comida. Compartimos una merluza y esto fue fileteado por expertos en la mesa para nosotros. También comimos dulces y nos fuimos llenos, sintiéndonos bien cuidados por haber experimentado una experiencia gastronómica bastante encantadora y de alguna manera anticuada. Puedo recomendarlo para una comida especial en Madrid.","Thank you so much for your trust. We are delighted to have lived up to the wonderful expectations raised by your recommendations.
The GastroVía 61 experience is always a treat, allowing you to savor truly surprising culinary creations, always prepared with exceptionally high-quality ingredients and meticulous processes that preserve all their qualities and the authenticity of their distinct flavors.
The perfect complement, without a doubt, is one of the delicious wines from our extensive cellar, a pairing we were delighted to recommend.
The professionalism and personalized attention that distinguish us are always at your service. We look forward to welcoming you again soon and surprising you with new delights.
Kind regards.",1 contribución,1.0,Escrita el 8 de febrero de 2026,Escrita el 9 de febrero de 2026,1 contribución,Jesús Jerez,Leer más,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1,
