web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image,image2,image3,image4,image5,image6,image7,position,data24,data25,data26
1776263984-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Un sitio que no falla,ana M,"Ambiente genial, es todo una experiencia de principio a fin. Las personas que nos atendieron (Manuel Bravo e Issam) muy serviciales y majos. Un gusto.
La comida buenísima y música agradable. Todo para estar muy a gusto. Precio-calidad perfecto.",6 contribuciones,6,Escrita el 28 de enero de 2026,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,6 contribuciones,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/51/88/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/51/88/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/51/88/8b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/51/88/8c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/51/88/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,,,
1776263934-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776263934-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Recomendación,Marina M,"Excelente experiencia.!!!  Sumamente valorable que tienen opciones sin gluten, salvo el postre, que tenian una sola.
Ana Laura, amorosa, sin conocernos, nos realizó la reserva vía WhatsApp y nos recibió ella. Una genia.
Tania, nos atendió muy amable, nos recomendó los tragos y fueron riquísimos.
Sin dudas, un lugar para volver y recomendar.",1 contribución,Escrita el 15 de abril de 2026,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,1.0,,,
1776263934-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Maravillosa comida y atención,Stay11691532605,"Maravillosa experiencia Roberto un encanto de camarero super atento y muy buena persona con una paciencia infinita, repetiremos mil gracias",1 contribución,Escrita el 8 de abril de 2026,,"San Pedro de Alcántara, España",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e6/92/eb/caption.jpg?w=300&h=300&s=1,,,,,,,1.0,,,
1776263934-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Toda una experiencia,cosimoky,Super simpatico y comida muy buena,20 contribuciones,Escrita el 8 de abril de 2026,,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,,,20.0,,,
1776263934-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Cena en familia,Jose Antonio M,Un sitio espectacular y la atención de Tania ha sido perfecta,1 contribución,Escrita el 7 de abril de 2026,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,1.0,,,
1776263934-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Recomendable si visitas Madrid,Francisco T,Muy recomendable si visitas Madrid. El trato a la llegada y el servicio an sido muy buenos.,2 contribuciones,Escrita el 5 de abril de 2026,,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/02/37/0b/francisco-t.jpg?w=100&h=-1&s=1,,2.0,,,
1776263934-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Bestial,Jaimie J.P.F,"El sitio está decorado con todos los detalles que se puedan pedir, es entrar y vivir una experiencia en el fondo del mar. La comida está muy bien elaborada, he de decir que mi hija y yo nos encantó el pan brioche para nosotras el plato estrella de todo lo que probamos. Los cócteles no se quedan atrás y más allá de las copas y todo el atelier que se usa para decorar están muy bien preparados. A mi hija y a mí nos encantó y repetiríamos muchas otras veces.",532 contribuciones,Escrita el 2 de abril de 2026,,"Madrid, España",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/4f/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/4f/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/4f/8b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/4f/8c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/d7/4f/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/5c/51/ec/caption.jpg?w=100&h=-1&s=1,,532.0,,,
1776263934-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Buena experiencia,Isabel C,"Buena atención y la comida muy rica. Nos atendió Ernesto, que nos aconsejó muy bien y fue súper amable",3 contribuciones,Escrita el 1 de abril de 2026,,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,3.0,,,
1776263934-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Una vez en la vida,Miguel D,"Es algo diferente un ambiente peculiar,con música en directo.la página web muy muy buena.los cócteles espectaculares,la comida no es lo mejor del local el barman muy profesional.",16 contribuciones,Escrita el 30 de marzo de 2026,,16 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,16.0,,,
1776263934-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Precioso el restaurante!,Antony L,"La ambientación del restaurante es brutal! Y la comida muy rica, sobretodo los cócteles. Y la atención del personal, nos atendió Hernesto, tremendo tipo, muy atento y amable, muy bueno el trato.",6 contribuciones,Escrita el 27 de marzo de 2026,¡Gracias! Ernesto ya está en modo tremendo 😄🍸✨ ¡Te esperamos pronto!,6 contribuciones,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 29 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/71/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/71/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/71/e8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/71/e9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/71/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,6.0,,,
1776263934-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Fantástico,Analec,Nos ha encantado!repetiremos sin dudarlo!todo muy bueno y el local una fantasía 😍  fantástica atención,1 contribución,Escrita el 25 de marzo de 2026,¡Gracias! Aquí ya estamos preparando el bis 😄✨ ¡Os esperamos pronto! 😍,1 contribución,Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Escrita el 29 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,1.0,,,
1776263934-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Precioso y delicioso,Noe F,Hemos estado en otro restaurante de la cadena pero este por el momento se lleva la palma… es espectacular de bonito. La comida esta muy buena. Y el personal super amable recomendadisimo si vienes a Madrid! Esta cadena de restaurantes sorprende gratamente.,212 contribuciones,Escrita el 23 de marzo de 2026,¡Gracias! Este ya va directo al podio 😏✨ ¡Os esperamos para seguir sorprendiendo! 🍸💥,"Galicia, España",Bestial b,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 24 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c2/bd/82/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c2/bd/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c2/bd/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c2/bd/85/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c2/bd/86/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/62/a1/e9/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,212.0,,,
1776263934-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,"Decoración de la novedad solamente, la comida era pobre",SLT7479,"Este restaurante no sabe si es un restaurante de novedad para niños o un lugar genial de Instagram y al intentar decidirlo se ha centrado demasiado en la decoración y no lo suficiente en la calidad de la comida haciendo que toda la experiencia sea decepcionante. El personal parecía estar apresurado y solo querían sacar a la gente adelante en lugar de mostrar atención al cliente. La comida se sentía producida en masa y nuestros dos entrantes solo estaban calientes cuando se servían, haciéndolos sentir como si hubieran sido calentados en lugar de estar hechos de frescos. Teniendo en cuenta la cantidad de restaurantes que hay en Madrid, sin duda le daría un vistazo a esto a menos que solo quieras fotos de decoración.",40 contribuciones,Escrita el 18 de marzo de 2026,Thanks for your feedback. We’re sorry we didn’t meet expectations 😔 We’ll review it with the team to improve.,"Londres, Reino Unido",Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 24 de marzo de 2026,,Leer más,Leer más,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,40.0,,,
1776263934-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Instagramero y ya,Monica J,"Sitio para Instagram. Decoración de la sala y los platos original, así como la comida. Servicio en su mayoría amable, pero con un barman antipático, borde y sobrado. Cosas como pedir el cóctel bienvenida, decir que tres sin alcohol y preguntar muy borde cuántos con (éramos 13, calcular era fácil). Las sillas altas muy monas pero incomodas, y si eres bajit@ pies q no llegan al suelo en ninguna parte.",2 contribuciones,Escrita el 17 de marzo de 2026,Gracias por el feedback. Tomamos nota del servicio y la comodidad 👀 Lo revisamos con el equipo para mejorar.,2 contribuciones,Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Escrita el 24 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,2.0,,,
1776263934-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Decoración espectacular,Laura T,"Lugar espectacular, a la decoración no le falta detalle , el servicio inmejorable , nos atendió Tatiana y estuvo muy atenta en todo momento y muy amable . 
Lo recomiendo 100%.",2 contribuciones,Escrita el 15 de marzo de 2026,¡Gracias! Tatiana ya está en modo estrella 😎✨ ¡Os esperamos pronto! 🍸🎉,2 contribuciones,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 24 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,2.0,,,
1776263934-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Volveremos,Andrea V,"Venimos de Alicante y la experiencia ha sido muy buena y nuestra camarera en mesa Tati un encanto y nos ha atendido genial 
Volveremos",1 contribución,Escrita el 15 de marzo de 2026,¡Gracias! Tati ya tiene preparada la próxima 😏✨ ¡Os esperamos! 🍸💥,1 contribución,Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Escrita el 24 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,1.0,,,
1776263971-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Muy bueno,Nicolas A,"Nos gustó muchísimo!!  
La comida estaba excelente, todo muy rico y bien presentado.

El personal fue muy atento y amable, nos hicieron sentir muy a gusto en todo momento.

Además, el sitio es precioso y tiene un ambiente muy especial. Sin duda, un lugar para repetir.",¡Qué alegría leeros! Gracias por valorar cada detalle… aquí os esperamos para repetir esa experiencia tan especial 😉✨,33 contribuciones,Escrita el 23 de febrero de 2026,33,33 contribuciones,Bestial b,Escrita el 26 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,BUENA,Scarlett M,"Muy buena camarera tania, la pasamos muy bien, buen servicio",¡Gracias por compartirlo! Tania ya está lista para que la próxima lo paséis igual de bien 😉✨,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,Bestial b,Escrita el 26 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Excelente servicio,Shantal G,"Me atendió Ernesto que amable es, súper agradable y atento ❤️ la comida me encantó y los cócteles son lo mejor 💯",¡Gracias por tanto cariño! Ernesto ya está listo para volver a mimaros… y los cócteles también 💯🍸✨,3 contribuciones,Escrita el 20 de febrero de 2026,3,3 contribuciones,Bestial b,Escrita el 26 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,No se pierdan los cócteles son muy buenos 💯💯💯,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/7b/34/1c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/7b/34/82/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Trato agradable por Ernesto,ANTONY J,El trato excelente y enesto no dió un trato excelente.,¡Gracias por destacarlo! Ernesto feliz de haber dado un trato excelente 😉✨,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,Bestial b,Escrita el 26 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Excelente,Desire O,El mesero Ernesto muy excelente muy atento a todo ❤️❤️❤️,¡Gracias por tanto amor! Ernesto ya está listo para volver a atenderos con esa misma energía ❤️✨,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,Bestial b,Escrita el 26 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,mala experiencia,Ivonne S,"Estuve en Restaurante Bestial by Rosi la Loca y lamentablemente fue una experiencia muy decepcionante. Teníamos reserva a las 22:00 y llegamos con 10 minutos de antelación, pero la mesa no estaba lista y nos dejaron primero de pie. Después nos hicieron sentarnos en la barra para tomar un cóctel.

Nos sentaron en la mesa a las 22:20, pero empezamos a comer recién a las 22:50. Después del entrante salimos un momento a fumar y una camarera nos siguió como si fuéramos a escaparnos sin pagar. Incluso avisó a una compañera, quien nos dijo que teníamos que pagar la cuenta y dejar la mesa porque —según ella— la reserva era a las 21 y la mesa estaba reservada solo por una hora y media. Tras explicarle que nuestra reserva era a las 22 y que habíamos empezado a comer tardísimo por culpa de ellos, nos dejaron volver a entrar porque teníamos razón.

A partir de ahí, la actitud siguió siendo pésima: la camarera continuó haciendo comentarios maleducados con sus compañeros pensando que, por ser italianas, no la entendíamos.

El local es estéticamente muy bonito, pero la experiencia se acaba ahí. Servicio grosero, organización pésima y precios absolutamente desproporcionados para la calidad de la comida. No volvería jamás.",Gracias por venir y por contarnos lo ocurrido 💔 Tomamos muy en serio lo que nos dices; esta no es la experiencia que queremos ofrecer. Vamos a revisar lo sucedido con el equipo y mejorar lo necesario. Ojalá podamos tener otra oportunidad para sorprenderos como merecéis ✨,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,Bestial b,Escrita el 26 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Muy buena experiencia,Alejandro V,"Nos atendieron muy bien, muy simpáticos y rápidos y la comida muy rica!",¡Gracias de corazón! 💛 Prometemos seguir igual de rápidos… ¡pero sin correr más que vosotros hacia el postre! 😄🍰,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,Bestial b,Escrita el 26 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
1776263971-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,"OMG!!!, Pedazo de Experiencia.",LUIS PABLO A,"Pues la experiencia fue total ya antes de entrar, tuvimos un problema con el coche, teníamos la reserva a las dos y nos la cambiaron a las tres sin problemas, luego al entrar todo increíble, nos dejaron pasearnos por el local antes de sentarnos a verlo y hacer todas las fotos que queríamos, luego la comida SUPERBUENA!!!, el Ceviche de Gambón  espectacular, la Burrata Bestial igual de maravillosa y el Falso Risotto de sémola de trigo no tiene palabras, de postre tiramisú, también sin palabras. Mención especial a Ernesto, nuestro camarero, súper atento y súper amable.",¡Gracias infinitas! 💥 Nos encanta que todo fluyera aunque el coche quisiera otro plan 😜 Ernesto es un crack y se lo diremos ahora mismo 👏 Os esperamos para la próxima locura deliciosa 🍸✨,2 contribuciones,Escrita el 19 de febrero de 2026,2,2 contribuciones,Bestial b,Escrita el 26 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/af/66/9a/luis-pablo-a.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,,
