web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,position2,image,data15,data16,data17,data18,image2,data19
1776250185-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,¡Íbamos todos los días!,Julian K,"Excelente, pizza crujiente tan buena como (o mejor) que muchos lugares en Italia. Personal extremadamente amable que es amable y también gente interesante para hablar. Como una experiencia tan buena fuimos todos los días que estuvimos en Madrid. También muy buenos precios — 12 € por una pizza entera. No puedo recomendar lo suficiente.",1 contribución,Escrita el 21 de febrero de 2025,1.0,,,Calidad/precio,Comida,Servicio,Mostrar original,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,Traducido automáticamente,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,
1776250185-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Increíble,eyob g,Es muy delicioso especialmente la pizza boloñesa y la Roja pizza 🫠🫠🫠🫠 y la forma en que tratan a los clientes son los mejores lo disfrutamos de Etiopía 🇪🇹🇪🇹🇪🇹,1 contribución,Escrita el 18 de febrero de 2025,1.0,,,,,,Mostrar original,,,2.0,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,
1776250185-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,El mejor lugar vegetariano italiano,Tushar K,"Si estás en Madrid y deseas deliciosa comida italiana, La Pizzateca es una visita obligada! Este pequeño y acogedor lugar ofrece una impresionante selección de pizzas y pastas vegetarianas, por lo que es una gran opción para aquellos que buscan carne - opciones libres sin comprometer el sabor. 

Probamos la pizza La Vegetariana, y fue absolutamente fantástica — ingredientes frescos y de alta calidad con un equilibrio perfecto de sabores en una corteza fina y crujiente. La pasta Pesto fue otro punto culminante, con una salsa rica y aromática que sabía casera y llena de bondad de albahaca fresca. 

El ambiente es cálido y acogedor, y Alex y Mare es amable y atento y sugieren las mejores opciones para usted. Tanto si eres vegetariano como si eres amante de la buena comida italiana, La Pizzateca merece una visita. Muy recomendable!",7 contribuciones,Escrita el 14 de febrero de 2025,7.0,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e0/2a/6d/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,,Leer más,,,
1776250185-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Otro nivel de pizza lo,dardauia,Pizza artesanal de masa extraordinaria. Tiene un servicio degustación muy interesante. Buenos precios. Servicio impecable.,"Chefchauen, Marruecos",Escrita el 8 de febrero de 2025,9.0,,9 contribuciones,Calidad/precio,Comida,Servicio,,Ambiente,,1.0,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/4c/e5/85/dardauia.jpg?w=100&h=-1&s=1,
1776250171-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Excelente!,Konstantinos T,"Excelente! 
Pizza fresca, personal muy servicial y amable, muchos sabores para elegir! 
Es totalmente recomendable! 
¡Ojalá este lugar estuviera en mi ciudad natal!",2 contribuciones,Escrita el 23 de agosto de 2025,2.0,,,,Mostrar original,,,,,1.0,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776250171-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Servicio de primera clase y sabrosa pizza,Scenic93836,"Tuvimos una cena fantástica aquí esta noche! La pizza era absolutamente deliciosa – ingredientes frescos, corteza perfecta, y lleno de sabor. El propietario también salió y preguntó si todo estaba bien. Fuimos atendidos por Mare, que era tan amable y atento, haciendo toda la experiencia aún mejor. El ambiente era cálido y Recibimiento, y todo salió rápidamente. Recomiendo encarecidamente este lugar si usted está ansioso de una gran pizza y un excelente Servicio. Sin duda volveremos!","High Wycombe, Reino Unido",Escrita el 23 de agosto de 2025,1.0,1 contribución,,,Mostrar original,,,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/e4/fa/0f/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,
1776250171-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Excelente pizza,NIssa109,"Excelentes pizzas, y Servicio era fantástico de Mare. La pizza sabía excelente y cocinado a la perfección. Debes ir y probarlo y el ambiente era realmente familiar. Recomiendo encarecidamente si estás en Madrid.","High Wycombe, Reino Unido",Escrita el 23 de agosto de 2025,1.0,1 contribución,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,0.0,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,
1776250171-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Espectacular pizzería con trato de 10,Mónica G,"Un 10 de entrada a salida. Servicio de Mare y Alejo impecable, trato familiar estupendo. Local pequeño y cuqui, bien arreglado, con música agradable. La comida espectacular, riquísimas pizzas estilo romano y la pasta rica también. La de burrata estaba de cine.",1869 contribuciones,Escrita el 22 de agosto de 2025,1869.0,,,,,Calidad/precio,Comida,Servicio,Ambiente,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/e1/fa/00/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1776250171-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,excelentes pizzas,Isabel V,"¿Qué hace un pizzero italiano, con acento sudamericano, en Madrid? Pues buenas pizzas. Muy buenas. Tienen pizza al corte, con masa esponjosa. Buenísima la de chorizo un pelin picante, y la de calabacín con queso de cabra. La carta extensa de pizzas redondas con masa más fina. Y para los que no quieren pizza ofrecen pasta y ensaladas. Muy bien de precio. Un local pequeño con aire acondicionado para soportar los calores madrileños. Para repetir.","Sant Julià de Vilatorta, España",Escrita el 22 de agosto de 2025,177.0,177 contribuciones,,,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/93/d0/fb/isabelvalls.jpg?w=200&h=-1&s=1,
1776250171-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Madrid’e geldiğseniz mutlaka uğrayın derim. Si vienes a Madrid te recomiendo sin duda que pases por aquí.,Companion14132795642,"Herkese tavsiye ederim, özellikle mantarlı ve kabaklı pizzaları çok güzel. 3 kişi 8 dilim pizza yedik.
Se lo recomiendo a todos, especialmente las pizzas de champiñones y calabacín están riquísimas. 3 de nosotros comimos 8 porciones de pizza. 🫶🏻",1 contribución,Escrita el 21 de agosto de 2025,1.0,,Pizzalarının yanında makarna çeşitler de bulunmakta ama biz makarnaların tadına bakmadık.  Kesinlikle pizzaları tavsiye ederiz.,Consejo:,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,
1776250171-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Pizzas espectaculares,JorCar,"Acudimos al lugar por cercanía y luego de ver las opiniones de Tripadvisor. Sólo entrar nos pareció un local pequeño pero con encanto, el que los niños puedan tener libros mientras esperan la comida me parece todo un acierto. La persona que nos atendió fue altamente simpática con el recibimiento y el trato. Somos una família de 5 personas en las cuáles tenemos un bebe de un año, y dos niños de 8 y 11 años. Pedimos 3 pizzas a compartir y he de decir que nos sorprendieron muchísimo... la palabra era ES-PEC-TA-CU-LAR. La masa es perfecta, la base es un manjar y el condimento es sencillamente perfecto. Mi hija mayor que no es muy afín a las pizzerías, quedo encantada. Muy muy muy recomendable. Volveremos cuando Madrid nos vuelva a acoger!",16 contribuciones,Escrita el 19 de agosto de 2025,16.0,,Recomendable saborear más de una pizza. Creo que nos quedamos con las ganas de probar más.,Consejo:,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,
1776250171-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,¡La mejor pizza! ¡Vete!,Brenda G,Mi marido encontró este lugar mientras investigaba los mejores restaurantes de Madrid. ¡No decepcionó! Nuestra pizza era tan delicioso. La corteza delgada y crujiente era simplemente increíble! Mare era nuestro servidor y no podría ser más agradable!,"Pinellas Park, Florida",Escrita el 3 de agosto de 2025,18.0,18 contribuciones,,,Mostrar original,,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/ac/35/e7/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,
1776250171-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Lo mejor!!,Kaisha R,El Servicio fue excepcional y la comida era deliciosa! La comida es muy buena relación calidad-precio. Nos fuimos llenos y felices : ) Definitivamente volveré,1 contribución,Escrita el 31 de julio de 2025,1.0,,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,1.0,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,
1776250171-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Pizzas Romanas que quitan el sentido,carlos g,"Fui con mi hija a comer el 11 de Julio y la experiencia fue buenísima. Las pizzas muy ricas con una masa fina y un sabor extraordinario. El trato maravilloso, muy amable y atenta. Felicidades y espero que disfrute de su ida y vuelta a Barcelona. 
Gracias por todo!!!
Un saludo",8 contribuciones,Escrita el 30 de julio de 2025,8.0,,Reservar pq el local es pequeño y es posible que esté lleno.,Consejo:,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776250171-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,¡Fantástica pizza!,Annemijn f,"Vine aquí para comer pizza para la cena y IT fue increíble! Estaba viajando con presupuesto, así que no quería gastar nada en una bebida. Pero la chica que me sirvió insistió en darme un vaso de agua (gratis), que era súper dulce. Durante toda mi estancia la gente me siguió vigilando si todo estaba bien y si disfruté de la comida (y realmente lo hice, la pizza estaba deliciosa! ). Al final la chica incluso me recomendó algunos sitios para ver y comer en Madrid. Toda esta familia era súper dulce y se nota que realmente se preocupan por su comida y sus clientes.",1 contribución,Escrita el 25 de julio de 2025,1.0,,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,1.0,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,
1776250171-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,La pizza es deliciosa y me gusta la amplia variedad que tienen,Bartolo C,La pizza es deliciosa y me gusta la amplia variedad que tienen porque siempre voy pruebo una nueva e incluso la vegana que poco soy de comerla me gusta. en cuanto al trato al cliente son un rotundo 10.,"Madrid, España",Escrita el 22 de julio de 2025,3.0,3 contribuciones,,,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1776250171-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Gran servicio y comida,Jennifer G,"La pizza y la ensalada estaban deliciosas. El servicio fue maravilloso, amable y servicial! Si estás buscando un lugar encantador para una comida casual de gente genial, ¡entonces ve a La Pizzateca!",1 contribución,Escrita el 18 de julio de 2025,1.0,,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,1.0,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776250171-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Para volver siempre,Daniel R,"Muy buena pizzería, la recomiendo mucho, la conocí en el año 2017 por un viaje de trabajo y ahora cada vez que voy a Madrid la busco",Bogota,Escrita el 6 de julio de 2025,2.0,2 contribuciones,,,,Calidad/precio,Comida,Servicio,Ambiente,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1776250171-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html,Pizzas ricas para comer buen servicio,Álex O,Una gran variedad de pizzas riquísimas y cuentos infantiles en el centro de Madrid. El personal fue encantador y nos atendieron muy rápido.,1 contribución,Escrita el 19 de junio de 2025,1.0,,,,,,,,,1.0,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
