web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,data19,data20,image3,image4
1775832784-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Excelente restaurante madrileño,Agustin C,"Espectacular restaurante, fuimos con mi familia y quedamos más que satisfechos. La comida deliciosa, desde la entrada hasta al postre. La atención de 10. Recomiendo mucho la entraña y los aranccinis.
Nos verán volver.",1 contribución,1.0,Escrita el 2 de septiembre de 2024,1 contribución,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/56/6f/3c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1
1775832784-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,No se lo pierdan,Gustavo B,"Fuimos con la familia y la verdad nos encanto, probamos el aguachile y las croquetas de bacalao. Como Plato principal Cortina y aji de gallina. Todo espectacular",1 contribución,1.0,Escrita el 2 de septiembre de 2024,1 contribución,,,,,,,,,,,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1
1775832784-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Espectacular!!,Julieta C,"Me encantó!! Excelente ambiente, la comida y la atención de Alejo, Jazmín, Julián y Fernando! Gracias por la buena onda y calidez!!",1 contribución,1.0,Escrita el 1 de septiembre de 2024,1 contribución,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1
1775832784-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Incómodo.,Guadalupe P,"Local pequeño. La mesa que nos tocó estaba entre una columna y una barandilla, tenía cuatro sillones pequeños que eran muy bajos para la altura de la mesa. Aunque quitarán dos sillones el espacio seguiría siendo escaso. Comida normal, precio con arreglo a lo que ofrecen y servicio agradable. No lo recomendaría por lo incómodo del local.",51 contribuciones,51.0,Escrita el 23 de agosto de 2024,"Murcia, España",,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1
1775832784-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Gran restaurante a un precio razonable,Happiness42759719591,"El Social es un excelente restaurante en el centro de Madrid. La calidad de la comida y el vino es muy bueno a un precio muy razonable. Recomiendo encarecidamente! 

Josh",1 contribución,1.0,Escrita el 10 de julio de 2024,1 contribución,,,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1
1775832784-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Magnifico,Julian P,"Fuimos a cenar con la familia por recomendación de amigos. Nos dejamos aconsejar por la camarera y salió todo muy bien. Empezamos con mejillones flor de calabacín y Arancibia. De segundo entraña y corvina al centro. Todo muy bueno y sabroso. De postre el helado, volveremos y lo recomendamos",3 contribuciones,3.0,Escrita el 27 de junio de 2024,Madrid,Consejo:,Reservar,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1
1775832784-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,"La entraña increible, como en Argentina",Franco F,Muy lindo lugar y excelente comida. Pedi de entrada guacamole y de plato principal entraña con patatas. Es atendido por sus dueños,1 contribución,1.0,Escrita el 22 de junio de 2024,1 contribución,,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/2c/be/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1775832769-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Vale la pena un desvío,john b,"Estuvimos una noche en Madrid antes del viaje. Encontré este restaurante y reservé basado en los comentarios. Fabulosa comida y bebida, amable y excelente servicio. Volverá cuando vuelva a la ciudad",19 contribuciones,19.0,Escrita el 23 de mayo de 2025,"Londres, Reino Unido",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,0,,,
1775832769-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Fantastico,Universidad I,"Cena familiar, de entrante probamos el tapenade de aceitunas y anchoas. Guacamole y mejillones, para terminar con corvina con puré de coliflor y aji de gallina. Todo de maravilla, por cierto no se pierdan la mousse de mango volveremos",2 contribuciones,2.0,Escrita el 10 de mayo de 2025,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,Visintelo,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,0,,,
1775832769-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Mediocre para la calidad española,Roxana A,"Los entrantes eran agradables y promedio, pero nada que escribir en casa, el vino era genial, pero el bistec era horrible y esto no es solo mi opinión, sino de mis amigos también. Yo no recomendaría, hay muchos mejores lugares para cenar en Madrid. Uno de los camareros era encantador y el otro era extremadamente gruñón e infeliz de estar sirviendo a pesar de nuestra gran propina. 
Si vas, mejor no pedir el filete.",41 contribuciones,41.0,Escrita el 6 de mayo de 2025,"Londres, Reino Unido",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,,0,,,
1775832769-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Buen sitio para comer,sujud04,"Sitio pequeño pero muy agradable para comer 
El dueño encantador. 
La carta no es muy extensa pero suficiente para comer bien
Recomendable",36 contribuciones,36.0,Escrita el 25 de abril de 2025,36 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,0,,,
1775832769-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Sin sentido…,Consuelo P,"Tras una sesión de teatro nos decantamos por comer algo aquí. La comida estaba buena, pedimos una tempura y las costillas estaban de rechupete, todo para compartir y muy rico. 

¿Por qué puntúo con un 3? por el trato recibido al llegar. Llegamos un poco antes de nuestra hora y nos dice el encargado que sólo tenía las dos mesas de la entrada… pequeñas e incómodas. No pregunta si queremos esperar a una dentro que se quedaba libre en breve ni nada. Bueno, no pasa nada, nos ha tocado!!! Antes de que nos llegue la bebida llegan 3 parejas, 2  las acompañan a una mesa dentro tras preguntarles si prefieren una dentro o la que teníamos al lado y la tercera pareja que no tenía reserva les indican que si quieren esperar un poco que se queda una mesa libre enseguida. Tras un rato esperando, al final les adjudican la mesa de al lado. Con trato un tanto de favor porque claro, les dan la opción a elegir, preguntan si apagan el calefactor porque hace calor (a los 5 mins. ya notamos el frío) y, para colmo,  el encargado sale corriendo para ponerles un taburete que les sirva de mesa auxiliar (tuvimos que poner el agua y pan en un escalón que teníamos al lado porque no cabían).  

Al marcharnos explicamos nuestro desagrado a la camarera y nos dice que teníamos que haber preguntado… No es el cliente el que pregunta sino el restaurante el que tiene que ofrecer, sobre todo cuando sabe que las mesas son las peores del local, por lo poco que vimos desde la entrada y las fotos colgadas.

Es una pena que no se trate a todos los clientes por igual, independientemente de que sean nacionales o no. La próxima vez entro hablando en inglés y lo mismo tengo más suerte!!!",34 contribuciones,34.0,Escrita el 20 de abril de 2025,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,0,,,
1775832769-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Preciosa comida,NVJ26,"Tuvimos una gran comida aquí, mientras que en Madrid. La masa madre y tapenade de olivo era genial para comer mientras elegimos nuestra comida. Compartimos 2 entrantes - arancini y los rollos de primavera - ambos deliciosos. Ambos tuvimos corvina para principal, que también era muy sabroso. Disfrutamos de vino y cócteles con nuestra cena. El personal era muy amable y atento y disfrutamos de nuestra charla sobre el Reino Unido con uno de ellos! : )",89 contribuciones,89.0,Escrita el 17 de abril de 2025,"Londres, Reino Unido",,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a0/ba/6e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/fa/cb/d2/p4362zsnataliej.jpg?w=100&h=-1&s=1,0,,,
1775832769-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Excelente restaurante pequeño,BHous,"Este es otro pequeño restaurante en Madrid que sobresale. Gran comida y gran servicio! Lo puntuamos con un 10/10. ¡Los rollos de primavera marroquíes estaban deliciosos! El licor gratuito proporcionado después de nuestra comida era muy bueno en serio; se hace justo en el restaurante. No es el restaurante más bonito, pero es la comida y el servicio lo que más cuenta. Muy recomendable. Fácil de caminar desde Only You Boutique Hotel.",127 contribuciones,127.0,Escrita el 3 de abril de 2025,Canadá,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/83/83/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,0,,,
1775832769-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Top,Bautista D,"Increíble atención, cálida y atenta. Ambiente acogedor que invita a disfrutar sin apuros. Un lujo la entraña con fritas.",2 contribuciones,2.0,Escrita el 14 de marzo de 2025,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,0,,,
1775832769-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Súper recomendable,Carla C,"Sitio súper acogedor con un atención de 10. La comida está muy rica, pero lo que destacaría sobretodo es el trato del personal.",27 contribuciones,27.0,Escrita el 23 de febrero de 2025,"Boiro, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,0,,,
1775832769-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,El Social acierta mucho!!,DenverDweller2,"El Social era un gran restaurante con deliciosa comida, un servicio cálido y excelente y un ambiente divertido. Mi marido y yo comimos croquetas de bacalao, rollitos de primavera con 2 salsas estupendas y lo mejor de todo, los grandes y jugosos mejillones y patatas fritas. Rioja estuvo genial como siempre. Tomamos un pastel de chocolate caliente con merengue al final y 2 tragos de un tipo de bebidas de limoncello. Los servidores/propietarios eran cálidos y amables y la cena estaba bien de ritmo! ¡Nos encantó!",19 contribuciones,19.0,Escrita el 25 de diciembre de 2024,"Denver, Colorado",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,0,,,
1775832769-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Maravilla,Joaquin M,"Llegamos al social a través de los buenos comentarios, y la verdad que todo fue muy rico y correcto. De entrante nos dieron un tapenade muy rico, luego probamos las flores de calabacín y aguachile. Para terminar con una entraña increíble. Todo fue muy rico. Muchas gracias",2 contribuciones,2.0,Escrita el 20 de diciembre de 2024,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,0,,,
1775832769-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,"Gran menú, gran ambiente",don_hoyler,"El menú de El Social es muy convincente, realmente nos costó decidir qué pedir. Disfrutamos mucho de nuestras selecciones, así que tenemos la intención de volver la próxima vez que estemos en Madrid para probar algunas de las otras opciones. El servicio y el ambiente es genial.",40 contribuciones,40.0,Escrita el 3 de diciembre de 2024,"Rochester, Estado de Nueva York",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/1b/e7/49/avatar.jpg?w=100&h=-1&s=1,0,,,
1775832769-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Maravillosa comida y servicio!,Tom G,"Maravillosa comida, gran servicio de un personal atento. Muy recomendable. Precio justo. Todo estaba muy fresco.",54 contribuciones,54.0,Escrita el 28 de noviembre de 2024,"Charlotte, Carolina del Norte",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/10/39/82/tgabbard.jpg?w=100&h=-1&s=1,0,,,
1775832769-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Luminoso lugar agradable con buena comida fresca.,NigelandJane G,"Pequeño restaurante, luminoso y amable. Comida fresca, bien presentada. Excelente entrante de ceviche. Bacalao perfectamente cocido con piel crujiente. El filete de falda era generoso pero tan masticable como cabría esperar.",41 contribuciones,41.0,Escrita el 13 de noviembre de 2024,"Arundel, Reino Unido",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,0,,,
1775832769-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html,Delicias más allá de tapas,Lisa S,"Buscando algo más que tapas encontramos El Social. Nos dieron una cálida bienvenida y disfrutamos charlando con Ferdinand, que era muy hospitalario y hablaba muy bien inglés. 

Nuestra deliciosa comida comenzó con una tapenade de olivo entregada a nuestra mesa seguido de deliciosas flores de calabacín rellenas. Las costillas y el pollo con salsa de pimiento amarillo estaban geniales. Lamentamos estar demasiado llenos para probar sus postres. 

Si buscas una cocina imaginativa en un entorno acogedor, este es tu lugar. Sin duda lo recomiendo!",8 contribuciones,8.0,Escrita el 24 de octubre de 2024,8 contribuciones,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/e0/fe/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,0,,,
