web_scraper_order,web_scraper_start_url,data,data2,data3,data5,name,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,image3,image4,data16,data17,data18
1776251249-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Sabroso filete y servicio acogedor,learj2013,Camarero era servicial y paciente con nuestra falta de español y un montón de preguntas. La comida llegó rápido y era muy bueno. Ambos comimos bistec.,21,,,,Escrita el 20 de noviembre de 2025,"Ottawa, Canadá",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,0,Leer más
1776251249-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,muy bueno,Juan M,"Buen sitio en el centro. Los camareros muy amables, un servicio rápido y eficiente además del buen trato cabe destacar lo buena que estaba la comida y la calidad de la carne.Como consejo la parrillada mixta es muy buena opción.",1,,,,Escrita el 11 de agosto de 2025,1 contribución,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Mira la ensalada,Northerner,"Visitado, filete sabía muy bien. Tenía patatas fritas y mi esposa tenía la ensalada. A la mañana siguiente mi esposa tenía comida preparada. No había comido nada después de esto. Solo puedo suponer que fue esta ensalada como estoy bien",10,,,,Escrita el 1 de junio de 2025,"Manchester, Reino Unido",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente,Rosario G,Fuimos a tomar una copa y repetimos para comer.. La comida muy buena calidad y el trato del personal inmejorable . No te vayas sin probar los cócteles ..,1,,,,Escrita el 9 de marzo de 2025,1 contribución,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Si quieres un gran pedazo de carne - ir allí,honzalapcik,"Teníamos una especie de menú turístico, que podría ser a veces complicado, pero la carne era exelente incluso en un menú. 
Muy recomendable",25,,,,Escrita el 14 de febrero de 2025,"Praga, República Checa",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,1,Leer más
1776251249-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buenas carnes,Luis M,"Buenas carnes y bien de precios.
Bien atendidos con simpatía y profesionalidad.
Las carnes ricas la verdad… bien cocinadas y de buena calidad…. Y encima bien de precios también.
Lo recomiendo",8456,,,,Escrita el 18 de diciembre de 2024,"Boadilla del Monte, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/5d/4e/42/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/5d/4e/43/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/e7/66/fe/caption.jpg?w=100&h=-1&s=1,,,69,Leer más
1776251249-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Filetes deliciosos,Elaine Luquet,Tuvimos una comida encantadora aquí. El camarero hablaba bien inglés y los filetes eran deliciosos. Pan gratis y chupitos después de la comida. Buen ambiente sentado fuera.,62,,,,Escrita el 23 de junio de 2024,"Houston, Texas",Mostrar original,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a5/79/65/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a5/79/66/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/98/4f/06/elaineburbank.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Decepcionante,Pilar,"Pedimos el lomo alto  y un asado de tira de la carta,(no del menú del día ) y ha sido decepcionante la poca calidad de la carne. El vino , un Ribera del Duero malísimo y el servicio lentísimo. No volveremos,desde luego",34,,,,Escrita el 28 de marzo de 2024,"Madrid, España",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251249-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,"Menú 16,50 muy completo",Sergi Ivars,"El menú está de categoría ya que por 16,50 tienes entrante, principal, acompañante, postre y bebida. Si vas en pareja o amigos puedes compartir los menús para probar más variedad y también existen menús para grupos con piezas de carne más grande. Al camarero parece que le sentó mal que pidiésemos el menú ya que ni se despidió.",527,,,,Escrita el 14 de marzo de 2024,"Madrid, España",,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/cb/66/9c/sergivars9.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Muy buena opcion,Yeray,"Buen lugar para comer carne por la zona, el menú está muy completo y todo está muy bueno, el personal es muy agradable y el local muy limpio.",31,,,,Escrita el 14 de marzo de 2024,31 contribuciones,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251249-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buen sabor de boca.,J. M. V,"Hemos pasado el puente de diciembre en Madrid,  y he de decir que  ha sido dónde mejor hemos comido. 
La comida ha sido excelente,  la carne muy buena,  las empanadas ricas ricas😋,el local está situado en una zona llena de bares y cercano a la puerta del Sol, el personal muy amable  y simpático,  recomendable 100% su visita si estás por el centro de Madrid,  no te defraudará.",1454,,,,Escrita el 4 de enero de 2024,"Orihuela, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/1d/d6/bd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/1d/d6/be/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0b/61/fc/avatar.jpg?w=100&h=-1&s=1,,,0,Leer más
1776251249-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,PÉSIMO,Pablo Á,"Trato pésimo por parte de los camareros, y la comida estaba malísima.
No volvería nunca a este sitio, 
NO LO RECOMIENDO!!",1,,,,Escrita el 2 de enero de 2024,1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251249-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Prepotencia!!,Saul B,"Además de solicitarnos de malas formas teniendo reserva y llegando a la hora señalada que esperásemos fuera ya que no había nada preparado, el camarero de este local (calle victoria) con talante amplio junto a unas gafas, nos trató con una soberbia y mal hablar insinuándonos  como inferiores, no como clientes, por el simple hecho de buscar el baño! Utilizando el móvil, junto a sus formas desganadas nos hemos visto obligados a cambiar de local, no acudáis aquí si no queréis ser tratados como maleantes!.",1,,,,Escrita el 2 de enero de 2024,1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251249-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buen parrillero = buena experiencia,Pedro R,Muy buen intento de replicar la parrilla argentina. Rafa es el perfecto parrillero argentino y ademas de su profesionalidad supo adaptar el punto exacto al que yo quería la entraña. El mozo Luis me atendió con una sonrisa y me pareció muy agradable. Pese que la carne argentina es irreplicable aquí se logro lo mas cercano por un buen precio a lo que es la Argentina.,1,,,,Escrita el 6 de noviembre de 2023,1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251249-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Mejor de lo mejor en carne,José  R,"El mejor rest de
Comida argentina. Buenos precio. El.   Trato excelente y un ambiente buen. La calidad de la carne es de lo primero.  No te lo puedes perder.",9,,,,Escrita el 30 de agosto de 2023,"Bayamon, Puerto Rico",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más
1776251276-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,QUE RICO.,Javier Rey,"Fui a comer la rica txuleta todo en su punto, pero que sorprendente, muy satisfecho y el servicio muy correcto",4 contribuciones,,4.0,Escrita el 11 de mayo de 2022,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/61/76/34/javierrb7831yg.jpg?w=100&h=-1&s=1,,,,,
1776251276-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Precios más caros  x Menos,Raquel K,"Me gustaba mucho este restaurante, buen producto, atención

Ahora  no, han  encarecido el precio de los menús  y menos cantidad de producto que llega a la mesa,..vergonzoso! 

Pedí carne a la carta e igual, cantidad irrisoria...

Cafe solo,  más pequeño que un vaso de chupito...

Muy decepcionante la visita, la última pues no vuelvo.",2 contribuciones,,2.0,Escrita el 8 de mayo de 2022,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,
1776251276-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,correcto,Gema C,"Fui a comer con mi familia,primero nos pusieron en la planta baja, en la cual si vais llevaros una linterna , porque con la poca luz que hay en la misma sala cuesta hasta leer la carta.
Vamos a la comida y la atención, la atención correcta y la comida no está nada mal,. me esperaba mas de la milanesa napolitana. Los platos justos de cantidad. Los ppstres no están mal.
Les falto tener una atención con nosotros, al traernos los postres nos pidieron que si  nos podiamos cambiar a otra mesa a comernoslo ya que habán metido la pata en una reserva y llevaban esperando un rato.- Accedimos, luego algunos de otras mesas nos dijeron que le parecía mal que nos cambiaran que ellos no se hubieran cambiado.  Nunca antes me había pasado en los restaurantes que he ido a comer.  No tuvieronni una deferencia con nosotros ni siquiera de invitarnos a un café o a un chupito, creo que hubiera sido un detslle por parte de ellos , el cambio fue una sensación extraña coger nuestros abrigos e irnos a una mesa que estaba cerca, bueno una mesa más pequeña.
En resumen sitio correcto para comer, aunque no te hacen sugerencias de ningún tipo.","Madrid, España",,95.0,Escrita el 3 de mayo de 2022,95 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,
1776251276-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,DE LI CIOSOOOO,Laura C,"La verdad todo excelente, la carne increíble, muy buena calidad todo, la atención de 10, 100% recomendado, volveremos indudablemente!",España,,5.0,Escrita el 27 de abril de 2022,5 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3b/ee/69/mu-el-placer-de-la-carne.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,
1776251276-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Carne Argentina de 10 en Madrid!,Sandra,"Atención INMEJORABLE!!! Desde la de los dos camareros hasta la de uno de los propios socios!!! RECOMENDABLE 100% si buscáis comer carne argentina de buena calidad! Encima… acompaña el precio!!!! Calidad-precio de 10! 
Punto importante: son una franquicia. Tienen 3 restaurantes… eso dice mucho, al menos para nosotros! 
Os dejamos una foto de una de las carnes que hemos pedido para que se os haga la boca agua…. 😱🤤
Nosotros, si volvemos a Madrid, repetimos seguro!!!",18 contribuciones,,18.0,Escrita el 16 de abril de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/0d/04/9e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,
1776251276-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Muy bien,Alicia M,"Buen trato y excelente comida. 
La carne excelente calidad y bien hecha. El servicio inmejorable.....",1 contribución,,1.0,Escrita el 11 de abril de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,
1776251276-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Un aplauso para el asador!!!,Sergio,"Excelente opción, muy buena carne, y mejor atención!! Fuimos a cenar en familia y nos sorprendió gratamente.",1 contribución,,1.0,Escrita el 10 de abril de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,,,
1776251276-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Disfrutando de Madrid,BEA,"Comimos genial , el menú súper bien de precio y de sabor delicioso , la carne para repetir ... Nos encantó , y el chico que nos atendió ANTONIO ,   muy amable y atento.",1 contribución,,1.0,Escrita el 9 de abril de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,
1776251276-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buena comida excelente precio,Manuela P,Un restaurante argentino muy bueno el Menu lo recomiendo mucho súper completo y a un excelente precio. La comida es de calidad,3 contribuciones,,3.0,Escrita el 8 de abril de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,
1776251276-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Un placer,carlos B,"Un fantástico restaurante donde comer rica carne y buen vino con la compañia que elijas. En el centro de Madrid a un precio muy bueno. La atención del personal es estupenda, yo he venido mil veces ya y a mí novia siempre le digo de volver.",1 contribución,,1.0,Escrita el 8 de abril de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,
1776251276-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente,Genesis G,"La comida buenisima y la atención ni se diga. Nos atendió Gustavo, muy amable y muy paciente!! Volvería 1000 veces más.",3 contribuciones,,3.0,Escrita el 31 de marzo de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/be/78/1d/mu-el-placer-de-la-carne.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,,,
1776251276-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Gustavo sos un re copado,Salome G,"No había estado nunca, la comida exquisita y súper jugosa tal cual la quería.  La atención impecable!! Nos atendió un caballero estupendo, con ganas de volveer pronto.

Gracias Gustavo, viva el River!💯",1 contribución,,1.0,Escrita el 31 de marzo de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,
1776251276-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente!!,Dayhana M,Excelente relación precio calidad. Y la atención de Emma Dayana mejor imposible. Seguro volveremos. Recomendado 100%,1 contribución,,1.0,Escrita el 27 de marzo de 2022,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,,,
1776251276-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente!,Agustin A,Muy buen lugar para ir a almorzar o cenar. La comida es excelente y la carne exquisita. Muy buen servicio ademas. Super recomendado,"Barcelona, España",,10.0,Escrita el 20 de marzo de 2022,10 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,,,
1776251276-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Una vez mas!,Juanchi1903,"Ya conocía el de la calle Chinchilla y ahora tocaba el de la calle Victoria. 
Espectacular restaurante  argentino donde comer buena carne a la brasa. 
Ambiente tranquilo y servicio top. 
Quedamos una vez más, muy satisfechos. Gracias mu!","Mazo, España",,37.0,Escrita el 20 de marzo de 2022,37 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,
1776251266-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Un sitio a descubrir,naroic,"Un menú de 15 euros, con empanada, ensalada, entraña, ensalada, patatas y arroz con leche. Que más se puede pedir? Todo exquisito,  bueno, buena materia prima y buen servicio de camareros. Recomendable","Madrid, España",,,358,Escrita el 8 de julio de 2023,358 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/b0/a7/b4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/25/f9/37/naroic.jpg?w=100&h=-1&s=1,,,,,
1776251266-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Todo muy buena,Anne l,"Comimos el menú por 14,50 €. El chorizo igual como la morcilla muy buena igual que la carne. Del chimichurri no dejamos ni gota. Como postre elegimos arroz con leche que estaba riquísimo.",3 contribuciones,,,3,Escrita el 20 de junio de 2023,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,
1776251266-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buen restaurante argentino,Alicia G,"Todo lo que comimos muy rico. Precios buenos. Porciones grandes, Te dan dos chorizos y el vacio y la tira de asado es para compartir. Servicio rapido.","Kiryat Yam, Israel",,,5,Escrita el 7 de marzo de 2023,5 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3d/72/51/alicia-g.jpg?w=100&h=-1&s=1,,,,,
1776251266-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buen menu y atención muy buena,Adrian V,"Comimos el menú, muy rico el chorizo, la empanada y el vacío.
Buen punto de la carne.
El servicio rápido y los camareros muy atentos.
Repetiremos seguro.","Gijón, España",,,6,Escrita el 7 de diciembre de 2022,6 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,
1776251266-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente comida y servicio,Fernanda F,"Muy rico el menú por solo 14 euros súper completo con entrada, plato fuerte acompañantes y hasta postres",6 contribuciones,,,6,Escrita el 29 de noviembre de 2022,,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/18/db/ad/mu-el-placer-de-la-carne.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b2/c3/6c/fernanda-f.jpg?w=100&h=-1&s=1,,,,,
