web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,position2,image,image2,data15,data16,data17,data18,data19,data20,data21,image3,image4
1775581166-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Buena ubicación y atención excelente,Paradise51145910092,Excelente atención de parte del personal y los alimentos deliciosos. El lugar tiene un ambiente super lindo. Definitivamente volvería a Zenith,1 contribución,,1,Escrita el 20 de enero de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/99/ad/37/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581166-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Todo muy bien,Tere,"Comimos muy bien y la atención maravillosa, Jesús es muy amable y hace que la experiencia sea muy agradable, gracias por las sugerencias y atenciones, esperamos regresar pronto",2 contribuciones,,2,Escrita el 19 de enero de 2025,"Puebla, México",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581166-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Increíble,Adventure61694433508,"Muy amables los camareros y un servicio espectacular. Al respecto de la comida, rápido y eficiente.

Muchas gracias por el servicio.",1 contribución,,1,Escrita el 8 de enero de 2025,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581166-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Gran desayuno,cakeladylm,Gran servicio y comida! Tomé la tostada francesa de pan de plátano. ¡Fue muy bueno! Mi marido tenía Shakshuka. Era enorme. Lo disfruté pero no pude comer todo. jajaja,67 contribuciones,,67,Escrita el 3 de enero de 2025,"Orlando, Florida",,,,,Mostrar original,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/7a/b1/e0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581166-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Personal amable y comida sabrosa,Alice H,Excelente comida y servicio. Todo el personal era muy amable. El menú era genial tanto para la comida como para la bebida. Mucho para elegir.,5 contribuciones,,5,Escrita el 28 de diciembre de 2024,5 contribuciones,,,,,Mostrar original,Traducido automáticamente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581166-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Excelente elección,jorgemorar,"Lugar agradable 
Buen sazón 
Amables 
Yo vine a desayunar con familia y nos gustó a todos hay comida para todos los gustos. .",128 contribuciones,,128,Escrita el 21 de diciembre de 2024,"Zapopan, México",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/63/86/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2a/7d/0e/jorgemorar.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581166-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,El mejor Brunch de Madrid,Carlos  M,"Busqué el mejor brunch de Madrid y la verdad que quedé encantado con Zenith Valverde, la comida es la mejor y el servicio de primera!!",1 contribución,,1,Escrita el 20 de diciembre de 2024,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581166-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Lo mejor de lo mejor,Kerim Mah,"Me encanta este lugar, su comida es excepcional con sus tortitas especiales y huevo benedict! Servicio rápido, limpio y ordenado con una porción bastante grande, nada es barato en Europa, pero vale la pena cada euro que gasta!",223 contribuciones,,223,Escrita el 7 de noviembre de 2024,"Ammán, Jordania",,,,,Mostrar original,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/0d/10/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0e/cf/eb/caption.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Delicioso,Ztmurtaza,"Deliciosa. Es nuestro último día en Madrid y me alegro de haber venido aquí. Las tortitas estaban desmenuzadas, pero el huevo con huevos revueltos y pesto era soberbio",55 contribuciones,,55,Escrita el 17 de marzo de 2025,"Dubái, Emiratos Árabes Unidos",,,,,Mostrar original,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5f/70/6e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/7b/49/0f/caption.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Lugar perfecto!,Daniel P,"Impresionantes bagels, el lugar perfecto para el desayuno y el brunch! Dios, nuestro camarero era muy amable también. 
Visita allí y no te decepcionarás : )",1 contribución,,1,Escrita el 8 de marzo de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,El tiempo,juanma,Han tardado mucho e traernos la comida aunque esta buena muy pocas personas están  trabajando y la verdad que van muy lento eso no me gusta mucho pero por lo menos tiene música para intantaramenizar el rato pero no me gusta que tarden,53 contribuciones,,53,Escrita el 3 de marzo de 2025,"Gran Canaria, España",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/99/a6/a0/juanma-l.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581151-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Lugar muy cómodo,Julia B,"La comida era muy deliciosa, la camarera Laura era una persona muy agradable y muy amable! El interior del restaurante era un rollo y me encanta el ambiente.",1 contribución,,1,Escrita el 15 de febrero de 2025,1 contribución,,,,,Mostrar original,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581151-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Brunch,Soho E,"Hola! Muy rico todo, si pasas por Madrid si o si lo recomiendo para un brunch, todo 10/10 la comida y café muy rico. 

Uno de los
Mejores brunch de Madrid!",2 contribuciones,,2,Escrita el 11 de febrero de 2025,2 contribuciones,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581151-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Comida increíble,abby g,Mis amigos y yo estuvimos de visita el fin de semana y escuchamos grandes cosas sobre este restaurante en Madrid! Recomiendo encarecidamente ir a este restaurante para una deliciosa comida. Las bebidas eran fantásticas y el ambiente era increíble! Sin duda volveremos pronto!,2 contribuciones,,2,Escrita el 31 de enero de 2025,2 contribuciones,,,,,Mostrar original,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581151-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Gran restaurante,Phil L,"Este es un gran restaurante, servicio súper rápido y amable y buena comida. Como vegetarianos fue agradable tener un montón de opciones para elegir. Sin duda recomendaría.",15 contribuciones,,15,Escrita el 31 de enero de 2025,15 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Buena ubicación y atención excelente,Paradise51145910092,Excelente atención de parte del personal y los alimentos deliciosos. El lugar tiene un ambiente super lindo. Definitivamente volvería a Zenith,1 contribución,,1,Escrita el 20 de enero de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/99/ad/37/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Todo muy bien,Tere,"Comimos muy bien y la atención maravillosa, Jesús es muy amable y hace que la experiencia sea muy agradable, gracias por las sugerencias y atenciones, esperamos regresar pronto",2 contribuciones,,2,Escrita el 19 de enero de 2025,"Puebla, México",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581151-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Increíble,Adventure61694433508,"Muy amables los camareros y un servicio espectacular. Al respecto de la comida, rápido y eficiente.

Muchas gracias por el servicio.",1 contribución,,1,Escrita el 8 de enero de 2025,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581151-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Gran desayuno,cakeladylm,Gran servicio y comida! Tomé la tostada francesa de pan de plátano. ¡Fue muy bueno! Mi marido tenía Shakshuka. Era enorme. Lo disfruté pero no pude comer todo. jajaja,67 contribuciones,,67,Escrita el 3 de enero de 2025,"Orlando, Florida",,,,,Mostrar original,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/7a/b1/e0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
1775581151-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Personal amable y comida sabrosa,Alice H,Excelente comida y servicio. Todo el personal era muy amable. El menú era genial tanto para la comida como para la bebida. Mucho para elegir.,5 contribuciones,,5,Escrita el 28 de diciembre de 2024,5 contribuciones,,,,,Mostrar original,Traducido automáticamente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581151-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Excelente elección,jorgemorar,"Lugar agradable 
Buen sazón 
Amables 
Yo vine a desayunar con familia y nos gustó a todos hay comida para todos los gustos. .",128 contribuciones,,128,Escrita el 21 de diciembre de 2024,"Zapopan, México",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/63/86/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2a/7d/0e/jorgemorar.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775581151-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,El mejor Brunch de Madrid,Carlos  M,"Busqué el mejor brunch de Madrid y la verdad que quedé encantado con Zenith Valverde, la comida es la mejor y el servicio de primera!!",1 contribución,,1,Escrita el 20 de diciembre de 2024,1 contribución,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775581151-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Caffe_Valverde-Madrid.html,Lo mejor de lo mejor,Kerim Mah,"Me encanta este lugar, su comida es excepcional con sus tortitas especiales y huevo benedict! Servicio rápido, limpio y ordenado con una porción bastante grande, nada es barato en Europa, pero vale la pena cada euro que gasta!",223 contribuciones,,223,Escrita el 7 de noviembre de 2024,"Ammán, Jordania",,,,,Mostrar original,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/0d/10/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0e/cf/eb/caption.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,
