web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,position2,image,image2,image3,image4,image5,data19,data20,data21,data22,data23,data24,data25
1775660341-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Genial!!!,Valen e,"El sitio tiene hamburguesas buenísimas, y los platos fuertes también. Súper ambiente, con buena música. Me pedí una carne y vino riquísima.",1 contribución,Escrita el 29 de junio de 2025,"¡Nos alegra mucho que hayas disfrutado de nuestras hamburguesas y platos fuertes! Es genial saber que el ambiente y la música te gustaron, y que la carne te pareció riquísima. ¡Esperamos verte de nuevo muy pronto!",1,1 contribución,Jaime Vicente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,,,
1775660341-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Todo bien excepto el precio.,Fernando L,"Excesivamente cara la hamburguesa. Han subido de precio una barbaridad, hace unos años tenía una relación calidad precio inmejorable, ahora son carísimas, por lo demás la atención al cliente y el local inmejorable, lástima la subida tan brutal del precio.",5 contribuciones,Escrita el 23 de junio de 2025,"Agradecemos tu reseña y valoramos mucho tu honestidad. Nos alegra saber que la atención y el local siguen siendo de tu agrado, pero entendemos tu frustración con el aumento de precios. Tomaremos muy en cuenta tu comentario. Esperamos que, a pesar de todo, nos des otra oportunidad en el futuro.",5,"Madrid, España",Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,,,
1775660341-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Muy buen sitio,Mariya S,Los camareros súper amables y majos el mejor trato y la comida muy buena me sacaron la comida muy rápido y les agradezco porque tenían mucha hambre 👍👍👍,1 contribución,Escrita el 12 de junio de 2025,"¡Muchísimas gracias por tu reseña! Nos alegra un montón que el trato de nuestros camareros haya sido excelente y que la comida te haya gustado tanto. Entendemos que el hambre no perdona, así que nos esforzamos por ser rápidos. ¡Esperamos verte de nuevo muy pronto!",1,1 contribución,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,,,
1775660341-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Perfecto,Natalia C,Comida buenisima y atencion perfecta. Gracias a Pablo y a Diego por su profesionalidad y buen trato. Volveremos seguro!,1 contribución,Escrita el 7 de junio de 2025,"¡Nos alegra muchísimo que les haya gustado la comida y la atención! Transmitiremos sus amables palabras a Pablo y a Diego, quienes estarán encantados de saberlo. ¡Esperamos verlos de nuevo muy pronto!",1,1 contribución,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,,,
1775660341-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Genial,Andrea P,"Perfecto todo no tengo ninguna queja, bueno si, que no esté en Barcelona. Hemos venido de visita y creo que mañana volveremos",3 contribuciones,Escrita el 30 de mayo de 2025,,3,"Barcelona, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,,,,,Leer más,0,,,
1775660341-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,"Precios asequibles, salvo la hamburguesa.",FRANCISCO JOSE Cid,"Las alitas, alcachofas con jamón y la ensalada cesar espectaculares y a un precio asequible. La hamburguesa creo que aunque sea de calidad, 19 euros casi 20 me parece excesivamente alto para una hamburguesa.",11 contribuciones,Escrita el 30 de mayo de 2025,,11,"Los Palacios y Villafranca, España",,Calidad/precio,Ambiente,Servicio,Comida,,Si no es excesivamente amante de las hamburguesas es aconsejable optar por otros platos del menú muy ricos y no tan elevados de precio.,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,Leer más,0,,,
1775660341-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Muy muy rico todo!,Natan V,La tercera vez que visito Madrid y vengo a steakburger y es genial. Es muy muy bueno. Me parece una buena decisión volver a este lugar.,1 contribución,Escrita el 22 de mayo de 2025,,1,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,,,Leer más,0,,,
1775660341-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Preciosa comida para comenzar nuestras vacaciones!,Amelia N,"Acabábamos de llegar a Madrid esa noche y estábamos antojando hamburguesas, y tuvimos una comida encantadora en Steakburger! El servicio era excelente (lamentablemente no podemos recordar el nombre de nuestro camarero, pero era genial y muy amable! ) , y la comida era deliciosa! En particular disfrutamos de las quesadillas de cerdo tiradas! Sin duda recomendaría la Steakburger Atocha!",14 contribuciones,Escrita el 18 de mayo de 2025,,14,14 contribuciones,,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,Traducido automáticamente,,Leer más,0,,,
1775660341-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Los niños pequeños molestan,Carolina V,"Experiencia indignante. Fui con mi hija pequeña con la intención de comer tranquilamente y desde que llegué todo mal. No solo no tienen trona , ni el más mínimo espacio para meter el carro de la niña y que pueda comer de alguna forma (en pleno 2025, increíble), sino que además, cuando pregunté si podían ayudarme de alguna forma, la respuesta fue: ""¿Y nosotros qué culpa tenemos de que usted tenga hijos pequeños?""

¿Perdón? Esa falta de empatía y profesionalidad es inaceptable. No espero un parque infantil, pero sí un mínimo de respeto y sentido común. Si ser familia es un problema para este lugar, que lo avisen en la puerta.

Un restaurante que trata así a sus clientes no merece ni una sola visita más. Jamás volveré y no se lo recomendaría a nadie, especialmente si tienes hijos.",7 contribuciones,Escrita el 15 de mayo de 2025,,7,7 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,,,,Leer más,0,,,
1775660341-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Steakburger Hits the Mark,BillM,"Después de comer tapas durante tres semanas en España, estábamos deseando una hamburguesa muy buena. Steakburger entregó uno de los mejores que hemos tenido (Europa, Centroamérica y los Estados Unidos incluidos)! El servicio de Pablo fue excelente al igual que el servicio del personal en general. Si estás en Madrid y deseas saborear tu casa, dirígete a Steakburger para disfrutar de una comida realmente excelente.",25 contribuciones,Escrita el 12 de mayo de 2025,,25,"Orleans, Massachusetts",,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/62/2d/6c/bmauke.jpg?w=100&h=-1&s=1,,,,,Traducido automáticamente,,Leer más,0,,,
1775660341-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,"Un día en Madrid, encontrando una joya",Sandy R,"La comida estaba en su punto! deliciosa hamburguesa, nachos de hamburguesa de carne, hamburguesa de pollo, tarta de queso y ratón. Personal muy amable. ¡Qué joya!",1 contribución,Escrita el 6 de mayo de 2025,,1,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,,Traducido automáticamente,,Leer más,0,,,
1775660341-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Gran comida; gran servicio,Gaylene C,"He estado viajando un poco por España; agradable tener una buena hamburguesa y una copa de vino para variar. También el personal era muy amable, servicial y nuestro camarero hablaba bastante bien inglés. Gracias.",12 contribuciones,Escrita el 1 de mayo de 2025,,12,"Melbourne, Australia",,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/68/e6/bb/gaylenec2014.jpg?w=100&h=-1&s=1,,,,,Traducido automáticamente,,Leer más,0,,,
1775660341-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Deliciosa comida!,Bianca,"Buena comida, las hamburguesas estaban deliciosas! El servicio fue impecable y el personal muy amable. En general, una experiencia maravillosa!",29 contribuciones,Escrita el 26 de abril de 2025,,29,Αθήνα,,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,,Traducido automáticamente,,Leer más,0,,,
1775660327-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Rolando. Lo es. El. Hombre,Mitchell J,"La comida era excepcional, y lo mejor de todo Rolando era de primera categoría hizo la experiencia mucho mejor con su ambiente amable",2 contribuciones,Escrita el 23 de septiembre de 2025,,2,2 contribuciones,,,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,,,,Leer más,0.0
1775660327-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Ricas ricas,Ans R,"Nos encantó la comida, bueniiisimas las hamburguesas gotxa trufada y melting cheese! Volveremos seguro. 
Pablo nos atendió muy bien, muy amable. Seguimos sus recomendaciones y acertó. Buen sitio.",1 contribución,Escrita el 21 de septiembre de 2025,,1,1 contribución,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,,,,Leer más,0.0
1775660327-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,1000000 /100 puntos,Carolina Z,"Comenzaré por el capital humano.  Lamentablemente,  no se el nombre del joven que nos recibió y nos atendió al inicio pero fue super amable y atento. Y luego Pedro, que estuvo el resto de la comida hasta el final. También tan amable y atento. Ambos súper carismáticos. Y las hamburguesas que pedimos, deliciosas! Recomendado para un momento solo, en pareja, amigos o en familia 💖",2 contribuciones,Escrita el 21 de septiembre de 2025,,2,2 contribuciones,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,,,,Leer más,0.0
1775660327-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Buena comida y precios razonables,Mandy F,"Para una ubicación concurrida el restaurante no estaba demasiado ocupado - pudimos sentarnos enseguida. 

La comida era buena y las bebidas a un precio razonable. 

Recomendaría pedir su filete / hamburguesa un nivel por encima de lo que normalmente iría a por - mi hamburguesa “media / bueno” era definitivamente más “medio / raro”

Lo único negativo fue la falta de un menú real para ver - toda la navegación tenía que hacerse en un dispositivo que se sentía realmente anti-social! También dificultaba ver correctamente todas las opciones, ya que los artículos se enumeraban en secciones como una aplicación de Uber eats.",416 contribuciones,Escrita el 21 de septiembre de 2025,,416,"Sandhurst, Reino Unido",,,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5e/62/5c/mandy-s.jpg?w=100&h=-1&s=1,,,,,,,,,Leer más,0.0
1775660327-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,"Buena comida, Servicio deficiente",Vicki Louise,"Comer temprano según las normas de Madrid ( 7 : 30 pm) y entró, no hay problema. Hay una opción para reservar en el sitio web. Uno de estos lugares que tiene un código QR en la mesa para el menú, pero si esto es un problema, simplemente pregunte, hay buenos menús físicos a la antigua. 
El entrante llegó rápido, los nachos sin duda un plato para compartir. Plato principal, por desgracia, uno de los platos estaba mal, pero el equipo de servidores se llevó y reemplazó con plato correcto lo más rápido que pudieron. Estaba delicioso cuando finalmente llegó, aunque las patatas eran un pero en el lado fresco. Esperó algún tiempo para llamar la atención del servidor. Íbamos a pedir más bebidas y un dulce, pero tomó tanto tiempo que solo pedimos la cuenta. La comida era buena, Servicio un poco deficiente.",91 contribuciones,Escrita el 10 de septiembre de 2025,,91,91 contribuciones,,,Mostrar original,,,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/12/65/b9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0.0
1775660327-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Gracias a Pablo por la gran experiencia,893carlosalbertov,"Hoy estuvimos en Steakburger Atocha y la atención de Pablo hizo toda la diferencia. Desde el primer momento nos recibió con amabilidad y una sonrisa que se agradece mucho. Estuvo siempre pendiente de cada detalle, nos explicó la carta con paciencia y nos recomendó opciones que resultaron excelentes. El servicio fue rápido, cercano y muy profesional, lo que hizo que la experiencia fuera aún mejor. Sin duda, un lugar recomendable y con un equipo de primera, en especial gracias a Pablo. 👏🍔",5 contribuciones,Escrita el 10 de septiembre de 2025,,5,"Bogotá, Colombia",,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/e7/87/19/caption.jpg?w=100&h=-1&s=1,,,,,,,,,Leer más,0.0
1775660327-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Bueno para Eng Speakers con excelente carne de res / cerdo,Pioneer21797649358,"Lugar de salto por Reina Sofía. Ambos servidores eran geniales, hablaban Inglés bien, y atento. La comida era de precio razonable y bien proporcionada. Probé el abanico ibérico y el sabor era genial (un poco graso pero tan bueno. ) Volvería a visitar",2 contribuciones,Escrita el 4 de septiembre de 2025,,2,2 contribuciones,,,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0.0
1775660327-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Grandes costillas de barbacoa y carne de primera.,Karin W,"Ambiente agradable con una bienvenida educada, profesional y cálida de Pablo. Muy interesante casa de filetes y costillas pero con un menú más amplio que incluye pollo. Simplemente las costillas de cerdo más tiernas y dulces que he comido. Porciones muy generosas. Compartimos un excelente entrante y plato principal. Recomendado.",1 contribución,Escrita el 27 de agosto de 2025,,1,1 contribución,,,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0.0
1775660327-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,"Gran Servicio, buena comida",Dream21797388348,"Pablo era muy amable y proporcionó un gran Servicio, preguntó cómo estaba mi comida y pidió una opinión al final - solía trabajar en ventas y siempre pedía opiniones, es muy buena práctica. La comida era genial también.",2 contribuciones,Escrita el 15 de agosto de 2025,Thank you so much for your kind words! We’re glad you enjoyed both the food and Pablo’s service. We hope to see you again soon!,2,2 contribuciones,Jaime Vicente,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/cf/ca/1e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775660327-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Recomendable,Edgar A,"Somos de malaga y hemos estado unos días en Madrid y hemos pasado por este sitio la verdad que muy buena comida y atención de Diego que en todo momento estaba pendiente de nosotros recomedable, nachos costilla barbacoa lomo bajo de vacuno repetiremos 👌",1 contribución,Escrita el 6 de agosto de 2025,¡Muchas gracias por tu visita y por recomendarnos! Nos alegra saber que disfrutaste la experiencia. ¡Esperamos verte de nuevo cuando vuelvas a Madrid!,1,"Andalucía, España",Jaime Vicente,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,,Leer más,Leer más,0.0
1775660327-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,No te lo pierdas 👍🏻👍🏻👍🏻,Ernesto S,"Muy buen servicio fueron super amables con todos, nos trataron súper, la comida espectacular lo que ponía en la foto es verdad y hasta nos trajeron salsas y todo y la bebida igual, había mucha gente pero lo hicieron muy bien, bastante rápido con la gente que había y super simpáticos los que trabajan aquí, lo recomiendo mucho.👍🏻👍🏻. Lara",1 contribución,Escrita el 1 de agosto de 2025,"¡Muchísimas gracias, Lara, por tu reseña tan detallada y amable! Nos alegra un montón que te haya gustado tanto la comida y que el servicio haya sido tan bueno a pesar de que había mucha gente. Nos esforzamos mucho para que todo salga perfecto, ¡así que tus palabras nos animan un montón! Esperamos verte de nuevo muy pronto.",1,1 contribución,Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,Leer más,Leer más,0.0
1775660327-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Camarera Monserrate es súper agradable y también el lugar estaba en frente de mi hotel en Atocha,Sherpa117254,"Aunque estés en España y el bistec y las hamburguesas no sean típicos, este es un lugar de visita obligada, si te gustan las hamburguesas, la Española es una... . Viví en España antes, y nunca fui, ahora seguro que volveré...",3 contribuciones,Escrita el 24 de julio de 2025,"We're so happy you gave us a chance and found your new favorite spot! It's great to hear that our burgers, especially the Spanish one, made such a good impression. We can't wait to welcome you back on your next visit!",3,3 contribuciones,Jaime Vicente,Traducir respuesta,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775660327-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Muy rico,Andres H,Muy buena experiencia y precios razonables en una zona turística que no ofrece buena comida. Este lugar es una excepcion,1 contribución,Escrita el 14 de julio de 2025,¡Muchas gracias por tu reseña! Nos alegra mucho saber que disfrutaste de la experiencia y que valoras nuestros precios y la calidad de nuestra comida. Nos esforzamos por ser una excepción en la zona y es fantástico saber que lo logramos. ¡Esperamos verte de nuevo muy pronto!,1,1 contribución,Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,Leer más,Leer más,0.0
1775660327-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html,Hamburguesas ricas,Denissa S,Lo vimos en internet y tenía muy buena pinta. Al llegar el olor a carne te atrapa y luego su comida no decepciona. Unas hamburguesas de lujo!,1 contribución,Escrita el 8 de julio de 2025,"¡Muchas gracias por su reseña! Nos alegra mucho saber que la buena pinta que teníamos en internet se confirmó al visitarnos, y que nuestras hamburguesas estuvieron a la altura de sus expectativas. ¡Esperamos verles de nuevo muy pronto!",1,1 contribución,Jaime Vicente,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/68/fa/ff/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,Leer más,Leer más,0.0
