web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,image,image2,image3,position,data15,data16,data17,image4,data18,data19,image5,image6,image7,image8,image9,image10
1776247535-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,calificación,ROSA RAQUEL G,muy buena atención. Comida excelente. Ambiente muy acogedor. Volveré sin dudas. muy recomendable!!!!,1 contribución,1,Escrita el 30 de octubre de 2023,,Ambiente,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Muy singular y delicioso,joseluis43,"Comimos a medio día con un servicio muy agradable y una sorpresiva muestra de combinaciones que nos agradó mucho especialmente el pulpo y el atún, buenos vinos que hacen buen maridaje. Perfecto!!!","Región Metropolitana de Santiago, Chile",115,Escrita el 20 de octubre de 2023,115 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a1/84/46/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/66/04/35/joseluis43.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Calidad/ precio  muy adecuado.,juankaFR,"Calidad precio inmejorable. Fuimos guiándonos por las opiniones y la verdad es que no defraudó.

Producto de primera calidad, y trato inmejorable.

En todo el servicio nos sentimos muy bien tratados.

En mi siguiente visita a Madrid sin duda volveré","Montcada i Reixac, Cataluña, Spain",32,Escrita el 16 de septiembre de 2023,32 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Una tarde/noche para el recuerdo,Paz M,"Atención personalizada para el desarrollo de una cena con un n° elevadi de comensales. Todo el grupo coincidió en la excelencia de los platos (esos tomates!!), la fusión nos cautivó, la presentación y el ajuar también, la amabilidad del personal. Todo realzó el momento emotivo  que se vivió. Seguro que todas tendremos en cuenta a Morgana para futuras celebraciones o cenas personales. Gracias Augusto por las facilidades!!!",4 contribuciones,4,Escrita el 14 de septiembre de 2023,,Ambiente,Calidad/precio,Comida,Servicio,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/54/16/8c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Perfecto,Cristina D,"Delicioso todo,  para salir de lo común,  lo recomiendo 100%,  el trato es espectacular y el lugar.",3 contribuciones,3,Escrita el 25 de agosto de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Genial,Asier7192,"El sitio muy bonito, la comida que nos pusieron estuvo deliciosa y el servicio muy atento. Si volvemos a estar por la zona repetiremos.",4 contribuciones,4,Escrita el 25 de agosto de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,,,,,,,,,
1776247535-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Recomiendo,Alfonso G,Cenamos en este restaurante y el pulpo está extraordinario. Nos encantó a todos. El servicio está muy rápido. Relación calidad precio correcta,29 contribuciones,29,Escrita el 5 de julio de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Comida fusion gallega,Percebe01,"Muy correcto todo. Probamos varios platos y son una fusion interesante entre galicia y peru. Muy rico el croissant de atun y los tomates rellenos de guacamole de mango. El resto de cosas tanto como los postres, correctos.
Merece la pena la visita, nos salio por 30€ cabeza sin tomar vini y la atencion muy buena por parte del camarero.",54 contribuciones,54,Escrita el 29 de abril de 2023,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f2/e1/41/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/a2/56/39/caption.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Si bajas la calidad te vuelves del montón,Traveler746699,"Podríamos estar ante otro local de esos que mueren de éxito? Podríamos.
No es la primera vez que vengo a este establecimiento, no por la calidez en el trato, que no hay, vengo por la comida y lamentablemente desde mi ultima visita la calidad de los platos ha bajado notablemente .
Vale que es un sitio de paso( chueca) muy turístico, pero también lo ponen como uno de los “gallegos” de referencia en Madrid.
Cuando voy a un restaurante de “referencia” asumo que el producto tiene un precio que pago encantado, no ocurre lo mismo cuando tras varias visitas te das cuenta que el precio es el mismo y la calidad del producto, trato plato y ración bajan.",13 contribuciones,13,Escrita el 13 de febrero de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,,,,,,,,,
1776247535-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,En mi opinión algo sobrevalorado,Delicatessen,"Probamos varias cosas, La comida no está mal, pero con margen de mejora.
La tortilla muy bien
El aguacate plancha le faltaba plancha
La carne nos pareció muy del montón 
El sitio está bien pero con los sitios que hay en Madrid no comprendo como está tan arriba en la lista","Madrid, España",165,Escrita el 14 de noviembre de 2022,165 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/28/b8/0e/caption.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247535-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,MAGNIFICO DESCUBRIMIENTO EN MADRID,KOVAK69,"magnifico descubrimiento en Madrid, comimos muy bien, comida gallega selecta, muy sabrosa y de calidad. Relacion calidad precio perfecto.. Volveremos seguro",España,64,Escrita el 14 de noviembre de 2022,64 contribuciones,,Calidad/precio,Comida,Servicio,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/cd/c6/0e/kovak69.jpg?w=200&h=-1&s=1,,,Leer más,1,,,,,,,,,,
1776247535-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Bien pero...,siona,"En general bien, se come bien. Quizás algo alto el precio, pero la comida está buena.
Peeeeero: hacía un calor de espanto, la espera entre los platos es eterna, cuando te dicen lo que llevan los platos van tan rápido que no da tiempo a enterarte, el pulpo estaba chicloso. Había 2 camareros y, uno de ellos, de bastante mala gana. Quizás tenía un mal día.
Lo dicho, bien, quizás repetiremos ya que, los peros, son subsanables.","Madrid, España",224,Escrita el 2 de septiembre de 2022,224 contribuciones,,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/93/a6/d1/siona2009.jpg?w=100&h=-1&s=1,,,Leer más,0,,,,,,,,,,
1776247523-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,¡Mi comida favorita en Madrid!,Susan S,"Esta fue una de las mejores cenas que hemos tenido en España. Cada plato era tan delicioso, y tan ingeniosamente presentado. La variedad del menú era especialmente importante para mí - después de tantos quesos y jamón - experiencias gastronómicas pesadas, quería algo diferente de la comida habitual. Y esto fue diferente, y excelente. Éramos un grupo de 3 parejas, así que pudimos pedir un montón de cosas. Empezamos con las ostras con salsa verde, que mi marido dijo que era probablemente la mejor ostra que había probado, y el guiso gallego Brioche - tierno y salado y tan delicioso. ¡El caldo de los mejillones al curry estaba tan bueno que uno de los nuestros quería consumirlo todo como sopa! Los tomates adobados eran tan hermosos como deliciosos, debes probarlos. Y la Parmigiana de Berenjena era delicada y más sutil que la versión italiana común. Pasando a la red, el pulpo estaba tierno y cocinado a la perfección, el pez monje y el filete añejo también era súper, pero mi favorito era el Crepe de cola de buey. ¡Estuvo delicioso! También recomendaríamos el arroz de coco y los guisantes de nieve. Y compartimos los tres postres - el pastel de queso, la tostada francesa y el pastel de chocolate - y es difícil elegir cuál es el mejor - todos eran tan buenos. Gracias a Daniel por ser un gran camarero y embajador de la comida - muchas, muchas gracias.","Rancho Mirage, California",28,Escrita el 13 de octubre de 2024,28 contribuciones,Mostrar original,,,,,Traducido automáticamente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cc/03/bf/susan-s.jpg?w=100&h=-1&s=1
1776247523-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Ostras!,Roscón,"Éramos 2.
El local no es muy llamativo pero sí es accesible. Y la sillas,  cómodas.  Ofrecen WiFi gratis. 
Es uno de esos sitios en los que tienes un tiempo para ocupar tu mesa. 
Tienen una carta muy corta.
Los profesionales que te atienden son muy agradables. 
Pedimos dos otras número 2 con gazpacho de pimiento de padrón, riquísimas;  2 brioches de tartar de picaña de vaca y caviar, nos ha parecido que el sabor dulce del Brioche no te dejaba apreciar nada más; 2 tomates madurados rellenos de guacamole y arena de albahaca, riquísimos. Después hemos tomado,  rape negro salvaje y parpatana de atún rojo.  Riquísimas las dos cosas. 
De postre,  hemos tomado una torrija y la tarta de chocolate que sirven con una pequeña cama de AOVE y hace un efecto muy interesante. 
Como nos han ido preguntando qué nos parecía todo y nosotros hemos dicho la verdad,  pues les hemos comentado lo del Brioche y ellos han tenido el detalle (en absoluto necesario) de invitarnos a un postre. Lo agradecemos mucho pero no hacía falta por que,  el que no nos guste algo, ni de lejos significa que esté mal.  Quizá es que nosotros tenemos un paladar de trapo! Muchas gracias en todo caso.
Hemos comido con una botella de vino tinto ribera del Duero Pago de Capellanes. Y una botella pequeña de agua. 
Con el postre tomamos un copa de moscatel.
Dos cafés.
Hemos pagado unos 166 euros.
Hemos pasado una comida muy agradable.","Madrid, España",2184,Escrita el 5 de octubre de 2024,2184 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f2/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f3/capti_r.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/ee/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b5/f1/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8c/41/2e/caption.jpg?w=100&h=-1&s=1
1776247523-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Mejor experiencia gastronómica en Madrid - Septiembre 2024,Jose A V,"Llegamos a la hora de apertura y ya estaba reservado. Edward y Daniel nos dan la oportunidad de sentarnos en el bar hasta que se abra una mesa para nosotros. La experiencia gastronómica fue “memorable” como mi esposa y yo usamos para describir la experiencia gastronómica cuando todo está por encima de nuestras expectativas más altas. El pescado (Violación) , la carne (envejecida “Lomo”) , los “mejillones” @ curry y el mini croissant de Atún son un must have! ! Sin duda volveremos! 
Jose & Mayra (Puerto Rico)",77 contribuciones,77,Escrita el 14 de septiembre de 2024,,Mostrar original,,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/75/0f/6d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/75/0f/6e/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/75/0f/69/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/75/0f/6c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1
1776247523-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Muy bien,Lubje,"Restaurante gallego con un poquito de innovación en sus platos.
Acudimos a este local debido a sus magníficas críticas y nos sorprendió para bien.
Comida más que adecuada y una atención de 10.
El precio es un poquito alto.","Barcelona, España",202,Escrita el 11 de septiembre de 2024,202 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,,,
1776247523-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Fusión de las cocinas gallega y centroamericana,Evan Kuo,"Este restaurante español ofrece una fusión única de cocina gallega y sudamericana/centroamericana, en un interior informal pero cuidadosamente diseñado. El personal es excepcionalmente amable y ofrece excelentes recomendaciones en el menú. 

Probamos dos Mini Croissant de Atún Balfegó, un Brioche de Cocido Gallego y Queso San Simón, Rape Negro Salvaje a la Brasa, y Lomo Bajo de Vaca Madurado con Hueso. Cada plato era sabroso y distinto, pero agradablemente ligero, permitiendo que los sabores naturales de los ingredientes brillaran. Gracias a un descuento del Tenedor, la factura total, incluidas las bebidas y el café, llegó a unos 90 euros. 

Ubicado en un encantador callejón en el corazón de Madrid, este lugar es perfecto para aquellos que buscan experimentar la innovadora cocina fusión española. Se recomienda reservar. Un inconveniente menor es que el agua solo está disponible en botellas de 330 ml, lo que podría no ser lo más conveniente.","Madrid, España",1520,Escrita el 8 de septiembre de 2024,1520 contribuciones,Mostrar original,,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/4e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/4f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/50/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/51/caption.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/52/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/53/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/66/aa/4d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/69/67/4e/caption.jpg?w=100&h=-1&s=1
1776247523-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Gran descubrimiento.,Raquel N,"Restaurante con alma gallega y toques viajeros. Su cocina se basa en el producto gallego, pero fusionándolo con sabores exóticos, sobre todo asiáticos y latinoamericanos.
Fue una grata experiencia, cenamos estupendamente en un ambiente agradable y con buen servicio. Salimos a 50€/pax (sin bebida).
Esto fue lo que comimos y más nos gustó:
•Vieira con beurre blanc y caviar ahumado. Estaba perfecta.
•Filloa de rabo de vaca con curry verde.  ¡Que sabor! De locos, nos flipó.
•Mini croissant de atún Balfego, salsa verde mex, huevo de codorniz. que bueno.
•Rape negro salvaje a la brasa, salsa huancaina, pilpil y arroz de coco. Buenísima combinación.","Madrid, España",4825,Escrita el 23 de junio de 2024,4825 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/3d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/3e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/3f/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/40/caption.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/41/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/42/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/3b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a3/99/3c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/12/98/ff/rakel-nm.jpg?w=100&h=-1&s=1
1776247523-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Excelente,Natalia,En este restaurante se come marisco muy bueno. Todo que comimos fue inmejorable. El restaurante está bonito y el personal atento.,"Zaragoza, España",4,Escrita el 7 de junio de 2024,4 contribuciones,,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1
1776247523-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Recomiendo,Martina V,"Atención, calidad , cercanía y sabor hemos encontrado en este restaurante. Marisco de buena calidad y precios muy buenos. Recomiendo","Barcelona, España",17,Escrita el 28 de mayo de 2024,17 contribuciones,,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/99/53/8d/caption.jpg?w=100&h=-1&s=1
1776247523-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Excelente!,Beatriz S,"Excelente comida y servicio, todo estaba buenísimo y el trato por Eduard y Anthony no podía ser mejor. Volveremos seguro!",1 contribución,1,Escrita el 17 de mayo de 2024,,,Calidad/precio,Comida,Servicio,Ambiente,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,,,
1776247523-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Volveremos,Yoshuke,"Platos muy ricos con combinaciones originales.
Con ganas de volver y probar el resto de carta.
Ambiente agradable y camareros muy atentos.",4 contribuciones,4,Escrita el 10 de mayo de 2024,,,Calidad/precio,Comida,Servicio,Ambiente,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/79/a5/1e/yoshuke.jpg?w=100&h=-1&s=1
1776247523-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Excelente,Federico y familia,"Una cena excelente, todo muy bueno, no podría destacar un plato sobre los demás. Calidad por encima de precio. Recomendable y al que sin duda volveré","Tres Cantos, España",77,Escrita el 26 de marzo de 2024,77 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/8e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/8f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/90/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/91/caption.jpg?w=300&h=300&s=1,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/93/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/94/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/8c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/8f/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/b7/00/3a/federicoyfamilia.jpg?w=100&h=-1&s=1
1776247523-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,"Carta y raciones, cortas. Factura, larga",Javier H,"La carta, con platos originales, pero muy corta. Y exceso de mantequilla en varios platos. Las raciones, un poco escasas y el precio, alto en mi opinión. Tampoco me gustó la carta de vinos, con referencias muy caras de precio. Eché de menos más vinos de 20/25€",Madrid,271,Escrita el 24 de marzo de 2024,271 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/86/79/3f/javierherreros.jpg?w=100&h=-1&s=1
1776247523-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Calidad y diversión,JRodriguezcarrasco,"Todo un descubrimiento en el corazón de la capital, a tres pasos de la Gran Vía. La fórmula de Morgana entra por la boca y los ojos. Un local coqueto, un buen servicio y un jefe de la banda, Miguel, que derrocha calidad y originalidad. Un restaurante gallego alejado de la fórmula convencional en las formas pero con un producto top. Sus originales snacks (el brioche de cocido… delicioso) dan paso a unos platos principales poderosos. Del lomo al pulpo. Buenos vinos y la tarta de queso, entre las mejoras de la ciudad. Y precios sin las locuras habituales ya en Madrid. Para volver de inmediato. Y te vas con una misión: probar sus empanadas de autor en el local que tiene en Chamberí (Mai e Matucha).","Madrid, España",47,Escrita el 10 de marzo de 2024,47 contribuciones,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/98/ad/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/98/ad/8e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1
1776247523-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12316948-Reviews-Morgana_Restaurante-Madrid.html,Una decepción,Coque,"En general, exceso de grasa en todo y poco sabor. Nos decepcionaron especialmente los brioches y el minicroissant, así como los mejillones y el rape. Salvaría la ostra y el tomate.

El personal fue muy agradable. Es una lástima, porque esperaba una comida a la altura de la que probé cuando estaban en el local de Augusto Figueroa, pero nada que ver. No volveré.","Madrid, España",4,Escrita el 9 de marzo de 2024,4 contribuciones,,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1
