web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,position,position2,image,image2,data19,data20,data21,data22,data4,image3
1775660630-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Rica comida,Valery P,"Excelente lugar, excelente comida y buen servicio, 100% volvería a asistir. Para el calor del verano es bastante acogedor y fresco, el mesero fue muy amable y rápido",1 contribución,Escrita el 9 de julio de 2025,"¡Muchísimas gracias por tu excelente reseña!

Nos alegra enormemente que nos consideres un lugar acogedor y fresco para el calor del verano, ¡ese es nuestro objetivo!

Qué bueno que disfrutaste de la comida y de la atención amable y rápida de nuestro equipo.

¡Te esperamos para cuando quieras volver, será un placer!",1 contribución,Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
1775660630-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Comida en SteakBurger,Rodrigo G,"El servicio está súper bien, la comida estupenda y el lugar te invita a comer! La hamburguesa estuvo deliciosa. Muchas gracias Ricky!",1 contribución,Escrita el 9 de julio de 2025,"¡Muchísimas gracias por una reseña tan estupenda!

Nos alegra que disfrutaras de todo: del ambiente que invita a comer, de una hamburguesa deliciosa y, sobre todo, del servicio.

Le pasaremos tu agradecimiento a Ricky de tu parte, ¡le va a encantar!

¡Te esperamos de vuelta muy pronto!",1 contribución,Jaime Vicente,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 2 de agosto de 2025,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
1775660630-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Muy buenas hamburguesas,Luca W,"Muy bueno muy bueno, aprecié mucho el hecho de que tuvieran opciones vegetarianas para cada hamburguesa. María fue súper amable y dulce.",2 contribuciones,Escrita el 8 de julio de 2025,"Thank you so much for your great review!

We're especially happy that you appreciated having vegetarian options for every burger — it's very important for us to offer delicious choices for everyone.

We will be sure to pass your lovely words on to Maria about her ""super nice and sweet"" service.

We hope to see you again soon!",2 contribuciones,Jaime Vicente,Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 2 de agosto de 2025,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0.0,,
1775660630-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Comida con mi esposo,Angelica G,"delicioso todo me gustó la comida y atención las costillas sabrosas volveré steak Fuencarral gracias por la atención  
Espectacular",1 contribución,Escrita el 6 de julio de 2025,"¡Nos alegra mucho que te haya gustado todo! Es genial saber que disfrutaste de la comida y la atención, y que nuestras costillas fueron de tu agrado. ¡Esperamos verte de nuevo muy pronto!",1 contribución,Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
1775660630-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Gut,Marie F,"Mi hamburguesa de confianza en Madrid. Ingredientes de calidad, Carne muy buena, atención excelente de Angelica. Volveremos!",3 contribuciones,Escrita el 6 de julio de 2025,¡Muchísimas gracias por tu reseña! Nos hace muy felices saber que somos tu hamburguesería de confianza en Madrid. Transmitiremos tus amables palabras a Angélica. ¡Esperamos verlos de nuevo muy pronto!,"Tamaraceite, España",Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,3.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
1775660630-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Almuerzo delicioso,Eduardo M,"Comida muy sabrosa, muy tapita la atención y el trato de Andrea que nos atendió muy cordial 
Recomiendo el pollo de corral",1 contribución,Escrita el 5 de julio de 2025,¡Nos alegra mucho que la comida te haya parecido sabrosa y que te haya gustado la atención de Andrea! Le haremos llegar tus amables palabras. Y gracias por la recomendación del pollo de corral. ¡Esperamos verte de nuevo muy pronto!,1 contribución,Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
1775660630-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente opción gastronómica,Antonio Julián,"Excelente lugar para comer, menú muy bien de precio, hamburguesas de gran calidad y cantidad, si quieres comer mucho por poco, éste es el sitio",6 contribuciones,Escrita el 27 de mayo de 2025,,6 contribuciones,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,6.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,Leer más,2.0,,
1775660630-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Las mejores hamburguesas,mohamed e,"He pedido una hamburguesa y estuvo buenísimo, me atendió Gabriela y Angélica y fueron muy majas, volveremos pronto . Son las mejores",1 contribución,Escrita el 18 de mayo de 2025,,1 contribución,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,Leer más,1.0,,
1775660701-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Las mejores costillas y hamburguesas 😋,Sandy M,Fuimos a cenar en familia nos encantó las costillas ufffff madre mía una de las mejores costillas que he probado y las hamburguesas sobretodo la brutal está súper buena. Nos atendió ALEJANDRO MAQUINA. volveremos seguro,Escrita el 4 de julio de 2024,jun 2024 • En familia,1 contribución,Steakburger F,1 contribución,Escrita el 25 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes E5820AW:Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,PERFECTO,Kamile R,"Nos encantó la comida y el servicio fue excelente, Pol, Karen y Alejandro  nos atendieron genial.
MUCHAS GRACIAS❤️❤️❤️❤️❤️❤️",Escrita el 27 de junio de 2024,jun 2024 • Amigos,2 contribuciones,Steakburger F,2 contribuciones,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,2.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  348kamiler :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Puertorriqueñas esmaya’,Marrars,Súper plus 5 ! Excelente ambiente y servicio Nuestro mesero Alejandro nos atendió rápido y estuvo atento a nuestra mesa! .,Escrita el 25 de junio de 2024,jun 2024 • En familia,"San Juan, Puerto Rico",Steakburger F,32 contribuciones,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,32.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  Marras :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Sabor,Pioneer56653922870,"Alejandro nos atendió super bien 😁
La melting cheese muy buena, la recomiendo. Yo la comí sin lechuga ni tomate y es genial con la cebolla caramelizada.",Escrita el 25 de junio de 2024,jun 2024 • Parejas,España,Steakburger F,2 contribuciones,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,2.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/73/5b/3c/pioneer56653922870.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes Pieneer56653922870  :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Hamburguesas deliciosas trato estupendo,Eyre,Las hamburguesas están muy ricas y la atención fue excelente. Gracias Isabel!  El lugar se encuentra cerca de gran vía en pleno barrio de chueca,Escrita el 23 de junio de 2024,jun 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  Eyre81 :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Bastante buena,Flyer59872093554,Hamburguesas muy buenas y variadas. Las papas excelentes. El personal muy amable y buen trato en general.  Lo recomiendo.,Escrita el 21 de junio de 2024,jun 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  Flyer59872093554 :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"Super bien! Nos atendieron Alejandro,karen y Pol con muchísima amabilidad y paciencia",Adama C,Esta genial para cenar antes de salir hemos cenado muy bien y el personal muy agradable y amable ha sido un placer estar en el establecimiento,Escrita el 20 de junio de 2024,jun 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  287adamac :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente hamburguesas,Veronica M,"Excelente servicio por Alejandro y todo lo que comimos estaba delicioso. Unas hamburguesas muy recomendadas. 
Vale la pena ir si estás en Madrid",Escrita el 19 de junio de 2024,jun 2024 • Parejas,"Medellín, Colombia",Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  D1399EEveronicam :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,excelente lugar,Viviana H,"Excelente ambiente para pasar un momento agradable con amigos o familia, los platos buenísimos y  la atención de los meseros estupenda.",Escrita el 16 de junio de 2024,jun 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  536vivianah :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Deliciosa hamburguesa,Alejandro H,"Un muy buen lugar para visitar con muy buena ubicación, Excelente servicio y comida!

Volveré!

Paul es un excelente camarero!",Escrita el 15 de junio de 2024,jun 2024 • Parejas,2 contribuciones,Steakburger F,2 contribuciones,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,2.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes 08229NCalejandroh  :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Comida,Diana M,"Hemos estado comiendo y nos ha encantado la atención, en especial la de Álvaro, que nos ha resuelto todas las dudas y nos ha recomendado muy acertadamente",Escrita el 15 de junio de 2024,jun 2024 • En familia,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes P7511ldianam :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente carne y muy buena atención al cliente.,osmel v,"Ha sido un lindo lugar para comer y comer muy buena carne. Hemos vuelto 2 veces en nuestra visita a Madrid, del cual nos llevamos una linda experiencia también gracias a la atención recibida por parte de Jhony y de los meseros. Un lugar muy recomendable para comer bien y ser tratado con amabilidad.",Escrita el 14 de junio de 2024,jun 2024 • Parejas,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  asmelv2020 :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Una de las mejores opciones en relacion calidad precio,Mario R,"En general la pase muy bien, la comida estaba rica, el personal super atento y muy sociable con todos.

Recomiendo seguramente",Escrita el 10 de junio de 2024,jun 2024 • En familia,1 contribución,Steakburger F,1 contribución,Escrita el 30 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  mariorM2724LP :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Cena de última hora,Carlos R,"La verdad que llegamos tarde y no nos pusieron pegas para cenar. Servicio rápido, la comida buena, Álvaro muy atento, todo genial, volvemos más veces.",Escrita el 9 de junio de 2024,may 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 9 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  R1540RJ :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660701-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Buena experiencia,Brian A,"Nos atendió Álvaro, un chico muy agradable, buena atención por su parte.
Pedimos unas alitas de entrada, que francamente tenían buen sabor pero le falto un poquito de cocción
En general muy bien.",Escrita el 8 de junio de 2024,jun 2024 • Amigos,1 contribución,Steakburger F,1 contribución,Escrita el 9 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes R8672HLbriana :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,
1775660670-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Muy bueno.,Rebiem82,"Gran lugar, buen personal. Deliciosa comida! La diversidad de Hamburguesas hace que sea difícil elegir. ¡Muy recomendable!",7 contribuciones,7,Escrita el 11 de mayo de 2025,,7 contribuciones,,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Mal servicio y hamburguesa de pollo....,HacheandTorz,"Pedimos una hamburguesa de pollo y una hamburguesa de res. La hamburguesa de pollo no era comestible, el pollo era masticable y duro. La hamburguesa de ternera era buena, sin embargo, sobreprecio en € 26 para una hamburguesa grande. 
Lamentablemente el servicio era deficiente, nos sentamos y nadie se sentó a la mesa para explicar que todo era pedidos en línea. Y si viajabas, tenías que conectarte a Internet antes de hacer un pedido si no quieres pagar por cantidades masivas de datos. Luego Internet era lento y el menú en línea engorroso. No volveríamos.",86 contribuciones,86,Escrita el 3 de mayo de 2025,,"Aberdeen, Reino Unido",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/89/71/6e/caption.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Mi Preciosa Joya Oculta.,Littlelady,"Que buenísimas estaban las alitas de pollo, por 4 euritos.
Otra cosa que también es buena es el costillar, no comí postre, se queda una LLENITA.
Joya oculta en la calle Fuencarral, cógete el metro a Tribunal o el autobus 40.
Admite reservas, hay datáfono para pagar con tarjeta, pero aqui NO SE PUEDE DESAYUNAR!!!!",626 contribuciones,626,Escrita el 1 de mayo de 2025,,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/49/29/0a/caption.jpg?w=100&h=-1&s=1,,Leer más,,,,,
