web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,image,data15,data16,image2,image3,data17,data18,position2
1775669447-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Amabilidad y rico todo,Cristina R,"Día 24 de diciembre, para hacer un descanso de obligaciones familiares, vamos a picar algo.... estaba todo reservado pero fueron tan amables que nos montaron una mesa para 2 sin problema.... todo riquísimo y tanto Óscar como su compañera Andrea, amabilísimos. Gracias y Feliz Navidad",2 contribuciones,Escrita el 24 de diciembre de 2025,dic 2025 • Parejas,2,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Recomendable para grupos y menú cerrado,Trip56809222562,"Fuimos un grupo de 11 con un menú cerrado de 42 euros. Estuvimos en la terraza que estaba bien aclimatada. El local es muy pequeño, así que es preferible la terraza, en  especial para grupos. El menú estaba muy bueno: ensalada de gambas, croquetas y pulpo para compartir. Luego, bacalao o lomo madurado a elegir. De postre, 2 tartas para cada cuatro. Bebida libre durante la comida. Todo estaba rico y lo aconsejaría, pero por el precio habría incluido postre individual o café a elegir. La reserva era de 15:15 a 16:45. Dejaría más tiempo de sobremesa. 
El servicio atento.
Tuvimos que dejar 10 euros de reserva. No tengo claro si hubieran devuelto algo en caso de no haber acudido por causa justificada con anticipación suficiente. Eso lo dejaría claro.",2 contribuciones,Escrita el 22 de diciembre de 2025,dic 2025 • Amigos,2,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Muy buena experiencia,Jaime A,"Estuve en Diciembre con unos amigos y tuvimos muy buena experiencia en este restaurante, comida variada, muy rica y buen servicio. 100% Recomendable. 😀👏",3 contribuciones,Escrita el 22 de diciembre de 2025,dic 2025 • Amigos,3,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,,,,,
1775669435-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Nuestra segunda casa,Maria R,"Comida deliciosa, muy buen servicio, siempre limpio. 

Gabriel es un encanto. Él siempre consiente a mis peques y nos hace sentir como si estuviéramos en casa! Andrea también es divina! Realmente es un equipo muy amable!!!",,2 contribuciones,Escrita el 25 de enero de 2026,2,Calidad/precio,Ambiente,Servicio,Comida,La hamburguesa y el desayuno. Y el vino tinto Ribera.,2 contribuciones,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Fantástico,María R,"Todo muy rico y los camareros muy amables. 
100% recomendable el risoto de gambones",,7 contribuciones,Escrita el 24 de enero de 2026,7,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Delicioso!,Beth F,Fantástica noche y cena en El Sueno de Carmen. La comida era deliciosa y muy bien presentada. Muy recomendable. El personal también era excepcional. Gracias Gabriel por una velada fantástica. ¡Estuviste genial!,,2 contribuciones,Escrita el 18 de enero de 2026,2,Calidad/precio,Ambiente,Servicio,Comida,,2 contribuciones,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Experiencia 10,Natalia M,El trato de los camareros 10/10 y la comida de gran calidad! Recomiendo la tarta de queso,,1 contribución,Escrita el 17 de enero de 2026,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Ambiente acogedor con una carta variada,GrandTour48959303217,"Ya hemos venido varias veces. 
Muy buena atención y la comida exquisita.!!
Hoy tenían como sugerencia croquetas de pulpo (buenísimas)",,3 contribuciones,Escrita el 17 de enero de 2026,3,,,,,,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente servicio,EL NÚCLEO A,"Excelente calidad 
La tarta de queso nos gustó mucho 
Y la ensalada de gambas y el lomo muy buenos",,2 contribuciones,Escrita el 15 de enero de 2026,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Las croquetas y la torrija obligatorias,Lucia V,Comida y ambiente de diez. Recomiendo mucho las croquetas y de postre sin duda la torrija. Los camareros muy simpáticos,,2 contribuciones,Escrita el 13 de enero de 2026,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Espectacular,Jose Luis S,"El personal fenomenal, el dueño profesional y siempre está atento a las necesidades. 
La comida espectacular y nada cara.",,7 contribuciones,Escrita el 12 de enero de 2026,7,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,,,,1.0
1775669435-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Fantástico,Sheila J,Comida de calidad y servicio genial. Para repetir. Carta variada y todo buenísimo. Se nota que está cocinado todo con productos de calidad,,2 contribuciones,Escrita el 10 de enero de 2026,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Todo rico y muy atentos en en servicio,Kiko B,Humus rico y cantidad. Huevos rotos con patatas de verdad y jamón bien rico. Tarta de queso de las que se derriten. Todo delicioso,,8 contribuciones,Escrita el 9 de enero de 2026,8,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Leganés, España",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excellent !,Amélie B,"Comimos tres veces de maravilla en este restaurante. Gabriel, nuestro camarero, fue muy amable y simpático. Nos reímos mucho con él. La comida estuvo excelente. Lo recomiendo muchísimo.",,1 contribución,Escrita el 3 de enero de 2026,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente experiencia,Monica P,"Muy ricos todos los platos. Típicos. Pedimos huevos rotos , calamares, merluza y todo de primera. Visiten. Muy bonita velada en familia.",,1 contribución,Escrita el 2 de enero de 2026,1,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,BUENÍSIMO,Estefania P,Muy buena atención nos trataron muy bien a mi amiga y a mí y fue una bonita experiencia estas navidades para celebrar volveré a ir;),,1 contribución,Escrita el 30 de diciembre de 2025,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Atención de primera,Alejandra M,"Siempre vamos a este lugar, a comer, a tomar algo o simplemente un café, excelente atención y es un buena opción para comer, hay variedad los platos, buena comida y lo mejor es el servicio. Principalmente el chico de la mañanas que atiende con una sonrisa desde primera hora",,2 contribuciones,Escrita el 30 de diciembre de 2025,2,Calidad/precio,Ambiente,Servicio,Comida,,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,,,,,0.0
1775669435-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,El café de las mañanas,Traveler12774099213,"Trato de 10,todas las mañanas voy a por el café antes de entrar al trabajo y sin decir nada Oscar ya me lo está preparando! Y además el café está súper bueno, siempre repito y voy a seguir reponiendo!seguir así,da gusto empezar así la mañana!",,1 contribución,Escrita el 30 de diciembre de 2025,1,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,,,,0.0
