web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,position2,data4,data17,data18,data19,data20,data21,data22,data23,image3
1775743818-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Excelente servicio,Juan Gregorio R,"Muy rica la comida, me pedí unos huevos benedict con salmón que estaban divinos,  muy amable el trato de Kauá que estuvo atento en todo momento",1 contribución,Escrita el 15 de septiembre de 2024,1.0,,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/78/40/2d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,,,,,
1775743818-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Excelente lugar,Daniela g,"Excelente lugar para comer , comida genial excelente atención de kava , buen ambiente , todo el personal muy atento volveremos seguro",2 contribuciones,Escrita el 15 de septiembre de 2024,2.0,,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/78/40/12/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,,,,,,,,
1775743818-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Brunch espectacular,Jose Luis G,"Espectacular la comida y la atención, muy ricas las opciones gluten free. Las recomendaciones y atención de los chicos y el ambiente.",19 contribuciones,Escrita el 14 de septiembre de 2024,19.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",19 contribuciones,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5b/1d/78/jose-luis-g.jpg?w=100&h=-1&s=1,,,,,,,,,,
1775743818-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Nice place,Amanda P,El camarero Kaua fue muy amable y nos explicó las recomendaciones que tenían . La comida estaba deliciosa. Volveremos pronto,1 contribución,Escrita el 14 de septiembre de 2024,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,,,,,,,,
1775743818-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Sitio perfecto para desayunar!,Pedro Trujillo,"Todo buenísimo! El yogurt increíble!, nos encantó, nos atendió Marco que es muy simpático,  yo me pedí el Acaí que lleva granola y fruta y le gustó bastante, nada malo que decir de la comida aquí",6 contribuciones,Escrita el 31 de agosto de 2024,6.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",6 contribuciones,,,,,,,Leer más,1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,,,,,,,
1775743818-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Opinión de servicio,Companion48338153395,"Excelente atención, sugerencias de comida por parte de la mesera super cool, comida super genial, lo recomiendo totalmente",1 contribución,Escrita el 30 de agosto de 2024,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,Leer más,0,,,,,,,,,,,,
1775743803-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,"Buena comida, servicio amable",Ljm706,"Gran comida, servicio amable y buen inglés hablado (si lo necesitas). Me sentí muy cómodo viniendo para un brunch en solitario, el personal era amable y servicial y la comida era excelente.",45 contribuciones,Escrita el 16 de noviembre de 2024,,Bath,45,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1
1775743803-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Gran lugar para el desayuno,Brittany M,"¡Tiempo increíble! Gran servicio por Gigi y excelente comida. Teníamos las mimosas, café con leche, panqueques, bagels y Benedict’s. Los amamos a todos",1 contribución,Escrita el 14 de noviembre de 2024,,1 contribución,1,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1
1775743803-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Mejor Brunch,Brad R,"Gran comida y ambiente. Muy buen lugar con un gran servicio. Gigi es el mejor. 

Consigue el cenit de huevos. Increíble toma de huevos benedict",2 contribuciones,Escrita el 13 de noviembre de 2024,,2 contribuciones,2,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/1d/b7/7d/caption.jpg?w=300&h=300&s=1,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/42/f3/49/brad-r.jpg?w=100&h=-1&s=1
1775743803-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Genial.,Asaf Y,"Tuvimos una excelente experiencia en el restaurante, gracias en gran parte a nuestra camarera, Gigi, que era simplemente maravilloso! Su servicio era profesional, ella siempre estaba sonriendo, y se aseguró de que disfrutamos de cada momento. La comida era genial, pero el toque personal y el cuidado de Gigi realmente marcaron la diferencia. Sin duda volveremos!",3 contribuciones,Escrita el 8 de noviembre de 2024,,3 contribuciones,3,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1
1775743803-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Delicioso 😋,Tour62142050155,"La comida es súper deliciosa, el café era genial, la camarera Gigi era súper servicial y educado. Realmente disfrutamos y volveremos.",2 contribuciones,Escrita el 5 de noviembre de 2024,,2 contribuciones,2,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1
1775743803-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Muy bueno,Carlos N,"Espacio increíble donde todo es muy bueno, ansioso por volver quando venga a Madrid de nuevo. Gracias a José por la hospitalidad.",1 contribución,Escrita el 2 de noviembre de 2024,,1 contribución,1,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,
1775743803-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Gran experiencia,Daniel B,"Increíble experiencia que tuve en Zenith Brunch! Seguro que volveré a menudo en el futuro. Un agradecimiento especial a José, un chico encantador que nos trató muy bien!",3 contribuciones,Escrita el 2 de noviembre de 2024,,3 contribuciones,3,Mostrar original,,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/fd/11/11/caption.jpg?w=300&h=300&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1
1775743803-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,"Excelente desayuno o brunch opción de comida, café y bebidas. Excelente ambiente.",Marie B,"La comida del desayuno, café y bebidas eran excelentes. El personal era igualmente genial. Gigi fue atento desde el momento en que entramos, era amable, y ofreció excelentes recomendaciones.",9 contribuciones,Escrita el 31 de octubre de 2024,,9 contribuciones,9,Mostrar original,,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f2/d9/2c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f2/d9/2d/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1
1775743803-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Maravilloso el servicio,Yaimara G,"Me encantó la comida y el ambiente. Un diez a la atención por parte de Gigi, con conocimiento y buen gusto sobre los platos y las combinaciones de ellos.",1 contribución,Escrita el 27 de octubre de 2024,,1 contribución,1,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1
1775743803-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Ha estado genial,Khady D,"La comida buenísima , gracias a las recomendaciones de la maravillosa Gigi . Y su atención ha sido explendida , sin duda volveremos",1 contribución,Escrita el 27 de octubre de 2024,,1 contribución,1,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1
1775743803-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Zenith Brunch es increíble,Collin M,"Este lugar era el lugar perfecto para lo que mis amigos y yo estábamos buscando. Estaba bien cuidado, limpio y tenía un ambiente divertido. Gigi era nuestra camarera y ella era absolutamente increíble!",1 contribución,Escrita el 25 de octubre de 2024,,1 contribución,1,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1775743803-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Bonito,Eye of the Storm,Gracias a Gigi y a su vibra y actitud me emocioné mucho durante mi desayuno. Las porciones son grandes y tan delirantes. ¡Este lugar es imprescindible!,3 contribuciones,Escrita el 25 de octubre de 2024,,"Praga, República Checa",3,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,,,,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/cb/3b/e4/thebest-ton.jpg?w=100&h=-1&s=1
1775743803-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Comida sabrosa y un gran servicio!,Shanaíse Diana,"El ambiente es encantador y acogedor. El brunch era absolutamente delicioso, todo era perfecto. Además de eso, recibimos un excelente servicio de José, que logró atender a todos los clientes con gran habilidad a pesar de ser corto - personal. Realmente disfrutamos de la experiencia!",5 contribuciones,Escrita el 17 de octubre de 2024,,"Lisboa, Portugal",5,Mostrar original,,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/20/ed/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/20/ee/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/27/d6/shanaise-dianav.jpg?w=100&h=-1&s=1
1775743803-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,¡Fantástico Brekkie en Zenith!,Nicki,"Qué hallazgo increíble. El personal era muy servicial y amable. Menú en inglés para aquellos de nosotros no tan competentes en español. Comida deliciosa, fresca OJ y excelente café para colmo. El lugar es una especie de cadera y no somos jóvenes, pero estaba absolutamente en su punto!",2 contribuciones,Escrita el 12 de octubre de 2024,,"Auckland, Nueva Zelanda",2,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/c3/70/f5/caption.jpg?w=300&h=300&s=1,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1
1775743803-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d25370839-Reviews-Zenith_Caffe_Desengano-Madrid.html,Gran lugar para el almuerzo,naidyibiza,Increíble restaurante. La decoración es preciosa. El personal era muy amable y agradable. La comida era INCREÍBLE tuvimos 4 platos todos estaban deliciosos,39 contribuciones,Escrita el 3 de octubre de 2024,,dublin,39,Mostrar original,,,,,,Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b0/d5/58/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b0/d5/59/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1
