web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2
1775660929-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Pizzas riquísimas,Natalia G,"Sitio muy acogedor para cenar con amigos. Cenamos pizzas y todas estaban increíblemente ricas! El personal muy amable, en especial Álvaro, que fue el camarero que nos atendió, muy atento y agradable toda la noche. Sin duda repetiremos!",2 contribuciones,2,,Escrita el 13 de octubre de 2024,2 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/c6/35/d7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1
1775660929-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Regular,Flyer13725295692,"La lasaña muy buena , pero la pizza estaba quemada. Una pena no poder disfrutar del todo .
El local bonito.  El tiramisu casero.",1 contribución,1,,Escrita el 11 de octubre de 2024,1 contribución,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/c2/06/0e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1775660929-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Hay cosas que mejorar,Excursion531400,"El Garzón que estaba era excelente, sin embargo era el único que trabajaba bien. Demora en la comida, un plato que llego frío lo calentaron en microondas y el aperol sin efervescencia. A pesar de lo anterior, la comida no estaba mal, la lasaña y las ensaladas lo mejor.",2 contribuciones,2,,Escrita el 29 de septiembre de 2024,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1
1775660929-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Cena de amigas,CELIA P,"Sitio acogedor, comida muy rica y trato al cliente, excepcional. 
La camarera, encantadora y muy amable, nos dio grandes sugerencias y nos hizo sentir como en casa. 
Repetiremos sin duda.",4 contribuciones,4,,Escrita el 28 de septiembre de 2024,"Comunidad de Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1
1775660929-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Pregunte por Álvaro - conseguir la alcachofa!,Dolores N,"Lindo lugar, buena comida, buen servicio. Lasaña tenía pasta de espinacas y bechamel - mejor comida rápida en Madrid. Pregunte por Alvaro, es excelente!",1 contribución,1,,Escrita el 26 de septiembre de 2024,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1
1775660929-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Una experiencia inolvidable en Pizzart,David G,"Un sitio muy acogedor, con un trato al cliente increíble y una gastronomía italiana exquisita. Fui a cenar con mi pareja y nos llevamos una experiencia increíble que seguro vayamos a repetir. Un agradecimiento , a la camarera Rosmery por su gran atención y amabilidad. Un 10/10, experiencia muy recomendable",1 contribución,1,,Escrita el 22 de septiembre de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1
1775660929-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Increible,Sergio J,"La comida y bebida son increibles, de las mejores pizzas que he probado. Sobre todo la Pera E Gorgonzola. Además el trato es buenísimo y cercano.",1 contribución,1,,Escrita el 15 de septiembre de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,
1775660929-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Buen restaurante italiano,Voyage21922993008,Buena toda la comida sobretodo la pizza de peperoni y un trato muy agradable de Jennifer. Repetiremos en próximas visitas.,1 contribución,1,,Escrita el 1 de septiembre de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,
1775660929-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Guay,Sunshine05229349282,Todo de excelente calidad y buen precio aunque a la pizza de pollo e camembert le echaba más miel !!!!!!!!!!!!!!!!!!!!!!!!!,1 contribución,1,,Escrita el 30 de agosto de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1
1775660929-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Trato y comida genial. muy bueno todo y el trato del personal espectacular atentos y nos ayudaron con todos nuestros req,Manuel V,Fuimos a celebrar un cumpleaños en familia y la verdad es que la comida estuvo de 10/10 muy bueno todo y el trato del personal espectacular atentos y nos ayudaron con todos nuestros requerimientos. Muchas gracias por todo a Rosmary y Alvaro,1 contribución,1,,Escrita el 26 de agosto de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1775660929-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Pizzas buenisimas,Daniel L,"Pizzas buenisimas, tomamos la Carbonara & Funghi, la 5 quesos con trufa y otra 4 quesos y todas impresionantes…100% recomendable",40 contribuciones,40,,Escrita el 19 de agosto de 2024,"Boadilla del Monte, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1
