web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,image,image2,image3,image4,position
1775584686-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Un rincón con alma en pleno Madrid,Maite Teijeiro,"Este restaurante no solo conquista por su cocina, sino por el ambiente que logra crear. Desde que entrás, te envuelve una atmósfera cálida y elegante, con una iluminación suave, detalles de decoración cuidados y una música de fondo que acompaña sin invadir. Perfecto para regalarse una excelente experiencia!","maiteijeiro Muchísimas gracias por recomendarnos! Ojalá siempre estemos a la altura de semejantes palabras, de semejante cariño! Ha sido un honor y un verdadero placer tenerl@s en Ástor (vuestra casa en Madrid). La música es una elección mía así que en ese sentido me toca agradarte personalmente. Muchísimas gracias y ojalá l@s veamos prontito! Saluuuu",2 contribuciones,Escrita el 3 de junio de 2025,Escrita el 9 de junio de 2025,2 contribuciones,restauranteastor,,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,2.0
1775584686-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Un restaurante al que siempre querrás volver,LC,"Una experiencia que te hace volver a disfrutar de salir a cenar. Desde el primer momento nos sentimos como en casa, y eso fue gracias a Raquel, la propietaria, que nos atendió con una amabilidad y cercanía difíciles de encontrar hoy en día. Transmite pasión por lo que hace y eso se nota en cada detalle.

El equipo de camareras también estuvo a la altura: atentas, simpáticas y profesionales, haciendo que todo fluyera con naturalidad y buen ambiente. La comida, como era de esperar, espectacular.

Un lugar al que volveríamos mil veces. Gracias por cuidar tan bien de quienes os visitamos. ❤️‍🔥","LC2019LCPrimero daros las gracias en nombre de tod@s l@s que hacemos Ástor, muchísimas gracias, de verdad, nos esforzamos para que el cariño os llegue de manera directa cada vez que cada persona entra por la puerta. Eso no cambiará jamás. Luego la destreza y sus resultados ya es otro asunto. También trabajamos mucho en ese aspecto. A veces sale mejor, otras no tanto. Pero servicio a servicio lo dejamos todo. Segundo, agradeceros de manera personal, deciros que el cariño es recíproco. Muchas gracias y ojalá podamos verl@s prontito y brindar junt@s! Saluuuu",4 contribuciones,Escrita el 2 de junio de 2025,Escrita el 3 de junio de 2025,"Madrid, España",restauranteastor,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,4.0
1775584686-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,De lo mejor de Madrid,Diego,Maravillosa experiencia! Probamos varios platos y uno mejor que otro. Volveremos pronto sin dudas! Gracias por la atención,diegozC5195XL Esperamos volver a verl@s pronto;) Nos encantó tenerlos en Ástor (vuestra casa en Madrid). Seguid disfrutando como sabéis! Saludos afectuosos! Muchas gracias!,2 contribuciones,Escrita el 28 de mayo de 2025,Escrita el 31 de mayo de 2025,"Buenos Aires, Argentina",restauranteastor,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/fd/95/91/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,2.0
1775584686-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Noche de buena gastronomía y vinos de calidad,seba7979,"Noche de buena gastronomía y vinos de calidad entre amigos. Siempre muy a gusto en la casa Ástor de Madrid, carnes de calidad y una cantidad ingente de vinos de todas las latitudes del mundo. 
Cenamos ojo de bife, corvina y unas mollejas de corazón. 👏🏻👏🏻
Destaca la siempre encantadora atención de su equipo.","seba7979 Gracias, muchas gracias! Por venir, por repetir y por siempre contar la experiencia de manera tan amable y cálida. Gente como vosotr@s hacéis nuestro trabajo mucho más fácil. Ya lo sabéis pero nunca está de más repetirlo: Ástor es vuestra casa en Madrid! Y eso nos honra muchísimo. Serán transmitidos los recuerdos para el equipo! Gracias infinitas!",97 contribuciones,Escrita el 27 de mayo de 2025,Escrita el 31 de mayo de 2025,"Montevideo, Uruguay",restauranteastor,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/fc/77/6c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,97.0
1775584638-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Oculto imprescindible en Madrid,Val S,"¡Perfección absoluta! Restaurante íntimo con un gran servicio (aunque nos topamos con el barman con una petición de cóctel) y la mejor comida que comimos durante nuestro tiempo en Madrid. Escondido de las principales plazas y calles, pero vale la pena encontrar!",13 contribuciones,Escrita el 26 de marzo de 2026,Thank you so much for your visit and your kind words! It has been a pleasure and an honor to have you at ÁSTOR (your home in Madrid ;) We hope you'll come back soon! Thank you!,"Edina, Minnesota",Escrita el 27 de marzo de 2026,13,,restauranteastor,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,"Una joya , destino para disfrutar el ambiente europeo justo en el centro",David-salman,"Cuando entras se nota que la doña queda mucho está sitio , todo tienes toca personal y con alta gama, el bar con selección impecable de whisky , ron y vinos - Malbec, los vinos local … los cocktails… y la comida , carta con opciones para todos pero , seleccionados - si es el mejor cecina , ceviche, pasta y carne (mejor que en asador argentino) 

AAA 
Muy bien experiencia, siempre quiero volver allí !!",9 contribuciones,Escrita el 12 de enero de 2026,"Muchas Gracias una y cada vez que venís! Con personas como vosotr@s nuestro trabajo se vuelve más placentero y sencillo. Siempre que volvéis para nosotros es una alegría infinita. Ástor es vuestra casa, pero eso es una obviedad; lo sabéis de sobra! Gracias amig@s!!!","Tel Aviv, Israel",Escrita el 13 de enero de 2026,9,,restauranteastor,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/30/bb/6c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Excelente,Eugenia,"Excelente! La atención y la calidad de la comida fue sorprendente .
Con amigos una velada fantástica. Esperando regresar pronto.",17 contribuciones,Escrita el 14 de marzo de 2026,"Muchísimas gracias por tan amables palabras! Ojalá sea así, ojalá nos volvamos a ver pronto. Ha sido un placer y una alegría inmensa recibirl@s en ÁSTOR (vuestra casa en Madrid;) muchas Gracias y saluuuuu","Pamplona, España",Escrita el 15 de marzo de 2026,17,,restauranteastor,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ae/19/66/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,ir si o si,Siro M,"increíble todo lo que probamos, desde la tabla de jamón, las croquetas, hasta el bistec y el risotto, la atención y la coctelería 10 puntos, súper recomendable",1 contribución,Escrita el 11 de marzo de 2026,Muchas Gracias por visitarnos y muchas gracias por tan amables palabras! Ojalá volváis pronto y poder brindar por el reencuentro. Disfrutad de Madrid! Salú!!!,1 contribución,Escrita el 13 de marzo de 2026,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Almuerzo memorable!,Julieta S,"De entrantes pedimos las croquetas (de jamón y de bacalao), el ceviche frito y un fuera de carta (las mollejas con kimchi); de segundo, el ojo de bife argentino, el risotto de hongos y la corvina al tonkatsu (impresionante!!!). De postre un flan de mascarpone con dulce de leche (nunca es suficiente) . Ha sido increíble. Ojala nos de tiempo a la vuelta a Madrid volver a Ástor.",4 contribuciones,Escrita el 11 de marzo de 2026,Muchísimas gracias por tan amables palabras! Nos enorgullece mucho que nos hayáis elegido para vuestra reunión. Disfrutad mucho del viaje y ojalá os de tiempo y poder brindar antes de la vuelta. Ha sido un placer y un verdadero honor tenerl@s en ÁSTOR (vuestra casa en Madrid;) saluuuu,4 contribuciones,Escrita el 13 de marzo de 2026,4,,restauranteastor,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/3e/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Muy buena experiencia,Juan Francisco F,Fuimos hace poco y fue una gran experiencia. En el menú encuentras de todo un poco. Todo muy bueno. El servicio fue inmejorable.,1 contribución,Escrita el 11 de marzo de 2026,Muchas Gracias por la visita y por tan amables palabras. Nos llena de orgullo que nos hayáis elegido. Ojalá nos veamos pronto y brindar por el reencuentro. Muchas gracias,1 contribución,Escrita el 13 de marzo de 2026,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Estaba bien.,noel17,"Presentación, la calidad no estaba a la par con el precio. Tuve el pez croaker. El pescado en sí estaba bien hecho. La salsa de setas en la parte superior era demasiado salado, no sabía / no podía apreciar el hongo. ¿Los lados eran una cucharada de puré de papas y una ensalada de tomates cherry? El servicio estaba a la par.",89 contribuciones,Escrita el 10 de marzo de 2026,,nyc,,89,,,Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,
1775584638-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Hasta el vino servido por copas era magnífico.,Rafa A,"Servicio y atención de 10, comida de 10. Repetiremos sin no guna duda. Gracias por la atención por las intolerancias alimenticias.",23 contribuciones,Escrita el 7 de febrero de 2026,"Muchísimas gracias por tan afectuosas palabras, desde luego son el más alto aliciente para continuar intentando dar siempre lo mejor de nosotr@s. Muchas gracias por elegirnos habiendo tantos y excelentes restaurantes por la zona, nos enorgullece mucho. Y también muchas gracias por señalar el cuidado que intentamos proporcionar con las alergias e intolerancias. Seguimos aprendiendo con humildad. En fin, millones de gracias y decirles que ÁSTOR siempre será vuestra casa! Saluuuuuu",23 contribuciones,Escrita el 8 de febrero de 2026,23,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Excelente atención,White w,"Cena de amigos, primera impresión te reciben amablemente, pedimos dos entrantes y un principal para 4 personas,  todo bien, risotto muy rico, los bifes de chorizo nos los trajeron un poco más hechos de lo que pedimos y Raquel súper amable nos invitó a cambiarlos, no lo hicimos por respeto y ella nos trajo uno más en el punto deseado, excelente detalle!! En definitiva buen ambiente acogedor , excelente atención y buena comida!! Volveremos a probar algún vino que nos recomendó!",1 contribución,Escrita el 2 de febrero de 2026,Muchísimas Gracias por tan afectuosas palabras! Y muchas gracias por habernos visitado! Ha sido un placer y un verdadero honor tenerlos en ÁSTOR! Ojalá volváis pronto y así poder brindar! Millones de gracias!,1 contribución,Escrita el 6 de febrero de 2026,1,,restauranteastor,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Restaurante fantástico,Birdy2000,"Fantástica comida y bebidas. Servicio excelente. Todos nuestros platos fueron cocinados a la perfección. Comimos filete, pescado croker y risotto de hongos. Una fina botella de Rioja y un Chardonnay espumoso. Lugar muy popular por lo que es esencial reservar",41 contribuciones,Escrita el 17 de enero de 2026,"Thank you so much for your kind words. Thank you so much for visiting; we are so proud that, with so many excellent restaurants in the area, you chose us. It has been a true pleasure. With people like you, our work becomes simpler and more enjoyable. Thank you a thousand times. ÁSTOR is your home in Madrid! Cheers!","Birmingham, Reino Unido",Escrita el 17 de enero de 2026,41,,restauranteastor,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,"lo agradable del personal y lo bien que te recomiendan, los vinos muy bien seleccionados.",Snapbell,"Buenisimo lugar y personal super majo, muy rico todo.. muy bien recomendado por el personal, el punto alto fueron los ravioles de queso picorino pero esta todo bueno, volveremos sin duda o seguir probando el resto de los platos, muy buena seleccion de vinos tambien.",2 contribuciones,Escrita el 16 de enero de 2026,Muchísimas gracias por tan amables palabras! Muchísimas gracias por la visita! Ha sido un placer recibirl@s. ÁSTOR es vuestra casa como les dijimos durante la velada. Ojalá volváis pronto así podemos brindar por el reencuentro. Saluuuu y miles de gracias!,2 contribuciones,Escrita el 17 de enero de 2026,2,,restauranteastor,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/38/61/6f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/38/65/52/snapbell.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Magia,Pat Z,"Un gran lugar para disfrutar con la familia y pareja , cenamos ceviche frito y costillar fue una auténtica delicia. 
Sin duda volveremos por la comida y su hospitalidad.",1 contribución,Escrita el 13 de enero de 2026,Muchísimas gracias por la visita y por tan amables palabras! Habiendo tantísimos y excelentes restaurantes por la zona nos enorgullece sobremanera que nos hayáis elegido. Ojalá volváis prontito. Mil gracias!,1 contribución,Escrita el 13 de enero de 2026,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Nunca defrauda. Acierto seguro.,laura,"Ástor nunca defrauda. Voy allí desde que abrieron y mantienen la calidad y la atención, incluso te recuerdan y te tratan con gran educación y amabilidad. La comida, fantástica. Esta vez decidí probar la hamburguesa de buey con huevo curado en soja y mirin y lo acompañamos con un poco de vino de Jerez. Me comentaron que tenían opción de pan sin gluten, cosa que se agradece mucho.
Muy recomendable.",5 contribuciones,Escrita el 12 de enero de 2026,Mil Gracias por venir y mil gracias por volver! Cada vez que venís para nosotr@s es una fiesta! Con personas como vosotr@s los servicios se transforman en alegres y bonitos. ÁSTOR es vuestra casa! Ya l@s estamos esperando con una copa preparada para brindar! Salú y millones de gracias!,"Madrid, España",Escrita el 13 de enero de 2026,5,Tienen opción sin gluten,restauranteastor,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/31/ae/01/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Un sitio para no cansarse de repetir!!,Enrique,"Muchas veces quiero mudarme a Madrid para tener este sitio cerca! Estivo todo excelente, la atención, las recomendaciones, el vino, la comida!!! Excelente!! Muchas gracias porque se ve que aman lo que hacen!!!",46 contribuciones,Escrita el 12 de enero de 2026,"Muchísimas gracias, primero por la visita (ya van unas cuantas y agradecemos todas y cada una de ellas), y luego, por tan cálidas y afectuosas palabras! Con personas como vosotr@s nuestro trabajo se vuelve más sencillo y placentero. ÁSTOR es vuestra casa y lo sabéis. Millones de gracias y ojalá seamos vecin@s;)",46 contribuciones,Escrita el 13 de enero de 2026,46,Un sitio de 10 para sorprender a tu pareja o a quien quieras impresionar. En el corazón de La Latina y un ambiente encantador!,restauranteastor,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/31/6b/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/bf/a8/ee/enriquehgr.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584638-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Maravillosa cocina y ambiente.,Juan Carlos L,Maravillosos Mejillones con curry y coco y fantásticas Mollejas a la parrilla con piparras!🙌🙌👌👌😍😍 Repetiré la próxima vez que esté por La Latina.,6 contribuciones,Escrita el 12 de enero de 2026,Muchísimas gracias por la visita y por tan cálidas palabras! Estaremos encantad@s y con una copa preparada para cuando gustéis volver. ÁSTOR es vuestra casa;) millones de gracias!,6 contribuciones,Escrita el 13 de enero de 2026,6,,restauranteastor,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/30/be/71/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,
1775584673-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Vale la pena las críticas increíbles - realmente encantador,HollersB,"Gran ambiente. Nuestra camarera, Lydia, era casi tan bueno en su trabajo como es posible ser - encantador y tan servicial. La comida era deliciosa - en general
una gran noche!","Thank you so much for choosing us, with so many excellent restaurants in the area! Thank you for your kind words. It was a true honor and a genuine pleasure to have you. We will pass on your regards to Lidia. Astor is your home! Thank you so much!",87 contribuciones,87,Escrita el 12 de diciembre de 2025,Escrita el 13 de diciembre de 2025,England,,restauranteastor,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Excelente experiencia gastronómica!,Jacob S,Excelente comida y servicio! ¡Mejor tomate! ¡Puedes decir que es una empresa familiar que a todos les importa profundamente lo que sirven y cómo lo sirven! Muy recomendable,"Thank you so much for your kind words, and of course, thank you for visiting! It's true, we care deeply about what we serve and how we serve it, and when we do it for people like you, the pleasure is twofold. Thank you so much!",1 contribución,1,Escrita el 21 de noviembre de 2025,Escrita el 22 de noviembre de 2025,1 contribución,,restauranteastor,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
