web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,position,image,image2,image3,data4,data18,data19,data20
1775471000-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Gran ambiente y la comida es genial también!,Francesca N,"Taberna Mas Al Sur era un gran lugar para estar, y para comer, recomiendo encarecidamente una visita. El personal es bien entrenado, profesional pero también amable y paciente con los turistas. Fuimos un sábado por la noche, su tiempo más ocupado estoy seguro y nos lo pasamos genial. La comida es excelente y no puedo esperar a otra visita.",32 contribuciones,Escrita el 30 de octubre de 2025,,,,,,,,Mostrar original,,,Traducido automáticamente,32.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/2f/ab/f2/francesca-n.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,,,,,,Leer ahora,Las 10 mejores cosas no turísticas que hacer en Roma,"Como se suele decir, “donde fueres, haz lo que vieres”, en este caso en Roma. Por lo tanto, aunque ya hayas tachado de tu lista lugares como el Coliseo y la Fontana di Trevi, ten por seguro que aún queda mucho por explorar. Después de todo, Roma es una ciudad fascinante con muchas capas. Te presentamos 10 joyas ocultas y atracciones que descubrir en Roma:",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/ca/38/e4/caption.jpg?w=400&h=400&s=1&cx=1512&cy=2016&chk=v1_8926883045cc585c228e,,,,,,
1775471000-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Justo lo que estábamos buscando,Carole R,"Nos encantó todo sobre el lugar, excelentes platos españoles a precios muy razonables, ambiente agradable y buena lista de reproducción también! Volvimos dos días después para probar otros platos. El personal es muy agradable.",8 contribuciones,Escrita el 29 de octubre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,8.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy rica comida y muy buena atención,Florencia O,Excelente atención por parte de Eric! La comida muy rica y el ambiente ideal para venir con amigos o en pareja. Cariños 🇦🇷,5 contribuciones,Escrita el 26 de octubre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,5.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,La variedad de platos y la comodidad del lugar en una zona que suele ser difícil conseguir mesa para comer,Ignacio P,Gran atención de eric recomendando platos y cantidades. Recomiendo este lugar para almorzar y seguir de recorrida por el barrio,2 contribuciones,Escrita el 26 de octubre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,2.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,te adoro,Benedetta A,"El restaurante es precioso y nunca había encontrado nada tan bueno. El personal, especialmente Celis y Carlos, son increíblemente amables y serviciales. Lo recomiendo muchísimo.",1 contribución,Escrita el 25 de octubre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775470981-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Buenas experiencia,Scenic34634247390,"Todo muy rico y buen servicio. Nos atendió Eric, Un peinado impoluto y coleta resplandeciente! Volveremos por Lavapiés !",Escrita el 31 de enero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,
1775470981-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Mimar al cliente: sabia decisión,Carmen Z,"Lugar acogedor, comida vistosa y sabrosa, atención rápida, con buen humor y cercanía, precio muy razonable. Muy recomendable!",Escrita el 17 de enero de 2026,3 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mejor reservar mesa porque suele haber mucho público.,,Leer más,0,,,,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3a/c4/14/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1775470981-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy decepcionada,Isabel C,"Paellas individuales, sin sabor no me gustó nada,local bastante deteriorado  el suelo igual ,mala atención, en fin no lo recomiendo",Escrita el 17 de enero de 2026,5 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,,,,5.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,,
1775470981-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Nos encanto volveremos  son los mejores de madrid la comida es estupenda mil gracias mas al sur es super bueno gracias…,Z z,"Espaço interessante e pessoas interessantes, muito bom!!!
Very good . Muchas gracias al camarero celis y andres son los mejores",Escrita el 22 de diciembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,
1775470981-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,"Comida buena, accesible y buen servicio",Mayra S,"Excelente comida, en especial el risotto, los huevos rotos, el vermut y el tinto de verano. Sin duda regresaremos cuando estemos de vuelta por madrid.",Escrita el 22 de diciembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,,
1775470981-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Volveríamos 100%,Viveka A,"Comida súper rica y excelente la atención de los camareros.  Hay muy buena onda , comida y el pan es lo más!!! Gracias, gracias, gracias!!!!",Escrita el 21 de diciembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,
1775470981-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Cena con amigos,Laura S,"Muy acogedor, para tomar un buen vino y comida de picoteo muy rica.
Los camareros especialmente majos y atentos, eso gana mucho al local.",Escrita el 14 de diciembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,
1775470981-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy bien,Satine F,"Era la segunda vez que venía y fue  muy bien ! 
la comida era muy rica y el servicio perfecto ! Comimos muy bien a precios muy razonables.  
Lo recomiendo",Escrita el 12 de diciembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,,
1775470981-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Perfecto,Hyeonseo K,Vinimos desde Corea con mis amigos y estaba todo muy delicioso. El empleado Erik fue muy amable. ¡Ha sido la comida más rica que he probado en España! :),Escrita el 8 de diciembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f0/df/56/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,
1775470981-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,새우 리조토,Discover33696365715,"¡Tienen que probar el risotto de gambas, está increíble! La paella y el pulpo también estaban buenísimos :) La sangría súper rica y Erik fue súper amable, así que pasamos un momento genial.¡Volvería sin duda! Gracias por ser tan amable con nosotros, que venimos de Corea.
새우리 리조토 꼭 먹어주세요!! 너무 맛있어요😭",Escrita el 8 de diciembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f0/df/ae/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,
1775470981-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Sitio acogedor. Amazing!,Danny M,Un sitio muy acogedor con tapas de buen precio y empleados muy amables! Les recomiendo que vengan aquí. También se ubica en una zona llena de gente y cosas chulas.,Escrita el 2 de diciembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,
1775470981-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Buen lugar y buena atención,Yulia R,"La comida es deliciosa, pedimos los huevos rotos con hongos, Paella y ensalada con salmón para compartir al igual que un vino Ribera del Duero. Todo super bueno y atienden muy amable. Buenos precios",Escrita el 1 de diciembre de 2025,4 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,
1775470981-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente servicio y comida rica,ana patricia s,"Excelente atención por parte de Eric! La comida llegó súper rápida y bien servida. Todo muy rico y precios justos. Lo recomendamos, para cualquiera que quiera vivir la experiencia de tapeo.
Recomendamos los gambones al ajillo, solomillo, berenjenas y chipirones",Escrita el 30 de noviembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,
1775470981-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy bien!,carmen l,"La experiencia fue realmente excelente. Las porciones eran generosas y ninguno de los platos que pedí me decepcionó. Los camareros fueron muy atentos y me explicaron cada plato con detalle antes de servir. Sin duda, quiero traer a mi familia la próxima vez.",Escrita el 27 de noviembre de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/da/4f/d8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,,
1775470981-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente comida y servicio,Emanoelle S,Todo excelente!!! Muy rico todos los platillos.  Es un excelente sitio para comer paella. También el servicio muy amable.,Escrita el 22 de noviembre de 2025,4 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,4.0,,,,,,,
