web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,position,image2,image3,image4,image5,image6
1776248178-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Excelente opción,jeronimo90,"Excelente restaurante, con camareros atentos y agradables, que hacen muy buenas recomendaciones. La comida de 10 y la cuenta bastante asequible para ser Madrid.
Para repetir sin duda.",41 contribuciones,Escrita el 14 de agosto de 2024,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,41.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1776248178-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Un 10/10,Andrea Á,Todos los platos  buenísimos. También había algunos fuera de carta. Los camareros muy agradables y con buenas recomendaciones . El lugar cómodo y no tardan en servir los platos.,43 contribuciones,Escrita el 28 de junio de 2024,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b1/85/89/caption.jpg?w=300&h=300&s=1,43.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b1/85/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,
1776248178-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Cena diferente,Compass09790705504,Muy buena elección la comida fabulosa aunque la bebida es un poco cara .el servicio fabuloso muy recomendable su hermana pequeña la toguita,4 contribuciones,Escrita el 18 de mayo de 2024,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,
1776248216-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Experiencia magnífica,Josué Sacristán Sánchez,"Sitio pequeño, pero fantásticamente atendido... la comida muy sabrosa. Excelente elección si quieres disfrutar. Seguir las recomendaciones es una maravilla","Logroño, España",125,Escrita el 1 de marzo de 2023,125 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5d/c7/0d/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5d/c7/0a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5d/c7/0b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5d/c7/0c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ab/12/14/avatar.jpg?w=100&h=-1&s=1,
1776248216-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Muy bueno.,Alfonso M,"Muy buen restaurante con personal muy disponible y amable, el ceviche para mi lo mejor, desde luego que repetiré.",6 contribuciones,6,Escrita el 16 de febrero de 2023,,Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,
1776248216-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Impresentables,Jose M,"Reservo con 4 días de antelación una mesa para 4. Reunión de amigos que vienen de lejos. Nos avisan tres horas antes de que hay un problema, que tienen overbooking vaya. Que dan la misma mesa a varias personas. Su solución ninguna. Bueno si, que no hay nada que hacer. Pues muy bien. Para fiarse.",Madrid,28,Escrita el 12 de febrero de 2023,28 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,
1776248216-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,TOGA excelente restaurante que ofrece pastas preparadas igual o mejor que en Italia .,Gabriel Jota,Le doy 4 sobre 5 de puntuación porque nuestra reserva a las 8pm estaba condicionada hasta las 9pm y no pudimos disfrutar con tranquilidad la Cena con una buena botella de Vino .,"Medellín, Colombia",69,Escrita el 7 de enero de 2023,69 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,,
1776248216-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Para repetir,Laravif,"Sitio encantador y camareros más encantadores aún. Comida exquisita, (los noodles brutales) diferente y calidad precio muy buena. Sin duda ya imprecindible en nuestras próximas visitas a la capital","Oviedo, España",70,Escrita el 10 de diciembre de 2022,70 contribuciones,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/47/aa/41/toga.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/47/aa/46/toga.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/47/aa/47/toga.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,
1776248216-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Estupendo,Blanca,"Encantador, comida extraordinaria, una buena experiencia en Madrid!
Mu rico todo’ no mu caro, mu rico sobretodo los múdelos y la lubina","Girona, España",3,Escrita el 9 de diciembre de 2022,3 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,
1776248216-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Recetas sofisticadas a buen precio,aranrodri,"Estuve un martes cenando en el segundo turno con un amigo y nos sorprendió muy gratamente. El ceviche y los noodles estaban espectaculares. La atención de todos los camareros excelente, muy atentos y sin atosigar. 
Lo recomiendo!! Además esta en una zona con mucho ambiente","Bilbao, España",12,Escrita el 22 de septiembre de 2022,12 contribuciones,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,
1776248216-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Luces y sombras,daniel c,"En general bastante bien tanto comida como local y servicio, pero para el precio que se paga tienen algunos platos un tanto flojos. Pero el plato de panceta merece la pena y de pollo y sin duda el de atún con pasta que te recomiendan además ellos es muy bueno.","Ávila, España",1811,Escrita el 19 de septiembre de 2022,1811 contribuciones,Calidad/precio,Comida,Servicio,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/f4/ca/f4/lubina.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/f4/ca/e3/panceta.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/f4/ca/e8/atun.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/f4/ca/ef/pollo.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/8b/f2/danielcaba.jpg?w=100&h=-1&s=1,
1776248216-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Comida sabrosa en local agradable,Sonia A,"Agradable servicio en un local muy bonito. Todo en la carta riquísimo. Pedí el risotto y los Ceviches para compartir y todo estaba excelente. Su receta estrella, la pasta con atún y mayonesa Kimchi. Tienen cervezas artesanales y todos los postres están muy buenos. Repetiré seguro. Siempre está muy solicitado, por lo que se recomienda reservar.",36 contribuciones,36,Escrita el 26 de julio de 2022,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/85/1d/83/sonia-a.jpg?w=100&h=-1&s=1,
1776248216-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Espectacular.,Carlos,"Un sitio agradable en el centro de Madrid. Quizá la decoración sea un poco austera. Pero nos sorprendió muy gratamente todo lo que comimos. El servicio por parte de todos los camareros fue excelente. Muy atentos y simpáticos. Y en cuanto a los platos, en sí, descubrimos que unos simples tallarines pueden ser extraordinarios. Quizá sea el mejor plato de pasta que he probado en mi vida, y con diferencia sobre el segundo. Fue un manjar maravilloso, por textura, sabor, intensidad, paladar. Exquisito. Sobresaliente. La misma puntuación le pondría al chivito uruguayo y al falso steak tratar. El postre de piña fue sublime también. Cinco estrellas. Muy recomendable. Hacia tiempo que no me sorprendían así en un restaurante.","Madrid, España",21,Escrita el 18 de julio de 2022,21 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/d1/21/f7/caption.jpg?w=100&h=-1&s=1,
1776248216-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Deliciosa experiencia,Diego,Lugar muy agradable y una carta variada y platos muy innovadores a la vez que exquisitos. Destacó los noodles con atún rojo y salsa y el risotto de tinta negra. Espero repetir pronto.,"Almería, España",53,Escrita el 7 de julio de 2022,53 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a7/db/fd/avatar.jpg?w=100&h=-1&s=1,
1776248216-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Excelente  !!,Ramiro,"Excelente  restaurante, se come como los dioses .
Lugar sumamente agradable .
La atención es impecable , los platos deliciosos .","Departamento de Montevideo, Uruguay",61,Escrita el 17 de junio de 2022,61 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/0a/57/35/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/0a/57/32/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/0a/57/33/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/0a/57/34/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/27/41/46/rmas041157.jpg?w=100&h=-1&s=1,
1776248216-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Noodles con atún rojo espectaculares,Javity,"Es un sitio genial para comer/cenar que tiene una relación calidad precio super buena. Sin duda el plato estrella son los noodles con atún rojo, simplemente espectaculares! También probamos la lubina, el pollo picante, las croquetas y la pluma. Todo estaba buenísimo!
Un sitio para repetir y totalmente recomendable!","Madrid, España",696,Escrita el 1 de mayo de 2022,696 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,1.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/af/59/0d/javidardos.jpg?w=100&h=-1&s=1,
1776248216-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Lo mejor de lo mejor,Jorge MC,"Hicimos reservación llegamos nos sentaron y en poco tiempo nos atendieron, pedimos el carpaccio de champiñónes, el ceviche, la carne con patatas y los noodles con atún, sin duda de lo mejor que hemos probado en el viaje, muy muy recomendado un gran acierto","México Central y Costa del Golfo, México",111,Escrita el 27 de abril de 2022,111 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/82/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/82/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/3c/82/56/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/28/9d/caption.jpg?w=100&h=-1&s=1,
1776248216-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Una opición,BPV,"+ pasta con atún muy bueno y recomendable el carpaccio de setas. 
- sillas algo incómodas. Personal amable pero deben mejorar en profesionalidad (no puedes retirar una botella de vino de la mesa sin preguntar si se ha terminado)","Antananarivo, Madagascar",15,Escrita el 24 de abril de 2022,15 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,
1776248202-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Cena estupenda!,MCDA4,"Cenamos cuatro personas con reserva previa, si no es imposible. Pedimos cuatro platos y compartimos: dos de noodles que están riquísimos, falso tataki porque está un poco más pasado que el clásico, súper sabroso y orchestini, que es una pasta. Comida de fusión con salsas y condimentos que potencian los sabores. Los noodles, espectaculares!! Precios contenidos.",301 contribuciones,301,Escrita el 21 de abril de 2024,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/17/33/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/17/34/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,
1776248202-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Muy bien,Manuel Numancia,"Con un familiar que lo conoce bien... es difícil equivocarse. Variedad, originalidad,.buena cocina  y todo exquisito","Málaga, España",726,Escrita el 23 de marzo de 2024,726 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/96/40/90/manuel-m.jpg?w=100&h=-1&s=1,,
1776248202-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Todo perfecto,Luis B,"La comida deliciosa, un ambiente muy agradable. Los camareros muy amables y nos recomendaron los mas habitual. Todo perfecto","Logroño, España",45,Escrita el 27 de enero de 2024,45 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,
1776248202-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Brutal,Miri V,"Este restaurante es sencillamente excepcional, tanto por la comida, como por el trato, como por el ambiente. 
Es necesario reservar porque en fin de semana está siempre lleno y tienen dos turnos de cena. 
El plato estrella del local son los noodles con mayonesa de kimchi y atún rojo y está brutal. Me atrevería a decir que es el mejor plata de pasta que he comido en mi vida. 
Pedimos también risotto con chipirones en su tinta que también estaba muy rico y tiradita de lubina con ajo y mayonesa de lima que estaba delicioso. 
De postre, la piña en almíbar con mascarpone, chocolate blanco y crema de lima fue un indudable 10. El alfajor de chocolate también estaba rico, aunque no al nivel de la piña. 
El camarero que nos atendió fue súper amable, y el local es pequeño y acogedor.","Madrid, España",4375,Escrita el 19 de enero de 2024,4375 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3f/ed/02/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3f/ed/03/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3f/ed/04/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/fa/da/2b/caption.jpg?w=100&h=-1&s=1,,
1776248202-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Acierto total.,FreddyGL,"Escogido para cenar en viaje de trabajo. De 10 en pocas palabras. Local pequeño con un trato excelente y una comida espectacular.  Las croquetas bien, la carne genial y los noodles increíbles. Postres también muy ricos. Para repetir y recomendar.",37 contribuciones,37,Escrita el 28 de diciembre de 2023,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,
1776248202-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Comida exquisita,miguel angel p,Espectacular los noddels y el carpaccio de setas aunque todo estaba realmente bueno. Volveremos a repetir en cuanto podamos,"Alcorcón, España",11,Escrita el 20 de diciembre de 2023,11 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,
1776248202-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Cena muy agradable. Los camareros estupendos.,Carmen A,"La comida es riquísima, La carne excelente, y los noodles nos habían encantado ya otra vez, Todo lo que pedimos estaba bueno, pero algo nos sentó mal, creemos que fue el postre. El fallo q ue tiene es que no te dan ni café , ni infusión.",4 contribuciones,4,Escrita el 18 de diciembre de 2023,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,
1776248202-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Está sobrevalorado.,nice13,"Es la tercera vez que voy, pedimos un plato que estaba malísimo, era cangrejo rebozado. Se lo dijimos y no nos hicieron caso. Creo que se lo tienen ya subido. Un aviso, si queréis ir con niños, no aviséis, pues entonces os dirán que no tienen mesa.","Madrid, España",177,Escrita el 28 de septiembre de 2023,177 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d2/72/37/nice13.jpg?w=100&h=-1&s=1,,
1776248202-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,No decepciona,Maite  E,"Lugar super recomendable!! La comida exquisita, ningún plato nos ha decepcionado!! Ambiente y atención sobretodo de 10.","Donostia-San Sebastián, España",11,Escrita el 24 de septiembre de 2023,11 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/d0/73/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/d0/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/d0/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,
1776248202-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,"Comida de fusión, riquisima, en local pequeño acogedor y con amables profesionales",Noemi H,"Fuimos tres amigas, por primera vez,a este restaurante que nos recomendó otra amiga. Nos pedimos cuatro platos para compartir y poder disfrutar cada plato y, todos nos encantaron, desde el primero al último, que fueron  la ensalada y el postre para compartir. Sabores que disfrutar en buena compañía. Ante cualquier duda sobre los platos o alérgenos, los amables camareros nos respondían proporcionando la información adecuada.
Un placer en la mesa, para repetir o para probar La Toguita.",735 contribuciones,735,Escrita el 24 de septiembre de 2023,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/a0/ba/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/a0/bb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/69/a0/bc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ea/2c/0f/avatar.jpg?w=100&h=-1&s=1,,
1776248202-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Más que recomendable!,patconsa,"Con ganas de repetir y probar mas platos. Cena en pareja: hemos pedido los noodles con atún, las croquetas de queso y pisto, el bao de soft chili crab y un plato fuera de carta de corvina. Todo buenísimo!!! Y de postre piña con mascarpone….riquísimo. Y par rematar, todo el personal es súper atento y cercano. Imposible sacarle un pero!.","Madrid, España",11,Escrita el 16 de septiembre de 2023,11 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/08/4b/1f/patconsa.jpg?w=100&h=-1&s=1,,
1776248202-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,"Buena comida, pero regatean con el café y así ofrecen un servicio incompleto",Seaside44901612656,"Cocina, original y equilibrada servicio atento pero por política de la empresa no sirven café algo de lo que se alegra también el servicio para disminuir la carga de trabajo, pero también disminuyen el verdadero carácter servicial del establecimiento al no ofrecer lo que espera. El cliente no deja de ser una política comercial rácano y creo que los clientes debemos hacer valer también nuestras expectativas de un rato agradable y de una comida completa, tan dignas como las de los propietarios.",1 contribución,1,Escrita el 27 de junio de 2023,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,
1776248202-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,El secreto mejor guardado de  La latina,Georgina R,Maravilloso. Excelente atención. Riquísimo. Los nudels y la piña son ex qui si tos! Hay que ir. No se lo pierdan.,1 contribución,1,Escrita el 26 de mayo de 2023,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,
1776248202-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,De lo mejor del barrio!,esandei,Local pequeño pero muy chulo. Los camareros son majisimos y te atienden y recomiendan genial. Se come aún mejor. Los noodles con atún obligatorio pedirlos.,"Madrid, España",134,Escrita el 16 de abril de 2023,134 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/43/df/c2/caption.jpg?w=100&h=-1&s=1,,
