web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,image,image2,position,name,data15,data16,data17,data18,image3
1775577658-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Lori,Maravillosa experiencia,"Vinimos a probar la comida venezolana por primera vez y ha sido todo un acierto. Nos atendió Junior, un excelente profesional por el que nos dejamos recomendar y estamos encantadas. Probamos las arepas y las cachapas y nos ha encantado. Además de atendernos muy bien, nos explicó cómo se hacían los platos. 
El restaurante es muy bonito, sobre todo la terraza 🥰
100% recomendable! Volveremos seguro a probar más cosas 😊",8 contribuciones,Escrita el 2 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,Reservar porque se llena,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/59/ed/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,8.0,,,Leer más,0,,
1775577658-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Fiataleja G,SÚPER RECOMENDABLE,"Sin duda alguna, excelente experiencia, comida muy buena, rápidos en sacar la comida; si tienes duda, Victoria o Cochi te ayudan. Muy buena atención en su servicio, siempre al pendiente de la comodidad del cliente, la música muy variada en el volumen adecuado que permite que tengas una buena conversación con la persona que vengas.",1 contribución,Escrita el 2 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/55/8f/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577632-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Genial todo,Jesus G,"Excelente la atencion de todos y la comida riquisima. Yesica, Néstor y Guillermo nos atendieron super bien. Los mejores.",1 contribución,Escrita el 27 de octubre de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Deliciosa comida venezolana en el corazón de Madrid,Luis C,Increíble el servicio y las arepas ! Gracias en en concreto a Jesica y a Guillermo !!!! Súper recomendable ! Nos os podéis perder venir y tmb probar la piña colada,2 contribuciones,Escrita el 24 de octubre de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,2.0,,Leer más,0,,,
1775577632-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Cocteleo,Carla D,"El chico de barra y el que estaba en sala un amooor !! Los mejores cócteles sin duda 
Hacen sentir como si estamos en casa siempre !!",8 contribuciones,Escrita el 16 de octubre de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,8.0,,Leer más,0,,,
1775577632-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Vale la pena la ida,Jesús M,"Excelente lugar muy bien ambientado, con espacios cómodos y decorado de manera amena y la atención de Jessica fue especial",1 contribución,Escrita el 12 de octubre de 2025,Calidad/precio,Ambiente,Servicio,Comida,,Que asistan con muchas ganas de comer comida venezolana rica,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/5e/ba/4f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Opinión,Mobile58416691912,"Buenísima toda la comida, el sitio impecable y la atención por parte de Jessica es excelente y siempre es un agrado ser atendidos por ella. 
Muchísimas gracias por todo!",1 contribución,Escrita el 12 de octubre de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Buenísimo,Rebeca A,"Buenísima atención, la comida súper rica y el local súper lindo! Tienen promociones geniales. Vayan a conocerlo! Buena ubicación!",1 contribución,Escrita el 4 de octubre de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Maravillosa,Lexy Vanessa M,"El lugar es espectacular y la comida me encantó 😍 y cabe resaltar la atención del personal que fueron super amables y atentos al servicio Gianfranco, facundo y Jesús. Recomiendo mucho el luegar el ambiente y la atención genial !!! 

Volveré gracias 😁",1 contribución,Escrita el 3 de octubre de 2025,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/48/b4/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Familia feliz aquí!,Maurizio B,"Estaba aquí con mi familia, tratando de probar la comida latina. La comida venezolana es Dios, realmente bueno compartir si quieres! 

¡Pruebo Cesta Criolla 10/10 a los niños les encanta! 

Tryyy!!!",5 contribuciones,Escrita el 16 de septiembre de 2025,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/d1/3d/c3/caption.jpg?w=100&h=-1&s=1,5.0,,Leer más,0,,,
1775577632-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Venezolano.  Delicioso.  Arepas.,max m,"Gran cocina venezolana en el corazón de Madrid! Tenemos el “plato de muestreo” si se quiere, lleno de todos nuestros favoritos (arepas, tostones, etc. ) 

La jarra de sangría estaba deliciosa y fuerte. Muy buen rollo en la habitación de atrás.",28 contribuciones,Escrita el 6 de septiembre de 2025,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,28.0,,Leer más,0,,,
1775577632-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,DEMASIADO BUENO!,Lucía D,Increíble! Vine con mis amigas y la pasamos genial!! Agradezco especialmente la atención de Luis y Gianfranco!!  Estoy muy feliz y todo estaba divino!,6 contribuciones,Escrita el 25 de agosto de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,6.0,,Leer más,0,,,
1775577632-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Buena atención y excelente comida,Jesus C,"La verdad que todo muy bueno, sintiéndome como en Venezuela,
Y la tensión del chamo como un hermano sin duda 10 de 10 al volver a Madrid comeremos de nuevo",1 contribución,Escrita el 19 de agosto de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,La comida deliciosa y la atención buenísima desde la recepción hasta lo camareros.,Tamara L,"Es mi primera vez yendo a comer a un restaurante Venezolano, me encantó el lugar.. tiene un estilo silvestre su terraza, la comida muy rica y la atención inmejorable. Nos atendió Gianfranco y Luis muy amable y todo el tiempo a lo que se nos ofreciera.",6 contribuciones,Escrita el 16 de agosto de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,6.0,,Leer más,0,,,
1775577632-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,La atención es muy buena y comida excelente.,Fabiana D,"Fui a comer con mi pareja y nos ha encantado el lugar, la comida riquísima… me sentí como en casa y la atención de Gianfranco y luis muy buena",1 contribución,Escrita el 16 de agosto de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
1775577632-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Comidas deliciosas,Christine B,"Bienvenida amable y se muestra a una mesa en la parte de atrás. Los pedidos se tomaron rápidamente para fajitas de pollo y pescado frito con plátano. La comida era deliciosa, muy sabrosa. Con un zumo de piña y dos San Migueles grandes, la factura fue de 58€. Debido a que nuestro vuelo fue cancelado, volvimos por segunda vez; esta vez tuvimos una baguette de carne con jus y fajitas de pollo, ambas estaban muy sabrosas.",2321 contribuciones,Escrita el 12 de agosto de 2025,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c6/3a/04/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/2f/a8/46/pottermoose.jpg?w=100&h=-1&s=1,2321.0,,Leer más,0,,,
1775577632-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Absolutamente genial!,Samantha D,La experiencia y la comida eran absolutamente increíbles. Cochi y Luis fueron muy atentos y muy amables. Recomiendo encarecidamente visitar si estás en la zona.,1 contribución,Escrita el 11 de agosto de 2025,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,1.0,,Leer más,0,,,
