web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23
1775744289-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Todo perfecto,Rebeca G,La comida buenísima y el sitio estaba genial. Nos atendió Lucia F y la atención fue perfecta. 100% recomendado,1 contribución,1,,Escrita el 9 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,,
1775744289-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Muy buena experiencia. Gran trato por parte de Lucía,Lydia Paredes,"La atención de Lucía ha sido impecable. Muy atenta, siempre pendiente de que todo estuviese bien. Volveremos seguro!!! Da gusto disfrutar de una buena cena con un trato tan agradable 💘",3 contribuciones,3,,Escrita el 8 de marzo de 2026,3 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a0/3b/90/caption.jpg?w=100&h=-1&s=1,,,,,
1775744289-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,10/10,Andrea,Lucia F nos ha atendido fenomenal. Nos explicó los platos y además la atención fue super amable muchas gracias,3 contribuciones,3,,Escrita el 8 de marzo de 2026,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,
1775744289-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Buena atención,Franlu S,"Muy buena comida y buena atención por parte de la camarera, Lucía F. Es muy amable y nos atendió muy bien.",1 contribución,1,,Escrita el 7 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,
1775744289-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Cena en pareja genial con camarera encantadora,Samuel R,"La comida estaba muy buena, lo mejor los nigiris. Perfecta relación calidad-precio. La camarera, Lucía, super atenta, simpática y agradable. Repetiremos seguro!",1 contribución,1,,Escrita el 7 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,
1775744289-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Un 10/10,Getaway38866177551,Muy buena calidad-precio y muy bien atendidos por Lucia F. Repetiremos!,1 contribución,1,,Escrita el 6 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,,
1775744289-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Ambiente del local,Pablo C,"Todo riquísimo, muy buen ambiente y buenos precios, nuestra camarera Lucía. F, simpatiquisima , 100% recomendable.",1 contribución,1,,Escrita el 28 de febrero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,
1775744289-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,El mejor sushi de Madrid,luthetraveller,Fantástica comida y excelente servicio de Lucía,66 contribuciones,66,,Escrita el 21 de febrero de 2026,"Swanwick, Reino Unido",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/59/ab/e8/luthetraveller.jpg?w=100&h=-1&s=1,,,,,
1775744289-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,de los mejores sushis de Madrid,Tai19,La comida exquisita como siempre y la atención de Lucia fenomenal..repetiremos siempre! Nos encanta este restaurante!,2 contribuciones,2,,Escrita el 21 de febrero de 2026,"Faro, Portugal",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/34/5b/9c/tai19.jpg?w=100&h=-1&s=1,,,,,
1775744289-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,100% recomendable,Meander68647339157,"Ha sido muy buena la experiencia con mi familia repetiría este sitio , los platos son muy variados y la atención de Estefanía es muy agradable",1 contribución,1,,Escrita el 16 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,,
1775744289-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente Comida y Servicio,AlbertoCRG,"Segunda vez en local de esta cadena
Comida increíble, materia prima, calidad, sabor, presentación y tamaño
Marisa nos trató genial, un 10
Sala un pelín llena de mesas para el ir y venir de personal con platos 
Solo faltó papel de manos en lavabo",8 contribuciones,8,,Escrita el 24 de enero de 2026,8 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,
1775744289-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Experiencia con el personal que nos atendió en el restaurante dibuja Madrid en las Salesas el pasado mes de enero de 202,Ana P,Marisa nos atendió estupendamente durante toda la comida que mantuvimos a principios de enero 2026. La comida perfecta,1 contribución,1,,Escrita el 3 de enero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,
1775744400-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Encantada,Andrea D,Nos atendió Justin y fue un encanto. Nos recomendó qué pedir y acertó completamente.  Estaba todo buenísimo y el servicio de 10. Siempre repito en este restaurante.,11 contribuciones,11,,Escrita el 4 de mayo de 2025,"Morón de la Frontera, España",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/52/94/10/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Ideal para pasar un tiempo en familia,Natalia G,"Muy buen servicio, la comida excelente y los camareros aún mejor, muy recomendable sobre todo el camarero ""Justin"" muy majo y amable",1 contribución,1,,Escrita el 2 de mayo de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,La comida super rica y no han tardado nada en prepararla,Carmen G,La comida deliciosa y el sitio muy buen cuidado y decorado .El camarero muy pendiente y agradable y nos ha traido la comida en seguida  se llama Justin,1 contribución,1,,Escrita el 2 de mayo de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c1/a3/91/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Comida,Cristina J,"La comida fue espectacular. Patrica, encantadora, nos atendió genial, muy atentos y profesionales. Volveremos seguro!!",1 contribución,1,,Escrita el 1 de mayo de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,"Gran Cena, muchas gracias",Diego F,"Ha sido estupendo, un 10/10, definí volveríamos, muy excelente lo servido y el servicio prestado por el personal no tiene nada que mejorar, muy agradables, 😄🙏",2 contribuciones,2,,Escrita el 29 de abril de 2025,2 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Que lo probéis, está todo muy bueno",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/bc/09/42/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Sibuya Madrid,Lucía C,Cenamos estupendamente. Estefanía nos aconsejó sobre algunos platos de la carta e hizo de nuestra cena una mejor experiencia.,18 contribuciones,18,,Escrita el 25 de abril de 2025,18 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Un gran sushi en el centro,Ebi Wahid,Un diseño muy interesante y el personal bastante amable. La comida era genial y muy deliciosa. Me encantó especialmente el hecho de que los sushis eran muy frescos.,32 contribuciones,32,,Escrita el 22 de abril de 2025,"Augsburgo, Alemania",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/42/f9/26/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente atención al cliente,Patricia C,"La comida muy rica, pero sobre todo quiero destacar, el servicio excelente, Patricia nos atendió fenomenal en todo momento. .",1 contribución,1,,Escrita el 20 de abril de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Reseña sibuya,Nerea R,"Patricia fue encantadora y pendiente en todo momento de nosotros .
Nos ha encantado el sitio y la atención sobre todo . 
Todos muy rico",1 contribución,1,,Escrita el 20 de abril de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Acierto !,Alba R,Toda la comida súper rica y Patricia nuestra camarera encantadora y súper atenta ! Nos ha recomendado varios platos que han sido un acierto .,209 contribuciones,209,,Escrita el 20 de abril de 2025,"Madrid, España",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9c/37/a1/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Buena comida y buen ambiente.,Nhicoletta B,"Uno de mis imprescindibles en Madrid. Nuca defrauda. El pez mantequilla flambeado, no puedes dejar de probarlo. Genial atención de Estefanía!!!",8 contribuciones,8,,Escrita el 19 de abril de 2025,"Madrid, España",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Experiencia muy buena!!!,Frank B,"Muy buen lugar, buena comida y buen servicio, el tiempo de espera es muy corto, buena calidad la comida, para regresar y disfrutar otra vez",2 contribuciones,2,,Escrita el 13 de abril de 2025,2 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Experiencia muy recomendable,Javier G,"Experiencia muy muy buena. El restaurante es un sitio muy agradable, la comida exquisita, nos la recomendó Justin, el camarero que nos atendió, y fue todo un acierto! Los uramaki Bora Bora estaban increíbles. Experiencia Muy recomendable",1 contribución,1,,Escrita el 12 de abril de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Encantado,Ana G,Nos ha encantado…todos los platos buenísimos y Justin un gran camarero nos atendió y nos aconsejó muy bien !!!!!!!!!!!,11 contribuciones,11,,Escrita el 6 de abril de 2025,11 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/28/98/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744400-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Muy buen restaurante!,Anne v,"Era un restaurante encantador, y tuvimos una excelente comida. Por un gran precio, se obtiene comida de alta calidad. Nos atendió Betsi, que era muy amable. Lo recomiendo encarecidamente!",1 contribución,1,,Escrita el 29 de marzo de 2025,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775744378-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,"Horrible, no me entregaron mi pedido (prepagado) y aún estoy esperando que me devuelvan el dinero",José A,"Para una cena con famnilia encargué el miércoles pasado por la web un pedido para recogerlo el sábado siguiente y lo dejé pagado. Cuando fui al restaurante a la hora indicada por ellos (16:30) el pedido no estaba, no les constaba y además ya no tenían cocinero para prepararlo. Les mostré mi resguardo y el tique para la recogida y me dijeron que tenía que ponerme en contacto por la web que ellos no podían hacer nada. Contacté por Whatsapp y por correo y a día de hoy (una semana después de pagar y 5 días desde que no me lo dieran) aún no me han devuelto el dinero y por escrito me dicen que es que se tienen que poner en contacto con el restaurante, cosa que por lo qe se ve no han podido hacer en todo este tiempo. Un verdadero timo",1 contribución,Escrita el 18 de diciembre de 2025,1.0,1 contribución,"No os fieis de la web de esta cadena. No tienen teléfono de atención para resolver problemas, y operan sólo de Lunes  a Jueves",Grupo Sibuya,"Agradecemos que haya dedicado su tiempo a enviarnos un comentario y sentimos mucho que su experiencia no haya sido positiva. Nos tomamos las opiniones muy en serio, ya que es nuestra prioridad garantizar que todos los clientes reciban una experiencia excepcional. Trataremos la cuestión que nos plantea con nuestro equipo y esperamos que pueda darnos una nueva oportunidad. Un saludo. Equipo Sibuya Urban Sushi Bar.",Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/86/d5/1b/jose-a.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
