web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,position
1779544666-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Es un recomendable lugar para comer tapas,Ben G,Este sítio está genial porque hay opciones diferentes y claras de comidas típicas de Madrid h España. Todo es tapas que son comidas chiquitas y ràpidas para compartir en familia y para pedir varias variedades de comida en un almuerzo o cena.,Escrita el 20 de junio de 2025,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,
1779544666-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Muy bien,sandri P,"Aunque las tapas son algo escasas salen muy rápido y están muy bien de sabor.
Natalia siempre estuvo pendiente y noos atendió muy bien, volveremos a ir sin duda",Escrita el 14 de junio de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,
1779544666-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Todo perfecto,luis,"Muy buen servicio por parte de Alejandra y la comida muy buena, tanto la calidad como el precio, nos ha encantado. Volvemos seguro!",Escrita el 13 de junio de 2025,"Alicante, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Alicante, España",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,
1779544666-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Excelente,Rene P,"Excelente lugar para comer , muy rico , buenos precios , buen servicio , ideal para probar la gastronomía que ofrece madrid",Escrita el 12 de junio de 2025,,Calidad/precio,Comida,Servicio,Ambiente,Vengan y compartan,,Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,
1779544666-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Tapas en Madrid,Vanesa R,"Todo muy delicioso!! Natalia nos atendio super bien!!  El lugar es muy bonito y tienen buen servicio! Los platillo están un poco pequeños para el precio, pero todo muy delicioso!!",Escrita el 9 de junio de 2025,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,
1779544666-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,10/10,Sara C,"Comimos lomo bajo a la plancha y tomamos drinks todo delicioso, el personal muy amable en especial leidy la chica que nos atendió, muy recomendado",Escrita el 4 de junio de 2025,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,
1779544666-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Recomendación,José Arturo H,"Diana Sánchez es una gran persona. Muy recomendada.
Atendió y ha sido muy servicial en todo momento.
Diana Sánchez es una gran persona. Muy recomendada.
Atendió y ha sido muy servicial en todo momento.",Escrita el 2 de junio de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,
1779544666-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Linda experiencia,Diego F,"Diana Sánchez nos atendió divinamente, muy amable y servicial. Vale la pena conocerlo. La comida muy rica y tenes varias cosas para pedir",Escrita el 2 de junio de 2025,"Buenos Aires, Argentina",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Buenos Aires, Argentina",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,
1779544666-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Excelente atencion!,Joaquin C,"Muy buena la comida y la atención! Recomendamos muchisimo la sangria y el queso brie frito!

Saludos de Argentina!!!!!!!",Escrita el 31 de mayo de 2025,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,
1779544666-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,EXPERIENCIA PERFECTA.,Sarita C,"La ubicación es perfecta en pleno centro y el ambiente es muy tranquilo donde el personal es muy gentil y disponible.
El servicio es perfecto y el tiempo de espera justo relativamente a las differentes comidas.",Escrita el 18 de mayo de 2025,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,
1779544666-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14113449-Reviews-Tapa_Tapa_Arenal-Madrid.html,Lo recomiendo,mauricio m,"Una experiencia sin igual, comida deliciosa y bebidas refrescantes. Totalmente recomendado. Buena ubicación, cerca de Sol.. nos dejaron tomar helados, chelitas y buena comida. Excelente recomendado.",Escrita el 16 de mayo de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,
