web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,image3
1776262846-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Paradise58172346764,Todo genial,"Toda la comida riquísima, el servicio rápido y agradable y un menú completo. Todo genial. Los quesos saben muy ricos. Muy recomendable.",1 contribución,Escrita el 18 de agosto de 2025,1,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776262846-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Liliana R,Deliciosa Experiencia,"Deliciosos platos, bebidas muy refrescantes propicios para el verano. Excelente atención y un lugar muy agradable!!!",1 contribución,Escrita el 16 de agosto de 2025,1,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/d1/9c/f4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,
1776262846-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Raúl S,Buena experiencia,"Rico, buen precio y buen servicio. Pedimos la lasaña, una pizza y una pasta, todo muy rico y buenas porciones, el servicio muy rápido y atento. Me encantó. El baño muy limpio. La panacota excelente.",1 contribución,Escrita el 13 de agosto de 2025,1,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/c8/ed/b6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,
1776262846-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,María García,Impresionante,"Estuvimos aquí y fue increíble la comida de 10, el ambiente buenísimo y el personal super atento desde luego que es un lugar para repetir",6 contribuciones,Escrita el 12 de agosto de 2025,6,"Salamanca, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,
1776262846-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,josec25,Una muy agradable sorpresa!,Pizza de 10! Eramos 6 personas y a los 6 nos encantaron nuestras pizzas. Queremos volver a probar las pastas que tienen una pinta tremenda. Nuestra camarera un verdadero encanto!! Muchas gracias!!,14 contribuciones,Escrita el 10 de agosto de 2025,14,"Madrid, España",,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,
1776262846-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Nathan M,"Sobrepromocionado, insuficientemente entregado, y no realmente Italiano.","Dos posibilidades: 
 -O el restaurante fue vendido recientemente
 O han comprado opiniones en Google y TripAdvisor

La camarera parecía molesta en el momento en que llegamos (aunque los otros dos miembros del personal eran amables). Pedimos la carta de vinos... ver foto... y contamos solo tres vinos Italianos. Ni Prosecco, ni Chianti... absurdo para un restaurante llamado Italiano. Pedimos entonces la lista de cócteles: solo tres opciones, ninguna Italiano, ni siquiera un Spritz. 

La comida estaba bien, nada más. La decoración es promedio en el mejor de los casos. 

Para ser justos, la relación calidad-precio no es mala. Pero elegí este lugar porque ocupa el puesto 13 de más de 13.000 restaurantes en Madrid... y fue una gran decepción. 

Si quieres comer rápido y simplemente bien, adelante. De lo contrario, evite, trampa turística clásica.",5 contribuciones,Escrita el 9 de agosto de 2025,5,"París, Francia",Mostrar original,,,,,,,Traducido automáticamente,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/bf/33/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,
1776262846-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Inés S,Comida en familia,"Buen trato con los clientes, muy serviciales y el ambiente muy tranquilo.
Es genial para comidas en grupos ya que ofrece un menú a un precio muy asequible.",1 contribución,Escrita el 5 de agosto de 2025,1,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,
1776262846-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,sarah l,Disfrutar de una buena comida,"Muy agradable, tranquilo, muy buena comida, buena relación calidad-precio, servicio muy atento y amable. Sin duda repetiremos",1 contribución,Escrita el 25 de julio de 2025,1,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,
1776262846-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Hudson O,,Los servidores eran muy agradables y el ambiente era divertido. ¡Buenos precios para bebidas y un buen descuento si haces una reserva en su página web!,1 contribución,Escrita el 24 de julio de 2025,1,1 contribución,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,
1776262846-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Jack B,Buen lugar para el almuerzo,"Buena comida, buenos precios, Servicio agradable y rápido y servidor amable
Tomé una pizza piamonte, agua fría con gas y un expreso por menos de 20 euros",1 contribución,Escrita el 23 de julio de 2025,1,1 contribución,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1776262846-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Ana B,,"Segunda vez que venga y todo súper! Tanto la comida, como la calidad y como el trato!
Destacar la base de la pizza que está increíble la masa.",7 contribuciones,Escrita el 23 de julio de 2025,7,7 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1776262846-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Jennifer R,,"Un sitio con un servicio excepcional y una comida aún mejor. Sin duda un acierto
Seguro. Un 10!!. Repetiremos seguro…!!",1 contribución,Escrita el 22 de julio de 2025,1,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,
1776262846-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Sonia C,Todo muy bien,"Muy bueno todo y el trato del personal muy bien,es la segunda vez que venimos a comer estamos de paso por Madrid, sin duda repetiremos",37 contribuciones,Escrita el 17 de julio de 2025,37,37 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,
1776262846-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Irene H,Un 10,Todo un 10. Muy aconsejado venir solo y acompañado. Me gusta mucho las pastas y las pizzas. Los postres una maravilla también,1 contribución,Escrita el 16 de julio de 2025,1,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,
1776262846-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d24982405-Reviews-Bosque_De_Piamonte-Madrid.html,Ignacio D,Genial,Muy bueno todo. Muy buena calidad precio. Muy rica la pizza y los espaguetis. Pusieron un aire acondicionado y se estaba genial,1 contribución,Escrita el 16 de julio de 2025,1,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,
