web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,position,data10,image,data11,data12,data13,data14,data15,data16,data17,image2,data18,data19,data20,data21,data22,data23,data24,image3
1775584188-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Top 5 de los lugares en los que hemos estado en Madrid.,Kim M,Nicole era genial! La comida era buena y muy amable. Lo recomendaría 10 / 10. Probablemente volveremos antes de irnos.,,1 contribución,1,Escrita el 12 de enero de 2025,1 contribución,Mostrar original,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8b/a9/9b/caption.jpg?w=300&h=300&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,0,,,,,,,
1775584163-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Excelente,Maricarmen P,Hamburguesas con mucho sabor y bien presentadas  . Los camareros son muy simpáticos y amables. Local muy bonito y limpio!!,,5 contribuciones,Escrita el 20 de septiembre de 2025,,,,5.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,Leer más,0.0,
1775584163-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,.,Eliska S,Todo perfecto ! La comida excepcional y El servicio fue genial ! Gracias a Rolando !! Lo recomiendo con los ojos cerrados !,,1 contribución,Escrita el 8 de agosto de 2025,¡Muchas gracias por tu valoración! Nos alegra saber que disfrutaste tanto de la comida como del servicio. Rolando estará encantado de saber que fue parte de tu experiencia positiva. ¡Te esperamos de nuevo!,Jaime Vicente,,1.0,Calidad/precio,,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Fantástico lugar,Diego e,Muy buena la comida y el servicio excelente. Son súper amables y atentos con todos los clientes. El lugar está muy bonito y limpio. Tienen una gran variedad de alimentos,,1 contribución,Escrita el 6 de agosto de 2025,¡Gracias por tu comentario! Nos alegra saber que tanto la comida como el servicio fueron de tu agrado. Nuestro equipo siempre procura que todos los clientes se sientan bienvenidos. ¡Vuelve pronto!,Jaime Vicente,,1.0,Calidad/precio,,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Buen sitio para cenar,Agustín R,"Buena atención, buen plato principal y muy buenas patatas de acompañamiento.

Por cierto, Nicole nos atendió genial 

Experiencia 100% recomendada.",,1 contribución,Escrita el 4 de agosto de 2025,"¡Muchas gracias por tu reseña y por recomendarnos! Nos alegra saber que disfrutaste de la atención, el plato principal y nuestras patatas. Nicole estará encantada de saber que hizo tu experiencia especial. ¡Esperamos verte de nuevo pronto!",Jaime Vicente,,1.0,Calidad/precio,,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,La mejor hamburguesa de mi vida,Happiness51284167229,"Nicole nos atendió muy bien y la comida estaba muy buena, las patatas se notaban que eran caseras, mis dieces.
Un saludo.",,1 contribución,Escrita el 4 de agosto de 2025,"¡Muchísimas gracias por tu comentario! Nos alegra saber que disfrutaste tanto de la comida como de la atención de Nicole. Nos esforzamos para que todo sea casero y de calidad, así que tu reconocimiento nos motiva a seguir así. ¡Un saludo y esperamos verte pronto de nuevo!",Jaime Vicente,,1.0,Calidad/precio,,Ambiente,Servicio,Comida,,Pedir la carne poco hecha que está muy buena,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Gran hamburguesa,Geor,"Servicio rápido, comida deliciosa, buen cóctel prosecco sangría, hablar Inglés, aire acondicionado dentro, cómodos asientos buena música.",,3 contribuciones,Escrita el 13 de julio de 2025,"Thank you so much for the fantastic review! We're thrilled you enjoyed our fast service, delicious food, and the prosecco sangria. It's great to hear that our English-speaking staff, the comfortable seating, and the music made for a wonderful experience. We hope to see you again soon!",Jaime Vicente,Traducir respuesta,3.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/75/40/aa/caption.jpg?w=300&h=300&s=1,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,Escrita el 2 de agosto de 2025,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,¡Gran experiencia!,Marianne D,Hicimos caca para comer y resguardarnos del calor. El servicio fue genial. El camarero fue amable y eficiente. La comida estaba deliciosa.,,1 contribución,Escrita el 2 de julio de 2025,Thank you so much for the kind words! We're so glad you were able to pop in for lunch and escape the heat. It's fantastic to hear that you enjoyed the food and that our waiter took great care of you. We hope to see you again soon!,Jaime Vicente,Traducir respuesta,1.0,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,Escrita el 2 de agosto de 2025,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,para repetir,Irene A,"No sabía muy bien en dónde comer y no he podido escoger mejor. Hamburguesa deliciosa y trato  (en mi caso, de Rolando) inmejorable, muy recomendado.",,2 contribuciones,Escrita el 2 de julio de 2025,¡Muchas gracias por tus amables palabras! Nos alegra mucho saber que disfrutaste de la hamburguesa y que Rolando te brindó un trato inmejorable. ¡Esperamos verte de nuevo muy pronto!,Jaime Vicente,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/59/6b/c5/caption.jpg?w=300&h=300&s=1,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Vale la pena intentarlo,Nader Abadeer,"La comida es buena y el ambiente es increíble. Tienen buena variedad de comida y su personal es casi bueno excepto por la barrera del idioma si no sabes hablar Español. 

Realmente vale la pena intentarlo y una vez que hayas terminado ve a la heladería que está frente al restaurante.",,117 contribuciones,Escrita el 28 de junio de 2025,"Thank you so much for your feedback! We're thrilled to hear that you enjoyed our food and the atmosphere. We appreciate your comments regarding the language barrier and we'll certainly take it into consideration to improve our service. Thanks for the recommendation about the ice cream shop, too! We hope to see you again soon.",Jaime Vicente,Traducir respuesta,117.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/4f/eb/fe/caption.jpg?w=300&h=300&s=1,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/93/37/caption.jpg?w=100&h=-1&s=1,,Escrita el 2 de agosto de 2025,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Me recuerda a la buena comida americana.,Benjamin R,"Juleysi fue muy amable y servicial. La comida estaba deliciosa. Al igual que el Tinto Verano, inusual con crema batida. Delicioso bistec",,2 contribuciones,Escrita el 25 de junio de 2025,Thank you so much! We're thrilled to hear that Juleysi took such great care of you and that you found your meal delicious. We're also glad you enjoyed the steak and our special Tinto de Verano. We hope to see you again soon!,Jaime Vicente,Traducir respuesta,2.0,Calidad/precio,,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,Escrita el 2 de agosto de 2025,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Lo acogedor de Madrid,Mar P,"He ido hoy con una amiga a pasar el día en Madrid y hemos encontrado este sitio bien ubicado y con una carta espectacular. Ademas, las canciones que ponen son antiguas pop y te hacen sentir super tranquila y acogedora . La comida estaba buenísima sobretodo la ensalada cesar aunque en variedades de hamburguesa sobresalen! 😍. Rolando fue muy buena onda y muy muy amable.",,1 contribución,Escrita el 24 de junio de 2025,"¡Qué bien que nos eligieran para su día en Madrid! Nos alegra mucho saber que disfrutaron de la ubicación, el ambiente con la música y, por supuesto, de la comida. Es genial que les haya gustado tanto la ensalada César y que nuestras hamburguesas también les hayan impresionado. ¡Le transmitiremos a Rolando sus amables palabras! Esperamos verlas de nuevo muy pronto.",Jaime Vicente,,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Que delis estas hamburguesas,Ginna Paola D,Hamburguesas muy buenas con una carne de gran calidad. Yo pedi una sangria y me encanto! Rolando nos atendio de maravilla. El restaurante cuenta con aire acondicionado e internet.,,2 contribuciones,Escrita el 24 de junio de 2025,"¡Nos alegra mucho que disfrutaran de nuestras hamburguesas y que la sangría les encantara! Agradecemos sus amables palabras sobre Rolando, se las haremos llegar. ¡Esperamos verles de nuevo muy pronto!",Jaime Vicente,,2.0,Calidad/precio,,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Excelente!,Paul M,Nicole era un servidor increíble! Nos encantó nuestra comida y las sangrías eran absolutamente increíbles. Recomendamos este lugar a cualquiera.,,1 contribución,Escrita el 8 de junio de 2025,Thank you so much! We're thrilled to hear that you had an incredible experience and that Nicole took such great care of you. It's fantastic that you loved our food and sangrias. We appreciate your recommendation and hope to see you again soon!,Jaime Vicente,Traducir respuesta,1.0,Calidad/precio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1a/f8/e7/caption.jpg?w=300&h=300&s=1,Ambiente,Servicio,Comida,Mostrar original,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,Escrita el 2 de agosto de 2025,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Excelente,Jorge S,Gran atencion y comida excelente. Rolando muy buen servicio. Una gran atención a una mesa muy grande y siempre con buena actitud.,,1 contribución,Escrita el 5 de junio de 2025,¡Nos alegra mucho saber que disfrutaron de la comida y la atención! Le haremos llegar sus amables palabras a Rolando; nos enorgullece saber que pudo atender a una mesa tan grande con una excelente actitud. ¡Esperamos verles de nuevo muy pronto!,Jaime Vicente,,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775584163-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html,Primera vez comiendo en Madrid,Amanda O,"Fui a Steak Burger en Madrid y pedí una hamburguesa pequeña con papas fritas, una limonada de fresa y un café para cerrar. La hamburguesa, aunque sencilla, estaba bien preparada y jugosa, perfecta para una comida ligera. Las papas crujientes y en buena cantidad. La limonada de fresa fue una sorpresa refrescante, con buen equilibrio entre dulce y ácido. El café, simple pero cumplidor. Buen servicio y ambiente agradable. Ideal para una parada casual sin complicaciones.",,1 contribución,Escrita el 4 de junio de 2025,"¡Gracias por tu reseña! Nos alegra mucho saber que disfrutaste de tu comida con nosotros. Es genial saber que la hamburguesa, las papas y la limonada de fresa fueron de tu agrado. Nos esforzamos por ofrecer un buen servicio y un ambiente agradable para una parada casual y sin complicaciones. ¡Esperamos verte de nuevo muy pronto!",Jaime Vicente,,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
