web_scraper_order,web_scraper_start_url,data,data2,data3,data4,position,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,position2
1775470165-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Encantados,alberto a,"Comentar el trato fantástico de Edwin ( la reina) , muy atento , simpático y eficiente , recomendando perfectamente que Pedir ,",,,9 contribuciones,Escrita el 20 de febrero de 2026,9,9 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,
1775470165-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Una experiencia maravillosa.,Marica F,"Una agradable sorpresa aquí en Rosi la Loca, personal muy amable, local fantástico y comida deliciosa. 
¡Recomendado! 
¡Muchas gracias por la amabilidad de Cristina!",,,5 contribuciones,Escrita el 20 de febrero de 2026,5,5 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/7a/5e/0d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,
1775470165-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente Experiencia y sitio precioso,Carly,"Es un excelente lugar para compartir, la decoración es hermosa, la comida y bebidas son experiencias únicas y hermosas todo divino, pero la atención eso es lo que marca la diferencia esta gente tiene una vibra hermosa todo con un sonrisa.

Si debo recomendar algo es que coloquen la propina junto con la factura y se cobre de esa manera ya que se lo tienen merecido. y no una opcion",,,3 contribuciones,Escrita el 20 de febrero de 2026,3,3 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,
1775470165-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Servicio de basura y muy irrespetuoso,Pablo,"La señora que nos dio la bienvenida fue tan grosero y nos hizo sentir como si fuera un inconveniente tener un cochecito. 

Muy decepcionado e irrespetuoso: 

El mago estaba bien, pero tan repetitivo... todos sabían qué trucos iba a hacer antes de sentarse a la mesa, ya que lo había hecho con todos los demás. 

La comida estaba bien, las bebidas eran mejores... pero el servicio es terrible y no vale la pena el precio",,,2 contribuciones,Escrita el 13 de febrero de 2026,2,"Londres, Reino Unido",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,
1775470149-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,EDU EL MAGO EL MEJOR,layla P,"He ido con mi amiga Sofía, y Edu el mago nos ha hecho trucos de magia y hemos flipado. Nos ha dado un increíble momento. Sigo flipando. El mejor trabajador",,1.0,1 contribución,Escrita el 19 de marzo de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,
1775470149-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Brutal sobre todo Edu!!,Sofia R,Edu nos ha dejado flipando con su magia de verdad que simplemente magnífico ❤️,,2.0,2 contribuciones,Escrita el 19 de marzo de 2026,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,
1775470149-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Fantástico.,Ruth C,Encontré el sitio por ibternet y fui a cenar con reserva. Lo primero que me encantó es que puedes hacer reserva para una persona. Me atendió Melisa y todo genial. La comida estupenda y el local te hace desconectar con su decoración. Un 10.,,4.0,4 contribuciones,Escrita el 16 de marzo de 2026,"Provincia de Valencia, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/ab/65/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/ab/66/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/ab/67/caption.jpg?w=300&h=300&s=1,,
1775470149-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Experiencia simpática!,villava77,"Su decoración no deja a nadie indiferente, fuimos un viaje de chicas de familia, y nos situaron en un reservado.. increíble! La atención maravillosa , encantadores y muy simpáticos! La comida de 10, sin duda para repetir!",,2.0,2 contribuciones,Escrita el 16 de marzo de 2026,2 contribuciones,Calidad/precio,Ambiente,Servicio,,Comida,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b2/4c/d4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b2/4c/d5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b2/4c/d6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,
1775470149-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Cool,Federica C,El sitio muy cool. El camarero Moisés muy amigable y rápido con los pedidos!,,2.0,2 contribuciones,Escrita el 14 de marzo de 2026,2 contribuciones,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,
1775470149-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Experiencia ecléctica y divertida,Lauren K,Gran restaurante ecléctico! Un momento divertido para todos. Menú limitado pero gran presentación y servicio. ¡Reservaciones imprescindibles!,,1.0,1 contribución,Escrita el 13 de marzo de 2026,1 contribución,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1775470149-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Excelente ambiente, comida y servicio",Alegra S,"Increíble, la comida buenísima, el personal súper majos, muchas gracias Victoria y Cristina, volveremos 100%, super recomendado!!!",,1.0,1 contribución,Escrita el 13 de marzo de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,
1775470149-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Cena Crazy Rosi,Todd N,Melissa era excelente. Ella hizo grandes sugerencias y se aseguró de que nuestras comidas se sirvieran a tiempo y caliente. Ella también tiene grandes sugerencias para bebidas. .,,9.0,9 contribuciones,Escrita el 12 de marzo de 2026,"Huntington Beach, California",,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,
1775470149-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente,Passport17509664916,"Cocina excelente y buen ambiente.
Servicio amable .",,2.0,2 contribuciones,Escrita el 12 de marzo de 2026,2 contribuciones,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,
1775470149-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Linda pero una trampa turística.,Lisa Polito,"Así que nos basamos en comentarios de otros clientes. El ambiente en este lugar, por supuesto, es muy digno de Instagram un montón de cosas en las paredes y mesas de colores en todo el bit. Las bebidas que tomaron fueron muy buenas y vienen en estas tazas súper divertidas. La comida era buena. Mantienen un menú pequeño, así que eso es bueno porque solo se centran en la calidad de la comida. Sirven la comida en estos divertidos contenedores también. Tenía la ensalada que tiene algas marinas que no sabía bien. Por lo demás la comida era buena, pero como la mayoría de las trampas turísticas son el precio era muy alto. Todavía un lugar divertido para experimentar al menos una vez que el personal es absolutamente encantador!",,50.0,50 contribuciones,Escrita el 11 de marzo de 2026,50 contribuciones,,,,Mostrar original,,,,Traducido automáticamente,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a8/53/77/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a8/53/78/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a8/53/79/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,
1775470149-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Experiencia genial,Talia E,Tuvimos un gran servicio de Moisés! Me encantó la comida y el ambiente!,,1.0,1 contribución,Escrita el 11 de marzo de 2026,1 contribución,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,
1775470149-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,bueno y de calidad,Ivan g,"fue divertida la experiencia, platos estupendos y servicio, hasta otra, recuerdo de Luque mi amigo gracias por el vino.",,7.0,7 contribuciones,Escrita el 11 de marzo de 2026,7 contribuciones,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,
1775470149-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Edwing la Reina,Beatriz D,"Edwing la Reina es el mejor! Iconico!
Repetiremos experiencia por volver a verle!",,2.0,2 contribuciones,Escrita el 11 de marzo de 2026,"Provincia de Guadalajara, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,
1775470149-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Toda la experiencia fue increíble,Angela Maria P,"Este lugar es mágico,  la comida, la música, el ambiente es una cosa brutal. Nunca falto cuando vengo a Madrid. Me encanta!!! Y la atención está increíble.",,5.0,5 contribuciones,Escrita el 11 de marzo de 2026,5 contribuciones,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,
1775470149-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Buenisimo todo,Lucas H,Servicio 100/10! Gracias Melissa por su atencion. Volveremos,,1.0,1 contribución,Escrita el 11 de marzo de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,
