web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,image3,data17,data18,data19,data20
1776250569-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Italiano recomendable madrid,Oscar C,Me encanta este italiano en madrid volveré sin duda y remarcar la atención de Marta me he sentido como en casa recomendable 100%,Escrita el 18 de octubre de 2025,1,,,,,,,,,1 contribución,,Leer más,,,,,0,,
1776250569-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Experiencias Azules,Mario C,Miguel fue encantador y nos recomendó muy bien y estuvo pendiente toda la experiencia y las pastas maravillosas. Pizzas muy originales,Escrita el 11 de octubre de 2025,1,,,,,,,,,1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,0,,
1776250569-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Excelente comida y calidad,javier m,"La comida fue una maravilla, el personal muy amable y trabajador en un espacio muy bien decorado y relajante. Estamos deseando volver, muy recomendado si buscas una comida verdaderamente italiana.",Escrita el 28 de septiembre de 2025,1,,,,,,,,,1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,0,,
1776250569-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Uno de los mejores italianos de Madrid,toutvabienici,"Hemos venido en varias ocasiones en Maruzzella y siempre es un acierto. Las pastas siempre en su punto, la pizza es sobresaliente, las carnes, los pescados y los postres siempre riquísimos.
La calidad de la comida es muy buena y su personal es excelente, siempre atentos, muy agradables y profesionales.
En esta última ocasiones fuimos con un bebé de dos años y se adaptaron tanto en la comida como en el espacio. Una maravilla. Gracias, Celia y Belkys por una atención de diez.",Escrita el 29 de agosto de 2025,2,,,,Calidad/precio,Comida,Servicio,Ambiente,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,0,,
1776250569-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buena experiencia,Tania D,Todo muy bueno. Los aperitivos deliciosos y la comida muy rica. La atención por parte de Celia fue magnífica. Volveremos,Escrita el 17 de agosto de 2025,1,,,,Calidad/precio,Comida,Servicio,Ambiente,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,0,,
1776250612-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,INCREÍBLE,Leah A,"Comida increíble, como realmente loco. Recomiendo totalmente la tasa de bits. Servicio increíble - gracias Jennifer! 🙏🙏🙏🙏🙏🙏🙏🙏🙏",6 contribuciones,Escrita el 3 de mayo de 2025,,6.0,Calidad/precio,Comida,Ambiente,Servicio,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,,,
1776250612-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Recomendamos los mejillones,Inspire22783262474,Todo perfecto. La comida muy rica y el servicio de 10 en especial de Jenifer. Volveremos! Pd: Los mejillones buenísimos,1 contribución,Escrita el 3 de mayo de 2025,,1.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,,
1776250612-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Correcto,Clara G,"La buena atención por parte de Celia fue lo mejor. La comida estaba rica, pero tampoco nos pareció nada del otro mundo (pedimos pasta y pizza).",27 contribuciones,Escrita el 3 de mayo de 2025,,27.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1776250612-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Repetiremos,Experience701799,"Comida buenísima, probamos la carbonara y estaba espectacular. 🤩🤩🤩
Belkys majisima y dando un servicio de 10. Ya hemos venido un par de veces y seguro que seguimos repitiendo",3 contribuciones,Escrita el 25 de abril de 2025,,3.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,,
1776250612-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buena experiencia,Maria Aurora M,Muy buen italiano para comer y unlugar  tranquil. Hemos probado la tagliolini al tartufo y la delizia Mari y sin duda repetiría.,1 contribución,Escrita el 12 de abril de 2025,,1.0,Calidad/precio,Comida,Ambiente,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,,,,
1776250612-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Cena italiana de calidad.,Silvia A,La cena y el servicio fueron de 10. La comida con buen sabor y Belkys nos atendió de maravilla. Fue una experiencia muy agradable. Repetiremos sin duda.,1 contribución,Escrita el 10 de abril de 2025,,1.0,Calidad/precio,Comida,Ambiente,Servicio,Estaba todo buenísimo. El ambiente muy agradable y la atención del Belkys perfecta. Precio muy adecuado a la calidad de la experiencia.,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,
1776250612-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Precioso restaurante italiano.,george m,"Cada ciudad necesita un restaurante italiano de calidad y este restaurante no decepcionó. Gran bienvenida y buena comida. Ambiente encantador, ocupado y la atención y el servicio de Rafael eran excelentes. No dudaría en animar a los visitantes de Madrid a hacer una reserva si están buscando una escapada de calidad de la cocina española.",gourock,Escrita el 10 de abril de 2025,121 contribuciones,121.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/03/21/fd/5f/globewalkergourock.jpg?w=200&h=-1&s=1,,,,,,
1776250612-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Maravilloso,Sofia S,Excelente mejoren con el pan y que la  pasta y los plato estén un poco más caliente a la hora de servir la comida y que se tarde,1 contribución,Escrita el 6 de abril de 2025,,1.0,Calidad/precio,Comida,,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,
1776250612-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Comida buena,Connector19046781310,"Hemos sido muy bien atendidos, la comida estaba muy buena y el servicio genial, hemos sido atendidos por Jenifer y todo genial es muy Maia y de servicio perfecto!",1 contribución,Escrita el 29 de marzo de 2025,,1.0,Calidad/precio,Comida,Ambiente,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,
1776250612-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Comida amigos,Aroa E,"Pizzas 100, postre 100 también, buena atención. Temperatura óptima para estar de sobremesa y el servicio a medida, un italiano","Madrid, España",Escrita el 23 de marzo de 2025,1 contribución,1.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,,,
1776250612-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buena comida en familia,Nick A,"Comida familiar con 8 niños, la comida excelente y la atención muy buena. Miguel nos atendió en terraza muy bien estando muy atento a nuestros requerimientos.","Naut Aran, España",Escrita el 23 de marzo de 2025,35 contribuciones,35.0,Calidad/precio,Comida,Ambiente,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,,,
1776250612-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Increíble,elixir,El personal muy majo y la comida muy rica yo lo recomiendo para ir con familia o solo por su ambiente y el personal con al comoda,"Madrid, España",Escrita el 23 de marzo de 2025,2 contribuciones,2.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,
1776250612-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buen servicio y comida de calidad,Toni N,"Servicio muy bueno y rápido. La pasta estuvo muy buena y la pizza también, así como los postres. Sin ninguna duda volveremos","Madrid, España",Escrita el 22 de marzo de 2025,42 contribuciones,42.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f1/c0/ae/janoguera.jpg?w=100&h=-1&s=1,,,,,,
1776250612-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Acogedor,Andrea S,"Nos encanta venir a este sitio, es muy acogedor y todo riquísimo. El trato y la atención de los camareros es excelente y muy profesionales.",2 contribuciones,Escrita el 2 de marzo de 2025,,2.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,,,
1776250612-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Restaurante Maruzzela,Martín G,"Muy buena la atención nos atendió Belkis.
Nos a encantado la experiencia. Animamos a conocer, repetiremos muy pronto.",1 contribución,Escrita el 9 de febrero de 2025,,1.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1776250595-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Sitio magnífico,Susana g,"Magnífico trato. Gente maravillosa y todo de de 10 volveremos , pocos sitios tambien !Nos  decoraron para el cumpleaños por el niño !! La comida magnífica",12 contribuciones,12,Escrita el 10 de agosto de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,,,,0,,,
1776250595-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Excelente comida y servicio,Luis H,Muy rico el rissoto y el tagliatelle al tartufo. Carpaccio genial. Y muy rico el postre nutelloto. Servicio igualmente excelente.,3 contribuciones,3,Escrita el 10 de agosto de 2025,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/99/97/6c/luis-h.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Excelente servicio y atencion,Fearless62056451316,"Excelente la comida. De los mejores restaurantes italianos que he probado. La atención 10/10, Celia y Miguel personas muy atentas. Los recomiendo 100%",1 contribución,1,Escrita el 10 de agosto de 2025,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,10/10,Nicole J,"Nos atendió Celia y otro chico muy amables los dos, siempre preguntando que tal, y la comida muy buena y lugar muy agradable :)",1 contribución,1,Escrita el 9 de agosto de 2025,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,comida deliciosa y atención excelente,Isabel L,"Venimos desde hace años y la comida esta deliciosa como siempre y la atención es excelente, todo sumamente agradable 
Un italiano de verdad",1 contribución,1,Escrita el 6 de agosto de 2025,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Muy buen restaurante italiano,LAURA H,"La amabilidad del personal es la mejor!
La receta de la boloñesa y de la arrabiata cambió y sabe cómo a jitomate de lata.
También quitaron varias cervezas italianas como la Peroni.
Lo demás sigue igual de bueno.","Madrid, España",123,Escrita el 27 de julio de 2025,,123 contribuciones,La terraza es muy agradable,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/6a/a1/93/laura-h.jpg?w=200&h=-1&s=1,,,0,,,
1776250595-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buena comida y trato,jtun0n,"La comida muy buena y  el trato excelente, 
Tomamos burrita pugliesa, carbonara y tiramisú 
Marta estuvo atenta para que todo fuese perfecto.","Madrid, España",3,Escrita el 20 de julio de 2025,,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Totalmente recomendable,Isabel O,"La comida, el ambiente y el servicio son espectaculares. Marta nos atendió de forma profesional y con una sonrisa. Los platos son abundantes.",11 contribuciones,11,Escrita el 20 de julio de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Comida italiana de calidad con un excelente servicio en un ambiente perfecto.,José Luis González,"Excelente servicio, gracias Belkys. Muy buena cocina italiana. Probamos diferentes platos y todos estaban exquisitos. Recomiendo de postre el Tiramisú. Volveremos en otra ocasión sin duda.",6 contribuciones,6,Escrita el 9 de julio de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/06/39/a7/caption.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Trato fantástico,hector p,La comida ha estado genial y la atención de Celia ha sido fantástica. Muy bien de precio. Sin duda repetiremos en un futuro.,1 contribución,1,Escrita el 5 de julio de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Muy buena cocina italiana,Nacho C,"Muy rico todo lo que comimos. Espléndidos carbonara y muy buena atención del personal, especialmente de Celia.
Llevamos años viniendo y nunca decepciona",1 contribución,1,Escrita el 5 de julio de 2025,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Deliciosa cena en Madrid,Agma T,"El lugar, la comida y los camareros eran geniales! Tenemos una ensalada caprese, que parecía una flor con ñoquis y lasaña. Todo fue fantástico!","Sao Carlos, SP",7,Escrita el 20 de junio de 2025,,7 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,La mejor pizza de Chamberí,José María G,La atención de la camarera (Jenifer) y su amabilidad fue exquisita. El ambiente del local y las pizzas margaritas estaban deliciosas. No es la primera vez que venimos y volveremos. ;),2 contribuciones,2,Escrita el 10 de mayo de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Un sitio muy recomendable y buena atención,Marta H,"El sitio es muy chulo en una ubicación tranquila y céntrica en Madrid.
La comida muy rica y muy recomendable si quieres disfrutar de una buena comida italiana.
Destacar la simpatía y la atención de Celia, la camarera. Nos dios muy buenas recomendaciones.
Sin duda repetiremos.","Madrid, España",1,Escrita el 10 de mayo de 2025,,1 contribución,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,0,,,
1776250595-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Genial,Pilar R,La comida estupenda y la atención mejor. Jenifer fue súper profesional y educada. Totalmente recomendable. Volveré!,1 contribución,1,Escrita el 7 de mayo de 2025,,,"Pedí la pasta de salmón y estaba buenísimo. El servicio excepcional. Jenifer fue muy agradable, nos recomendó bien.",Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,0,,,
