web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2,data18,data19,data20,data21,image3
1779688283-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un lugar acogedor,Luciana Nethol,"Matilda es un café de lo más cálido y acogedor, donde sirven comida caserísima deliciosa. Se puede optar por un menú para el almuerzo que consiste en un primer plato, un segundo plato, postre y bebida. La atención de Alex y Fernando es excelente, haciendo que uno se sienta muy bien recibido. Lo recomiendo 100% y volveré sin dudas cuando visite Madrid nuevamente.","Argentina central, Argentina",4 contribuciones,4.0,,Escrita el 15 de octubre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,
1779688283-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Genial,Marisa M,"No reservé y tuvimos suerte xq es peqeño y justo había mesa , comimos de me maravilla y la atención genial , volvermos","Provincia de Burgos, España",3 contribuciones,3.0,,Escrita el 12 de octubre de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/d4/80/b8/matilda.jpg?w=300&h=300&s=1,0.0,,,,
1779688283-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Leer ahora,"7 días en Italia: cómo ver Venecia, Florencia y Roma en una semana","Con trenes de alta velocidad que te llevan de una ciudad a otra, una semana es todo lo que necesitas para experimentar lo mejor de las ciudades más queridas de Italia. Solo tardarás medio día en viajar entre Venecia, Florencia y Roma, y te sobrará tiempo para explorar, gracias a los tours y paquetes que te llevarán a donde tengas que estar.",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/dc/29/d2/caption.jpg?w=400&h=400&s=1&cx=2201&cy=1467&chk=v1_fa2578b6254b9a786864,,,,,,
1779688283-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,De los mejores  restaurantes de Madrid,paloma m,"Vamos a menudo a Madrid y comer en Matilda es una parada obligatoria. Magnifico y variado menú, comedor acogedor, precio imbatible y atención de 10 por parte de Fernando y Alex!
Necesario reservar.","Alicante, España",80 contribuciones,80.0,,Escrita el 24 de septiembre de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/75/67/e1/paloma-m.jpg?w=100&h=-1&s=1
1779688283-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Sitio a visitar para desayunar cerca de Atocha.,Mario C,"En pocos sitios nos hemos sentido como aquí. Gracias por todo, nos hemos sentido como en casa! Sitio pequeñito, pero muy acogedor. En el interior igual caben entre 15-20 personas y una pequeña terracita donde caben 6 personas. 
Hemos probado desayunos, también hacen menús diarios, que no hemos probado, pero si todo lo hacen como los desayunos, recomiendo comer allí. 
Tostadas de varios tipps, croissants plancha, con queso y jamón, brutales. 
Viniendo desde Tarragona, no esperábamos encontrarnos con esta hospitalidad, y nos habéis sorprendido!
Gracias por todo, y que las cosas sigan funcionando así de bien, enhorabuena!!","Tarragona, España",81 contribuciones,81.0,,Escrita el 1 de agosto de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1
1779688283-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Encantador y acogedor,Sandra H.M,"Pequeño restaurante en el barrio de las letras, muy cerca del Prado. Tienen un menú del día muy casero a buen precio. 
Lo mejor es lo acogedor del lugar y el personal que lo lleva, te hacen sentir en casa y te tratan con mucha amabilidad a pesar de ser turistas.
Jarrita con agua al sentarte y atención humana. Pequeños detalles que marcan.","Granada, España",32 contribuciones,32.0,,Escrita el 26 de julio de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/54/a0/matilda.jpg?w=300&h=300&s=1,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1
1779688283-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy recomendable,Pablo Alicante,Excelente el sitio. Trato súper cordial. Muy recomendable. Precio ajustado y cantidad  más que suficiente. Repetiremos seguro,"Barcelona, España",7 contribuciones,7.0,,Escrita el 11 de junio de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1
1779688283-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un lugar fantástico,Sylvia_alba,"Me encanta este pequeño local, por su comida, su trato exquisito, la decoración, los postres... Y a un precio estupendo.
No dejes de venir.",9 contribuciones,9 contribuciones,9.0,,Escrita el 5 de junio de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/17/7e/7c/matilda.jpg?w=300&h=300&s=1,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/34/21/cf/sylvia-b-alba.jpg?w=100&h=-1&s=1
1779688283-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Explora ahora,Descubre Hiroshima,Descubre por qué a los viajeros como tú les encanta Hiroshima,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a4/aa/02/caption.jpg?w=400&h=400&s=1,,,,,,
1779688283-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un café magico,Raúl González,Un lugar unico por el corazón que los que lo llevan ponen en cada detalle. Trato cercano y comida exquisita y buena música en un local donde puedes hasta comprar cositas de artistas del barrio.,"Madrid, España",1 contribución,1.0,,Escrita el 16 de enero de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1
1779688283-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,"Un sitio para sentirte como en casa, maravilloso.",Somosnomadas,"Creo que es de los mejores lugares de Madrid.

Entras a este sitio y respiras calma y amor por las cosas bien hechas.

Son súper amables, y la comida es excelente. Todo hecho con cariño, y se nota.

Relación calidad precio, es insuperable. Y la atención lo mejora aún más.

Volveré en cada visita a Madrid.","Málaga, España",194 contribuciones,194.0,,Escrita el 20 de diciembre de 2020,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1
1779688283-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Uno de los mejores cafés de,Heloísa R,"Uno de los mejores cafés de la ciudad. Gran ambiente, gente amable y comida increíble. Vamos todos los fines de semana. Los brindis son geniales y todo lo demás está delicioso.",3 contribuciones,3 contribuciones,3.0,,Escrita el 29 de agosto de 2020,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1
1779688283-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Alex+Fernando=Hogar,mmcc2019,"Alex+Fernando=hogar
Original, un pequeño hogar con una decoración singular con antigüedades y  vajilla de la abuela lo que le da ese toque de estar en casa.
Los desayunos son fabulosos (tienen un bizcocho........que mi hija se comía hasta las miguitas del plato) y la atención de Alex y Fernando te hacen sentir que estás entre amigos.
Volveremos
Irati, Ane, Marian y Fede.",8 contribuciones,8 contribuciones,8.0,,Escrita el 10 de agosto de 2020,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1
1779688299-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Espectacular,Toño T,"No era lo que buscábamos, pero fue por eso aún mejor, lo vimos entramos y nos sorprendió, buena atención, sitio curioso y bien cuidado, para la antigüedad que derrochaba, la comida, poca oferta del menú de día, pero suficientemente bien preparada y cantidad, estaba buenísimo lo que comimos y nunca dejaré de alagar la buenísima atención cuando la recibo, con fue en este sitio
De verdad merece la pena repetir y que se os descubra el que no os conozca
Yo me alegro de haberlo hecho
Os deseo lo mejor",7 contribuciones,7,Escrita el 4 de agosto de 2020,,"Valladolid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/87/5b/e1/tonno-t.jpg?w=100&h=-1&s=1,,,,,,
1779688299-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Gran descubrimiento,Patricia,Comida y servicio excelentes en un lugar con mucho encanto. Mención especial al gazpacho de melón. ¡Sin duda volveremos!,1 contribución,1,Escrita el 11 de julio de 2020,,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,,,,
1779688299-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Excelente combinación,Alfredo,"Excelente combinación de servicio, comida,
Ambiente, sencillez. Yo lo descubrí hace ocho años trabajando cerca y después cuando puedo vuelvo con la familia. Es de esos sitios que quieres guardar como un tesoro para que siempre se mantenga igual. La persona al frente de ello le imprime ese carácter y personalidad.",1 contribución,1,Escrita el 25 de abril de 2020,,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,,
1779688299-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Cafecito de Barrio,Adriana S,"Es un cafecito coqueto/antiguo de barrio, pequeño pero super agradable. La atención inmejorable, como si fueramos amigos de toda la vida. Desayune en 2 ocasiónes. Tipico desayuno Español muuy bien hecho. Pan con tomate y queso y Tartas caseras muy buenas tmb. Sencillo pero muy rico y agradable",32 contribuciones,32,Escrita el 14 de marzo de 2020,,"Bogotá, Colombia",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,
1779688299-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Desayuno como en casa,JOSE ANTONIO E,Es un lugar con encanto.  Hemos pasado tres días en Madrid desayunando como si estuviesemos en casa con un trato exquisito y una atmósfera de tranquilidad que te traslada a otros tiempos. Lugar pequeño con una decoración de objetos antiguos y cuadros de exposición para su venta. Personal muy agradable y simpatico con un servicio rápido y atento. Si estáis cerca de estacion de Atocha acercaros y disfrutar.,3 contribuciones,3,Escrita el 17 de febrero de 2020,,3 contribuciones,,,,,,,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,,
1779688299-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un lugar con encanto: como estar en casa,Vicky V,"Es uno de los lugares con más encanto del barrio. Trabajamos cerca y no podemos evitar ir todos los días a tomar un café con el bizcocho de cortesía y disfrutar del lugar, del café y de la buena energía y amabilidad del personal. Sin dudas, uno de esos espacios que te alegran el día. Además, es un gusto ir a un sitio auténtico y con alma.

Betania y Vicky",22 contribuciones,22,Escrita el 7 de febrero de 2020,,"Madrid, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,,,
1779688299-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy buen sitio para tomar,Luis M,"Muy buen sitio para tomar un buen café y variedad de desayunos.
La atención perfecta y profesional así como encantadores.
Si estás por atocha ven aquí a desayunar.",8456 contribuciones,8456,Escrita el 5 de febrero de 2020,,"Boadilla del Monte, España",,,,,,,68,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/e7/66/fe/caption.jpg?w=100&h=-1&s=1,,,,,,
1779688299-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Encantador,Olga G,"Me ha gustado mucho, la comida es casera, no es nada caro, el personal es muy amable y te informan perfectamente de cada plato y de lo que te puede gustar más.",17 contribuciones,17,Escrita el 4 de febrero de 2020,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,
1779688299-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Desayuno,Javier B,"Lugar con encanto y muy buen trato por parte del personal. Cuentan con variedad de desayunos y tipos de café. El café muy bueno y variedad en tostadas y bollería. Muy agradable para ir y pasar un buen rato desayunando o, simplemente, tomando un buen café!",686 contribuciones,686,Escrita el 28 de enero de 2020,,"Logroño, España",Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/73/92/fd/javier-b.jpg?w=100&h=-1&s=1,,,,,,
1779688299-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Café encantador,Sophie,Personal muy amable y buena comida a buen precio. Hermosa ubicación y obras de arte. Menú para 3 platos y café por 12 €.,22 contribuciones,22,Escrita el 10 de enero de 2020,,22 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1779688299-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Restaurante curioso o peculiar,Javier,"Sitio recomendable con ambiente familiar. Al ser pequeño es conveniente reservar antes. Es un local pequeño decorado con objetos antiguos. Es curiosa la vajilla que usan porque cada plato es diferente y parecen heredados de la abuela o comprados en el rastro. Tienen un menú del día económico que está bien. Yo comí tortilla de patata y pollo de corral, que estaba bueno. Diferentes tartas o bizcochos caseros de postre. Los camareros muy simpáticos y con un sentido del humor que te hacen la comida muy agradable. El sitio es demasiado pequeño y te hace estar un poco ""apretado"".",1 contribución,1,Escrita el 5 de enero de 2020,,"Palencia, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,
1779688299-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Familiar y encantador,Carmenpam,"Un sitio para recomendar, tanto para tomar café, como para comer un menú del día a buen precio, con cocina de toda la vida con toque especial. Postres caseros. Pequeño con detalles como exposición de pinturas que venden y otros encantos, como sus dueños. Muy agradable.",14 contribuciones,14,Escrita el 3 de enero de 2020,,14 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,,
1779688299-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Comida,Raul,Muy bueno. Personal muy simpático. Servicio rápido y local muy bonito. Menú variado y buena relacion calidad precio.,3 contribuciones,3,Escrita el 3 de enero de 2020,,3 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,,
1779688299-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,AMBIENTE Y PERSONAL ENCANTADORES,Tony_Trives,"Si el ambiente y decoración del local no es suficiente para atraparte, el trato de Álex y Fernando terminará por hacerlo. Son dos personas encantadoras que dan un excelente trato a los clientes.
Nosotros fuimos tanto a desayunar como a comer.
Ideal para un buen desayuno. El zumo de naranja es 100 % natural y tienen varias tartas caseras a cuál mejor. De salado no probamos nada.
Para comer tienen un menú que consta de tres primeros y tres segundos a elegir, una bebida, postre y café. No son platos excesivamente complicados pero están muy buenos y con ingredientes de calidad. Si vas a comer, imprescindible reservar.
Para nosotros va a ser un fijo en nuestras escapadas a Madrid.",19 contribuciones,19,Escrita el 31 de diciembre de 2019,,"Alicante, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,0,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,
