web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,data4,image3
1776261905-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Recomendable,Rafa,Muy buena experencia con Félix,"¡Hola! Muchísimas gracias por tu recomendación. Nos alegra enormemente saber que tuviste una muy buena experiencia con nosotros y que Félix te brindó esa atención tan especial que nos caracteriza en el Retiro; le pasaremos tu felicitación de inmediato, ¡le va a hacer mucha ilusión!

Por cierto, ya que te ha gustado la experiencia, la próxima vez te aconsejamos que pruebes nuestras Tortillitas de Camarones; son crujientes, ligeras y te transportan directamente a la Bahía de Cádiz. ¡Te van a encantar!

¡Te Esperamos!",Escrita el 9 de abril de 2026,2 contribuciones,2.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelentes camareros,Mayee R,"Excelente ambiente! Comida! La atención de Talía, yeni y Rocío inmejorable volvería de nuevo si ellas me atienden de nuevo!","¡Hola! Muchísimas gracias por visitarnos y por compartir una experiencia tan alegre. Nos hace muchísima ilusión saber que disfrutaste del ambiente y de nuestra cocina, pero sobre todo nos emociona que destaques la atención de Talía, Yeni y Rocío.

Son unas profesionales increíbles y les va a encantar saber que su trabajo hizo que tu visita fuera inmejorable. ¡Te aseguramos que las tres estarán encantadas de recibirte de nuevo en casa!

¡Te Esperamos!",Escrita el 6 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Para compartir un buen rato y rica comida,Eneris N,"La Gaditana del Retiro: pescado de verdad, sin adornos. Producto fresco, bien ejecutado y precio acorde a la calidad. Profesionalidad y exquisita atención además de muy bien ubicado.","¡Hola! Muchísimas gracias por tus palabras. Nos hace mucha ilusión que destaques nuestro producto; en La Gaditana creemos que cuando el pescado es fresco y de calidad, no necesita adornos, solo el mimo de una buena ejecución. Nos alegra enormemente que disfrutaras tanto de la comida como de nuestra atención profesional en el Retiro. ¡Es un placer ser tu rincón favorito para compartir un buen rato!

¡Te Esperamos!",Escrita el 6 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Espectacular,Cristina J,"Todo espectacular, la comida, el ambiente....pero sin duda aún mejor si cabe, la atención de Talya, cada una de sus recomendaciones mejor que la anterior. Un gusto encontrar gente tan profesional que hace sentir asi de bien al cliente. Riquísimas las Croquetas de Carabineros y el arroz del señoret. Enhorabuena, para volver una y otra vez","¡Hola, Cristina! Muchísimas gracias por compartir una experiencia tan espectacular con nosotros. Nos hace una ilusión tremenda leer tus palabras, especialmente cuando destacas el trabajo de Talya; es una profesional increíble y le encanta guiaros por nuestra carta para que disfrutéis al máximo. Le transmitiremos tu felicitación de inmediato, ¡se va a poner muy contenta!

Nos alegra que las Croquetas de Carabineros y el Arroz del Señoret os conquistaran; son, sin duda, dos de nuestros platos con más sabor a mar. ¡Estamos deseando recibiros de nuevo en casa para seguir sorprendiéndoos!

¡Te Esperamos!",Escrita el 4 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy bien,Hanna B,"Tuvimos un camarero llamado Félix. Fue muy amable y también nos ayudó a encontrar una mejor manera de llegar al estadio para un partido. En general, el restaurante era muy bueno y la comida estaba muy rica. Lo recomiendo.","¡Hola, Hanna! Muchísimas gracias por tu recomendación. Nos hace muchísima ilusión saber que disfrutaste de nuestra cocina y, sobre todo, que Félix os hiciera sentir tan bien atendidos. 

En La Gaditana nos encanta cuidar los detalles, y saber que Félix os ayudó incluso con las indicaciones para llegar al estadio nos llena de orgullo; es un reflejo de la pasión que pone todo nuestro equipo. Le transmitiremos tu mensaje de inmediato, ¡seguro que le hace mucha ilusión recordaros!

¡Te Esperamos!",Escrita el 4 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Ambiente,Servicio,Comida,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Semana santa 2026,Santiago M,"La gaditana poco más que añadir, servicio , ubicación , calidad, todo genial.
Talía , Rocío y Jenni te hacen sentir como en casa.
Volveremos!!!!","¡Hola, Santiago! Muchísimas gracias por elegirnos para disfrutar de esta Semana Santa. Nos hace muchísima ilusión leer que para ti todo estuvo genial, desde la ubicación hasta la calidad de nuestra cocina.

Le transmitiremos tu felicitación directamente a Talía, Rocío y Jenni; les va a encantar saber que su atención hizo que os sintierais como en vuestra propia casa. Ese es precisamente nuestro objetivo cada día. ¡Estamos deseando que volváis pronto a vernos!

¡Te Esperamos!",Escrita el 4 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Muy rico todo, opinión unánime de la mesa.",Sonia S,"Muy bien cocinado todo. Entramos por casualidad y fue un acierto, comimos muy bien atendidos por Félix. Un buen descubrimiento muy recomendable","¡Hola, Sonia! Muchísimas gracias por tu recomendación. Nos hace muchísima ilusión saber que entrar por casualidad en nuestra casa del Retiro fuera todo un acierto para vosotros. 

Saber que hubo unanimidad en la mesa sobre lo rico que estaba todo es el mejor piropo que nos podéis dedicar. Le transmitiremos tu felicitación a Félix de inmediato; le va a encantar saber que su atención hizo que vuestro descubrimiento fuera tan especial. ¡Esperamos que esa casualidad se convierta pronto en una costumbre!

¡Te Esperamos!",Escrita el 4 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,REPETIREMOS SEGURO!,carlos p,"Fantástica velada en la gaditana una , en especial por el servicio brindado por Felix. Un profesional y una persona maravillosa.
Repetiremos seguro!!","¡Hola, Carlos! Muchísimas gracias por tus palabras. Nos hace muchísima ilusión saber que tuviste una velada fantástica con nosotros y que Félix hizo que fuera aún más especial. 

Le transmitiremos tu mensaje directamente a él; le va a emocionar mucho saber que su trato y su profesionalidad te dejaron un recuerdo tan bueno. Es un orgullo contar con personas como Félix en nuestro equipo del Retiro. ¡Estamos deseando recibiros de nuevo en vuestra próxima visita!

¡Te Esperamos!",Escrita el 4 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Genial,Mobile24479719649,"Félix  nos atendió genial, todo muy rico",1 contribución,Escrita el 26 de marzo de 2026,Escrita el 7 de abril de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu comentario! ✨

Nos alegra saber que pasaste un rato 'genial' con nosotros y que todo te pareció muy rico. Le pasaremos tu felicitación a Félix; siempre se esfuerza por dar ese trato tan atento que mencionas. ¡Esperamos que vuelvas a visitarnos muy pronto en nuestro local del Retiro!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,No fallas nunca.,eduardcaus,"Todo perfecto y Felix un crack. 
El solomillo de atun…muy top.",23 contribuciones,Escrita el 26 de marzo de 2026,Escrita el 7 de abril de 2026,"Badalona, España",23,mar 2026 • Negocios,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c9/2f/a2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,"¡Hola Eduard! Muchas gracias por visitarnos desde Badalona y por tu fidelidad. 😊

Nos hace mucha ilusión leer ese 'no fallas nunca'; trabajamos duro cada día en el Retiro para que así sea. Tienes toda la razón, nuestro solomillo de atún es uno de los platos que más cuidamos y nos alegra que te pareciera 'muy top'. >
Le daremos un fuerte abrazo a Félix de tu parte; le encantará saber que su servicio sumó para que todo fuera perfecto. ¡Te esperamos en tu próxima visita a Madrid!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Bueno sitio,Mayara L,Félix fue muy amable y muy atento  con nosotros! Super recomendable el sitio!,1 contribución,Escrita el 26 de marzo de 2026,Escrita el 7 de abril de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,"¡Hola Mayara! Muchas gracias por tu visita y por dedicarnos estas palabras.

Nos alegra mucho saber que te sentiste tan bien atendida por Félix; es un profesional fantástico y siempre está muy atento a cada detalle para que nuestros clientes disfruten al máximo. Le pasaremos tu recomendación de inmediato. ¡Esperamos volver a verte muy pronto por nuestro local del Retiro!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelente servicio y comida.,Daniel D,"Excelente comida y servicio y en un ambiente muy confortable. Nos ha atendido Félix que es un excelente profesional. Repetiremos sin duda, todo un acierto. 
Platos: aún, rodaballo, croquetas y ensalada de la casa. De 10.",1 contribución,Escrita el 26 de marzo de 2026,Escrita el 7 de abril de 2026,"Ámsterdam, Países Bajos",1,mar 2026 • Negocios,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c8/9f/ca/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,"¡Hola Daniel! Muchísimas gracias por visitarnos desde Ámsterdam y por tu excelente reseña. 😊

Nos hace mucha ilusión saber que disfrutaste de nuestra propuesta en ese ambiente confortable que tanto cuidamos en nuestro local del Retiro. Has hecho una selección de platos fantástica: el atún y el rodaballo son pilares de nuestra carta, y nuestras croquetas y ensalada de la casa nunca fallan. >
Le transmitiremos tus palabras a Félix; como bien dices, es un excelente profesional y le encanta que los clientes se vayan con esa sensación de 'acierto total'. ¡Tomamos nota de ese 'repetiremos sin duda'! Os esperamos pronto.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Todo muy muy bien!,Patricia A,"Muy buena atención en especial de Talya y Rocío, siempre nos atienden con buena actitud y amabilidad. Solemos ir un grupo del trabajo y su atención es de 10!",3 contribuciones,Escrita el 25 de marzo de 2026,Escrita el 7 de abril de 2026,"Lima, Perú",3,mar 2026 • Negocios,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,"¡Hola Patricia! Muchísimas gracias por visitarnos y por ese 'muy muy bien' desde Lima. 🇵🇪✈️

Nos hace muchísima ilusión que destaques la atención de Talya y Rocío; son dos pilares de nuestro equipo y siempre contagian esa buena actitud y amabilidad que mencionas. Saber que somos vuestro sitio de confianza para las reuniones de trabajo nos llena de orgullo. ¡Le transmitiremos vuestro 10 de inmediato! Os esperamos pronto a todo el grupo por aquí.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelente servicio,Ivan M,"Todo excelente, nos atendieron Talya y Rocío, todo muy bien son muy simpáticas y amables.",1 contribución,Escrita el 24 de marzo de 2026,Escrita el 25 de marzo de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu reseña, Iván!

Nos hace mucha ilusión saber que disfrutaste de un servicio excelente en La Gaditana Retiro. Transmitiremos tus palabras directamente a Talya y Rocío; les encantará saber que su simpatía y amabilidad hicieron que vuestra visita fuera tan positiva.

Para nosotros es fundamental que, además de comer bien, os sintáis como en casa en esta zona de Retiro tan especial.

¡Esperamos que vuelvas a visitarnos muy pronto para seguir disfrutando de lo mejor de Cádiz con nosotros!

¡Te esperamos!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Increíble comida y servicio,Explorer58290240094,Una experiencia y comida increíble. La atención de Adrián fue impecable y súper atenta. Muy recomendado.,1 contribución,Escrita el 24 de marzo de 2026,Escrita el 25 de marzo de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu reseña y por tu recomendación!

Nos alegra muchísimo saber que viviste una experiencia increíble en La Gaditana Retiro. Le transmitiremos tus felicitaciones personalmente a Adrián; nos enorgullece contar con profesionales tan atentos que cuidan cada detalle para que os sintáis especiales en nuestra casa.

Trabajamos con mucha ilusión para traer el mejor sabor de Cádiz a esta zona de Retiro tan emblemática, y saber que tanto la comida como el servicio fueron de tu agrado es nuestra mejor recompensa.

¡Esperamos volver a verte muy pronto para otra comida de diez!

¡Te esperamos!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy buen ambiente,Carmen Gimenez,"Rocío y talya las mejores!!!! Con una sonrisa y un buen humor que se contagia. Si tengo que tomarme una tapa, 100% aquí.",2 contribuciones,Escrita el 22 de marzo de 2026,Escrita el 23 de marzo de 2026,2 contribuciones,2,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,"¡Mil gracias, Ccaarrggmm! No sabes la ilusión que nos hace leer tu comentario. Pasaremos tu mensaje directamente a Rocío y Talya; les va a encantar saber que su sonrisa y buen humor hicieron que tu visita fuera especial.

Al final, una buena tapa sabe mejor cuando se sirve con cariño. ¡Te esperamos pronto para la siguiente ronda!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Buen marisco y mejor servicio,Cristina S,Buena comida y servicio rapido. Las zamburiñas y el pulpo increible... no pudimos pedir postre pero tenian muy buena pinta..  y el camarero de gafas... super atento y profesional.,97 contribuciones,Escrita el 22 de marzo de 2026,Escrita el 23 de marzo de 2026,"Ibiza, España",97,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,"¡Muchas gracias por tu visita y por tus 43 contribuciones en TripAdvisor, Cristina! Nos alegra saber que disfrutaste de nuestras Zamburiñas y de nuestro Pulpo a la Gaditana; son dos de los bocados más representativos de nuestra cocina.

Le daremos tu enhorabuena a nuestro compañero de gafas; en La Gaditana el servicio profesional es nuestra seña de identidad. Nos da pena que no pudieras llegar al postre... ¡nuestra Tarta de queso horneada o la Tarta de queso fría de la casa te esperan para tu próxima visita!

Un saludo de todo el equipo de la calle Castelló.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Buen sitio,Juanlu A,Genial. Buen sitio para hechar el vermut y cenar. Talya y Rocio las mejores.,1 contribución,Escrita el 22 de marzo de 2026,Escrita el 23 de marzo de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,"¡Muchas gracias por tu comentario, Juan! Nos alegra saber que disfrutaste de ese vermut y la cena con nosotros.

Les transmitiremos tus palabras a Talya y Rocío; les hará mucha ilusión saber que su atención fue lo mejor de tu visita. ¡Te esperamos pronto para la próxima ronda de tapas y buen ambiente!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Atención y calidad,Susana S,"La comida y la atención excepcional como siempre. Muchas gracias especialmente a Talía por su rápido servicio, amabilidad y simpatía.",1 contribución,Escrita el 22 de marzo de 2026,Escrita el 23 de marzo de 2026,1 contribución,1,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,"¡Muchas gracias por tu fidelidad, Susana! Nos hace muy felices leer que tanto la comida como la atención te resultaron excepcionales 'como siempre'.

Le daremos tu agradecimiento especial a Talía; su rapidez, amabilidad y esa simpatía que mencionas son parte de lo que hace especial a La Gaditana. ¡Estamos deseando recibirte de nuevo muy pronto!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Atención de 10,ang,"Que bueno ir a un sitio que hagan lo imposible por ponerte una mesa un día que están hasta arriba.
La cocina,  como siempre, todo muy rico.
Y la atención del personal de 10...gracias a Adrián,  Yenifer y Cesar.

Volveremos",2 contribuciones,Escrita el 21 de marzo de 2026,Escrita el 22 de marzo de 2026,2 contribuciones,2,mar 2026 • Amigos,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bd/f9/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu reseña, anfasemu! Nos hace muchísima ilusión leer que pudimos buscar ese hueco para vosotros a pesar de estar completos; en La Gaditana siempre intentamos hacer 'lo imposible' para que nadie se quede sin su ración de alegría. Le pasaremos vuestro agradecimiento personal a Adrián, Yenifer y Cesar; son unos profesionales increíbles y se alegrarán mucho de saber que su esfuerzo valió la pena. ¡Estamos deseando volver a veros muy pronto por Retiro! ¡Un saludo!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
