web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,position,image3,image4
1779688702-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Excelente,Juan Carlos Franco,"Buen ambiente, la comida estuvo muy buena solo un poco picante para mis estándares. El servicio excelente. Lo recomiendo.",25 contribuciones,Escrita el 14 de febrero de 2022,,,,"Bogotá, Colombia","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,,,25.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,
1779688702-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,,,,,,Leer ahora,12 experiencias y lugares de rodaje emblemáticos de Harry Potter en Londres,"20 años después, la magia del mundo mágico de Harry Potter sigue viva. Tanto si tienes los libros ya gastados como si has visto las películas hasta la saciedad (o ambas cosas; como tiene que ser), como buen fan de Harry Potter no puedes perderte Londres, donde se pueden visitar los lugares de rodaje, las fuentes de inspiración y las atracciones que evitarán que este fuego eterno se apague.",,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/dc/15/52/caption.jpg?w=400&h=400&s=1&cx=700&cy=504&chk=v1_99d8403675da1a442f8d,,,,
1779688702-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Excepcional,Esteban C,"Súper experiencia, primera vez que venimos a comer a un Hindu, la comida súper rica, un servicio al cliente inmejorable, volvería seguro : )",1 contribución,Escrita el 14 de febrero de 2022,,,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,
1779688702-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Tarde exótica,Lizeth M,"Excelente atención y la comida muy rica, el pollo y el cordero están espectaculares, probad la cerveza Cobra y rematad con el helado de Mango, es una bomba de sabores que te llevarán fuera de España.

Todo muy rico, volveré!!",2 contribuciones,Escrita el 13 de febrero de 2022,,,,2 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/11/85/0d/arpit.jpg?w=300&h=300&s=1,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,
1779688702-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,La india en pleno Madrid,Creativan79,Súper y 100% recomendable. Una muy buena atención y recomendaciones por el personal para venir a cenar la primera vez,6 contribuciones,Escrita el 13 de febrero de 2022,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/10/af/07/arpit.jpg?w=300&h=300&s=1,6.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,
1779688702-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Buena opción en la zona de las tablas,Manuel F,"Vinimos por el menus del chef ganador de masterchef india y hemos salido muy contentos. Muy buen trato por parte de todo el personal, cantidad perfecta y muy rica.",3 contribuciones,Escrita el 12 de febrero de 2022,,,,3 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/10/a1/27/arpit.jpg?w=300&h=300&s=1,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,
1779688722-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Comida Indian muy tipica!,Shyla B,un sitio muy bueno en las tablas. Fue con mi familia para probar comida para nuestra boda. Y la comida muy muy rico! I 100% recommend this place!,4 contribuciones,Escrita el 12 de febrero de 2022,4 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0f/37/48/arpit.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0f/37/49/arpit.jpg?w=300&h=300&s=1,4.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0f/37/4f/arpit.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1
1779688722-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Una cena muy agradable,Paula G,"Pedimos el menú degustacion y variaron el plato principal para que pudiéramos probar más cosas.
El trato excelente y la comida muy rica. Además adaptan el picante a tu preferencia.
Buena relación calidad precio.
Muy recomendable.",2 contribuciones,Escrita el 12 de febrero de 2022,2 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1
1779688722-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Muy bueno,kdl,"Toda la comida muy buena. Kulfi caseros. También tienen platos picantes. 
La chica que nos atendió es muy atenta.
Recomendado. 😋😁",1 contribución,Escrita el 9 de febrero de 2022,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1
1779688722-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Estupendo,Marta S,"Fuimos a cenar en familia,  todo genial, las samosas muy sabrosas y los cormas, curris y demás todo buenísimo.  El helado de mango casero y con sabor a cardamomo. Volveremos seguro!!.",4 contribuciones,Escrita el 4 de febrero de 2022,4 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1
1779688722-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Excelente comida!,Ivan241,"Nos hemos ido con una gran sorpresa de lo rico que ha sido y la gran atención brindada por el equipo de trabajo.

Definitivamente un lugar a visitar con una carta que cubre todos los paladares!!!",3 contribuciones,Escrita el 13 de enero de 2022,"Los Cabos, México",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,3.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1
1779688722-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Muy bien,FioreMadrid,Muy buena atención y la comida muy rica. Los precios razonables. Es la segunda vez que venimos y seguramente repetiremos.,15 contribuciones,Escrita el 9 de enero de 2022,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,15.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1
1779688722-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Espectacular,Araceli S,"La imagen del restaurante es modesta pero la comida es excelente. 
Muy recomendable y ajustado de precio, 
De los mejores de Madrid",3 contribuciones,Escrita el 8 de enero de 2022,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cf/fa/4e/arpit.jpg?w=300&h=300&s=1,,3.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cf/fc/34/aracelis302.jpg?w=100&h=-1&s=1
1779688722-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Comida India para chuparse los dedos,Ale Peña,"La comida ha estado riquísima, me gustó especialmente el pollo korma pero todo estaba para chuparse los dedos. Un sitio muy agradable al que volveré seguro.",2 contribuciones,Escrita el 6 de enero de 2022,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cd/4a/e3/caption.jpg?w=300&h=-1&s=1,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1
1779688722-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Excelente experiencia,Gema,"El local está ambientado con decoración de la india, la comida estaba espectacular, al principio ponen a cuenta de la casa una especie de pan con salsas muy buenas. De entrante pedimos unas verduritas que estaban muy buenas, y de segundo arroz, pollo, y unas albóndigas que estaban espectacular, las raciones eran abundantes, la relación calidad precio excelente y además con opciones vegetarianas, y a destacar la atención del camarero, que en todo momento fue super atento y amable, volveremos sin dudarlo.",8 contribuciones,Escrita el 5 de enero de 2022,"Santander, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cb/7b/3b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cb/7b/3c/caption.jpg?w=300&h=300&s=1,8.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/cb/7b/3d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/53/97/3d/gemabm24.jpg?w=100&h=-1&s=1
1779688722-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Satisfactoria primera experiencia Hindú,Jesus L,"Para comenzar el año hemos optado por probar un restaurante hindú por primera vez, y viendo otras críticas, nos hemos decantado por este local. 
La verdad que nos ha gustado todo. Informando en cada plato en que consistía y comiendo el menú degustación que tienen. 
Muy recomendable y buen trato.",12 contribuciones,Escrita el 4 de enero de 2022,"Toledo, España",,,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c1/cf/01/arpit.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c1/cf/04/arpit.jpg?w=300&h=300&s=1,12.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c1/cf/05/arpit.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/93/cf/cb/dyem1999.jpg?w=100&h=-1&s=1
1779688722-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Muy bueno todo,946rosaf,Todo buenisimo y buen servicio. Butter chiken delicioso. Volveremos seguro. Camarera muy amable y servicial.,2 contribuciones,Escrita el 9 de diciembre de 2021,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1
1779688722-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Muy rico todo :),JoseDoc,"Muy buenos todos los platos que probamos.Ambiente tranquilo y local limpio.El arroz basmatic con frutos secos junto con el pollo tika masala y el cordero picante(no recuerdo su nombre) muy muy bueno, y bien acompañado de unas Cobra fresquitas.",3 contribuciones,Escrita el 4 de diciembre de 2021,3 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,3.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1
1779688722-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Cena fantástica,Alejandro M,"Todo muy bien, fue nuestra primera vez en un restaurante hindú y la verdad, estuvo genial. Nos recomendó un amigo con el cual fuimos y nos guió un poco. De todas formas los camareros son muy simpáticos y atentos por lo que podéis preguntarles según vuestros gustos. Mención especial Joselín, muy servicial y profesional.

Todo riquísimo!!!",2 contribuciones,Escrita el 3 de diciembre de 2021,2 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1
1779688722-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,¡Buenísimo!,Laura P,"Venimos bastante a menudo, y siempre es un 10
La atención, el trato y la comida.
Todo está cuidado y muy bueno.",1 contribución,Escrita el 3 de diciembre de 2021,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,1.0,,
1779688722-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11655913-Reviews-Arpit-Madrid.html,Mejor de lo esperado,HJESWANI,"Fuimos anoche unos amigos por probar la comida india y fue una recomendación de un amigo. Cuando fuimos el trato fue de 10 sobre todo con uno de los empleados llamado Haresh que sus recomendaciones fueron acertadas y la atención en todo momento de 10. Sin duda, un nuevo restaurante al que añadir a la lista y repetir con la familia.",1 contribución,Escrita el 2 de diciembre de 2021,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1
