web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,position2,image,image2,image3,data20,data21,data22,name
1777310023-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,"Buena comida y buen trato de la camarera Elayne siempre pendiente de todo, muy profesional",DAREDEVER,"La carne top y el trato muy bien
Todo estaba muy rico y el menu es muy variado. Volveria a repetir sin dudarlo.
Sitio recomendado",11 contribuciones,Escrita el 9 de junio de 2025,11.0,"Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de tu visita a nuestro restaurante.
Te esperamos de nuevo siempre que desees.
¡Hasta pronto!","Mérida, España",Escrita el 10 de junio de 2025,SteakBurger C,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0.0,
1777310023-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Comida en familia,Tatiana M,"Buenas hamburguesas, ambiente tranquilo y buena música.  Elayne nos atendió en el restaurante de Castellana y de manera muy agradable.",1 contribución,Escrita el 30 de mayo de 2025,1.0,"Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de tu visita a nuestro restaurante y con la atención de nuestra compañera Elayne. Nos encantará recibiros de nuevo muy pronto.
Saludos.",1 contribución,Escrita el 31 de mayo de 2025,SteakBurger C,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0.0,
1777310023-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Todo excelente :),fahlero131113312,La comida estuvo increíble! Y Elaine y todo el equipo super atentos en la atención! Mención especial a la cookie con helado :),4 contribuciones,Escrita el 28 de mayo de 2025,4.0,"Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de la atención de nuestra compañera Elayne y de nuestra cookie al horno con helado. Nos encantará recibirte de nuevo siempre que desees.
Hasta pronto!",4 contribuciones,Escrita el 30 de mayo de 2025,SteakBurger C,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0.0,
1777310023-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Jacopo,Jacopo J,"Sitio muy acogedor y cómodo para comer.
Muy rica la comida. Atención de Sol estupenda, todo muy completo. Volveremos seguro",5 contribuciones,Escrita el 11 de mayo de 2025,5.0,,5 contribuciones,,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,
1777310060-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Buena comida y buen servicio.,Flyer745118,"La comida estuvo muy bien, pudimos sentarnos rápidamente y sin reserva, por último, Elayne nos trató fenomenal. Repetiremos.",,1 contribución,1.0,Escrita el 18 de diciembre de 2024,,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,
1777310060-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,,,,,,,,,Leer ahora,Quédate y descubre los tesoros ocultos de Hiroshima — de la paz a la aventura,"Ruta dorada, final de platino — Hiroshima eleva tu viaje por Japón.",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/67/dd/ae/caption.jpg?w=400&h=400&s=1&cx=4096&cy=2752&chk=v1_4cc8bb50a02acd7b87cb,,,,,,
1777310060-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,La mejor burguer vegetariana,Patricia F,"Excelente atención, Elayna fue la mejor! Nos atendió de maravilla!! La hamburguesa deliciosa!! Fue todo muy agradable el sitio muy cálido y el personal atento!","Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de tu visita a nuestro restaurante. Estaremos encantados de recibirte de  nuevo muy pronto.
Saludos.",2 contribuciones,2.0,Escrita el 12 de diciembre de 2024,Escrita el 15 de diciembre de 2024,,,,2 contribuciones,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Excelente,Jackie O,"Fiorela nos ha tratado con mucho respeto y amabilidad. Un gusto tratar con personal tan cercano ❤️

La comida además, deliciosa","Muchas gracias por tu comentario. Nos complace saber que disfrutaste de tu visita a nuestro restaurante. Estaremos encantados de recibirte de nuevo siempre que desees.
¡Hasta pronto!",1 contribución,1.0,Escrita el 1 de diciembre de 2024,Escrita el 7 de diciembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,gracias Fiorella,Ezequiel S,Gracias a Fiorella por el consejo y siempre con una bonita sonrisa. Ella dio recomendaciones y solucionó cualquier duda cuando nos enfrentábamos a algunos problemas leyendo el menú en el teléfono sin gafas.,"Muchas gracias por tu comentario. Nos alegra saber que disfrutasteis con la atención de nuestra compañera Fiorella. Nos encantará recibiros de nuevo siempre que deseéis.
Saludos.",1 contribución,1.0,Escrita el 30 de noviembre de 2024,Escrita el 7 de diciembre de 2024,,,,1 contribución,SteakBurger C,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Mejor visita,carmiña lucia g,"Realmente disfruté mi visita la conexión Wi-Fi gratuita fue una gran ventaja, los asientos increíblemente comodos. Es agradable encontrar un lugar con un excelente servicio y atención lo recomiendo al 100%  excelente atención por Ángela.","Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de tu visita a nuestro restaurante. Estaremos encantados de recibirte de nuevo muy pronto.
Saludos.",7 contribuciones,7.0,Escrita el 29 de noviembre de 2024,Escrita el 7 de diciembre de 2024,,,,"Madrid, España",SteakBurger C,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/06/e6/91/carmina-lucia-g.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Estupendo,Ricardo J,"Fiorella un servicio genial y la comida excelente, precios competitivos y ambiente tranquilo, volveremos en alguna otra ocasión","Muchas gracias por tu comentario. Nos complace saber que disfrutasteis con la atención de nuestra compañera Fiorella. Nos encantará recibiros de nuevo siempre que deseéis.
¡Hasta pronto!",1 contribución,1.0,Escrita el 29 de noviembre de 2024,Escrita el 7 de diciembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,,,,,,,,,Leer ahora,"Las 12 mejores experiencias con animales del mundo: safaris para observar a la fauna salvaje, pingüinos azules y mucho más","Ver animales en su hábitat natural tiene algo mágico. Tanto si se trata de pingüinos que marchan hacia casa o de un león que duerme la siesta, nada supera la emoción de observar a la fauna salvaje durante el día... sobre todo si estás justo a su lado.",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/b9/e4/1c/caption.jpg?w=400&h=400&s=1&cx=960&cy=540&chk=v1_c74c08d9773e4e06475d,,,,,,
1777310060-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Muy rico y atención rápida,Patricia G,"La comida muy buena, la atención al cliente muy rápida y amable. Ambiente cálido y una genial atención con Fiorela, muy atenta y agradable","Muchas gracias por tu comentario. Nos alegra saber que disfrutaste de tu visita a nuestro restaurante. Estaremos encantados de recibirte de nuevo muy pronto.
Saludos.",1 contribución,1.0,Escrita el 29 de noviembre de 2024,Escrita el 7 de diciembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Excelente la atención la comida y el ambiente,MILEXY A,"Excelente la atención, el ambiente y la comida deliciosa.
Respecto al plato pollo de corral y el postre. También la pasamos muy bien el sitio es espectacular. Lo recomiendo me encanta","Muchas gracias por tu comentario. Nos alegra saber que disfrutasteis de vuestra visita a nuestro restaurante. Estaremos encantados de recibiros de nuevo siempre que deseéis.
¡Hasta pronto!",1 contribución,1.0,Escrita el 24 de noviembre de 2024,Escrita el 28 de noviembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Vengo al menos 1 vez par semana,Daydream41967816277,Elayne era genial. Servicio rapido y comida muy buena. Estamos aqui una vez par semana y esta siempre bien. Preferido: el melting cheese,"Muchas gracias por vuestro comentario. Nos alegra saber que disfrutasteis con la atención de nuestra compañera Elayne.
¡Hasta pronto!",1 contribución,1.0,Escrita el 19 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Deliciosa Brutal BBQ,Rafael B,Excelente comida y ambiente! Excelente atención de Elayne! De seguro volveré con mi familia y amigos! Muy recomendable!,"Muchas gracias por tu comentario. Nos complace saber que disfrutaste con nuestra Brutal BBQ y con la atención de nuestra compañera Elayne. Estaremos encantados de recibirte de  nuevo siempre que desees.
Saludos.",1 contribución,1.0,Escrita el 18 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,1 contribución,SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Grandes hamburguesas,Juan M,"Grandes hamburguesas, ambiente tranquilo. Excelente trato por parte de Elayne. Todo muy bueno en general, volveré seguro.","Muchas gracias por tu comentario. Nos alegra saber que disfrutasteis de vuestra visita a nuestro restaurante. Estaremos encantados de recibiros de nuevo muy pronto.
Saludos.",5 contribuciones,5.0,Escrita el 18 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,"Los Ángeles, California",SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/07/a6/2d/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,,,,,,,,,Explora ahora,Descubre Abu Dabi,Descubre por qué a los viajeros como tú les encanta Abu Dabi,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=400&h=400&s=1,,,,,,
1777310060-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Hamburguesas riquísimas,Jorge M,"Fantástica experiencia.  Comimos 3 hamburguesas Spanish Maduradas y unos nachos buenísimos. Muy recomendable el establecimiento 
Fuimos atendidos por Fiorela. Que nos trato estupendamente.","Muchas gracias por tu comentario. Nos alegra saber que disfrutasteis con nuestra nueva burguer La Spanish. Estaremos encantados de recibiros de nuevo siempre que deseéis.
¡Hasta pronto!",10 contribuciones,10.0,Escrita el 17 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,"Madrid, España",SteakBurger C,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Super!,Zjef V,"Muy bien todo a medio día! Y si te atiende Elayne, seguro q tendrás una atención genial! La hamburguesa de pollo a la parrilla está para chuparse los dedos!","Muchas gracias por tu comentario. Nos alegra saber que disfrutasteis con la atención de nuestra compañera Elayne. Nos encantará recibiros de nuevo muy pronto.
Saludos.",1 contribución,1.0,Escrita el 14 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,1 contribución,SteakBurger C,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,"Steakburger, la mejor elección siempre",Andrés,"Este lugar es excelente para venir a comer, la comida es super buena, el personal de sala es super atento, encantado repetiré sin duda alguna.
Si quieren comer rico y disfrutar la experiencia, este es el lugar.
Recomiendo la Gotxa, deliciosa, una experiencia muy agradable en boca.","Muchas gracias por tu comentario. Nos alegra saber que disfrutaste con la atención de nuestros compañeros y con nuestra nueva Gotxa Burger. Estaremos encantados de recibirte de nuevo siempre que desees.
¡Hasta pronto!",1 contribución,1.0,Escrita el 12 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,"Madrid, España",SteakBurger C,"Coman mucho, comer aquí es delicioso.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310060-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Muy buena comida con un servicio extraordinario,Krzysztof S,"Fuimos a Steakburger después de la visita en el tour del Real Madrid, a aproximadamente 1. 30 pm
Éramos 8 personas, pedimos bebidas y hamburguesas además de otros platos
La comida era excelente, pero lo que era realmente extraordinario era el servicio. Nuestro camarero era Rocío, ella era extremadamente servicial, explicó todo lo que pedimos y aseguró que nuestra visita era perfecta. 
Recomiendo totalmente visitar allí y si tienes suerte de ser atendido por Rocío seguramente tendrás una gran experiencia!","Thank you so much for your review. We are glad to know you enjoyed your meal at our restaurant. 
See you soon!",69 contribuciones,69.0,Escrita el 10 de noviembre de 2024,Escrita el 20 de noviembre de 2024,,,,"Varsovia, Polonia",SteakBurger C,,,,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1777310045-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,"Muy recomendable, carne y burguer",Toño G,"Sitio muy top, buen producto, buen trato, precio equilibrado.
Volveremos seguro. 

Sitio excelente, buen producto, trato amable y precio justo. ¡Volveremos!",1 contribución,Escrita el 16 de abril de 2025,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,1 contribución
1777310045-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,,,,,,,Leer ahora,Quédate y descubre los tesoros ocultos de Hiroshima — de la paz a la aventura,"Ruta dorada, final de platino — Hiroshima eleva tu viaje por Japón.",,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/67/dd/ae/caption.jpg?w=400&h=400&s=1&cx=4096&cy=2752&chk=v1_4cc8bb50a02acd7b87cb,,,,,,
1777310045-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Volveré,Manuel M,"Agradable lugar para disfrutar buena comida, seguro que volveremos pronto, a mi hija le encantan las hamburguesas. Gracias Fiorella por la excelente atención!!!",1 contribución,Escrita el 7 de enero de 2025,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,,1 contribución
1777310045-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Buen servicio,JOSE ANTONIO N,"Magnífica comida y un servicio espléndido por Fiorella. Creo que es muy recomendable para ir en Familia o por negocios.  La carne estupenda, la ensalada muy buena y los postres magníficos. Hasta el café me gusto",1 contribución,Escrita el 6 de enero de 2025,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,1 contribución
1777310045-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Mejor local de Madrid.,Wanderer68716101380,"Deliciosas hamburguesas a la brasa, local muy bonito y limpio, y personal atento y encantador. Mi sitio favorito de Madrid.",1 contribución,Escrita el 5 de enero de 2025,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,1 contribución
1777310045-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Buen lugar para comer carne,Toni A,"Muy Buena carne y un buen servicio.
Nos han atendido bien, el lugar limpio y ordenado.
Si volvemos por madrid, volveremos a venir",2 contribuciones,Escrita el 3 de enero de 2025,2.0,,,,,Leer más,0.0,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/7a/7c/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,2 contribuciones
1777310045-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Me lo apunto para repetir!!,Camper36307044924,"Genial la comida y la atención. Fiorela nos atendió muy bien y comimos en familia muy a gusto.
Las hamburguesas son un verdadero lujazo!!!",1 contribución,Escrita el 29 de diciembre de 2024,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,1 contribución
1777310045-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,,,,,,,Leer ahora,"Las 12 mejores experiencias con animales del mundo: safaris para observar a la fauna salvaje, pingüinos azules y mucho más","Ver animales en su hábitat natural tiene algo mágico. Tanto si se trata de pingüinos que marchan hacia casa o de un león que duerme la siesta, nada supera la emoción de observar a la fauna salvaje durante el día... sobre todo si estás justo a su lado.",,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/b9/e4/1c/caption.jpg?w=400&h=400&s=1&cx=960&cy=540&chk=v1_c74c08d9773e4e06475d,,,,,,
1777310045-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26864756-Reviews-SteakBurger_Castellana_89-Madrid.html,Todo muy bien.,Valentina T,"Muy buena la comida, todo muy ricooooo.
¡Nos encantó! De seguro volveremos
Excelente la atención de Elayne, muy amable y atenta.",1 contribución,Escrita el 29 de diciembre de 2024,1.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,1 contribución
