web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4
1779691826-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,"Ma, que spettaccolo 😍",Ibizagang,"Nos sentimos como en casa, el camarero Eduardo, 10/10.
Comida increíble.
Calidad>precio 
Bravo.
Nos encantó",2 contribuciones,,2,Escrita el 29 de enero de 2022,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1
1779691826-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Maravilla,Aida A,"El sitio es mucho mejor de lo que nos imaginábamos , la comida estaba espectacular y el trato por parte de  todos lo empleados y especialmente por Flor fue maravilloso, nos asesoró genial tanto por gusto como por cantidades.
¡Para repetir!",2 contribuciones,,2,Escrita el 23 de enero de 2022,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ef/e2/e4/trattoria-malatesta.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1
1779691826-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,De lo mejor de Madrid.,Victor Castillo,"Es un lugar maravilloso, la atención y la comida simplemente son magníficos. El toque de la pasta fresca es maravilloso. Simplemente es un lugar al que se debe ir si visitas Madrid.",25 contribuciones,,25,Escrita el 22 de enero de 2022,"Ciudad de México, México",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ed/f9/6e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ed/f9/6d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/4f/f4/30/eattolive90.jpg?w=100&h=-1&s=1
1779691844-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Altamente raccomandato,Saturnino E,Altamente raccomandato! Fuera de cara pasta artesanal con tomate y pulpo picante!! Un descubrimiento !! Terraza con mucho ambient para cena ideal en familia!,14 contribuciones,,14.0,Escrita el 3 de enero de 2022,"Murcia, Spain",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/da/f1/c8/saturnino-e.jpg?w=100&h=-1&s=1
1779691844-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Leer ahora,El top 5 de Billund: diversión inolvidable para toda la familia,Da rienda suelta a tu imaginación en el destino por excelencia para pasar unas vacaciones en familia en Dinamarca.,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/61/22/14/caption.jpg?w=400&h=400&s=1&cx=996&cy=528&chk=v1_248fc962c2496fcab234,,,
1779691844-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Todo un descubrimiento,Silvia,"Fuí por casualidad y resultó ser todo un descubrimiento, la mejor pizza que he probado en mucho tiempo, y eso q soy una gourmet de las pizzas. Mi hijo se pidió unos espagueti boloñesa y casi rebaña el plato con pan. Repetirè sin duda!!!",1 contribución,,1.0,Escrita el 1 de enero de 2022,1 contribución,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1
1779691844-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Excelente servicio y comida,Ramis,"La pasta fresca muy buena y recomendable, además del excelente servicio. Recomendable para cena en pareja. Sitio acogedor y limpio, volveremos!!",1 contribución,,1.0,Escrita el 27 de diciembre de 2021,1 contribución,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1
1779691844-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,"Buena comida, buen sitio, buena atención",CrisClaudiAmor,"Recomiendo esta pizzeria en pleno corazón de Madrid. Muy rico de sabor, precios razonables. Atención extraordinaria y chupito de limóncello de la casa. Volveremos.",27 contribuciones,,27.0,Escrita el 21 de diciembre de 2021,"Gijón, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/d0/47/48/crisclaudiamor.jpg?w=100&h=-1&s=1
1779691844-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Recomendable,Yolanda M,"Pasta fresca de calidad, lugar con encanto y buen servicio. 
Precio razonable a la calidad del producto.
En el centro de Madrid,  y a pesar de ser una zona muy concurrida nos esperamos solo 10 minutos para comer.
Muy recomendable",187 contribuciones,,187.0,Escrita el 15 de diciembre de 2021,"Vilassar de Mar, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,1.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/18/0f/5f/yolanda-m.jpg?w=100&h=-1&s=1
1779691844-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Muy muy muy recomendable!!,Carla L,Buenísimo todo!!! Sala de abajo súper tranquila y romántica. Pasta y pizza increíbles. Gabriel y camareros súper amables y atentos.,3 contribuciones,,3.0,Escrita el 14 de diciembre de 2021,"Mollet del Valles, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/a8/31/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/a8/32/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1
1779691844-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Leer ahora,3 días en Cancún,"Es posible que conozcas Cancún por ser un destino recurrente para las vacaciones de primavera, pero es mucho más que su vida nocturna. La ciudad alberga algunas de las mejores playas del Caribe, excelentes lugares para hacer esnórquel y submarinismo y, en las afueras, descubrirás la increíble cultura maya, en lugares como las pirámides de Chichén Itzá. Pero no te preocupes, no necesitas invertir una semana completa para verlo todo. Con tres días tienes tiempo suficiente para hacerte una idea de todo lo que la ciudad te puede ofrecer, desde arrecifes de coral hasta ruinas mayas, mercados locales y discotecas nocturnas.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/b6/98/46/caption.jpg?w=400&h=400&s=1&cx=1000&cy=664&chk=v1_f6e890fe40e6ec6ed122,,,
1779691844-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Impresionante,Soy Yo,"Nos atendió Edu, el trato de 10. La comida sin palabras, el mejor italiano en el que e comido en mi vida, pedimos para tres dos entrantes impresionantes y una pasta y una pizza que no pueden ser mejores. Un autentico placer gastronomico. Para volver una y un millon de veces. Y si le sumas que esta en el centro de madrid y es baratisimo... top.",25 contribuciones,,25.0,Escrita el 6 de diciembre de 2021,"Ibiza, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1
1779691844-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,MARAVILLOSA,Paula R,"Paramos de casualidad, y ACERTAMOS !! Todo buenísimo y el trato por parte del personal genial. La semana que viene vuelvo a Madrid y no tendré duda en volver a esta magnífica pizzería.",2 contribuciones,,2.0,Escrita el 29 de noviembre de 2021,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/7a/5d/96/trattoria-malatesta.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/7a/5e/13/paularomarin.jpg?w=100&h=-1&s=1
1779691844-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Excelente,Borja F,"Fuimos la semana pasada, paramos de casualidad y nos encantó. Pronto volveré a Madrid y será parada obligatoria.",4 contribuciones,,4.0,Escrita el 21 de noviembre de 2021,"El Masnou, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1
1779691844-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Excelente!,Lina B,"Lugar acogedor al que ir a comer con muy buena ubicación, trato excepcional, buena calidad y buen precio. Repetiré sin duda.",6 contribuciones,,6.0,Escrita el 15 de noviembre de 2021,España,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1779691844-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Estupendo!,Victoria V,"Ha sido una experiencia estupenda,a pesar de su localización,la cual te podría hacer pensar que sería cualquier sitio para turistas de cuarta,pues está en pleno Sol,lo cual,  por otra parte hace que sea un lugar al que ir de calidad con muy buena ubicación!buen producto,buen precio, acogedor, y un servicio excelente.... hace que sea un restaurante al que definitivamente si tienes un compromiso con el que quieres quedar bien,acertarás y disfrutarás!muchas gracias por todo Alex,nos vemos pronto de vuelta!",5 contribuciones,,5.0,Escrita el 13 de noviembre de 2021,"Ibiza, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/60/6e/1f/trattoria-malatesta.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/60/6e/20/trattoria-malatesta.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1
1779691844-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Explora ahora,Descubre Egipto,Descubre por qué a los viajeros como tú les encanta Egipto,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,
1779691844-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Excelente,llanosbuendia,"Sitio genial para comer!el encargado David,nos dio un trato excepcional, nos acomodó una mesa para 15personas ;la comida buenisima, el rissoto al tartufato y la pasta de la casa lo mejor.
Lo recomiendo 100%",157 contribuciones,,157.0,Escrita el 31 de octubre de 2021,157 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/4f/d9/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/4f/d9/27/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1
1779691844-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Comida exquisita y trato excepcional,Javity,"Estamos muy contentos con nuestra comida es esta Trattoria. El trato fue muy bueno por parte de todos los camareros y además, le comentamos que una persona era vegana, e hicieron todo lo posible por adaptar la comida. ¡Estamos muy agradecidos!
Especialmente buena la pizza que lleva pistacho y mortadela, aunque todo lo que probamos (pasta y pizza) estaba muy rico!
Para que os hagáis una idea, 2 entrantes a compartir, 5 platos principales (5 pax), 3 postres, 2 cafés y bebidas nos salió por 145€.
Merece la pena para una ocasión especial, e incluso repetir!",696 contribuciones,,696.0,Escrita el 19 de septiembre de 2021,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/af/59/0d/javidardos.jpg?w=100&h=-1&s=1
1779691844-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Italiano con encanto,FernandoMLG,"Buen italiano en el centro de Madrid , con un subterráneo sorprendente amenizado con unas pizzas y pastas muy apetecibles.",14 contribuciones,,14.0,Escrita el 17 de septiembre de 2021,"Sant Adrià de Besòs, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/5b/avatar033.jpg?w=100&h=-1&s=1
1779691844-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Falta estilo y clase,Moisi,"Acudimos 2 matrimonios a cenar. El lugar es agradable y  los platos (pasta y presa ibérica), agradables, nada especial pero agradables 
Lo que nos llamó la atención y sorprendió negativamente fue al finalizar la cena.
Con el fin de disfrutar de la sobremesa solicitamos 3 whiskys premiun y nos los llevaron a la mesa ya servidos en sus vasos. Le indicamos al metre que no es correcto traer servidos los whisky y que debería hacerlo en la mesa con el fin de comprobar se sirve lo solicitado. Sorprendentemente nos responde que es política de la empresa y que si queremos se los lleva y que nos levantemos le acompañemos a la barra y así vemos lo que nos sirve.
En fin, poca clase y poco estilo lo que estropeó la velada",40 contribuciones,,40.0,Escrita el 14 de septiembre de 2021,"Elche, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1
1779691861-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Buena relación calidad precio,María F,Todo tenía una pinta increíble. En nuestro caso pedimos una pizza y mejor no pudo estar. Próxima vez que pisemos Madrid sitio al que volveremos.,9 contribuciones,,9 contribuciones,9.0,Escrita el 1 de septiembre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1779691861-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Leer ahora,El top 5 de Billund: diversión inolvidable para toda la familia,Da rienda suelta a tu imaginación en el destino por excelencia para pasar unas vacaciones en familia en Dinamarca.,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/61/22/14/caption.jpg?w=400&h=400&s=1&cx=996&cy=528&chk=v1_248fc962c2496fcab234,,,
1779691861-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Normalito,Oscar,"Atraído por una opinión  de una periodista gastronómica , decidí probar la trattoria Malatesta. Como entrante pedimos parmigiana di melanza , llevaba hecha algún día y calentada al momento, aceptable , nada que destacar. De pasta pedimos Tagliolini scoglio, estaba bueno, con mejillones de calidad, Ravioli di ricota e spinaci al parmigiana, estaba bueno de sabor pero para mi gusto con un esceso de grasa , se nota al hacer la digestión. La atención por parte de los camareros muy buena. Resumiendo, Normalito, hay restaurantes italianos en Madrid bastante mejores , con locales más cómodos , lo mejor del local es su localización céntrica y lo peor el calor que hacía en el interior","Madrid, España",,49 contribuciones,49.0,Escrita el 26 de agosto de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,
1779691861-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Magnífica experiencia,Dream577838,"Hace unos años celebramos el noveno cumpleaños de mi hija mayor en este lugar, tres ańos más tarde volvimos para hacer lo mismo con su hermana pequeña y cuando contactamos con ellos para explicarle lo que íbamos a hacer, fueron super amables e hicieron sentir muy especial a nuestra pequeña. De la cocina solo puedo hablar maravillas, sus pizzas son pura Italia. Mil gracias","Almería, España",,22 contribuciones,22.0,Escrita el 17 de agosto de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0.0,,,,
1779691861-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Una cena perfecta,Marce C,"Una pasta casera muy bien elaborada, las recomendaciones fuera de carta muy buenas.tomamos un espagueti negro con pulpo espectacular. Amplia carta de vinos italianos y una buena selección nacional. Precios razonables y atención fantástica. Muy profesionales.","Aspe, España",,3 contribuciones,3.0,Escrita el 31 de julio de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,
1779691861-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Menu caro para lo que es,M A N,"Me cobraron 16€ por una ensalada normal (lechuga, cinco aros de cebolla, cinco rodajas de tomate, atún del malo y el aliño justo para manchar el plato), un pollo con más ensalada y una panacota que se comía de una cucharada. Además el servicio es lento y malo puesto que se confundieron de postre. Las formas de los camareros son siempre correctas, no así la de la camarera que parece que tiene el día malo. No volveré",1 contribución,,1 contribución,1.0,Escrita el 7 de julio de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,
1779691861-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,"Excelente servicio, rápido",Alberto L,"Excelente servicio, rápido y abundante. Los camareros muy atentos y amables, y el precio muy razonable","Las Ventas con Peña Aguilera, España",,7 contribuciones,7.0,Escrita el 14 de mayo de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,
1779691861-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Leer ahora,3 días en Cancún,"Es posible que conozcas Cancún por ser un destino recurrente para las vacaciones de primavera, pero es mucho más que su vida nocturna. La ciudad alberga algunas de las mejores playas del Caribe, excelentes lugares para hacer esnórquel y submarinismo y, en las afueras, descubrirás la increíble cultura maya, en lugares como las pirámides de Chichén Itzá. Pero no te preocupes, no necesitas invertir una semana completa para verlo todo. Con tres días tienes tiempo suficiente para hacerte una idea de todo lo que la ciudad te puede ofrecer, desde arrecifes de coral hasta ruinas mayas, mercados locales y discotecas nocturnas.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/b6/98/46/caption.jpg?w=400&h=400&s=1&cx=1000&cy=664&chk=v1_f6e890fe40e6ec6ed122,,,
