web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,data4
1775661844-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,El mejor italiano de la capital,Miguel U,Muy buena comida  y excelente trato de Isabella. Muy amable y profesional. Un placer que sin duda se debe repetir. Es la segunda vez que venirnos y cada día mejor.,1 contribución,Escrita el 26 de diciembre de 2025,1 contribución,1.0,"Sin duda, venir",Calidad/precio,Ambiente,Servicio,Comida,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,
1775661844-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Buena experiencia,Begonia Teresa F,"Fuimos con la familia y nos gustó mucho. Todos los platos son muy buenos, bien de cantidad,  bien decorados y sabrosos. Para volver!!",3 contribuciones,Escrita el 23 de diciembre de 2025,"Madrid, España",3.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,
1775661844-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Muy bueno,NOEMI G,La comida muy buena y calidad. Hemos celebrado un cumpleaños. Gran acierto el sitio. Y muy bien atendidos por la camarera.,4 contribuciones,Escrita el 23 de diciembre de 2025,4 contribuciones,4.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,
1775661844-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Buen servicio de Isabella..,Francisco J E,"Entradas muy buenas y platos fuertes pedimos filleto di Manzo y la mamma maria excelentes

Isabella excelente atención!!!!",1 contribución,Escrita el 21 de diciembre de 2025,1 contribución,1.0,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,,
1775661844-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Para no volver.,Cristina H,"Ayer fuimos a comer, unas amigas cita muy esperada e importante para nosotras ya que no es fácil agendar y coincidir todas. La mesa debería ser para 2 personas y nos metieron a las 3 como con calzador, mi silla daba con la silla de la persona de atrás constantemente. El servicio lamentable largas esperas entre platos y ni caso a las demandas, pedimos unas cucharas que no llegaron. La comida nada excepcional para los precios. Y nos hicieron levantarnos de la mesa para duplicar el servicio. Para hacer eso los primeros que tienen que ser eficientes son Uds. Con el servicio de cocina y ayer no fue así. No lo recomiendo y por supuesto no volveremos.",1 contribución,Escrita el 21 de diciembre de 2025,1 contribución,1.0,Yo no lo recomiendo. Y menos en primer turno. Lamentable el servicio y el trato. Comida muy normal. Vino regular. Lo mejor la mantequilla.,Calidad/precio,Ambiente,Servicio,Comida,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,,
1775661844-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Genial,javieralocen,"Es sin duda uno de los mejores restaurantes auténticos italianos de Madrid por su autenticidad, ambiente y servicio esmerado.",1435 contribuciones,Escrita el 10 de diciembre de 2025,"Madrid, España",1435.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d1/39/34/javieralocen.jpg?w=100&h=-1&s=1,,,,
1775661844-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Italiano inmejorable,LUCIA G,"Restaurante muy acogedor y la comida inmejorable. Recomiendo probar el tiramisú. 
Oscar nos atendió como un verdadero profesional. Volveremos sin duda.",1 contribución,Escrita el 7 de diciembre de 2025,1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,
1775661844-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Muy buena opción de pasta fresca en la zona,Cocinillas9,"Buen italiano en la zona. Todo riquísimo. También hay que destacar la atención y profesionalidad de Óscar. Sin duda, repetiremos.",66 contribuciones,Escrita el 6 de diciembre de 2025,"Vigo, España",66.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,,,,
1775661844-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Experiencia italiana en Madrid,Michael R,"Reserva reservada para el 7 : 30 y era necesario porque en 45 minutos, el espacio estaba lleno y animado. La reserva nos limitó a una hora y 30 minutos, lo que estaba bien ya que era nuestro cansado primer día en Madrid. Personal atento y excelentes opciones de menú 
El grupo de 3 pidió una botella de Nero D’avola con salmón y pasta (2 pedidos) y una de tagliatelle y boloñesa
Todos fueron calificados como excelentes. Termina con una taza pequeña de limoncello (sin postre pero hay una lista de 5 o 6 ). 
El ambiente era agradable y la experiencia en general excelente.",337 contribuciones,Escrita el 30 de noviembre de 2025,"Phoenix, Arizona",337.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/36/ca/48/mcr1018.jpg?w=200&h=-1&s=1,,,,
1775661844-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Cien por cien recomendable,Dario L,Super agradable como siempre reencontrarnos con este restaurante . Riquísimo todo. Buen servicio. Daniel el mejor!!!! Cien por cien recomendable.,1 contribución,Escrita el 24 de noviembre de 2025,1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,
1775661844-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Buenisima,Francisco L,Claudia nos atendió magníficamente  como siempre.  El mejor restaurante italiano de España en Madrid.  Yodo está riquísimo,1 contribución,Escrita el 16 de noviembre de 2025,1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,
1775661826-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Pesimo,Collector2014,"Sin ninguna duda la peor pasta de todo Madrid. Ignoro si ha cambiado de dueños o siempre ha sido así. Hoy por hoy, es tirar el dinero.",74 contribuciones,74,Escrita el 13 de febrero de 2026,,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,
1775661826-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Una experiencia inolvidable,Puyolhector,Ir a un sitio y sentirte como en casa es ir a Pulcinella. Con increíbles personas atendiendo y cuidando a toda como la inigualable Claudia. Gracias por hacernos sentir parte de vuestra familia.,10 contribuciones,10,Escrita el 11 de febrero de 2026,,10 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,
1775661826-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Cumpleaños de mi hija!,Relax64404744280,"Es la segunda vez en este restaurante y la comida fue igual o mejor que la vez anterior. Atención dedicada, servicio amable y ambiente acogedor. Claudia nos sirvió como si fuéramos familia y el cumpleaños de mi hija se sintió muy especial gracias a ella y a los demás trabajadores del local.",2 contribuciones,2,Escrita el 7 de febrero de 2026,,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,
1775661826-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Comida en familia, celebración de cumpleaños",Sightseer06639934900,"Excelente atención , la atención de Claudia fue estupenda, estuvo atenta del cumpleaños de mi hija. Una comida muy especial !! Seguro volveremos 😊",3 contribuciones,3,Escrita el 7 de febrero de 2026,,3 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,
1775661826-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Un restaurante excelente,Luis M,"Este es un lugar muy bueno para visitar sola, con una pareja, en familia.  La atención al cliente es estupenda y el personal es súper amable y atento, a nosotros hoy nos sirvió Claudia, fue muy agradable con nosotros. La comida es excelente para todos los paladares y los postres son realmente deliciosos.",7 contribuciones,7,Escrita el 7 de febrero de 2026,,7 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,
1775661826-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Repetiré,nuria i,Muy buen servicio. Todo muy muy bueno. Claudia muy amable. Recomiendo la carbonara. Relación calidad precio maravillosa,3 contribuciones,3,Escrita el 7 de febrero de 2026,,3 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/63/da/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,
1775661826-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Nada especial,SuperFlav,"El lugar es agradable. La comida está bien. Si una de las dos mejores cosas que tienes en un restaurante es el pan por una tarifa, entonces algo no es perfecto. El vino tiene un precio justo. Decente selección, la rosa riojana fue buena. Los pesto gnoquis estaban bien. El pesto era un poco agrio y muy verde casi hiriente a la vista. La carne no era buena, la carne en sí era decente, la salsa era pesada y servida en exceso para la porción de la carne de res. Las patatas que acompañaban al solomillo eran grasientas y sin sabor. Lo segundo mejor fue la panacotta.",80 contribuciones,80,Escrita el 20 de enero de 2026,,"Irvine, California",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,
1775661826-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Buen lugar para una cena Italiana rica,ALEXDY S,Excelente cena! Excelente atención de Claudia! Rica cena! Muchísimas gracias ! Me ha encantado! Repetiré próximamente! :),1 contribución,1,Escrita el 17 de enero de 2026,,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,
1775661826-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Agradable lugar. A mejorar las mesas de 2.,Kimera00,"Una buena trattoria, con buen ambiente y personal amable. Solo dos objeciones. El IVA no va incluido en los precios de la carta y las mesas de dos son muy pequeñas e incómodas por su situación dentro de cualquiera de los salones.",40 contribuciones,40,Escrita el 15 de enero de 2026,,40 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,
1775661826-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Servicio muy ocupado y lento, pero buena comida y un buen ambiente.",tinylass,"Teníamos pre-reservado y era tranquilo cuando llegamos un jueves por la noche, pero estaba lleno dentro de media hora, así que aconsejaría reservar. Tardé un tiempo en conseguir menús y que la camarera tomara nuestro pedido, pero nuestros entrantes vinieron bastante rápido y me tomé una ensalada caprese que era encantador. Hubo un poco de espera para nuestro plato principal del cual pedí espaguetis carbonara y fue muy sabroso. No soy un amante de la pimienta negra y había bastante encima, pero no fue todo el camino lo que fue bueno para mí. Las mesas estaban bastante juntas y se puso bastante ruidoso debido a la cantidad de gente, pero hizo un ambiente zumbante.",7508 contribuciones,7508,Escrita el 7 de enero de 2026,,"Sheffield, Reino Unido",Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d7/34/97/tinylass.jpg?w=100&h=-1&s=1,,,
1775661826-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Maravilloso, desde hace 4 años",Don Lucho P,"Como siempre, tanto el servicio como la comida, increíble y exquisito, llevamos ya viniendo desde hace 4 años todos los días 05 y seguiremos repitiendo.",8 contribuciones,8,Escrita el 6 de enero de 2026,,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/23/37/dd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,
1775661826-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Calidad de la comida y el servicio,Agustin,"El sitio inmejorable. La comida un acierto como siempre. La guinda del pastel, la atención de Isabella. Totalmente recomendable.",19 contribuciones,19,Escrita el 4 de enero de 2026,,19 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,
1775661826-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Muy bueno todo,Mara S,"Muy rico todo y bastante bueno el trato de los camareros, las instalaciones son agradables y la comida está muy buena, en general todo bien.",1 contribución,1,Escrita el 4 de enero de 2026,,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,
1775661826-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Delicioso italiano en una zona tranquila de Madrid,nsrosie,"Mi familia de cuatro personas disfrutó mucho de nuestras pastas y pizza. Todo el mundo con el que entramos en contacto era muy agradable y sin duda te sentías como si pudieras estar en Italia. Nos alojamos cerca, así que también era muy conveniente. Me gustaría animar a otros a venir a esta encantadora y tranquila zona de Madrid si tienen tiempo.",113 contribuciones,113,Escrita el 4 de enero de 2026,,"jacksonville, fl",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/84/avatar005.jpg?w=100&h=-1&s=1,,,
1775661826-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Maravillosa cena y personal atento,lark536,"Fuimos capaces de conseguir una mesa sin una reserva, así que fue una agradable sorpresa. Todo el mundo disfrutaba mucho de sus comidas. Tuve la Delizia Mamma Maria y fue increíble! Nuestra factura era muy razonable para aplicaciones, cena, pan, Pelligrino y vino. Claudia y Jesús nos cuidaron mucho! ¡Gracias!",75 contribuciones,75,Escrita el 2 de enero de 2026,,75 contribuciones,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/1b/84/3a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,
