web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,position,image,image2,position2,image3,image4,data21,data22,data23,data24,data25
1775728130-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Menú del día en Tribunal,Enrique Fernández Picazo,"La camarera, Jaira, muy atenta y profesional. Buena opción para menú del día. Como sugerencia variar los platos del menú del día periódicamente",3 contribuciones,Escrita el 4 de febrero de 2026,3 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Delicioso!,Relax14183525454,El servicio fue excelente y la comida tambien! Nos atendio Selena y es super maja y rapida. Os recomiendo mucho venir a comer aqui.,1 contribución,Escrita el 16 de noviembre de 2025,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Deliciosoooooo,Barbara R,"Excelente comida!! Todo los platos buenisimos !!! 
Buena atención!!! Tienen buenos vinos, la pasta fresca y las salsas realmente buenas !!!",1 contribución,Escrita el 21 de octubre de 2025,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buena experiencia,alanna a,Excelente servicio nos atendio Genesis Urgiles! Super amable y atenta. La comida estaba super buena y el personal en general pendiente de todo,1 contribución,Escrita el 4 de octubre de 2025,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Gran experiencia y buena comida,Colin C,Personal muy servicial que hizo todo lo posible para traducir el menú y la comida increíble. Una gran atmósfera relajada. Recomiendo encarecidamente hacer de esto una parada en su viaje.,1 contribución,Escrita el 31 de agosto de 2025,1 contribución,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,1.0,,,,,,,,,,
1775728130-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Muy rica,Mati I,"Comida muy rica, Guido el camarero muy amable, todo 100%. Comimos. Gnocchi y risotto que fueron muy ricos y se vieron muy bonitos",1 contribución,Escrita el 31 de agosto de 2025,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,"Buena calidad, buen precio y estupendo servicio.",Marcos M,Buenas calidad en el menú del día con un buen precio. El servicio estupendo. Muy recomendable el lugar para aquellos que estén en la zona de Fuencarral en Madrid.,5 contribuciones,Escrita el 29 de agosto de 2025,"Valladolid, España",,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,1,5.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Mi 4ta. Vez!,Karen Foronda,"Excelente lugar para almorzar o cenar! Comida deliciosa, muy buena atención, tinto de verano delicioso! Todo espectacular muy recomendado. Esta es mi 4ta vez en estas vacaciones que los visito.",4 contribuciones,Escrita el 5 de agosto de 2025,"Bogotá, Colombia",¡Muchísimas gracias por tu fidelidad y por compartir tu experiencia! Nos alegra saber que disfrutas tanto de nuestra comida y atención. Esperamos verte pronto para una quinta visita.,Jaime Vicente,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,4.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,,,,
1775728130-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Comida Oven,GoPlaces05269394869,Buen lugar para elegir en el centro y buena comida. Mención especial a Mina y Cindy por si excelente atención para servirnos.,1 contribución,Escrita el 26 de julio de 2025,1 contribución,¡Qué alegría saber que disfrutaron de nuestro lugar y de la comida! Transmitiremos tus amables palabras a Mina y Cindy. Nos enorgullece tener personal tan atento. ¡Esperamos verlos de nuevo muy pronto!,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,,,,
1775728130-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Muy bueno!,Sol F,"Comida italiana riquísima en un ambientazo, muy lindo lugar y muy linda decoración. Además de que Emilio nos brindó un excelente servicio, al igual que Rosario. 
RECOMIENDO RESERVAR!",362 contribuciones,Escrita el 6 de junio de 2025,"Mendoza, Argentina","¡Nos alegra muchísimo que les haya gustado nuestra comida y el ambiente! Agradecemos especialmente sus amables palabras sobre el excelente servicio de Emilio y Rosario, se las transmitiremos con gusto. ¡Esperamos verlos de nuevo muy pronto!",Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,Realizar reserva.,,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,362.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,,,,
1775728130-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Clientes muy contentos,Irene M,"Personal muy amable y acogedor. La comida era excelente y a buen precio. Precioso interior, que siempre ayuda. Situado en el centro de nuestro hotel, que de nuevo es una ventaja.",2 contribuciones,Escrita el 27 de mayo de 2025,2 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Excelente,Gaston I,Ana nos atendió muy bien y el lugar se encontraba en excelentes condiciones. La comida muy rica y abundante. Postre y shot de regalo por cumpleaños,1 contribución,Escrita el 11 de mayo de 2025,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728250-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buen lugar para la comida italiana,raju s,"Nos topamos con este lugar por casualidad mientras estábamos en el barrio y nos sorprendió gratamente. Mi esposa es vegetariana, y había muchas opciones para ella. El Margherita Pizza era ligero, ventilado y absolutamente delicioso. El servicio era excepcional, y nuestro servidor, Kzenia, estaba atento y muy bien informado sobre el menú.",Hello! Thank you for the opportunity and share your experience with us. We are waiting for you again with great desire to repeat the experience.,13 contribuciones,13,Escrita el 30 de agosto de 2024,Escrita el 1 de septiembre de 2024,"Chicago, Illinois",Oven Fuencarral O,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/85/ad/ca/raju-s.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0
1775728250-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,"Rico, buena atención y precio acorde",asaldanau,Muy rica la comida y el precio acorde al tipo de restaurante. Carta no muy extensa y fácil para decidir platillos. Personal muy amable y servicial que te da opiniones si se las solicitas,"Hola! Muchísimas gracias por comentar su experiencia con nosotros. Estamos muy contentos de leer sus palabras, nos motiva a seguir trabajando día a día. ¡Un saludo y un abrazo de parte de todo el equipo!",4 contribuciones,4,Escrita el 16 de agosto de 2024,Escrita el 19 de agosto de 2024,"Santiago de Querétaro, México",Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Excelente !!!!,Ferreari C,"Siempre que vengo a Madrid voy a comer a este lugar Todo excelente! , sobre todo la atención de allison y Lina  los recomiendo totalmente aún más si vienes en familia",¡Qué bien que hayas disfrutado con nosotros! Esperamos volverte a ver pronto en Oven Fuencarral. ¡Un saludo!,1 contribución,1,Escrita el 28 de julio de 2024,Escrita el 28 de julio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Perfecto,Thomas B,"Segunda vez aquí, una vez más perfecto desde el servicio a los platos. 
Gracias especiales a Leysi que fue increíble nos desprecian no hablar español!","Hello! Thank you for the positive feedback, we will be o happy to welcome you back whenever you visit the city again! Best regards :)",1 contribución,1,Escrita el 27 de julio de 2024,Escrita el 28 de julio de 2024,1 contribución,Oven Fuencarral O,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,Leer más,Leer más,0.0
1775728250-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Fabuloso,Carly P,"Tuvimos una noche encantadora en el restaurante. Emilio era nuestro servidor, era muy profesional y hospitalario. La comida era deliciosa","Good night!, thank you for leaving a positive comment. We are delighted to hear that you enjoyed your stay with us! Best regards!",2 contribuciones,2,Escrita el 24 de julio de 2024,Escrita el 28 de julio de 2024,2 contribuciones,Oven Fuencarral O,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/f0/09/3b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,Leer más,Leer más,0.0
1775728250-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Maravilloso,Sanaz A,"Primer día en Madrid , encontramos este lugar en TikTok . El mejor mojito que he probado, la comida era increíble, pizza, toda la comida que comimos era maravillosa. El servicio fue genial. Nuestro servidor Emilio era el mejor.","Hello! We are pleasant that your experience was satisfactory, we hope see you again. Grettings from all the team.",3 contribuciones,3,Escrita el 23 de julio de 2024,Escrita el 28 de julio de 2024,3 contribuciones,Oven Fuencarral O,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ed/a8/a3/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,Leer más,Leer más,0.0
1775728250-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Gran experiencia en familia,Paco F,Lugar muy acogedor donde celebramos un cumpleaños en familia. Muy buena comida muy buen servicio y trato por parte de Tatiana y Emilio.,¡Qué bien que hayas disfrutado con nosotros la celebración de su cumpleaños! Esperamos volverte a ver pronto. Un saludo.,1 contribución,1,Escrita el 22 de julio de 2024,Escrita el 28 de julio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Servicio excelente,Paula R,"La pasta y la pizza muy rica. Calidad-precio bien. Son rápidos. Resaltar el trato de Emilio,  camarero muy agradable y atento :)","Hola, nos complace saber que ha disfrutado tanto de la comida como del servicio ofrecido. La verdad es que tenemos la suerte de contar con un gran equipo. Esperamos verle pronto, un saludo.",1 contribución,1,Escrita el 21 de julio de 2024,Escrita el 28 de julio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Emilio el mejor,Teresa P,"Un sitio maravilloso y la pasta y la pizza genial, los camareros muy atentos y muy simpáticos, Emilio el camarero muy atento","Hola, muchas gracias por visitarnos y compartir su reseña en TripAdvisor. Nos alegra saber que disfrutaron de nuestros platos y servicio ofrecido, esperamos volver a verles pronto. Un saludo.",9 contribuciones,9,Escrita el 21 de julio de 2024,Escrita el 28 de julio de 2024,9 contribuciones,Oven Fuencarral O,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,"Estupendo restaurante italiano en la Calle Fuencarral,  Madrid",Ernesto C. H,"Oven Fuencarral es un local grande con una entrada con barra y recepción,  y un comedor alargado con diferentes tipos de mesas sin manteles. El personal es muy muy amable y servicial. Las pizzas y las ensaladas están buenas, así como los helados. Había todo tipo de comensales, sobre todo jóvenes. Los servicios tienen unos lavabos ciertamente curiosos. Quizá falte un poco de luz. La música estaba un poco alta. Con todo, la experiencia fue buena y bastante recomendable.","Hola Ernes, muchas gracias por visitarnos y dejarnos su valoración, es algo que agradecemos mucho. Nos alegra saber que tanto la comida como el servicio ofrecido les resultó satisfactorio. Esperamos verlos de nuevo, un saludo,",133 contribuciones,133,Escrita el 21 de julio de 2024,Escrita el 28 de julio de 2024,133 contribuciones,Oven Fuencarral O,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/05/c1/38/ernesto-c-h.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Impresionante cena,pschmitti,"Comida increíble y un camarero tan amable que ser americano era tan apreciado. Pedimos la ensalada de cesar, berenjena, 3 pizzas y sangría... todo fue 10/10. Debatimos quién era el mejor 🏆","Good night! Thank you very much for your review, we are glad to hear that you had a good time at Oven Fuencarral. We hope to see you again soon in our restaurant.",8 contribuciones,8,Escrita el 20 de julio de 2024,Escrita el 28 de julio de 2024,"Southlake, Texas",Oven Fuencarral O,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0
1775728250-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,"Delicioso menú, excelente servicio y asequible",Michael Dubois,"Bonito menú - algo para todos - y delicioso! Pedimos la focaccia mediterránea, la ensalada de burrata, la ensalada de salmón y carbonara tagliatelle - ¡deliciosa! Muy buena selección de vinos - tenía una copa de su casa sauv blanc - perfecto para las ensaladas. El café era excelente, también. Gran servicio por Emilio - recomiendo encarecidamente esto cuando usted está buscando un descanso de tapas, tapas, tapas! 😂","Good morning, thank you for leaving a positive comment. We are delighted to hear that you enjoyed your stay with us! Best regards!",6 contribuciones,6,Escrita el 29 de junio de 2024,Escrita el 13 de julio de 2024,6 contribuciones,Oven Fuencarral O,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b3/46/47/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,Leer más,Leer más,0.0
1775728250-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,La comida deliciosa,Diego L,"Super genial todo, la atención, la comida deliciosa, volveré y lo super recomiendo 10 de 10 para una cena romántica estaría muy bien",¡Muchas gracias por tu increíble reseña de 5 estrellas! Nos llena de alegría saber que disfrutaste de tu experiencia en nuestro restaurante. Tu apoyo y feedback son invaluable para nosotros. Esperamos verte nuevamente pronto y seguir ofreciéndote momentos deliciosos. ¡Gracias por elegirnos!,1 contribución,1,Escrita el 26 de junio de 2024,Escrita el 27 de junio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ac/2e/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Opcion muy recomendable,Eva H,"Muy buen servicio y muy buena la comida. El local es muy bonito y la relación calidad/precio buena.
Muy buena atención de Emilio.","Buenos días Eva, ¡te estamos enormemente agradecidos por compartir tu reseña de 5 estrellas! Saber que disfrutaste de nuestra comida nos llena de satisfacción. ¡Esperamos que vuelvas pronto para seguir sorprendiéndote con nuestros sabores! Tu apoyo es fundamental para nosotros. ¡Gracias por ser parte de nuestra comunidad gastronómica!",1 contribución,1,Escrita el 26 de junio de 2024,Escrita el 27 de junio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728250-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,DE LO MEJOR,Sebas O,"EXCELENTE LUGAR PARA CUALQUIER OCASIÓN, DE LOS MEJORES DE MADRID, SERVICIO DE PRIMERA DE LA MANO DE NUSTRO QUERIDO EMILIO","Hola Sebas, ¡Wow! Muchísimas gracias por las palabras dedicadas, nos encanta saber que tuvo una experiencia agradable. Un saludo y un abrazo de parte de todo el equipo. ¡Esperamos volver a verle pronto!",1 contribución,1,Escrita el 25 de junio de 2024,Escrita el 26 de junio de 2024,1 contribución,Oven Fuencarral O,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0
1775728228-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buen servicio,Camila B,"Muy buena la atención y el servicio de la camarera Ana , la comida estuvo bien y fue todo muy rápido en realidad , principalmente el servicio",2 contribuciones,Escrita el 3 de mayo de 2025,,2 contribuciones,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,2.0,,,,,,,Leer más,,0,
