web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,data22,data23,data24,data25,data26,image5
1776249071-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lola mola y mucho !!,Dayana D,"Me ha encantado !! Es pequeño pero con mucha personalidad , la atención de 10 y la comida muy rica , fusionan sabores , se curran la presentación, merece la pena por la calidad - precio !!",¡Gracias por compartir! Nos alegra saber que disfrutaste en nuestra casa . ¡Te esperamos de nuevo en Lola Si Mola para otra experiencia memorable!,4,,Escrita el 20 de febrero de 2026,Escrita el 23 de febrero de 2026,4 contribuciones,,Redes LOLA SI MOLA,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/77/61/a1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,
1776249071-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Único, de buen gusto, casero",Jerome F,"El servicio fue amable y bueno. El restaurante está decorado con mucho gusto, y se ve bastante único. 
Ahora la comida: oh Dios mío... 
Mira mis fotos: las vieiras, el pulpo, el volcán del eden... ¡Las fotos hablan por sí solas! 
Pruebe este restaurante, pero asegúrese de reservar por adelantado, ya que el número de mesas es limitado. 
La mejor comida que he tenido en Madrid durante mi viaje!","Thank you so much for sharing your experience! We're so glad to hear you enjoyed the service, the decor, and the food. We look forward to welcoming you back to Lola Sí Mola for another special experience.",18,,Escrita el 26 de enero de 2026,Escrita el 27 de enero de 2026,"Didcot, Reino Unido",,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/4b/40/c8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/54/9b/1f/jeromefq7044jl.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Comida fantástica en un lugar encantador dirigido por alguien que hace del mundo un lugar mejor.,Paul H,"No es frecuente que entres en un restaurante y te quedes impresionado tanto por la comida como por el servicio. Lola Si Mola es una joya, donde los platos intrínsecamente sencillos consiguen inyectar ese toque de magia que te cautiva desde el primer bocado (la miel suave en la ensalada de cítricos o el choque de pesto puro de tomate y albahaca en la Lolaburata, por ejemplo). 
Pero eso no es todo. El dueño Alex sirve con una pasión que instantáneamente te derrite: humor, entusiasmo y amor puro por su oficio. Alex está haciendo del mundo un lugar mejor, y lo hace con Lola Si Mola. Un must-have.",Thank you so much for your kind words. We're so glad you enjoyed both the food and the service. We hope to see you again soon at Lola Si Mola!,2,,Escrita el 1 de enero de 2026,Escrita el 3 de enero de 2026,"Parma, Italia",,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,¡Un diamante en Madrid!,Μαίρη,"Excelente comida y un ambiente hermoso en el corazón de Madrid! Gente muy amable y servicial con la paella más sabrosa! 
Gracias chicos!",Thank you so much for your visit and your comments. We're glad to hear you enjoyed the atmosphere and what we had to offer. We'd love to welcome you back to Lola Si Mola if you're ever in the area.,9,,Escrita el 25 de diciembre de 2025,Escrita el 28 de diciembre de 2025,"Kastoria, Grecia",,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Comida en Lola Si Mola,Dieter B,La comida muy rica y muy bien presentada. El servicio excelente con una atención muy agradable por parte del personal. La decoración del restaurante es muy alegre.,"¡Muchas gracias por tus palabras! Nos alegra saber que disfrutaste de la comida, la presentación, el servicio y el ambiente alegre de nuestro restaurante. ¡Será un placer recibirte de nuevo pronto!",1,,Escrita el 8 de diciembre de 2025,Escrita el 9 de diciembre de 2025,1 contribución,,Redes LOLA SI MOLA,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,
1776249071-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Increíble experiencia ❤️👌,Eva,"Después de nuestra visita al Museo del Prado tuvimos hambre y necesitábamos algo cercano. Vimos esto en Google Maps. 
Todos los platos que pedimos eran increíbles y el plato era como comer en un restaurante de lujo. 
Recomiendo encarecidamente este pequeño restaurante, muy bien decorado. 
Tercera vez en Madrid, y si habrá una cuarta volveremos a comer aquí. 
Amor de una familia griega que sabe de buena comida...",What a lovely comment! Thank you so much for taking the time to share your experience in such detail. We're so happy to hear that the Prado Museum left you hungry and that our restaurant was able to offer you something special to round off your day. We hope to see you back at Lola Si Mola soon.,43,,Escrita el 5 de diciembre de 2025,Escrita el 6 de diciembre de 2025,43 contribuciones,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ea/8d/f9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Comida bien. Servicio y experiencia horrible.,Adrian W,"Una completa falta de atención al cliente. Una mesa para uno parecía ser un inconveniente a pesar de que el restaurante no estaba lleno. Pedí un entrante seguido de un principal. La principal llegó primero y la única explicación que me dieron fue que el entrante tarda más en cocinarse. Luego, el entrante fue entregado a la mesa poco después de que comencé el principal. Envié el entrante frío de vuelta. Aún así la camarera no mostró comprensión del servicio al cliente. Sólo un encogimiento de hombros desdeñoso. El nuevo (o recalentado) arrancador fue entregado. La comida era buena. La experiencia es terrible.",We sincerely apologize for the unsatisfactory experience you had during your visit; we appreciate your feedback and will work to ensure situations like this do not recur. We look forward to welcoming you on future visits to provide you with an experience that matches the quality you expect.,40,,Escrita el 2 de diciembre de 2025,Escrita el 3 de diciembre de 2025,40 contribuciones,,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Ambiente agradable, comida deliciosa",KKainulainen,Recomendamos encarecidamente este pequeño restaurante si quieres disfrutar de una deliciosa comida y un buen arhmosohere! La ubicación es muy agradable.,Thank you for your visit and your lovely review. We'll be here waiting for you with more delicious treats!,38,,Escrita el 24 de noviembre de 2025,Escrita el 26 de noviembre de 2025,"Espoo, Finlandia",,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Una joya escondida de un restaurante cerca del Prado,Oz Sayan,"WOW! ¡Qué joya encontramos en Madrid! Nos estábamos preguntando por las calles de Madrid buscando paella y nos topamos con Lola Si Mola. Jackpot! La paella más deliciosa que creo que hemos probado en este viaje. Nos sentaron inmediatamente. Personal amable. El propietario Alex estaba involucrado, al frente y al centro, charlando con los clientes, asegurándose de que éramos felices. ¡Sólo un tiempo encantador y los dos comimos una ensalada, pan, vino y paella por menos de 50 euros! Si estamos en Madrid de nuevo, me aseguraré de volver! 
Ubicación: Escondido pero a poca distancia del Prado
Atmósfera: Acogedor pero super amable
Alimentos: Pendiente
Servicio: Como la familia
Valor: Excelente
Tiempo de espera: NINGUNO (aunque se abarrotó agradablemente después de que llegamos - ¡el momento es todo! )",Thank you for your comments and for recommending Lola Si Mola. Your support inspires us to keep improving.,11,,Escrita el 17 de noviembre de 2025,Escrita el 23 de noviembre de 2025,11 contribuciones,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d2/45/84/paradise12817517411.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Un sabor muy agradable de Madrid,aggeliki d,"Todo era muy amable y profesional, y la comida era excepcionalmente genial! Definitivamente vale la pena la visita",Your words motivate us to continue providing the best culinary experience to our visitors. We look forward to seeing you again at Lola Si Mola.,1,,Escrita el 14 de noviembre de 2025,Escrita el 16 de noviembre de 2025,1 contribución,,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Animado y sabroso,oscar c,"Local pequeño y muy animado. Personal muy atento.
Todo lo que pedimos riquísimo (a destacar tacos, burrata y pulpo)
Esperamos volver pronto",Nos alegra muchísimo que hayas pasado un buen momento con nosotros. ¡Te esperamos en Lola cuando quieras!,12,,Escrita el 10 de noviembre de 2025,Escrita el 13 de noviembre de 2025,12 contribuciones,,Redes LOLA SI MOLA,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,
1776249071-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Paseos por Madrid.,BoardingPass9234,Luciana y Cristina son un amor. Lo hemos pasado genial y la comida muy buena y calidad-precio óptima. Repetiremos en nuestra próxima visita a Madrid.,Muchas gracias por tus palabras tan positivas. Nos alegra enormemente saber que tu experiencia en Lola Si Mola fue excelente.,7,,Escrita el 25 de octubre de 2025,Escrita el 28 de octubre de 2025,7 contribuciones,,Redes LOLA SI MOLA,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/82/4d/46/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,
1776249071-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Vibrante, acogedor, delicioso",Sheila C,Este es un pequeño restaurante fabuloso con comida maravillosa. El propietario es una persona real y llega a conocer cada mesa.,We really appreciate your kind words and the time you took to rate us! We'd love to have you back on Lola Sí Mola soon.,31,,Escrita el 7 de octubre de 2025,Escrita el 10 de octubre de 2025,"Vancouver, Canadá",,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/92/56/10/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249071-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Este es el restaurante más sobrevalorado con mala comida que visité durante mi semana en Madrid.,E T,"Este es el restaurante más sobrevalorado que visité durante mi semana en Madrid. La comida era mediocre y agobiante. Nuestro servidor estaba más interesado en chatear que en brindar Servicio atento, fallando en etiqueta básica como reemplazar nuestras placas usadas antes del próximo curso. Combinado con la atmósfera abrumadoramente ruidosa, hizo una experiencia profundamente decepcionante. 2 / 5 .",We're very sorry that your experience wasn't entirely satisfactory. We'll take your comments into account and share them with our team to improve.,2,,Escrita el 12 de septiembre de 2025,Escrita el 13 de septiembre de 2025,2 contribuciones,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/15/a3/9b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0,,
1776249110-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Genial!,Mxx,"Nos ha encantado, servicio genial y comida súper rica, volveremos en nuestra próxima visita a Madrid! Un placer conocer sitios así :-)","Sevilla, España",12,,Escrita el 4 de abril de 2025,¡Tus palabras nos alegran el día! Esperamos verte pronto para seguir disfrutando juntos.,12 contribuciones,Redes LOLA SI MOLA,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 15 de mayo de 2025,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Joya de un lugar cercano al museo del Prado,ItalianSummer,"Encontré una joya. Excelente lugar! La comida era deliciosa y el anfitrión (Alex) era muy amable y te hizo sentir bienvenido. Pedí las croquetas de jamón ibérico para empezar que eran crujientes por fuera pero se derritieron en la boca en cuanto mordisqueaste. Tenía un alioli de aguacate en la parte superior, para realzar los sabores. Entonces pedí los tacos de gambas. Otro movimiento a la derecha. Simplemente delicioso! En todo momento, se podía ver a Alex caminando mesa a mesa haciendo conversaciones con los invitados, haciéndolos sentir bienvenidos, sin molestarse por quedarse demasiado tiempo. Sin duda volveré la próxima vez que esté en Madrid.","Londres, Reino Unido",11,,Escrita el 27 de marzo de 2025,Your words brighten our day! We hope to see you soon so we can continue enjoying ourselves together.,11 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Muy bueno,Tour47321234212,"Llegamos alrededor de 21 y las mesas eran pocas y todas ocupadas, pero inmediatamente no tuvieron problemas para hacernos sentarnos en una mesa ya reservada.. . buena comida amable, agradable y muy útil y rápida de servir.",1 contribución,1,,Escrita el 22 de marzo de 2025,Agradecemos tu visita y tu reseña tan bonita. ¡Aquí estaremos esperándote con más delicias!,,Redes LOLA SI MOLA,,Calidad/precio,Comida,Servicio,Ambiente,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de mayo de 2025,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/68/b8/7e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/68/b8/7f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/68/b8/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Buena visita, disfrutamos de la comida",Gareth,"Fuimos lo más cerca del restaurante cuando se mira en TA, amable chico que dirige el restaurante, creo que fuimos cuando el personal estaba teniendo su cena, así que el servicio era un poco lento. La comida era genial y el valor nos pareció muy bueno. 50 euros comprando una botella de vino, paella y postre para 2 personas. Recomendaría una visita","Cardiff, Reino Unido",1090,,Escrita el 18 de marzo de 2025,We’re thrilled to hear you enjoyed your time with us. Looking forward to seeing you again soon!,1090 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/61/5b/f7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/61/5b/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/61/5b/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Una restaurante recomendable, espacio pequeño pero muy agradable, y la comida está muy rica. Volvería¡¡",Eva R,"Muy agradables, amables y muy salaos¡¡ y la comida muy buena, lo recomiendo¡¡ te ayudan y te explican lo que lleva el menú con mucha gracia.",1 contribución,1,,Escrita el 17 de marzo de 2025,Nos alegra muchísimo que hayas pasado un buen momento con nosotros. ¡Te esperamos en Lola cuando quieras!,,Redes LOLA SI MOLA,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 15 de mayo de 2025,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lola Si Mola – ¡Buena comida e incluso mejor vibra!,Zzzenergy,"Lola Si Mola en Madrid es una joya absoluta — cada plato era increíblemente bueno (grito especial en las croquetas, gambas al ajo, y tacos de pescado) , el ambiente era perfecto, y Alex, nuestro camarero, era una leyenda absoluta — no puedo recomendar este lugar lo suficiente!","Londres, Reino Unido",69,,Escrita el 8 de marzo de 2025,We're so excited about your comment! We'd love to see you again soon at Lola Si Mola.,69 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3c/df/cc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3c/df/cd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3c/df/cb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lugar encantador,Jochen E,"Hermoso lugar, platos pequeños creativos, atención al detalle. Todo muy delicioso, especialmente su versión de Cesar Salas y el Bao con filete.","Como, Italia",4,,Escrita el 17 de febrero de 2025,We're so glad you had a great time with us. We'll see you at Lola whenever you want!,4 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/1f/67/ed/jochen-e.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
