web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,position2,image,image2,image3
1775582032-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,La,María F,"El lomo está brutal, súper recomendable!! Me ha encantado todo, atención buenísima también. Las empanadas argentinas muy ricas igual.",3 contribuciones,Escrita el 30 de enero de 2026,3.0,Calidad/precio,Servicio,Comida,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,1,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,
1775581878-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Totalmente recomendable,German J,"Muy buena atencion, ágil, amable, rico. Totalmente recomendable",3 contribuciones,Escrita el 20 de marzo de 2026,3.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bc/73/c1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,
1775581878-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Gran lugar para comer,paul M,Brillante restaurante muy buena comida volvería de nuevo cuando regrese a Madrid,7 contribuciones,Escrita el 20 de marzo de 2026,7.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,
1775581878-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Nos encanto,Paradise33457148441,"Muy rico todo! Pedimos paella, verduras asadas y las patatas bravas y todo nos gusto. Ambiente muy tranquilo",5 contribuciones,Escrita el 19 de marzo de 2026,5.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1775581878-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Servicio y comida,Alessia A,"Excelente atención de Andrés, siempre repetimos y tenemos una experiencia increíble",1 contribución,Escrita el 10 de marzo de 2026,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/6e/99/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,
1775581878-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Volveremos,Ares A,"Como siempre una buena experiencia, comida, atención 10/10",1 contribución,Escrita el 10 de marzo de 2026,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/6e/64/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,
1775581878-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,MALA EXPERIENCIA,Jorge S,"Muy mala experiencia. Teníamos una reserva y nos hicieron esperar 15 minutos,  a pesar de que había varias mesas vacías disponibles. Después nos dijeron que le habían dado nuestra mesa a otro grupo, ""porque habíamos llegado tarde"", cuando en realidad sólo habíamos llegado 7 minutos después. Además  nos trataron con poca educación y empatia. Al final nos tuvimos que ir a comer otro sitio.",1 contribución,Escrita el 7 de marzo de 2026,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,
1775581878-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Una experiencia genial,Veronika F,Me encanta este sitio ! Fui con mi pareja y nos gustó mucho que llevamos a nuestras familias y amigos ! Recomendado ! Los camareros son super atentos y rápidos !,5 contribuciones,Escrita el 6 de marzo de 2026,5.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,
1775581878-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Paella excelente,Maria Clara S,La paella estaba excelente. El servicio fue muy rápido y bueno. Muy buen restaurante.,1 contribución,Escrita el 3 de marzo de 2026,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/96/e1/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,
1775581878-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Mucho guiri pero merece la pena,Escape55464244854,Genial. Interesante su concepto de bravas pero riquísimas al igual que la parrillada de verduras. Fuimos para cenar. Muy buenos precios y los camareros súper atentos,1 contribución,Escrita el 28 de febrero de 2026,1.0,,Ambiente,Comida,Calidad/precio,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,
1775581878-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Excelente,Road54792987764,Buenisimo sus calamares a la romana y sus verduras,1 contribución,Escrita el 28 de febrero de 2026,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,
1775581878-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,"Buenisimo, recomendado",Roxana B,"La comida estaba muy buena, hay buen ambiente y todos los camareros son lo mejor, volveremos 💯",1 contribución,Escrita el 27 de febrero de 2026,1.0,,Ambiente,Comida,Calidad/precio,Servicio,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/8f/4c/ce/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,
1775581878-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Buena experiencia en calle Huertas.,L M,"Osman y otro compañero, nos atendieron de lujo.
Nos dieron a catar varios vinos hasta que elegimos el que nos gustaba.
Toda la comida muy rica.
Tartar de Salmòn, macerado en cítricos y no siendo Fan de estos, estuvo espectacular. Mezclamos las verduras con el pulpo, y quedó el plato de 10.
Pensamos que al servirnos los 3 platos (a compartir) juntos, era un error, pero nos vino bien al mezclar.
Finalizamos con tabla de quesos (media) bastante generosa.
Osman un crack.",3 contribuciones,Escrita el 25 de febrero de 2026,3.0,Racione generosas,Ambiente,Comida,Calidad/precio,Servicio,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/8a/2d/78/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,
1775581878-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Exquisitas croquetas excelente atención,Mónica D,"Exquisita comida, rápida atención, amables y atentos, hablan varios idiomas, nos regalaron un chupito",15 contribuciones,Escrita el 24 de febrero de 2026,15.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,,
1775581878-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Es penoso pero la realidad es que hemos comido fatal,José Manuel Á,"Hemos comido tarde y mal. La carne pasada, el risoto fuerte de sabor y el pulpo duro. No volveremos más",2 contribuciones,Escrita el 21 de febrero de 2026,2.0,"Como no vamos a volver, no tengo nada que comentar",,,Calidad/precio,Servicio,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,
1775581878-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14109792-Reviews-Taberna_El_Sur_De_Huertas-Madrid.html,Delicioso,Maria M,Delicioso! Grandes porciones y buen servicio 🍤🍝🍮,1 contribución,Escrita el 21 de febrero de 2026,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,
