web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,data18,data19,data20,data21,data22,data23,position
1779692127-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Acierto,Francisco GP,"La verdad que el nivel de este restaurante es más alto de lo que las críticas de Tirpadvisor opinan. 

La atención es personalizada desde el momento que entras centrándose en todos los detalles para que estes lo más cómodo posible. 

Tratándose de comida, probamos:

- Berberechos
- Croquetas de cigalas
- Zamburiñas Curadas 
- Corvina a la Parrilla
- Arroz seco de Cigala

De lo anterior no cambiará absolutamente nada, buenas raciones de tamaño que te sirven directamente en el plato, buena calidad de la comida, y buen servicio. 

Muy recomendable y repetiré.",904 contribuciones,904,Escrita el 27 de junio de 2022,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/0a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/0b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/0c/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/08/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/09/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/0d/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4b/45/07/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/96/73/df/caption.jpg?w=100&h=-1&s=1,,,,,,,,,,5.0
1779692127-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Un servicio excelente,Paqui C,"Fuimos a la comida de una boda familiar, y  desde el principio, la atención fue muy gratificante. Sobre todo por uno de los camareros, Iván, que estuvo constantemente pendiente de qué nos faltaba y a las peticiones. Además, la comida sobresaliente, destacando sobre todo las zamburiña, el solomillo y los postres como el coulant de avellana, con el contraste con el frío del helado de yogur.",2 contribuciones,2,Escrita el 18 de junio de 2022,"Alcorcón, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,1.0
1779692127-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Experiencia incompleta,Pablo,"Por partes. Le hubiese dado el 5 por lo agusto que uno se siente en ese comedor tan acogedor y el magnífico servicio. La atención al cliente de sobresaliente. 
Pero le daría un 3 si solo valorara la comida. Comí un sabroso calamar. Un arroz y un pescado correctos, a los que no encontré mucha potencia de sabor, pero que no volvería a pedir y un plato que no entendí, Carabinero con huevo y patatas. 
La curiosidad que sentía por el plato se desvaneció al ver ante mí un huevo frito con patatas (de lo más común) junto con un pequeño carabinero que no justificaba de ninguna manera el precio del plato.
El postre sin embargo fue espectacular. 
Dicho esto, creo que volvería, e intentaría probar otros platos,porque la experiencia, si no redonda,fue grata.",145 contribuciones,145,Escrita el 12 de junio de 2022,"Donostia-San Sebastián, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Menú degustación,Mary M,"Hemos tomado el menú degustación, todos los platos muy bien preparados muy bien decorados y las cantidades estaban en su medida, Pablo nos a atendido muy bien, con mucha profesionalidad.",12 contribuciones,12,Escrita el 31 de mayo de 2022,12 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Volveré,Jesus,"Sorprendido por el personal por la calidad de los platos y el buen ambiente, el trato y las recomendaciones por parte del personal un acierto y un verdadero gusto para el paladar.
Felicidades",26 contribuciones,26,Escrita el 30 de abril de 2022,"Málaga, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/59/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/5a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/5b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/57/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/58/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/45/f3/56/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692127-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Un sitio en el que confiar. Buen servicio y excelente cocina y calidad,bertaviajes,"Buen trabajo en la cocina, buenísima calidad y además un servicio atento y educado. Saben hacer. Estuvimos con una pareja de amigos que no lo conocían y quedaron encantados. Muy buen ambiente.",19 contribuciones,19,Escrita el 2 de abril de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692127-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Muy aconsejable,Fernando F,"Excelente producto, bien preparado en un ambiente agradable y muy buen servicio. Toda la experiencia en su conjunto hace que sea aconsejable su visita",77 contribuciones,77,Escrita el 17 de marzo de 2022,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/92/bf/f2/fernando120312.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692127-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Expectacular,Lurp P,"Me encanta cada vez que voy, producto increíble tratado con exquisitez y servicio cercano, profesional e insuperable. Un imprescindible.",4 contribuciones,4,Escrita el 10 de marzo de 2022,4 contribuciones,Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Bonito local y gran producto,John Carson,"Estuvimos en este restaurante para celebrar mi cumpleaños y fue una grata experiencia. Comimos navajas a la brasa con vinagreta de algas, zamburiñas, lubina, costilla de vaca glaseada y de postre tarta de merengue tostado y crema de limón acompañado de un oporto. Todos los platos muy buenos, bien elaborados con un gran producto. La atención buena y local agradable. Recomendable.",1174 contribuciones,1174,Escrita el 5 de marzo de 2022,"Alcalá de Henares, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/46/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/47/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/44/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/45/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/53/19/43/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692127-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,POR DEBAJO DE LA MEDIA DE LOS RESTAURANTES CON ESE RANGO DE PRECIOS,Ana C,"Me he llevado una decepción con el restaurante Alabaster. Conozco muchos restaurantes de la zona, así como del barrio de Salamanca, etc, y tiene un nivel de precios similar, pero la calidad es inferior.El pescado no estaba fresco. El steak tartar no estaba bien preparado, y las patatas que lo acompañaban, mal fritas.",19 contribuciones,19,Escrita el 2 de febrero de 2022,19 contribuciones,Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Ha bajado la calidad de los platos y ya no justifica el precio.,Gisella A,"Era un buen restaurante con una calidad excepcional que justificaba lo que se pagaba. En nuestra última visita nos llevamos una decepción (entre otros, el pescado parecía haberse descongelado y cocido rápidamente y los carabineros demasiado cocidos)",10 contribuciones,10,Escrita el 27 de enero de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Gran experiencia gastronómica,Manuel P,"Estuvimos en Alabaster casi por casualidad, íbamos al lado a García de la Navarra y estaba completo, este también pero acababan de cancelar mesa. Precioso local, aspecto neoyorquino, cocina a la vista, personal de sala muy atento y profesional. Todo sincronizado, platos muy bien elaborados de cocina de mercado con toque creativo. Salpicón de centollo sublime, croquetas de cigala de 10, calamar, pero sobre todo el puerro con papada. Vinos por copas muy originales. Todo pra repetir cuanto antes. Enhorabuena por el sitio, merece muchísimo la pena",106 contribuciones,106,Escrita el 24 de enero de 2022,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f0/32/43/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7d/51/42/manuelp393.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692127-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,De lo mejor de MADRID,PYMTELDE,"Hemos vuelto a este restaurante ahora que podemos hacerlo con  las restricciones de esta pandemia que estamos sufriendo.
Los cambios en la cocina lo hacen más atractivo aún sin cabe. 
El personal siempre atento a tus necesidades, profesionales y correctos.
En cuanto a los platos como siempre de primera con  una calidad del producto excelente. 
Como siempre en sala me gustaría destacar a todos y cada uno de los profesionales que nos atendieron sin olvidarnos de Oscar, que con su buen hacer nos llevó de la mano para disfrutar aún   más si sabe al maridar magistralmente todos y cada uno de los platos con la elección de los vinos seleccionados por Oscar.
El buen hacer y el trabajó bien hecho tiene su recompensa y Alabaster es la demostración de ello.
En definitiva lo recomiendo sin lugar a dudas y no lo olviden en ALABASTER el dejar aconsejarse es un valor añadido de este Restaurante con mayúsculas en Madrid. 
felicidades.
No lo duden si están en Madrid este restaurante es de obligado  paso.",1395 contribuciones,1395,Escrita el 17 de noviembre de 2021,"Gran Canaria, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/ee/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/ec/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/ed/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/f1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/cb/eb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,,,,,,1.0
1779692127-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,EXCELENTE RESTAURANTE U CALIDAD,Felix S,"Hoy hemos comido en este Restaurante, en el barrio de los Jerónimos en Madrid, muy resultón, elegante y con excelente cocina.
Muy recomendable",16759 contribuciones,16759,Escrita el 10 de noviembre de 2021,"Valencia, España",,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/3c/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/3d/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/3f/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/3a/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/3b/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/40/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/5d/a6/39/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/a6/avatar077.jpg?w=100&h=-1&s=1,,,,,,,,,,3.0
1779692127-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Menú degustación mejorable,Pequita,"El sitio era elegante, la atención fue muy buena y el producto de calidad.
Si bien no le doy más estrellas ya que pedimos el menú degustación de 70e y me pareció muy justo. Es cierto que había platos ricos, como la sardina y el arroz, pero también otros más sosos como el pescado con acelgas sin más.  La tarta de avellana de postre estaba espectacular. 
Creo que si hubiésemos pedido un menú normal eligiendo nosotros los platos aconsejados, hubiéramos acertado más.",581 contribuciones,581,Escrita el 7 de noviembre de 2021,581 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/59/e5/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/59/e5/c7/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/59/e5/c5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,,,,,0.0
1779692178-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Buen restaurante,PuxaAsturies1985,"Restaurante con calidad excelente, tiene privados a efectos de estar más tranquilo.

Cuidan cada detalle.

Buena merluza para los niños, excelente tartar.",215 contribuciones,215,Escrita el 19 de octubre de 2021,"Arganda del Rey, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,0,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/76/6b/1f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/19/ac/67/puxaasturies1985.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Sobrevalorado,HMDAYM,"Más sombras que luces. Por empezar por lo bueno, calidad en la materia prima y correcta elaboración. En cuanto a lo menos bueno, aunque la bebida inicial no tardó, más de 30 minutos esperando algo para acompañar y la carta para ordenar comida. Tras ese tiempo de espera, rapidez en lo entrantes y otra eternidad para los principales. Más de 2 horas de comida, pero, al menos 1 hora de espera. Precio excesivo para lo ofrecido. Casi 70 euros persona sin postre y con 3 copas de vino…",43 contribuciones,43,Escrita el 12 de octubre de 2021,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Cocina correcta,Navy,"Comida buena, servicio muy regular y lento, tienen  un sumiller que no se acerco en toda la noche a la mesa a pesar de que tomamos 2 botellas de vino, la carta de vinos es amplia de precio correcto, le  pedimos al camarero una copa de manzanilla como aperitivo y nos contesto que de manzanilla solo tenían Tío Pepe ""Es fino no manzanilla"".
Al servir  el vino el camarero se sirvió  de nuestra botella media copa para comprobar que el vino estaba correcto, ¿el pobre hombre tendría ganas de beber"". Para el postre pedimos 4 copas de cava y nos sirvieron un cava  muy evolucionado y sin burbujas, seña de llevar abierto mucho tiempo.",352 contribuciones,352,Escrita el 26 de septiembre de 2021,"Alhaurín de la Torre, España",Calidad/precio,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7a/08/4b/navy6969.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Estupendo como siempre!,María L,"Estuvimos allí cenando el pasado viernes, en su nueva terraza. Corría aire por Madrid, así que se estaba estupendamente.

Toda la comida fue maravillosa, como siempre, y el trato igual de exquisito. Cenamos unas almejas con una especie de salsa verde hecha con algas que estaba fuera de carta, pan brioche con de costilla de vaca Rubia Gallega, sus míticos huevos con carabineros, el tartar de bonito con ajoblanco y de postre coulant de avellanas.

Todo muy, muy rico. No sabría con cual de todos los platos quedarme :-)",224 contribuciones,224,Escrita el 26 de julio de 2021,224 contribuciones,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,MI RTE FAVORITO,Beatriz B,"Hay quien cuida el detalle, en Alabaster siempre es un punto más.
Gran servicio 
Gran cocina
Hacen un trabajo de excelencia.",1 contribución,1,Escrita el 2 de julio de 2021,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,2,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Genial,Alexdepablo2,"Espectacular, simplemente delicioso todo lo que degustamos, trato correcto, calidad excelente… 
Déjate llevar por todo lo que te recomienden",8 contribuciones,8,Escrita el 22 de junio de 2021,8 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,1,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,El mejor de Madrid,Ricardo,"Cocina espectacular con el mejor género, sin farándula, el restaurante alabaster trata y mima a cada comensal como no lo hacen en ningún sitio de Madrid, para mi sin duda el mejor restaurante.
Servicio y cocina un 10.",2 contribuciones,2,Escrita el 7 de junio de 2021,2 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
