web_scraper_order,web_scraper_start_url,data,data2,data3,data4,position,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,data16,image2,data17,data18
1775669084-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Carolina,Recomendación 100%,Comida muy rica (pasta al dente y pizza agradable) y muy buena atención.  Personal muy atento.Perfecto para ir con niños.,,3.0,3 contribuciones,Escrita el 8 de agosto de 2025,"¡Muchas gracias por tu reseña y por recomendarnos! Nos alegra saber que disfrutaste de la pasta, la pizza y la atención de nuestro equipo. Nos encanta ser un lugar donde los niños también se sienten a gusto. ¡Esperamos verte de nuevo muy pronto!","Madrid, España",Escrita el 18 de agosto de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Carla,Buen servicio y comida buena.,"Pedí pasta rellena de queso con pesto y estaba muy buena y la comida llena. Fabiola, la camarera, nos atendió muy bien y maja.",,1.0,1 contribución,Escrita el 20 de julio de 2025,"¡Muchas gracias por tu visita y por compartir tu experiencia! 🧀🍝 Nos alegra muchísimo saber que disfrutaste de la pasta y que saliste contento. Le pasaremos tus palabras a Fabiola, seguro que le hacen mucha ilusión. ¡Esperamos verte pronto de nuevo! 💚","Cáceres, España",Escrita el 28 de julio de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Ruben P,,"No nos traen el pedido, llamamos a la hora y media y nos dicen que tienen problemas con la empresa de reparto. No nos dan opción de anular el pedido. Pedimos compensación y les ofrecemos ir  nosotros a recoger el pedido pero no nos descuentan los gastos de envío que no hemos recibido. En fin, mal servicio y clientes que van a perder.",,1.0,1 contribución,Escrita el 18 de julio de 2025,"Lamentamos muchísimo lo ocurrido y entendemos perfectamente tu malestar. Lo que describes no representa en absoluto el nivel de servicio que queremos ofrecer. Estamos revisando lo sucedido con la empresa de reparto para evitar que vuelva a ocurrir. Agradecemos tu feedback y, aunque esta experiencia no fue la mejor, esperamos poder tener otra oportunidad para atenderte como mereces.",1 contribución,Escrita el 28 de julio de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,carlosg,Italiano con muy buen producto en las Tablas,Amplia sala con terraza cubierta. La sala está perfectamente climatizada. Servicio amable y cara variada de pastas y pizzas. Pedimos la campesina y la trufada con huevo poché. Excelente sabor. Muy recomendable.,,246.0,246 contribuciones,Escrita el 28 de junio de 2025,"Muchísimas gracias por dedicar unos minutos a escribir esta reseña tan completa y por su amable recomendación.

Nos alegra enormemente que encontrara la sala cómoda y perfectamente climatizada, y que el servicio estuviera a la altura. Es fantástico saber que disfrutó del excelente sabor de nuestras pizzas, especialmente de la campesina y la trufada con huevo poché.","Madrid, España",Escrita el 2 de agosto de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Jessica D,Todo muy bien,La verdad que todo muy bien! Hemos comido rico. Quiero destacar que muy buena la atención de Fabiola. De seguro repetiremos,,1.0,1 contribución,Escrita el 27 de junio de 2025,"¡Muchísimas gracias por tu comentario!

Nos alegra enormemente que hayáis comido rico y que la experiencia fuera tan buena. Le haremos llegar tus amables palabras a Fabiola, ¡le encantará saber que su excelente atención marcó la diferencia!

Será un placer teneros de vuelta. ¡Aquí os esperamos!",1 contribución,Escrita el 2 de agosto de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Nati E,Muy rico!!,"Todo súper rico! Comimos para compartir y los platos abundantes.  Fabiola nos atendió muy bien. Muchas gracias por todo, repetiremos experiencia.",,2.0,2 contribuciones,Escrita el 27 de junio de 2025,"¡Muchísimas gracias a vosotros por una reseña tan estupenda!

Nos encanta saber que lo encontrasteis todo súper rico y que las raciones os parecieron abundantes para compartir.

Le haremos llegar vuestro agradecimiento a Fabiola, ¡le hará mucha ilusión saber que os atendió tan bien!

El placer ha sido nuestro y estaremos encantados de que repitáis la experiencia cuando queráis. ¡Os esperamos!",2 contribuciones,Escrita el 2 de agosto de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Jose C,Muy buena elección,"Muy buena comida y un trato excelente por parte de Carmen. 
Repetimos en más ocasiones ya que tienen gran variedad de platos.",,2.0,2 contribuciones,Escrita el 25 de junio de 2025,"¡Muchísimas gracias por vuestra fidelidad y por esta fantástica reseña!

Nos llena de alegría saber que somos un lugar al que volvéis y que disfrutáis tanto de nuestra comida como de la variedad de la carta.

Le haremos llegar tus excelentes palabras a Carmen, ¡le encantará saber que su trato es una de las razones de vuestra buena experiencia!

Os esperamos en la próxima visita.",2 contribuciones,Escrita el 2 de agosto de 2025,Jaime Vicente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,ELYAMANI L,Excellent,"Una experiencia maravillosa de principio a fin. El ambiente del restaurante es acogedor y muy bien cuidado, pero lo que realmente hace la diferencia es el personal. Todo el equipo fue increíblemente amable, atento y profesional. Nos hicieron sentir como en casa desde el primer momento. La comida también estaba deliciosa, con ingredientes frescos y bien presentados. Sin duda, un lugar al que volveremos. ¡Muy recomendado!",,1.0,1 contribución,Escrita el 24 de junio de 2025,"¡Muchísimas gracias por una reseña tan maravillosa y completa!

Nos llena de un orgullo inmenso que destaques de esa manera el trabajo de todo el equipo. Saber que nuestra atención y profesionalidad os hicieron sentir como en casa es, sin duda, la mayor recompensa que podemos recibir.

Trabajamos cada día para que el ambiente y nuestros platos, elaborados con los mejores ingredientes, estén a la altura de esa experiencia que describes.

Gracias de nuevo por vuestra increíble recomendación. ¡Será un auténtico placer recibiros de nuevo muy pronto!",1 contribución,Escrita el 2 de agosto de 2025,Jaime Vicente,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Passenger795551,Muy bien atendidos,"muy buena compañía de Carmen, todo muy rico y sabroso. las pizzas y la lasagna muy ricas y la bebida fresquita. Gracias por la atención",,1.0,1 contribución,Escrita el 23 de junio de 2025,"¡Muchísimas gracias a ti por dejarnos un comentario tan estupendo!

Nos alegra enormemente que disfrutaras de la ""buena compañía"" de Carmen y que todo estuviera tan rico. Le haremos llegar tus amables palabras, ¡le encantará saber que su atención fue parte de una gran experiencia!

Es fantástico que la pizza, la lasaña y, por supuesto, la bebida fresquita estuvieran a tu gusto, algo fundamental con el calor de Madrid.

Gracias de nuevo, ¡esperamos verte muy pronto!",1 contribución,Escrita el 2 de agosto de 2025,Jaime Vicente,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
1775669084-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Julia,Gran lugar para la cena,"Vine aquí una segunda vez hoy, ya que estaba muy contento con la comida y el servicio. Recibí un servicio increíble de Rosario, camareros muy amables. Recomendaría a otros viajeros solos y grupos por igual : )",,10.0,10 contribuciones,Escrita el 12 de marzo de 2025,,10 contribuciones,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775669084-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Brian M,Super experiencia cada vez,"Servicio excepcional en Horno Las Tablas! 

Tuve una experiencia increíble en Horno Las Tablas, y una gran parte fue gracias a Paco! Desde el momento en que llegamos, era increíblemente atento, amable y profesional. 

Nunca demasiado ocupado, siempre hay aparcamiento disponible y el personal es tan agradable. 

Absolutamente obligatorio pedir el postre Biscotti. Sobresaliente.",,3.0,3 contribuciones,Escrita el 17 de febrero de 2025,,3 contribuciones,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775669084-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,josé inés G,Muy buena experiencia!,"La atención de Lori fue estupenda y la comida muy rica.
Volveremos seguro!
Solo no me gusta ser obligado a escribir 100 caracteres.",,1.0,1 contribución,Escrita el 24 de enero de 2025,,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,Leer más,0.0
