web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2,image3,image4,data18,data19,data20,data21,data22,data23,data24
1779690926-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Buena cena y local,Camino Sanz,"Pedimos ensalada y estaba muy buena y abundante. Milanesa muy buena aunque apenas carne. Langostinos brasileños, un plato muy bueno , y 2 arepas diferentes. Estas ya tardaron demasiado en llegar aunque lo pedimos todo al ppio. Flan de dulce de leche parecía, muy bueno.
Ambiente acogedor y luz perfecta.
2 piscos S. Muy buenos tamb.
98 €
Acorde",,82.0,82 contribuciones,Escrita el 8 de enero de 2023,"Madrid, España",,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0
1779690926-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Recomendadísimo,Carlota RB,"El servicio impecable y los platos muy ricos. Pedimos el trío de los andes, las arepas, el ceviche y los calamares. Todo estaba delicioso. Lo mejor la coctelería y el ceviche!",,3.0,3 contribuciones,Escrita el 21 de noviembre de 2022,3 contribuciones,,,,,Calidad/precio,Servicio,Comida,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0
1779690941-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,"Sabores, olores y trato exquisito",Rakel Anjana,"Lo primero la profesional que nos atendió de 10. Pedimos el plátano macho, contraste de sabores curioso, muy recomendable) el ceviche (le faltaba un pelín al marinado y escaso en la cantidad)  y la corvina con mantequilla, que es realmente buena. El ambiente es tranquilo, acogedor, muy coloreado correspondiendo al local y la música de fondo, muy apropiada para poder mantener una buena conversación. Y ademas nos hizo un margarita riquisimo. Para volver¡¡",2 contribuciones,2.0,Escrita el 26 de octubre de 2022,2 contribuciones,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,decepción,michces,"Fui con un amigo recomendado por una amiga, cenamos ceviche peruano , rico pero escaso. Los tacos de cochinito pibil, siempre que los he tomado eran jugosos, aquí estaban secos. 
Y el remate fue el guacamole, increíble pero cierto, nos encontramos casi medio aguacate en el fondo sin pisar, fallo importante de cocina para un restaurante precisamente especializado en esta cocina.",109 contribuciones,109.0,Escrita el 11 de octubre de 2022,"Santiago de Compostela, España",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/73/0f/ef/todo-boniato-y-chips.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Excelente cena,Nahuel U,"Me han recomendado mucho este sitio y la verdad vale la pena
Comida muy sabrosa y por un precio mas que correcto",14 contribuciones,14.0,Escrita el 12 de septiembre de 2022,14 contribuciones,,,,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/c9/92/71/casa-jaguar-madrid.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,No me canso de este sitio,Ainhoa M,Ya hemos ido más veces pero me encanta este sitio. Comida riquísima ya sea carne o pescado. Un trato inmejorable y unos cócteles riquísimos. Precio adecuado para el producto y la ubicación . Voy a volver seguro.,132 contribuciones,132.0,Escrita el 30 de mayo de 2022,"Madrid, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/84/c8/93/ainhoa-s.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Una grata sorpresa,Emilio S,"Aparecimos por allí de casualidad para tomar una cerveza  y probamos con la comida viendo la carta, todo genial, muy rico y a un precio muy ajustado",4 contribuciones,4.0,Escrita el 11 de abril de 2022,"Albacete, España",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/31/85/f4/emilio-s.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Excelente lugar,Majo B,"Muy buenos cocktails!!! 
Los Tacos son geniales! 
La atención y la buena onda del lugar de 10!  
Variedad de platos y tragos.",2 contribuciones,2.0,Escrita el 26 de enero de 2022,2 contribuciones,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f5/69/6c/casa-jaguar-madrid.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Recomendable.,Jaime,"Buen servicio. Comida bien elaborada, recomiendo la corvina. No reservamos y aún así nos buscaron mesa. Muy recomendable.",3 contribuciones,3.0,Escrita el 31 de octubre de 2021,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,No volveré,María C,"El decorado esta bien, el personal atento y amable, los cocteles bueno, pero la comida deja mucho que desear.
El guacamole que acompaña mucho de los platos sabe igual que el de Mercadona… eso ya es tremendo. Y las gambas del Bobo de camarão las habían comprado ya cocidas y mezclado con una salsa que  despertaba grandes expectativas pero que resultó también un fiasco.
En resumen, para tomar una copa esta bien y ya.",30 contribuciones,30.0,Escrita el 3 de octubre de 2021,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Muy recomendable,Juan A,"Local agradable y comida genial.
Todo lo que he probado en mis dos visitas estaba realmente delicioso.
Muyyy recomendable.",7 contribuciones,7.0,Escrita el 18 de septiembre de 2021,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,"Sitio bueno, pero con un pero.",Con los 5 sentidos,"El sitio es bonito por dentro y está muy bien decorado. La comida es de calidad.

El ceviche estaba muy bien. Lo que pasó es que la carta con el codigo Qr no pude leerla ni con mi móvil ni con el móvil de mi amigo. Pedí con la carta del sitio web y el precio de la arepa estaba desactualizado, le pregunte a la camarera y el dueño me ofreció darme la diferencia por el error. Eso es normal no me importa, pero lo que no me gusto y de lo que me di cuenta más tarde, fue que el plato ""jalea peruana"" incluyese pulpo según la carta, y no hubiese rastro de tal pulpo en mi plato. Eso no es aceptable, me gustaría saber el por qué.",161 contribuciones,161.0,Escrita el 17 de julio de 2021,"Cádiz, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/15/13/06/avatar.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Siempre se goza,DavidLosada,"Conocemos Casa Jaguar desde hace unos años y siempre es una autentica gozada volver. La comida es excelente, atrevida y variada. El trato es amable y cariñoso. Cocina abierta viendo trabajar a esa chef increible.",5 contribuciones,5.0,Escrita el 5 de julio de 2021,"Madrid, España",Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Gran sorpresa,Alejandro M,"Fuimos recomendados por unos amigos. Nos recomendaron algún plato, pero al final nos dejamos aconsejar.
Calidad altísima en el ceviche, buenísimo el plátano macho y unas arepas excelentes. Y para rematar, una tarta de lima espectacular.
Calidad/precio de 10.
Trato y atención perfectos.
Volveremos sin duda.",17 contribuciones,17.0,Escrita el 30 de junio de 2021,17 contribuciones,Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Trato excelente y comida buenísima como siempre,laura8407,"Nos recomendaron plato fuera de carta, que esperamos sinceramente que lo incluyan. Nos atendió una chica super atenta y simpática y la comida estaba buenísima.",7 contribuciones,7.0,Escrita el 29 de junio de 2021,"Liverpool, Reino Unido",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,EXCELENTE!,Flopyna Abdyan,"Altamente recomendable! el sitio es confortante y la comida tiene unos sabores de llanto!
Volveremos con seguridad!",1 contribución,1.0,Escrita el 10 de mayo de 2021,"Madrid, España",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690941-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,"Excelente corvina a excelente precio!!!,, la mejor del mundo.",habitacionhabana,"Mi opinion es que Casa Jaguar es un lugar maravilloso, tanto el lugar, la comida y la bebida son muy buenos!!!",13 contribuciones,13.0,Escrita el 2 de mayo de 2021,"La Habana, Cuba",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e9/80/84/habitacionhabana.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Ambiente genial comida deli,Julie P,"Había menú de día con tamales de cocinita pill bill que antojaba un montón pero por la hora no alcanzamos, sin embargo pedimos de carta la bandiola de cerdo en salsa colombiana de café  y puré de boniato una deliciiiaaa! De postre una mousse de chocolate riquísima! Para nada hostigante Es la segunda vez que voy y volveré con otros amigos!",2 contribuciones,2.0,Escrita el 10 de abril de 2021,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,2 contribuciones,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,
1779690956-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Todo genial,Silvana V,"Muy buena atención, calidad precio excelente, trato genial, pasamos una gran comida Ah y el flan de dulce de leche superior!",8 contribuciones,8.0,Escrita el 21 de marzo de 2021,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",8 contribuciones,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c4/64/ac/casa-jaguar-madrid.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Casa jaguar nunca traiciona,Alessandra T,"Me encanta este sitio. Comes bien, estás como en casa, el servicio es super: simpáticos, profesionales y resolutivos. El decorado está genial. Cada vez salimos con la idea de volver.guay y family friend!!!",14 contribuciones,14.0,Escrita el 7 de enero de 2021,Escrita el 29 de enero de 2021,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Madrid, España",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Nos cancelaron reserva dos horas antes.,dirugave,"Reserve mesa para la comida de Navidad, el 16 de diciembre me llegó email de confirmación, para una mesa el día 25 diciembre a las 15h. Hoy día 25 de diciembre a las 13h, recibo un wass pidiéndome disculpas, porque han recibido mi reserva para el 25 y está cerrados. 
Difícil encontrar un sitio y más con la que esta cayendo, a las 13h del mismo día de Navidad para comer. Soy Enfermera, he trabajo de noche el 24... Y la verdad... Ha sido una putada.",18 contribuciones,18.0,Escrita el 25 de diciembre de 2020,Escrita el 29 de enero de 2021,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Madrid, España",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,
1779690956-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Aceptable,MarcialLafuente L,"El local es un poco oscuro (o tal vez fuera que la lámpara más cercana no iba).
Las mesas están un tanto pegadas y apretadas en circunstancias normales aunque con el COVI utilizan una sí y otra no.
Es muy corriente, sin nada reseñable, con el mismo mantelillo pintado a modo de decoracion en muchas partes.
Más bien para público juvenil.

El personal es amable y atiende bien.

Pedimos un plátano para compartir, contundente, con mucho queso.
De segundos el Bobo Di Camarao que estaban bien, aunque con demasiado cilantro.
Nos gustaron más los tacos de arrachera, bastante sabrosos.
Las raciones de carta están bien de cantidad.

Tienen una aceptable carta de cócteles aunque un tanto altos de precio algunos, 9€, para el tipo de bar que es.
Tomamos un pisco sauer, un poco ácido pero nos lo arreglaron al momento y un oaxaquño, una mezcla bastante original.

Volveremos algún día para probar alguna otra cosa.",227 contribuciones,227.0,Escrita el 24 de noviembre de 2020,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,"Madrid, España",,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/93/32/af/marciallafuente-l.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Comida caribeña,Ana p,"Los cócteles estaban muy buenos, el ceviche mejorable pero la comida en general estaba buena, imprescindible la tarta de lima. El servicio es  muy atento y simpático",56 contribuciones,56.0,Escrita el 23 de noviembre de 2020,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",56 contribuciones,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/65/avatar043.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Todo genial,roberto,"Un local muy bonito y un ambiente muy agradable, la comida muy buena. El plátano con queso muy rico al igual que los tacos de carne muy buenos. El postre de flan riquísimo y la atención excelente. Para repetir",4 contribuciones,4.0,Escrita el 21 de noviembre de 2020,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Madrid, España",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,,,,,,
1779690956-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html,Maravilla !,lauritaadams,"La comida es estupenda si te gusta la comida latina, y los cócteles maravillosos, es un sitio tranquilo y el staff amabilisimo. Da gusto ir",4 contribuciones,4.0,Escrita el 18 de noviembre de 2020,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Madrid, España",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,,,,,,
