web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,data19,image2,position,image3,image4,image5,image6,image7
1779542211-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Visita con familia,enric marin,He ido muchas veces a lo largo del tiempo y hasta mi ultima visita  en 2017 siempre muy satisfecho Lo he recomendado a multitud de gente a ultima visita del 2017 fue ltamente que los propietarios analizaran el comentario Dejamos platos enteros y ni siquiera nos preguntaron Este año hemos vuelto y nos hemos reconciliado Me gustaria,"Barcelona, España",24,Escrita el 12 de octubre de 2019,24 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542228-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,No mereció la pena quedarse,Eloisa,Esperamos alrededor de 20 minutos para que nos atendieran pero en vez de hacerlo estuvieron buscando una botella de vino para un guiri durante ese tiempo. Encima caros y agobiados cuando tenían 4 mesas. Anda ya,1 contribución,Escrita el 7 de octubre de 2019,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,1,,,,,
1779542228-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Buenas tapas,walkirias,Servicio rapido y amable. Las croquetas muy buenas y el tataki de bonito buenísimo. Me llamó la atención que no y tienen refrescos.,"Málaga, España",Escrita el 7 de octubre de 2019,403 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/84/avatar005.jpg?w=100&h=-1&s=1,403,,,,,
1779542228-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,*****,Marco R,"Excelente propuesta para ir de tapas. Muy buena atención! Recomiendo especialmente la tapa de Chipirones.
Buenos vinos, cálida ambientación, buena comida. Recomiendo ir temprano, el lugar no es muy grande y de lo contrario habrá que esperar. Cenamos en la barra junto y nos atendió JOSE maravillosamente bien.","Montevideo, Uruguay",Escrita el 3 de octubre de 2019,118 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cf/80/49/caption.jpg?w=100&h=-1&s=1,118,,,,,
1779542228-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Ya vamos por la tercera y seguiremos,Blanca P,"Como dijimos la  segunda vez que volveriamos y hemos vuelto . Los dueños  encantadores , buen vino y comida ....sin lugar a dudas seguira siendo un sitio de visita obligada cada vez que vayamos a madrid","Las Palmas de Gran Canaria, España",Escrita el 26 de septiembre de 2019,268 contribuciones,Calidad/precio,Comida,Servicio,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/65/ec/91/pincho-chipiron.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,268,,,,,
1779542228-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Consejo: Sentarse en la barra,Felipe Ossandon,Muy buenos consejos de José (en la barra) tanto para beber cómo para comer. La comida muy buena! Yo pedí el Rabo de Toro y fue un plato de lujo.,"Santiago, Chile",Escrita el 24 de septiembre de 2019,7 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/60/bd/09/casa-lucas.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,7,,,,,
1779542228-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Para un momento especial,Alvaro A,"Barato no es. Cómodo tampoco. Pero si logras hacerte un hueco en la barra merece la pena comerse unos huevos macarena o un rabo de toro. Riquísimos ambos, aunque si tuviera que elegir, me quedo con los primeros.","Madrid, España",Escrita el 24 de septiembre de 2019,566 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,566,,,,,
1779542228-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Quizá fue un mal día,Lara del Rey,"Pedimos una Cariñena, unas croquetas y un Portobello. La realidad es que estaba todo malo y doy detalle: La Cariñena estaba excesivamente dulce por la cebolla confitada (y aún así); el pan muy regular. Las croquetas estaban calentadas de microondas con lo que estaban hasta un poco frías y el sabor era realmente mediocre. Las patatas que acompañaban a las croquetas, rancias. El Portobelo, para terminar, no estaba bien hecho, el champi estaba ligeramente duro y la crema la verdad que de sabor tampoco estaba nada rica, y súper salada. 
El servicio era muy agradable y el local bonito.
AH! Y encima los precios son bastante caros, sobre todo para la calidad. 
Quizá comimos muy tarde y tuvieron un mal día, pero desde luego.... nefasto. Lo salvan por el personal.","Madrid, España",Escrita el 20 de septiembre de 2019,219 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/da/cf/47/gonzalo215.jpg?w=100&h=-1&s=1,219,,,,,
1779542228-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Nunca falla!,Maria G,"Este sitio de la Cava Baja, es perfecto para tomar buen vino y una cariñena o morcilla, todo lo que tienen esta bueno y siempre encontrarás calidad! Hay quye dejarse aconsejar por sus dueños!","Madrid, Madrid, Spain",Escrita el 4 de septiembre de 2019,16 contribuciones,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,16,,,,,
1779542228-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Qué bueno,DanRomV,"Hacía mucho tiempo que no íbamos y quisimos repetir en uno de nuestros sitios de referencia en Madrid. El servicio estupendo y la comida fenomenal. Tomamos los calamares, el canelón negro, el arroz y el foie. Mejor que lo que recordábamos. Volveremos cuando podamos. Muy recomendable.","Singapur, Singapur",Escrita el 24 de agosto de 2019,61 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,61,,,,,
1779542228-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Delicioso todo.,Jose R,"Comida entre amigos que se convierten en un placer no solo por la compañía, también por el entorno y compartir una espléndida comida atendidos muy amablemente por los profesionales del restaurante. Volveremos a visitarlos.","Sevilla, España",Escrita el 23 de agosto de 2019,27 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e2/3c/83/rjfe234.jpg?w=100&h=-1&s=1,27,,,,,
1779542228-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"Muy bueno, no lugar de guiris",J A B,"Muy buena atención, muy amables, es un local pequeño, platos muy buenos a un precio razonable. 
Recomendable, como lugar no de guiris (sablazos y mala calidad)","Barcelona, España",Escrita el 23 de agosto de 2019,9 contribuciones,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,9,,,,,
1779542228-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Para turistas,Jordi C,"Otro mas para turistas no lo recomiendo  el vino de la mancha a temperatura ambiente a 33 grados a la sombra, algun pincho tiene deje a precocinado","Lleida, España",Escrita el 16 de agosto de 2019,5 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ce/06/49/casa-lucas.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,5,,,,,
1779542228-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Excelente,Romano,"Tan solo entrar te das cuenta que entras a un lugar distinto, sus vinos son especial y te indican que beber, gran lugar","Guernica, Argentina",Escrita el 26 de junio de 2019,6278 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,2,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/12/ad/9e/photo0jpg.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/27/70/caption.jpg?w=100&h=-1&s=1,6278,,,,,
1779542228-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,hay no te equivocas,lola g,"ya hemos ido varias veces , lo malo que es muy pequeño el local y unas cuatro mesas o vas pronto o es imposible tomar algo , todo esta muy bueno y el trato y rapidez genial.
de los pocos de la cava baja en tapeo , hay otros pero es otra cosa ...el sabado iremos","Madrid, España",Escrita el 14 de mayo de 2019,101 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,101,,,,,
1779542228-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Delicioso,M Andrea V,"Probamos las croquetas mixtas, calamares, pinchos de solomillo y de puerro con espinaca. No pude escoger mi favorito entre todos esos porque realmente todo estaba espectacular! Tardaron un poco en servir pero la espera valió la pena. El servicio es muy bueno, todos muy amables.","Madrid, España",Escrita el 8 de mayo de 2019,19 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/69/9f/98/caption.jpg?w=100&h=-1&s=1,19,,,,,
1779542250-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"Buena taberna, ninguno se llama Lucas",Santiago C,"Muy buen tapeo y buenos vinos en una taberna pequeñita, con personalidad. Hay gente de todas las edades, El tártar de atún sumamente recomendable y los huevos rotos también. Los vinos, muy variados, mejor ir en grupo y pedir una botella que tomarlo por copas, y el servicio, atento y competente, hay que hacer reserva porque el tamaño no da para más. No se puede decir “hasta luego Lucas” porque nadie se llama Lucas.","Las Rozas, España",38,Escrita el 4 de mayo de 2019,38 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542250-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Para tomar y picar algo,Cortegana10,"Bar muy pequeño en el que se puede tomar unas cervezas bien tiradas o unos vinos mientras pides algo para acompañar (ya que las ""tapitas de cortesía"" son eso... de cortesía). No se me ocurriría comer en una de las 4 mesas que tiene a menos de que el local estuviera vacío (y eso no lo he visto todavía). No es nada barato pero está bien para un buen aperitivo si tienes suerte de poder encontrar un hueco para apoyar la consumición.","Huelva, España",209,Escrita el 27 de abril de 2019,209 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/b5/eb/29/cortegana10.jpg?w=200&h=-1&s=1,,,1,,,,,
1779542250-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Repetiremos,Maranad,"Ya es la segunda vez que vamos y hemos vuelto a salir encantados. 
Propuestas y presentaciones riquísimas y originales.
Espacio pequeño, mejor reservar. Servicio rápido sin exagerar, comes tranquilamente pero no hay opción a sobremesa.","Madrid, España",73,Escrita el 20 de abril de 2019,73 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/fb/ee/a9/maranad.jpg?w=200&h=-1&s=1,,,2,,,,,
1779542250-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Paseo por Madrid,Fernando Serrano,"Gran sorpresa gastronómica, 
Una pena que no tuvieran postres.
Riquisimo el rabo de toro deshuesado, los huevos poche, un placer.
Volveremos.",18 contribuciones,18,Escrita el 3 de abril de 2019,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"BBB, Bueno bonito y barato",Antonio P,"Es muy pequeño pero cuco, la comida excelente, la carta de vino corta pero buena, con mucho sentido, ningún vino regular o malo. Podéis pedir lo que queráis, es una experiencia de sabores total.","Madrid, España",69,Escrita el 2 de abril de 2019,69 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/50/47/94/antonio-p.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Rico rico.....,Antare.77,"Estuvimos 2 familias, 10 en total, ya habíamos estado comiendo ahí, y por eso repetimos, pidas lo que pidas está todo buenísimo, el trato muy amable y atento.
Un sitio al que seguro que no tardaremos en volver.....","Madrid, España",27,Escrita el 5 de marzo de 2019,27 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/71/6a/80/caption.jpg?w=100&h=-1&s=1,,,3,,,,,
1779542250-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,muy bien,jfmc999,"local pequeño pero acogedor. 
la carta corta pero de mucha calidad.
destaca también sus empleados a cual más agradable y servicial. así da gusto.
canelon de calabacín relleno de bacalao para chuparse los dedos.","Algodonales, España",10,Escrita el 1 de marzo de 2019,10 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,3,,,,,
1779542250-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"""Nuestra segunda vez y habran muchas más """,Blanca P,"Lo descubrimos de  casualidad y la verdad que muy bien , comida y vinos muy buenos , y por supuesto el personal muy agradable . Esta vez solo nos dio tiempo a tomarnos un vinito y la tapita que ellos ponen pero la proxima ....Un vino blanco que tome muy rico .... una pena no haber anotado el nombre , buena recomendacion por parte de ellos .","Las Palmas de Gran Canaria, España",268,Escrita el 27 de febrero de 2019,268 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Fin de semana,aire747,Para mi el mejor sitio de toda la Cava Baja para comer pinchos tanto frios como calientes muy buenas raciones gran variedad de vinos sitio muy concurrido recomiendo el pincho de Jumilla,"Madrid, España",227,Escrita el 24 de febrero de 2019,227 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Experiencia de 10,Athenea 35,"Encontramos este sitio casi por casualidad y fue un acierto tremendo!Comida espectacular y atención del personal de 10. Como picoteo nos pusieron unos garbanzos con bacalao y espinacas en unos cuencos riquisimos. Para comer pedimos de carta unas croquetas mixtas que estaban de muerte! Unas tostas de pollo con cebolla morada caramelizada y maiz espectaculares y luego unos fardos de calamar con banco y con su tinta que se nos hizo la boca agua y para terminar un canelón relleno de verduras y marisco ruquisimo!es que no falló ningun plato y fueron todo atenciones. Si volvemos a Madrid,volveremos por supuesto a este restaurante.",12 contribuciones,12,Escrita el 5 de febrero de 2019,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5a/4b/d3/athenea-j.jpg?w=200&h=-1&s=1,,,2,,,,,
1779542250-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Tapeo,Lolamb4,"Pasamos de paso y entramos a tomar un vino ya que estabamos,
 nos tomamos unas
tostas y la verdad que estaba todo muy bueno, tomamos tosta de solomillo con cebolla
caramelizada y morcilla con piñones con base de tomate y me sorprendio para bien. Los comareros muy atentos y serviciales.","Madrid, España",16,Escrita el 4 de febrero de 2019,16 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Aconsejando y buen servicio,Tammy,Fui. Con un amigo. Y la verdad que aconsejando en todo momento y pedimos. Croquetas. Mixtas. Las de boletus. Muy top. Recomendable. Volveré,"Madrid, España",64,Escrita el 17 de enero de 2019,64 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542250-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Me encanta este lugar!,Aleia,"Uno de los lugares a lis que no se puede dejar de visitar en Madrid. Estuvimos cenando con mi novio y una pareja de amigos, la comida y los vinos deliciosos! Nos trataron muy bien, fueron muy amables! Infinitas gracias!",1 contribución,1,Escrita el 16 de enero de 2019,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,2,,,,,
