web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,position
1775668496-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Comida increíble,Kylie C,"La comida era increíble. Ambiente muy agradable y muy relajante. Probamos la polenta, ensalada y pastas. ¡Qué gran momento! Nos encantó tanto.",11 contribuciones,11,Escrita el 16 de febrero de 2026,11 contribuciones,,,,,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,
1775668496-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Excelente,Alejandro S,Excelente atención. La comida muy buena. Repetiremos,1 contribución,1,Escrita el 13 de febrero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,,
1775668496-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Decepción,belen7777,"Decepción. Comida mucho peor cocinada que hace un año. La comida templada. Media hora de espera del primer plato a las pizzas. Seguro ya no volveremos.
El sitio bonito pero no cómodo.",40 contribuciones,40,Escrita el 9 de febrero de 2026,Madrid,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,
1775668496-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,De 10,Amaya G,"Comida excelente, muy bueno todo y el trato de Silvia maravilloso, siempre atenta por si necesitábamos algo y con una sonrisa. Da gusto encontrarte con gente como ella.",1 contribución,1,Escrita el 7 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,
1775668496-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Comida,Marta F,"La comida es muy buena, y Lina, nuestra camarera, fue muy atenta. Muy buen servicio durante la comida. Es un restaurante con buen ambiente",1 contribución,1,Escrita el 7 de febrero de 2026,"Dos Hermanas, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,
1775668496-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Tardanza en todos los platos,santiago r,"Fui con mi pareja a cenar, entramos a las 21 y hasta las 21:35 no nos trajeron una jarra de agua que pedimos nada más sentarnos, no obstante, la comida estaba bien aunque no destacaba nada de lo que comimos. Unos de los platos fue pasta carbonara y llevaba más pimienta que espaguetis, se cargó el sabor de una buena carbonara. Por concluir, la atención fue mala pero el personal era amable, no repetiré más.",1 contribución,1,Escrita el 1 de febrero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1775668496-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buena,Maria B,"Nos atendió Silvia, muy amable y atenta. la comida muy rica, el servicio atento pero especialmente la camarera, silvia que nos atendió fue estupenda",1 contribución,1,Escrita el 17 de enero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,,
1775668496-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Experiencia,Ana Maria C,"Muy buena la comida, el servicio por silvia y kevin estuvo fenomenal. 
Volveremos a probar nuevos platos",3 contribuciones,3,Escrita el 13 de enero de 2026,3 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,
1775668496-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Sitios a los que volver,Aranzazu Y,Especialmente reseñable la atención de Silvia. Ojalá esté la siguiente vez que volvamos. Atenta y cariñosa. Un regalo su atención .,1 contribución,1,Escrita el 10 de enero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,
1775668576-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Buena comida, hermoso ambiente y maravillosos servicios. Este restaurante Italiano es muy recomendable.",Horsehigh,"Pedimos pizza, risotto, tiramisú y postre tradicional español. La pizza y el risotto estaban perfectamente cocidos, en particular el risotto con trufa en el que el arroz era masticable y el sabor estaba bien equilibrado con diferentes tipos de favor. El servicio era bueno y el supervisor Italiano era muy servicial.",41 contribuciones,Escrita el 17 de julio de 2025,"Hong Kong, China",41,Mostrar original,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/7f/d0/9b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/7f/d0/9a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/92/3e/29/yhymarco.jpg?w=100&h=-1&s=1,,
1775668576-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buenas pizzas pero ojo que no te cobren el pan,Daniel B,La comida estuvo genial. Se podrían ahorrar el dejarte el pan en la mesa y que avises de que te lo retiren porque si no te lo cobran. Si no lo lees en la carta de lo clavan si haberlo pedido.,97 contribuciones,Escrita el 9 de julio de 2025,"Madrid, España",97,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3d/ec/53/daniel-b.jpg?w=100&h=-1&s=1,,
1775668576-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Excelente restaurante…lo recomiendo mucho!,Chris B,"Excelente restaurante y maravilloso servicio. Lo recomendamos altamente. Muy buenas selecciones para toda la familia, incluidos los niños.",24 contribuciones,Escrita el 2 de julio de 2025,"Oakville, Canadá",24,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,
1775668576-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Nos encanta, siempre volvemos",Lucia C,"Hemos venido muchas veces a este sitio y nos encantan la comida auténtica italiana, pero lo mejor siempre es el trato del personal. Son atentos, educados, y sonrientes. 
Sin rápidos en servicio y el local es muy acogedor y agradable. Tienen tronas, son muy amables con los niños.
Nuestro última experiencia fue con Sindy y Angelo y encantados.",1 contribución,Escrita el 23 de junio de 2025,1 contribución,1,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,
1775668576-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Muy buen sitio para cenar,Paula A,"Fui a cenar con mi familia, el sitio es muy bonito, la atención fue estupenda y la comida muy rica. Recomiendo las pastas especiales que recomiendan.",3 contribuciones,Escrita el 16 de junio de 2025,"Seville, Andalucia, Spain",3,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,
1775668576-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Un desastre, todos supuestamente muy atentos pero poco eficaces.",mayte N,"Un desastre, la comida tardó  muchísimo . Llegamos a las 10h  y a las 0,38 no nos habían traído la cuenta. Hemos estado en otros locales del grupo y todo era más fluido. No volvería.",1 contribución,Escrita el 1 de junio de 2025,1 contribución,1,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/07/f1/87/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/07/f1/6c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,
1775668576-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Muy bueno ✨,Luciana A,"Buena atención, la lasaña boloñesa y la pizza proscciuto estaban  riquísimas y los postres también!✨
Volveremos desde Valencia!",1 contribución,Escrita el 18 de mayo de 2025,1 contribución,1,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e6/84/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e6/84/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,
1775668576-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Bueeeeenísimo todo,Matheo E,"Rico rico rico. Todo muy buena pinta y alta calidad. Hemos venidos de paso por Madrid desde Valencia y de casualidad los hemos pillado. Está tan bueno que cada vez que vuelva a Madrid, pienso comer aquí.",1 contribución,Escrita el 18 de mayo de 2025,1 contribución,1,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,
1775668576-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Top,Mario G,"Todo muy bien, el ambiente perfecto, el trato muy bueno y la comida muy rica. Merece la pena probarlo. Fuimos a cenar y estuvo muy bien",1 contribución,Escrita el 13 de mayo de 2025,1 contribución,1,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,
1775668576-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Comida italiana muy auténtica,Roddy Nicole,"Sin duda volvería. La comida es deliciosa, y tanto la cantidad como la calidad valen la pena por el precio. 👍👍👍👍👍",2 contribuciones,Escrita el 26 de abril de 2025,"Londres, Reino Unido",2,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,
1775668576-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,¡Una de nuestras comidas favoritas en Madrid!,Shayne N,"Disfrutamos del servicio maravilloso y la comida absolutamente increíble! Pedí pasta rellena de espinacas y ricota en una salsa de pesto pistacho. Fuera de este mundo delicioso, y tan rico que no pude terminarlo, a pesar de que el tamaño de la porción parecía pequeño a primera vista.",72 contribuciones,Escrita el 18 de abril de 2025,"Houston, Texas",72,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,,Leer más,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a1/11/88/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/95/avatar021.jpg?w=100&h=-1&s=1,,
1775668576-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Restaurante comida Italiana de 10,Jose V,"Restaurante con ambiente elegante, relajante y tranquilo... Con una terraza ambiental espectacular.
El servicio muy atento y la comida muy cuidada y muy buena.
Nos atendió Iris y siempre atenta a lo que necesitamos...",1 contribución,Escrita el 10 de abril de 2025,1 contribución,1,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/2c/79/32/jose-v.jpg?w=100&h=-1&s=1,,
1775668576-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Cena en familia,AntuRJ,"Super restaurante italiano con un servicio muy cálido y eficaz. Muy buena atención y la comida deliciosa, se siente la calidad de los productos
La decoración es bonita, lo único que se puede reprochar es a veces la falta de separación entre algunas mesas, imposible hablar a volumen moderado y no escuchar las conversaciones de las mesas de al lado.
Talvez poner las mesas grandes separadas de las mesas en comité pequeño.",2 contribuciones,Escrita el 23 de marzo de 2025,"Madrid, España",2,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,
1775668576-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Para repetir muchas veces,Lorgon,"Es ideal para una cena especial!!!! Empezando por el servicio, super amable, educado y atento. Manuel, gracias!
Pedimos dos platos de pasta y vitello tonatto como entrante y todo exisito.  El plan viene en una cesta variado y con aperitivo mientras eliges los platos.
El ambientes es agradable con música de fondo, decoración elegante y una terraza ideal que me quedo con ganas de probar.
Repetimos sin duda!! Eso sí, venir con hambre que los platos no son pequeños :)",2 contribuciones,Escrita el 13 de marzo de 2025,2 contribuciones,2,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,
1775668576-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Bajada de calidad.,Jose Pablo C,"Conozco el restaurante desde que se inaguró y por su proximidad a mí domicilio he ido bastantes veces. Puedo decir que al principio los platos eran más cuidados y  exisitos. En la actualidad ha bajado mucho la calidad. Por otro lado, nada más sentarte en la mesa te ponen un cesto con colines y pan, en cual tu no has pedido y luego te cobran 10 €. En definitiva, en este momento ya no lo recomiendo para comer, si lo puedo recomendar como sitio agradable, pero nada más.",1 contribución,Escrita el 10 de marzo de 2025,1 contribución,1,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,
1775668545-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,EXCELENCIA,Antonio d,"Me ha atendido Silvia, muy educada y siempre con una sonrisa. Es una camarera majísima. La comida excelente. Buen ambiente.",1 contribución,Escrita el 10 de enero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,1.0
1775668545-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Comida, música y ambiente de 10",Daniel Alexande... H,"La comida exquisita y la atención de Angel personalizada y amable. Y relación calidad precio muy acertado, el sitio muy acogedor.",2 contribuciones,Escrita el 30 de diciembre de 2025,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,2.0
1775668545-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Comida italiana,Ruth Romina R,Relación calidad precio buenísima. El camarero fue súper amable y atento en todo momento. Todo lo que probamos fue muy rico.,5 contribuciones,Escrita el 11 de diciembre de 2025,"Xàtiva, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,5.0
1775668545-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buena calidad aunque…,Sr.Bago,"Sitio bonito y comida deliciosa. Somos amantes de la trufa y pedimos tanto la Polenta con trufa y Tagliolini trufa y Delizia de la Mamma ( o algo así), brutal con su salsa de pistacho. La única pega es el precio. 2 trozos de pan para cada uno sin pedirlo 5€, además del sobreprecio para algunos platos. Por el resto bien.",993 contribuciones,Escrita el 22 de noviembre de 2025,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/2c/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/2c/7c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/2c/7a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c6/2f/45/avatar.jpg?w=100&h=-1&s=1,993.0
1775668545-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,En familia,Esther G,"Buen ambiente y buen comida, un sitio al que volver para celebrar por cualquier motivo.  La amabilidad de los camareros es siempre de agradecer",6 contribuciones,Escrita el 9 de noviembre de 2025,6 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,6.0
1775668545-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Siempre un placer,Dreamer43319147805,"Como siempre es un placer degustar sus platos y encontrar un equipo que trabaja siempre con una sonrisa y pendiente de que no te falte nada. Hoy nos ha atendido Gris y nos ha atendido genial, muy cariñosa y servicial. Muchas gracias",2 contribuciones,Escrita el 26 de octubre de 2025,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,2.0
1775668545-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Estupenda,Ansu100,"Gran comida y estupendo trato. Oriana nos ha tratado muy bien.
Era el cumpleaños de mi hija mayor (13años) y jan sido muy atentos",9 contribuciones,Escrita el 21 de octubre de 2025,"Alcalá de Henares, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,9.0
1775668545-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Experiencia increíble,Sara C,"Oriana increíble atención todos personal excelente, la comida muy rica. Siempre elegimos este sito. Volveremos sin duda dos platos y dos copas de vino 55€ super bien de precio! Lo recomendamos",1 contribución,Escrita el 21 de octubre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,1.0
1775668545-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Sabroso todo el tiempo,Quinn S,"Mi día aquí fue un viernes 21 de febrero de 2025 durante nuestra celebración de cumpleaños en Malafemmena y pedí el bourguignon de ternera y verduras. Lamentablemente la porción inicial estaba fría, y cuando pedimos que se cambiara no había carne, solo un tazón de carne de res. Aunque nos sirvieron con una buena disculpa, no estábamos tan satisfechos con la comida. Espero que puedan estar más atentos a los detalles en el futuro cuando se trate de ocasiones especiales. El personal era muy disculpado y la fiesta de cumpleaños no se tomó en consideración porque la mención de fiesta de cumpleaños en nuestra reserva no se consideró.",2 contribuciones,Escrita el 12 de octubre de 2025,"Barcelona, España",Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,2.0
1775668545-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Estupendo italiano,Dextrosa,"Estuvimos comiendo un sábado previa reserva. Me sorprendió lo grande que es el local. Estéticamente muy bonito, sin estridencias y con un ambiente cálido y cuidado.

Mientras mirábamos la carta nos trajeron una cesta de pan y una crema de verduras muy rica. Tomamos unas bruquetas para compartir y como principales un risotto de boletus, una pizza de jamón y champiñones y unos penne a la rabiata. De postre tomamos un tiramisú y un ""nutelotto"". Todo estaba muy bueno, bien presentado, en suficiente cantidad. Disfrutamos mucho de la comida, nos atendieron muy bien y el precio está ajustado para la calidad y atención que nos dieron.",1817 contribuciones,Escrita el 11 de septiembre de 2025,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/14/ad/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/14/ad/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/14/ad/5b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/6d/32/c6/maitesn.jpg?w=100&h=-1&s=1,1817.0
1775668545-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Cena con un ambiente perfecto,Curiosity13792237594,"Es un sitio precioso donde comimos fenomenal. Iris fue encantadora y nos atendió muy bien. Relación calidad precio muy bien, comida abundante y muy rica. El sitio es precioso, para una cena romántica sería un 10. Repetiremos, fue un placer.",1 contribución,Escrita el 4 de septiembre de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/8e/dc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/8e/dd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/03/8e/db/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,1.0
