web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,position,data21,data22,data23,data24,data25,data26,image5,image6,image7,image8
1775471539-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Increible,María O,"Una comida buenisima, sabores novedosos y una experiencia unica. El personal inmejorable. Nuestrs camarera fue Najat y un 10 para ella. Repetiria sin duda.","💫🙏 Mil gracias por la buena vibra, nos alegra muchísimo saber que lo habéis disfrutado tanto 🥂✨",1 contribución,Escrita el 5 de septiembre de 2025,1 contribución,Escrita el 23 de septiembre de 2025,Reservar para asegurarte sitio y disfrutar,Inclán B,,Consejo:,,Calidad/precio,Ambiente,Servicio,Comida,,,,,,,1.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471466-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Perfecto local,Manuel L,Nos atendieron en barra pikachu y Alex un trato fenomenal,Escrita el 4 de abril de 2026,,1 contribución,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Experiencia Brutal,Ravalgil,"Lugar original para pasar un buen rato con amigos, almorzando buena comida. Platos y cócteles con una presentación curiosa y buena calidad. Éramos tres, pedimos menú degustación y a parte quisimos probar las croquetas, (que me encantaron) pero nos sobraron en cantidad... No pudimos terminarnos todo. Un trato muy bueno por los trabajadores, sobretodo nuestra camarera y Sara, encantadoras. Sin duda recomendable.",Escrita el 20 de octubre de 2024,"¡Gracias por tus palabras! 🎉 Nos alegra que hayas disfrutado de la comida y la atención de nuestro equipo, especialmente de Sara. 🍽️✨ ¡Las croquetas tienen ese efecto! 😉 No dudes en volver, la próxima vez ¡a por más! 🥳❤️",62 contribuciones,Fuimos tres y quisimos añadir un plato extra al menú degustación y no pudimos terminarlo todo.,"Extremadura, España",Inclán B,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 25 de octubre de 2024,Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d7/41/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/2d/ca/ravalgil.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,62.0,,,,,,,,,,
1775471466-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Buen local,Manolo L,"Estuvimos en la barra y todo perfecto gracias a pikachu y Alex.
Muchas gracias.",Escrita el 4 de abril de 2026,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Local espectacular,Estefania R,"Hemos ido por primera vez y ha sitio todo un descubrimiento. Un local espectacular, trabajadores muy amables. Resaltar el trato cordial y amigable de Alex y Pikachu. Si volvemos a Madrid, sin duda volveríamos a hacerles una visita.",Escrita el 4 de abril de 2026,,1 contribución,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Propina,Marga,"No soy de Madrid, soy de otra comunidad, cada vez que voy a Madrid intento ir a Inclan Brutal Bar, me encanta, la comida está buenísima, la presentación y el sitio espectaculare lo que no me gustó fué que cuando trajeron la cuenta, había que pagar propina, esto me parece de muy mal gusto, si he tenido un buen servicio no tengo ningun problema en dar propina, pero que te la impongan es de miy mal gusto, me ha sorprendido para mal esto y me lo voy a pensar dos veces antes de volvers",Escrita el 3 de abril de 2026,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Santa Pau, España",,,,,,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Muy bueno,Camper13383496293,"Se come fenomenal, las croquetas brutales, el pan bao buenísimo y el trato de los camareros excelente en especial Lucho ( Luis) volveremos seguro",Escrita el 3 de abril de 2026,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Muy recomendable,Raúl A,"Buen ambiente, buena comida, y buen trato",Escrita el 3 de abril de 2026,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,,,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,"Viaje familiar, comida y bebidas… puedes pasar x tapas o cenar en forma. Ambiente cálido y comida deliciosa",Mireya A,Excelente ambiente y servicio. Picachu y Heimy espectaculares ! Muchas gracias,Escrita el 29 de marzo de 2026,,7 contribuciones,,7 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cf/89/12/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,7.0,,,,,,,,,,
1775471466-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Experiencia espectacular,Luciano C,"Encantado del ambiente t de los barman PIKACHU y HEIMY.
Muy profesionales y preparados",Escrita el 29 de marzo de 2026,,1 contribución,Experiencia excepcional con los barman PIKACHU Y HEIMY.,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Brutal,iñigo u,Fuimos d casualidad.  Un sitio muy recomendable.  Pa repetir,Escrita el 24 de marzo de 2026,,1 contribución,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/30/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,1.0,,,,,,,,,,
1775471466-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,La asistencia de pikachu,Diego M,"Estuve en la barra y me atendió pikachu y una chica, nos trataron genial con un servicio excelente, muy atentos y amables, volveré por allí eso seguro",Escrita el 23 de marzo de 2026,¡Gracias! ⚡ Pikachu en modo estrella 😄🍸 ¡te esperamos pronto!,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Inclán B,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 23 de marzo de 2026,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,,,,,,,,,,
1775471466-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Su atención,Daniela M,Un servicio 10/10 con Heimy y Pikachu.,Escrita el 23 de marzo de 2026,¡Gracias! ✨ Heimy y Pikachu subiendo el nivel 😄🚀 ¡vuelve pronto!,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Inclán B,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 23 de marzo de 2026,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,,,,,,,,,,
1775471466-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,"“Engulle , haz foto y vete. Poco profesionales.",S. S.,"Nos metían prisa para pedir los platos, nos los trajeron prácticamente todos a la vez teniendo que comer algunos platos ya fríos. 
El camarero José muy poco profesional levantando la voz en exceso, con actitud prepotente y maleducado, me sirvió alcohol cuando indiqué que estaba embarazada y estornudó encima de los cubiertos y vajilla sin cubrirse la nariz. En mitad de la comida nos cambiaron los platos sin ningún tipo de sentido (no había cambio de pescado a carne ni similar).  Es un sitio para la foto y subirlo a redes por su decoración y vajilla pero nada tiene de especial más allá de eso. Hay sitios con mejor cocina y por supuesto mejor servicio y precio.",Escrita el 22 de marzo de 2026,Gracias por contarlo 🙏 esto no es nuestro estándar y lo revisamos de inmediato ⚠️ esperamos poder darte una experiencia mucho mejor la próxima vez ✨,40 contribuciones,,"Miranda de Ebro, España",Inclán B,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 23 de marzo de 2026,Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c0/b2/7c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/19/0e/0f/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,40.0,,,,,,,,,,
1775471466-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,maravilloso,Katarina D,maravilloso! saludes de Croatia,Escrita el 22 de marzo de 2026,¡Gracias! ✨ Un abrazo hasta Croacia 😄🌍 ¡te esperamos pronto!,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Inclán B,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 23 de marzo de 2026,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/4a/23/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,,,,,,,,,,
1775471466-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Inclan siempre brutal!,María Marta M,"¡El nervio de la barra brutal del clan falla! 
Lugar increíble, buena comida y servicio. 
Lucho fue super atento y recomendó platos y bebidas. 
¡Volveremos!",Escrita el 16 de marzo de 2026,Thank you! ✨ Lucho on point as always 😄🔥 Can’t wait to see you back!,1 contribución,,1 contribución,Inclán B,Calidad/precio,Ambiente,Servicio,Comida,,,Escrita el 23 de marzo de 2026,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,,,,,,,,,,
1775471521-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Me quito el cráneo ante su este lugar,Quemasangres,"Local muy original, con una propuesta culinaria rompedora y una estética que no solo entra por los ojos.
Nosotros optamos por el menú degustación y casi no pudimos terminarlo (no es recomendable si vas por la noche)
El personal muy profesional pese a la juventud de algunos.",¡Gracias! 💀✨ Menú que deja huella 😄🍽️ ¡os esperamos pronto!,814 contribuciones,814,Escrita el 22 de enero de 2026,"Granada, España",Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/44/d8/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/66/00/da/quemasangres.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Muy malo,EstephFC,El.mesero muy bien pero nos pasaron la cuenta cuando consumimos bastantes alimentos y bebidas! Muy mal por eso por eso no se los recomiendo si quieren pasar un tiempo agradable con sus amigos mejor busquen otro lugar. Pagamos 200 euros y aun así solo estuvimos 1 hora porque nos pasaron la cuenta,Gracias por comentarlo 🙏 revisamos lo ocurrido para que la experiencia sea siempre de 10 ⏱️✨ esperamos verte de nuevo!,22 contribuciones,22,Escrita el 18 de enero de 2026,"San Cristóbal de las Casas, México",Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3d/37/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Platos originales y de gran calidad,Mayte,"Comida genial, trato inmejorable.
Destacar la calidad y agrado de Alex, Jero y David","¡Gracias! ✨ Alex, Jero y David en modo top 😄🍽️ ¡os esperamos pronto!",1 contribución,1,Escrita el 17 de enero de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Muy rico el cóctel y maravillosa atención,Wilmary E c,"Maravillosa atención, a pesar de no ir con reserva para tomar un cóctel, y súper amables principalmente Iván, maravillosa experiencia. Nos vamos contentas. ;)",¡Gracias! ✨ Iván repartiendo magia 😄🍸 ¡os esperamos pronto!,1 contribución,1,Escrita el 4 de enero de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,,,,
1775471521-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Nunca falla,JOSE PARRA,"TODO PERFECTO COMO SIEMPRE, hemos pedido paella y está espectacular, el servicio en este lugar es muy bueno, un sitio para ir siempre.","¡Gracias! ✨ Nunca falla, solo mejora 😄🍽️ ¡os esperamos siempre!",12 contribuciones,12,Escrita el 2 de enero de 2026,12 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Increíble lugar!,Juan S,"Increíble Yeiikol y Jorge nos atendieron super!! Un lugar super recomendable. Vayan,  no se van a arrepentir!! Una experiencia que merece ser vivida.🫶",¡Gracias! ✨ Yeiikol y Jorge en modo top 😄🔥 ¡os esperamos pronto!,1 contribución,1,Escrita el 22 de diciembre de 2025,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,,,,
1775471521-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,El mejor,Fernando R,"Maravillosa experiencias, quizás el mejor del grupo en sabores y productos. Buen trato, preciosa decoración que hace que pases un ratito amable. Menú degustación de 10",¡Gracias! ✨ Sabores de 10 😄🍽️ ¡os esperamos pronto!,1344 contribuciones,1344,Escrita el 21 de diciembre de 2025,"Talavera de la Reina, España",Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/07/61/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,No te lo pierdas,archerbrown,"Gran lugar, el estilo es realmente llamativo y divertido y seguido hasta el último detalle. La comida era increíble y el servicio coincidía con el ambiente y era excelente.","Thank you! ✨ Style, flavor, vibes… all on point 😄🔥 See you soon!",25 contribuciones,25,Escrita el 20 de diciembre de 2025,25 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,
1775471521-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Quiero celebrar el año nuevo allí.,Nawka T,31 desembre sena 2 maiores una niña! Puedo 22:00 Quiero celebrar el Año Nuevo allí. Si las 22:00 o 23:00 están libres? Queremos pasar la Nochevieja con nuestra familia de una manera agradable.,"¡Hola! ✨ Nos encantaría celebrar Nochevieja con vosotros 🎉👨‍👩‍👧 Para 3 personas a las 22:00 o 23:00, lo mejor es reservar cuanto antes, ya que se llena rápido ⏰🍾 ¡os esperamos!",1 contribución,1,Escrita el 15 de diciembre de 2025,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fd/23/6d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,No merece la pena calidad/precio. Demasiadas expectativas para la realidad,Marga S,"Restaurante demasiado oscuro, personal con trato brusco, menú degustación con precio elevado para la cantidad de comida, tardan en el servicio de platos y el la bebida que me trajeron tenía de regalo 3 moscas. Es más postureo que calidad, no lo recomendaría.",Gracias por compartirlo 🙏 esto no refleja nuestra experiencia habitual y lo revisamos con el equipo ⚠️ esperamos poder cambiar tu impresión en una próxima visita ✨,4 contribuciones,4,Escrita el 12 de diciembre de 2025,4 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471521-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Brutal¡,Karmele C,Una experiencia inolvidable.Brutal¡.Los platos ademas de ricos se presentan de forma muy original.Nos sorprendio por distinto.,¡Gracias! ✨ Brutal y sorprendente 😄🔥 ¡os esperamos pronto!,3 contribuciones,3,Escrita el 10 de diciembre de 2025,3 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,,,,
