web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,data19
1775662696-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Sin flexibilidad en Servicio al Cliente,annastiinae,"El restaurante no estaba lleno, pero no había mesas libres para dos. Nos guiaron a un restaurante al lado en una mesa de bar. Eso no era lo que esperábamos y decidimos irnos. Al salir nos dimos cuenta de que no se dejaba entrar a nuevos clientes por lo que mesas más grandes se podían utilizar también para dos personas.",13 contribuciones,13.0,Escrita el 21 de julio de 2025,Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,
1775662696-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,"Te sirven frío, te atienden peor",Yaniv A,"Una decepción absoluta.
El restaurante Oven en Gran Vía 55 parece, a primera vista, un lugar bonito y bien organizado… pero ahí se acaba lo bueno.

Las comidas llegaron frías. El sabor, aceptable… pero comer platos fríos arruina cualquier experiencia. Lo peor fue el servicio, el más lento que he visto en mi vida. Increíblemente lento. Tuve que levantarme a pedir una botella de agua porque después de una eternidad nadie se acercaba a la mesa. La camarera en la barra me dijo que la enviarían, le dije que prefería llevármela yo mismo porque el servicio era pésimo… y aun así no me la dio. Tuve que levantarme una segunda vez para buscar yo mismo el agua. Que un cliente tenga que levantarse no una, sino dos veces para traer su propia bebida es una vergüenza total para cualquier restaurante.

Cuando salimos, otra clienta nos oyó quejándonos y nos contó que a ellos tampoco les fue mejor. Eran un grupo de 8 personas y Oven se negó a dividirles la cuenta en más de cuatro partes. Cada quien quería pagar lo suyo y les dijeron que no era posible. Absurdo y ridículo.

En resumen: bonita fachada, pésima experiencia. Comida fría, servicio desesperante y normas absurdas. No volveremos y no lo recomendamos a nadie.",3 contribuciones,3.0,Escrita el 15 de julio de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/54/c5/f2/yaniv-a.jpg?w=100&h=-1&s=1,,,,
1775662696-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Comida increíble en el corazón de Madrid,Hanna-Liis K,"La comida era tan buena que nos hizo llorar lágrimas felices. Se nota que los productos eran muy frescos y que hacen sus pizzas en el auténtico horno de pizza. ¡Simplemente increíble! 
El servicio estaba bien, pero no el servicio español demasiado amable habitual. Tuvimos una gran compañía, así que no nos importó.",7 contribuciones,7.0,Escrita el 14 de julio de 2025,Mostrar original,,,,,Traducido automáticamente,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,
1775662696-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Noche italiana agradable en Madrid,Patricia,Un sitio muy agradable y buen servicio. Me gustó mucho el hecho de que nos pudieran sentar en una mesa a pesar de no tener reserva! Algo complicado hoy en día en el centro. Gracias a Micaela por atendernos.,1 contribución,1.0,Escrita el 13 de julio de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,
1775662696-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Todo genial!,Ana L,"El lugar es súper bonito, tiene un ambiente muy agradable y la decoración muy bien cuidada. La comida estaba deliciosa, nos ha encantado! El personal es muy atento y amable. Mica nos ha tratado con mucha simpatía y amabilidad y a mí me recomendó un plato que me encantó, ¡Acertó a la perfección! Repetiremos. Muchas gracias",1 contribución,1.0,Escrita el 11 de julio de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1775662696-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Comida excelente,Claudia M,"Servicio buenisimo, menú del dia muy completo y a buen precio. Destacar a Mica que fue super atenta y amable, con una bonita sonrisa siempre.",1 contribución,1.0,Escrita el 10 de julio de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,
1775662696-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Experiencia maravillosa,María José P,"Sitio muy bonito  y agradable. Trato excepcional. La persona que nos atendió, estaba de prácticas, pero no lo parecía de lo agradable y resuelta que se la veía  con su trabajo. 
Volveremos seguro.",1 contribución,1.0,Escrita el 6 de julio de 2025,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,
1775662696-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Siempre top,Andrea L,Siempre pido lo mismo y siempre está igual de delicioso! El servicio de hoy estuvo genial gracias a Cristian por su rápida atención,4 contribuciones,4.0,Escrita el 2 de julio de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,
1775662679-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,"Buena comida, servicio lento",stuart w,"Vinimos a Madrid por el día y paramos aquí para un desayuno - brunch ya que estaba abierto y parecía acogedor. Lugar encantador, decoración y comedor es muy bueno. La comida cuando llegó era muy bueno y costo razonable. El servicio era terriblemente lento, tuvimos que pedir varias veces para pedir y 2 de los platos se olvidaron y tuvieron que volver a pedir. Gran lugar aparte del servicio",11624 contribuciones,,11624,Escrita el 27 de diciembre de 2025,"Airdrie, Reino Unido",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/12/14/e3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/12/14/e2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,0.0
1775662679-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Experiencia muy decepcionante en Oven,Naomi K,"Éramos tres personas con reserva para 7 : 30 PM y llegó a tiempo. Esperamos unos 10 minutos antes de que la anfitriona nos reconociera, otros 5 minutos para sentarse, y 15 minutos adicionales antes de que una camarera se acercara a la mesa. 

Después de pedir cinco platos, solo dos de ellos tardaron unos 20 minutos en llegar. Los otros tres platos no vinieron en absoluto. Solo después de preguntar al camarero qué estaba pasando, lo comprobaron y nos dijeron que tomaría otros 5 minutos, que en realidad se convirtió en 10. Después de 45 minutos, llegaron dos platos más, y el quinto plato llegó casi una hora después del pedido original. 

No se dio ninguna explicación por los largos retrasos, y nadie se disculpó. Por si fuera poco, el gerente no habla inglés, y tampoco los camareros, por lo que no había nadie con quien pudiéramos comunicarnos adecuadamente. 

La comida en sí era muy sabrosa, pero el excesivo tiempo de espera y el mal servicio arruinaron completamente la experiencia.",96 contribuciones,,96,Escrita el 20 de diciembre de 2025,"Rehovot, Israel",Mostrar original,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/05/28/a7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/05/28/a6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/05/28/a5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/0c/99/06/naomi-k.jpg?w=100&h=-1&s=1,0.0
1775662679-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Gran comida!,Nisa P,"Este lugar tenía un gran ambiente, comida y servicio! Nuestra camarera Efraín era genial también. Sabía qué recomendar. Teníamos el Cestino De Rigatoni Al Vodka, y la pizza con Prosciutto E Funghi. ¡Fue delicioso! El lugar estaba lleno entrando y cuando nos íbamos.",1 contribución,,1,Escrita el 17 de diciembre de 2025,"Ballwin, Missouri",Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,0.0
1775662679-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Bien para una cena informal con colegas o amigos,Roscón,"Este tipo de locales se han extendido por todo Madrid. Amplios,  con diversas zonas,  con una decoración de plantas de plástico y otros materiales, eso sí,  bien colocados para que tu foto quede bonita. 
Fuimos de cena de compañeros de trabajo.  8 personas. 
La comida es italiana.  Nos tuvimos que tomar los segundos platos fríos por que nos los pusieron en la mesa cuando aún estábamos comiendo los primeros.  
Camareros a tope,  yendo y viniendo,  se veía que no podían con todo. 
Te piden a la entrada que te descargues el qr y que no salgas de la página del qr por que en el local apenas hay cobertura. 
A la hora de pagar,  los que teníamos tarjetas de bankinter no pudimos pagar con ellas. 
Pagamos alrededor de 37 euros cada uno.",2182 contribuciones,,2182,Escrita el 16 de diciembre de 2025,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8c/41/2e/caption.jpg?w=100&h=-1&s=1,0.0
1775662679-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Para repetir,Yurena C,Exelente calidad precio comida muy buena y buen ambiente mencion especial al camarero Efrain fiymos atendidos muy rapido,6 contribuciones,,6,Escrita el 14 de diciembre de 2025,6 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fc/2a/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fc/2a/f5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fc/2a/f4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,0.0
1775662679-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Experiencia fría,Claire K,PIZZA FRÍA. SERVICIO VINO TINTO FRÍO FRÍO. Precios no en el menú. Lamentablemente no volveré a este restaurante. ... ... ... ... ... ... ... . .,2 contribuciones,,2,Escrita el 24 de noviembre de 2025,2 contribuciones,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,0.0
1775662679-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Muy buen lugar para comer italiano,Bea507,Un excelente restaurante de comida italiana. Las pizzas son deliciosas y la pasta espectacular . El servicio acompaña y hay buena relación precio calidad,438 contribuciones,,438,Escrita el 13 de octubre de 2025,"Punta Carretas, Uruguay",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/64/7a/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a6/e3/b4/bea507.jpg?w=100&h=-1&s=1,0.0
1775662679-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Buena pizza.,WJDMSP,Pizza y sangría era bueno. Servicio no era el mejor tenía que rastrear el servidor para obtener lo que necesitábamos. El ambiente del restaurante era muy agradable.,157 contribuciones,,157,Escrita el 12 de octubre de 2025,"Champlin, Minnesota",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ba/7f/25/wjdmsp.jpg?w=100&h=-1&s=1,0.0
1775662679-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,"El mejor menú, gran bien!",Paul Langan Author/Historian,"La comida era fantástica, ver fotos. Servicio europeo relajado, como debería ser. Sin embargo vi a un par de personas salir debido al Servicio relajado. ¡Su pérdida! Puntos de bonificación al mejor menú online del planeta. La comida salió rápido. Me encanta la propina está incluida. No BS.",281 contribuciones,,281,Escrita el 26 de septiembre de 2025,281 contribuciones,Mostrar original,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3a/16/d5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3a/16/d4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3a/16/d3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c8/f1/f7/paulangan.jpg?w=100&h=-1&s=1,0.0
1775662679-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Grossed Out,Travelforever60,"Fuimos a cenar 23/5 de septiembre. El restaurante era precioso, la comida estaba bien. Tratamos de ver diferentes ciudades como viajeros, no como turistas y reconocemos que las costumbres son diferentes, pero esto me molestó. Habíamos pedido una buena comida y una botella de vino cuando una joven en la mesa de al lado colocó a su bebé en el asiento de la banqueta frente a nosotros y le cambió el pañal. Luego puso el pañal sucio en la mesa mientras vestía al bebé de nuevo. Ninguno del personal le dijo una palabra. No recomendaría este restaurante por esa razón.",66 contribuciones,,66,Escrita el 25 de septiembre de 2025,"Mississauga, Canadá",Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,0.0
1775662679-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,EXPECTACULAR...,Rosanna B,ESPECTACULAR. LA COMIDA RIQUISIMA Y LAS ATENCIONES DE GIGI GENERARON UNA EXPERIENCIA ÚNICA Y MEMORABLE EN ESTE LUGAR. VOLVERA A ESTE LUGAR EN CADA VISITA A MADRID.,1 contribución,,1,Escrita el 20 de septiembre de 2025,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,Hay que llegar con espacio en el estómago porque la comida es muy rica.,,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/2b/35/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,0.0
1775662679-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Buen lugar para comer,Alejandro D,"Excelente lugar, restaurant con un ambiente distinto a lo que se suele ver. lLa atención por parte de Gigi fue genial y la comida muy rica.",1 contribución,,1,Escrita el 20 de septiembre de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,0.0
1775662679-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,La comida era genial y el Servicio era increíble. Nuestra camarera Adriana era tan dulce y atento y servicial.,Jensi G,"La comida era genial y el Servicio era increíble. Nuestro servidor Adriana era tan servicial, dulce y considerado con nuestros hijos. Era absolutamente encantadora.",4 contribuciones,,4,Escrita el 17 de septiembre de 2025,4 contribuciones,Mostrar original,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/1e/49/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/1e/49/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,0.0
1775662679-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,No volvería ni recomendaría.,heatherv350,La ensalada César estaba sobrevestida. La carbonara de espagueti era sosa y mucho más allá de al dente. 10 minutos después de que conseguimos la pasta vinieron y ofrecieron parmesano. Demasiado tarde. ¡La comida era meh!,8 contribuciones,,8,Escrita el 13 de septiembre de 2025,8 contribuciones,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,0.0
1775662679-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Gran_Via_55-Madrid.html,Cena,Alvaro B,"Muy buena cena, comida muy rica y en un sitio agradable. Destacar la atención de Gigi, muy pendiente de todo y muy amable y simpática en todo momento.",1 contribución,,1,Escrita el 12 de septiembre de 2025,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,0.0
