web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,data17,image3
1775662385-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy recomendable,Departure37434388347,"La atención de Kimberly excelente y la comida riquísima. Súper rápido el servicio 
Muy recomendable",1 contribución,1.0,Escrita el 18 de febrero de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,0.0,
1775662385-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,"¡Gran comida, gran gente!",DonO,"Fantástico servicio de Robert, que nos sentó rápidamente a pesar de que el restaurante estaba muy ocupado, y nos cuidó como si fuéramos familia. Nota especial para Madelyn y otros cuyos nombres no conseguimos. ¡Todos fueron increíbles haciendo nuestra experiencia 10 de 10! 
La comida... la mejor pizza que hemos probado! Estuvimos allí unos 10 días antes y puedo decir lo mismo del risotto. 
Recomiendo encarecidamente este restaurante!",83 contribuciones,83.0,Escrita el 17 de febrero de 2026,"Abbotsford, Canadá",,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b9/fe/b1/2003jnp.jpg?w=100&h=-1&s=1,,0.0,
1775662385-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Fantastic service,Clara,Personal amable y eficiente y buena comida,2 contribuciones,2.0,Escrita el 16 de febrero de 2026,2 contribuciones,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,0.0,
1775662385-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Gran lugar con deliciosa comida y servicio al cliente,Majllo,"Estábamos con amigos y es muy buen lugar, con deliciosa pasta y pizza. Además, un gran servicio al cliente por Kseniia. Si estás en Madrid te recomendamos ir en este lugar",8 contribuciones,8.0,Escrita el 15 de enero de 2026,8 contribuciones,,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,0.0,
1775662385-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,"Rico, muy buena atención y ambiente ameno.",Agustin B,Nos atendió Kseniia y fue muy amable. Comimos muy rico pizza y pastas. Recomendado el arroz de mariscos y la milanesa con espagueti.,2 contribuciones,2.0,Escrita el 9 de enero de 2026,2 contribuciones,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,0.0,
1775662385-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buena comida,jose ignacio g,Muy buen ambiente y muy bien atendido por edilenia comida muy buena . Ambiente tranquilo. Música tono moderado que permite hablar.,1 contribución,1.0,Escrita el 9 de enero de 2026,1 contribución,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,0.0,
1775662385-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Precioso almuerzo,tinylass,"Había reservado en línea antes de nuestra visita un sábado a las 4 pm antes de nuestro vuelo a casa. Estaba muy ocupado cuando llegamos, y tomó un tiempo para sentarse. Nos dijeron que el menú era una tarjeta QR que habría estado bien si cualquiera de nosotros tenía una señal telefónica para usarlo! Tomó siglos para que solo uno de nuestros teléfonos funcionara y fue una pesadilla tratar de elegir nuestras comidas, ya que seguía fallando... . un menú adecuado habría sido mucho más fácil! Compartimos un entrante de ensalada con burrata que estaba delicioso. Luego tomé una pizza de burrata y jamón ibérico que estaba muy sabrosa. De postre, la camarera ayudó a traducir el menú y pedí una mousse de chocolate y avellanas que estaba deliciosa! Para la comida que tuvimos, los precios eran excelentes y la camarera que nos atendió era encantadora; por desgracia, no puedo recordar su nombre.",7508 contribuciones,7508.0,Escrita el 7 de enero de 2026,"Sheffield, Reino Unido",Calidad/precio,Mostrar original,Ambiente,Servicio,Comida,,,Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d7/34/97/tinylass.jpg?w=100&h=-1&s=1,,0.0,
1775662385-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Un buen restaurante económico en pleno Atocha,OnAir06018005290,"Comida excelente, fresca y variada. Servicio de calidad, rápido y amable. Nos atendió muy bien Marcelo. Conviene reservar.",3 contribuciones,3.0,Escrita el 29 de diciembre de 2025,3 contribuciones,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,0.0,
1775662385-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Repetiremos seguro,Laura,"Pedimos una pizza y un plato de pasta, cantidades más que suficientes, todo estaba muy bueno y precio correcto. La atención también fue buena y fueron bastante rápidos a pesar de que el local estaba lleno. Nos quedamos con ganas de repetir y de probar más platos, ya que todo tenía muy buena pinta.",25 contribuciones,25.0,Escrita el 27 de diciembre de 2025,25 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,0.0,
1775662385-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buena experiencia,Izaskun S,"Calidad y cantidad muy buena.  Amabilidad del personal, especialmente de Eddilenia. Es la 3 vez que venimos y lo recomiendo",2 contribuciones,2.0,Escrita el 20 de diciembre de 2025,2 contribuciones,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,0.0,
1775662385-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,No vayas si te gusta la comida italiana,KKainulainen,"Soy un gran amante de la comida italiana, así que elige este lugar basado en las opiniones de Tripadvisor. Qué decepción. La comida ni siquiera era promedio, era completamente insípido.",38 contribuciones,38.0,Escrita el 24 de noviembre de 2025,"Espoo, Finlandia",,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,0.0,
1775662385-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,De 10,Laura L,"Perfecto todo super rico el trato de eddilenia una maravilla. Volveremos sin duda , siempre un acierto este restaurante",1 contribución,1.0,Escrita el 23 de noviembre de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,0.0,
1775662385-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Siiiiiiii🇵🇹,Ricardo Ferreira,"La comida es óptima, deliciosamente preparada, y la atención de Eddilenia también es muy buena, siempre amable y atenta.",3 contribuciones,3.0,Escrita el 20 de noviembre de 2025,3 contribuciones,Calidad/precio,,Ambiente,Servicio,Comida,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,0.0,
