web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,position,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,addresslocality,image3,image4,image5
1776247329-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Comida casera con un servicio 5*,PedroJota71,"Soy comercial y acostumbro a comer en la calle por donde me pilla.
Pedí menú, tenía ganas de plato de cuchara…y bingo! Judías blancas, con su chorizo, morcilla y puntita de jamón! Es-pec-ta-cu-lar!!!
De segundo unos libritos…deliciosos. Siento la foto veréis que me he comido media biblioteca…jeje! 
No soy de postre, aunque me ha tentado con cosas que sonaban muy ricas: natillas, puding, flanes de todos los sabores…
Sin duda, hoy mejor que en casa!!
Servicio un 10: Gracias Natalia y Mayte.
Repetiré sin duda!!!","Muchas gracias por tu generoso comentario, nos alegra que hayas disfrutado y que te hayas sentido incluso mejor que en casa, esperamos verte nuevamente y no defraudarte nunca.
un saludo
MIGUEL","Madrid, España",Escrita el 17 de enero de 2023,Escrita el 17 de enero de 2023,87.0,87 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b0/9a/af/pedrojota71.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Celebración en familia,virginia v,Celebramos un cumpleaños en familia y para algunos nos hicieron un menú vegano muy variado y buenísimo.,"Muchas gracias por tu valoración. Siempre tenemos alguna opción vegana en carta, pero el avisarnos con antelación nos permitió preparar vuestro menú para que pudieseis disfrutar vuestra comida como el resto de comensales.
Esperamos vuestra visita nuevamente, será un placer atenderos.
felices fiestas
MIGUEL",3 contribuciones,Escrita el 24 de diciembre de 2022,Escrita el 28 de diciembre de 2022,3.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Almuerzo Navideño,Francisco Javie... S,"Muy bien atendidos. Sin esperas entre platos, a pesar de ser 32 comensakes.
Recomendable. Relaciòn calidad/precio, BUENA","Muchas gracias por tu valoración! esperamos recibir tu visita nuevamente y os deseamos unas felices fiestas.
un saludo
MIGUEL",1 contribución,Escrita el 14 de diciembre de 2022,Escrita el 21 de diciembre de 2022,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Todo perfecto,Alfredo Sanz López,"Conocemos Eiffel desde hace tiempo y nunca falla. Este domingo pasado estuvimos toda la familia, 35 personas, comiendo, y todo estupendo. La comida genial y el trato como siempre, como si estuviésemos en nuestra propia casa.
Siempre un gusto ir a Eiffel, ya sea a comer, a cenar, o a tomar el aperitivo, es un auténtico lujo ir allí.
Gracias por hacer de un evento familiar entrañable un día fabuloso.","Muchas gracias por tu reseña. Esperamos seguir contando con tu confianza y no defraudarte nunca. En nombre de todo nuestro equipo te enviamos un cordial saludo
MIGUEL",4 contribuciones,Escrita el 14 de diciembre de 2022,Escrita el 21 de diciembre de 2022,4.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247283-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Siempre sorprende,Gastrolopia,"Cada vez que acudo a Eiffel salgo sorprendido con algún plato. Hoy ha sido el Carpaccio de Portobello al aroma de trufa. Fresco, cítrico y con la esencia que todo hongo te transmite. Un plato que formaba parte de un Menú degustación con otros entrantes clásicos de este local y un principal de Cocido Madrileño, como una de las opciones del Menú del día. Todo de 10.",2412,,Escrita el 27 de marzo de 2026,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ca/64/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ca/64/88/caption.jpg?w=300&h=300&s=1,Madrid,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ca/64/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c3/58/31/gastrolopia.jpg?w=100&h=-1&s=1,
1776247283-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,IDEAL PARA CELIACOS ;,Voyage51185496616,"en la familia hay miembros con intolerancia a Gluten y a frutos secos, Puedes ir con toda tranquilidad. tienen una carta muy variada incluso en plato del día para cualquier intolerancia, amabilidad simpatía y un trato familiar,  no se que poner en primero, el cachopo, el rabo de toro, las croquetas  hay que reservar, nosotros reservamos de una vez para otra,
Manuel",2,,Escrita el 17 de diciembre de 2025,"Muchas gracias por tu comentario, Manuel. Nos alegra enormemente que todo sea de vuestro agrado. Esperamos seguir contando con vuestra confianza y no defraudaros nunca.
MIGUEL",,Escrita el 12 de febrero de 2026,reservar con antelación indicando si hay alguna intolerancia.,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,2 contribuciones,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Recomendado sin gluten,Discover31042996728,"100% recomendable para celíacos, el trato excelente. Sin dudar lugar para repetir.la carta es prácticamente sin gluten.",1,,Escrita el 29 de octubre de 2025,"Muchas gracias por tu reseña, nos alegra saber que tu experiencia fue grata y  nuestro trato el que siempre queremos ofrecer. Esperamos esa segunda visita que nos prometes.
un saludo
MIGUEL",,Escrita el 6 de noviembre de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,1 contribución,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Una experiencia maravillosa y inolvidable,jose manuel,"El restaurante me ha parecido gourmet,me han dado una atención al cliente espectacular los trabajadores son  muy majos las raciones son bastante grandes y el precio me parece bajo para la calidad de su vino y de sus carnes y el jamosen es trole A.",1,,Escrita el 18 de octubre de 2025,"Muchas gracias por tu valoración, Jose Manuel.  En nombre de todo nuestro equipo te enviamos un cordial saludo. 
MIGUEL",,Escrita el 19 de octubre de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,"Madrid, España",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,De lo mejor por la zona,Alberto R,La comida espectacular y el trato maravilloso! El menú es muy variado y las raciones son muy grandes. Nos hemos sentido tratados de una forma muy personalizada,1,,Escrita el 5 de octubre de 2025,"Muchas gracias por tu reseña, Alberto. Esperamos seguir contando con tu confianza y no defraudarte nunca.
Un saludo
Miguel",,Escrita el 7 de octubre de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,1 contribución,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Deliciosa y perfecta,Angeles J,La comida fue deliciosa. Para todos los comensales y la atencion fue mas que fantastica. Volveremos otra vez sin dudarlo.,1,,Escrita el 13 de septiembre de 2025,"Muchas gracias por ru valoración, Ángeles. Esperamos seguir contando con tu confianza y recibir tu visita nuevamente. 
Un saludo 
MIGUEL",,Escrita el 2 de octubre de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,1 contribución,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Como en casa,Laura G,La verdad que da una tranquilidad y un gusto ir a celebrar un acontecimiento importante en este restaurante. Su gente además de cuidadosa y detallista es encantadora. No tengo ningún pero. Un 10.,5,,Escrita el 8 de agosto de 2025,"Muchas gracias por tu excelente valoración,Laura. Nos alegra saber que todo fue de vuestro agrado 

Esperamos veros en otra ocasión. Os mandamos un saludo y os deseamos un feliz verano 
MIGUEL",,Escrita el 18 de agosto de 2025,"Miguel es muy paciente, si habla con él quedará todo solucionado.",MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b9/45/7e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b9/45/7c/caption.jpg?w=300&h=300&s=1,"Madrid, España",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b9/45/7d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Fue todo sencillamente genial!,F M,"Celebramos nuestra boda y fue genial todo, desde la atención de Miguel y Mayte hasta la comida, la fiesta con la música y las copas....todo. Un sitio muy recomendable para cualquier celebración.

Miguel y su equipo muy cercanos y amables. 

Un ejemplo de que no hace falta salir del barrio para celebrar un día inolvidable.",2,,Escrita el 23 de junio de 2025,"Muchas gracias por compartir vuestra experiencia en Eiffel. Nos alegra saber que todo fue de vuestro agrado.
Esperamos veros nuevamente,  será un placer atenderos de nuevo.
En nombre de todo nuesrro equipo os enviamos un cordial saludo
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3f/c8/31/caption.jpg?w=300&h=300&s=1,2 contribuciones,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,ESPECTACULAR !!!!,Cristina L,Es la segunda vez que celebramos algo importante con ellos …en este caso la comunión de mi hija Nayara y solo tengo palabras de agradecimiento … pendiente de todo y no falto detalle … la comida riquísima y un trato espectacular ….. volveremos a por la tercera seguro ! Gracias por todo !!,1,,Escrita el 10 de junio de 2025,"Muchas gracias por compartir tu opinión, Cristina.
Esperamos seguir contando con vuestra confianza y os deseamos un feliz VERANO
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/d2/56/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/d1/b4/caption.jpg?w=300&h=300&s=1,1 contribución,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/d1/b5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,CELEBRACIÓN DE BODA BRUTAL,Samuel G,"Hemos celebrado nuestra boda con la familia y todo fué perfecto. Nos han dado todas las facilidades para montar escenarios, decoración...

Lugar increíble, te dejan la mesa de luces, el equipo de audio, el proyector para poner videos...super bien.

Las croquetas, increíbles!!

Recomendable 100*100 sitio muuuuy TOP.

Enhorabuena!!!",4,,Escrita el 24 de mayo de 2025,"Muchas gracias por tu reseña, nos alegra haber estado a la altura de vuestras expectativas. 
Esperamos vuestra visita en otra ocasión.
Un saludo
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,4 contribuciones,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Comida y trato estupendo!!!,Raquel O,Siempre maravilloso!! El trato es estupendo y la comida chapó!! Un rato muy agradable en la terracita! Lo recomiendo!!!,1,,Escrita el 17 de mayo de 2025,"Gracias por tu reseña, Raquel. Nos alegra que todo fuese de vuestro agrado.
Te deseamos un feliz.verano
MIGUEL",,Escrita el 18 de agosto de 2025,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,1 contribución,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Un lugar maravilloso para una celebración en familia,Natalia,"He estado comiendo varias veces en este local y siempre hemos salido contentos. Hace un par de semanas celebramos la boda de mi hermano y fenomenal, es un lugar ideal para celebrar algo íntimo con amigos, familia,etc. De la comida a los entrantes todo estaba muy bueno y bien elaborado: el jamón riquísimo, las croquetas de carabinero, la ensalada y el plato principal (en mi caso cordero:). Además Miguel es un encanto, muy atento y detallista, si estáis buscando algo por la zona, ni lo dudéis, os va a encantar. Muchas gracias por todo, un saludo:)",17,,Escrita el 15 de octubre de 2024,"Muchas gracias por tu valoración! Esperamos seguir contando con vuestra confianza y no defrudaros nunca.
En nombre de todo nuestro equipo te enviamos un cordial saludo.
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1,,,,"Madrid, España",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Experiencia Increíble 😍 100 ×100 recomendado,Tomás,"Un lugar maravilloso y espectacular,no tengo palabras para poder describir en un párrafo todo lo bueno que tiene,pero si diré que he celebrado mi boda en familia y desde el minuto 1 hasta que sales  por puerta,es todo de 10.
La atmósfera es romántica y elegante, perfecta para una ocasión especial o para una celebración en familia o con amigos.El personal fue muy atento y conocedor, y nos recomendaron platos que fueron absolutamente deliciosos. Los postres fueron el punto culminante de la noche, especialmente la tarta de chocolate con frambuesas.Sin duda, una experiencia que repetiremos,tanto en familia,como con amigos.
Miguel nos ha tratado como de la familia y nos ha hecho sentir muy bien y una experiencia inolvidable.
Darte las gracias por todo.
PD:Una buena carta de vinos y muy variados,el rabo de toro una especialidad de la casa.",3,,Escrita el 7 de octubre de 2024,"Gracias por elegirnos en un dia tan especial para vosotros. Nos alegra haber contribuido a que ese dia fuese inolvidable.  Os deseamos toda la felicidad del mundo y esperamos veros pronto.
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b9/f4/af/caption.jpg?w=300&h=300&s=1,3 contribuciones,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/b9/f4/b0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Siguen igual. No fallan. Muy recomendable.,Manuel T,Como siempre. No falla. Calidad a buen precio. El trato familiar y con ganas de volver. La cocina tradicional con toques de vanguardia.,1,,Escrita el 27 de septiembre de 2024,"Muchas gracias por tu reseña, Manuel. Esperamos que sigas en nuestra lista de clientes EIfieles durante mucho tiempo. Te deseamos un feliz verano 
MIGUEL",,Escrita el 18 de agosto de 2025,,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,1 contribución,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247283-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,ABSOLUTAMENTE RECOMENDABLE,María C,Pasamos una noche genial. La cocina exquisita. La atención genial. El espectáculo ya nos dejó sin palabras de tanto reírnos. En resumen hacía mucho tiempo que no disfrutábamos tanto. Genial por donde se mire. Volveremos sin duda,1,,Escrita el 23 de marzo de 2024,"Muchas gracias por tu reseña, nos alegra que tanto la cena como el show de nuestras cenas mágicas haya sido  de vuestro agrado. Esperamos esa visita que nos prometeis, será un placer atenderos de nuevo.
un saludo
MIGUEL",,Escrita el 24 de marzo de 2024,,MikeTower,Calidad/precio,Comida,Servicio,Ambiente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,1 contribución,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1
1776247315-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Muy recomendable,Natalia,"Un trato exquisito, super atentos a todo y en especial a los niños. Comida deliciosa con menú muy variado. Para repetir.","Muchas gracias por tu comentario! nos alegra que tanto vosotros como los peques hayais disfrutado en vuestra visita a Eiffel. Por supuesto que tenemos que cuidar a ""nuestros clientes del futuro"" !
Esperamos veros nuevamente, hasta pronto
MIGUEL","Ourense, España",Escrita el 25 de julio de 2023,Escrita el 27 de julio de 2023,5.0,5 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Genial también para eventos,F D,"Había oído grandes cosas de este restaurante y por fin he tenido la oportunidad de comprobar que los comentarios no sólo eran acertados, sino que se quedaban cortos.

Celebramos un almuerzo para unas 30 personas en Restaurante Eiffel, que luego continuó con más gente hasta la noche, y tanto la atención del personal, como la comida y las instalaciones estuvieron mucho más que a la altura.

La carta nos pareció muy completa, y además tienen varios menús con diferentes platos a precios muy razonables para la cantidad y calidad servida. Espectaculares los huevos rotos con jamón y las mini-hamburguesas. En cuanto a los postres, nos encantaron la torrija y el brownie, ambos acompañados de helado.

Debo hacer especial mención a la atención prestada por Miguel, el propietario de Eiffel, que estuvo en todo momento pendiente de que no faltara de nada. Además, la sala en la que estuvimos tenía todo lo necesario para el evento que celebrábamos: una gran pantalla, equipo audiovisual, mesas amplias y cómodas... ¡una pasada!

¡Recomendadísimo!","Muchas gracias por tu comentario y por elegir Eiffel para la celebración de vuestro evento. Nos alegra haber superado vuestras expectativas iniciales y que todo fuese de vuestro agrado, esperamos seguir contando con vuestra confianza en el futuro.
en nombre de todos los que formamos Eiffel te enviamos un cordial saludo.
MIGUEL",1 contribución,Escrita el 10 de julio de 2023,Escrita el 11 de julio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
