web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,position
1776263348-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Un lugar singular para poder comer,José Manuel G,"Restaurante bien decorado, con amplios ventanales que le dan un aspecto limpio y luminoso. Comida bien presentada y elaborada. Precios  asequibles. El servicio de camarero fue servido por Paco con gran profesionalidad y amabilidad.",,1 contribución,Escrita el 27 de julio de 2025,"¡Mil gracias por tu reseña! 🌟 Nos alegra muchísimo que hayas disfrutado del ambiente, la comida y, por supuesto, del servicio de Paco (¡se lo diremos, se va a poner muy contento!). Nos encanta saber que te sentiste a gusto y que la experiencia fue positiva. Ojalá vuelvas pronto, aquí te esperamos con más platos ricos y ventanas luminosas 😉✨",Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,Aconsejo las ensaladas y el costillar,,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/9a/98/7e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,1.0
1776263348-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,"Excelente comida, excelente ambiente.",Cia A,"Nos sentimos muy bienvenidos, un gran lugar para ir con una familia o pasar una tarde relajada y genial con amigos, la comida, de primera, excelente, las palabras no pueden describir lo grandiosa que fue la experiencia, definitivamente regresaremos. Un agradecimiento especial a Damaris, quien fue nuestro camarero. Ella es muy atenta",,5 contribuciones,Escrita el 12 de julio de 2025,"Wow! Thank you for such an incredibly kind and heartfelt review. Reading it has truly made our day!

We are absolutely thrilled that you felt so welcomed and that your experience was so great it's hard to put into words. That is everything we strive for, whether it's for a family meal or a chilled afternoon with friends.

And a special thank you from us for recognizing Damaris. We are so proud to have her on our team, and we will be sure to pass on your wonderful words about her attentive service. She will be delighted!

We are already looking forward to welcoming you back. Thank you again!",Jaime Vicente,,,,,,,5 contribuciones,,Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,5.0
1776263348-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Cena,DayTrip49173931022,"La hamburguesa muy rica, el punto perfecto (en mi caso la original) y el precio nada caro. Muy buen trato de Damaris, nuestra camarera.",,1 contribución,Escrita el 11 de julio de 2025,"¡Qué gusto leer esto! 🍔✨ Nos alegra que la Original te haya conquistado (ese punto perfecto no se consigue solo 😏) y que el precio te pareciera justo. Mil gracias también por mencionar a Damaris, es un sol y nos encanta que lo notéis. ¡Vuelve cuando quieras, que aquí te esperamos con más sabor y buen rollo! 🙌💛",Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Madrid, España","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,1.0
1776263348-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy buenas hamburguesas,Gonzalo M,"Muy bien las hamburguesas. Damaris nos atendió muy bien.
El sitio está bien decorado y es agradable. Cenamos bastante bien.",,2 contribuciones,Escrita el 11 de julio de 2025,"¡Gracias por tu comentario! Nos alegra saber que disfrutasteis de las hamburguesas y de la atención de Damaris. Cuidamos mucho los detalles, así que nos encanta que os haya gustado tanto el ambiente como la cena. ¡Esperamos veros de nuevo pronto!",Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Madrid, España","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,2.0
1776263348-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buenas hamburguesas,Pablo M,Muy buen servicio por parte de Damaris y muy ricas las hamburguesas. Restaurante acogedor y bien decorado. Con aire acondicionado.,,1 contribución,Escrita el 11 de julio de 2025,"¡Muchas gracias por tu reseña! Nos alegra saber que disfrutaste de las hamburguesas y del ambiente del restaurante. Damaris es un encanto y le hará ilusión saber que la mencionas. Y sí, ese aire acondicionado en verano… se agradece, ¿verdad? ¡Te esperamos cuando quieras volver!",Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,1.0
1776263388-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Hamburguesas de 10,David Blazquez,"Comida perfecta como siempre, carne de grán calidad, la atención de Andrés perfecta, agradable y profesional.
Volveremos sin duda.",,16 contribuciones,Escrita el 4 de enero de 2025,16,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/d3/2d/d8/davidblazquezcordon.jpg?w=100&h=-1&s=1,,,
1776263388-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Maravilloso,Raquel P,"Cena maravillosa la atención inmejorable 
Por parte de Andrés y alex repetiremos para probar más experiencia muy positiva",,1 contribución,Escrita el 4 de enero de 2025,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,
1776263388-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Experiencia muy positiva,Adrián H,"Primera vez que acudimos a este local . La experiencia ha sido muy positiva. La comida deliciosa, el personal , a destacar Andrés y Alex , muy atentos y simpáticos. Repetiremos , para probar más platos ☺️",,2 contribuciones,Escrita el 4 de enero de 2025,2,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,
1776263388-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Repetiremos,Nomad62770783674,"Hemos tenido una velada súper agradable y además Andrés nos ha ayudado a elegir, gracias por la descripción a la hora de saber los tamaños de la carne",,1 contribución,Escrita el 4 de enero de 2025,1,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,
1776263388-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Super recomendable!,PAULA M,"Comida, servicio y local, todo perfecto. La atención prestada por Andrés ha sido de 10, haciéndonos sentir en todo momento cuidados y cómodos, gracias!!",,5 contribuciones,Escrita el 1 de enero de 2025,5,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,
1776263388-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Genial,Trail65185590083,"Genial la comida (sabor de la comida) y la atención un 10.
En especial a Andrés  y a la chica (desconozco el nombre). Volveremos!.",,1 contribución,Escrita el 31 de diciembre de 2024,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,
1776263388-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Genial para ir con niños.,Marta D,"Atención exquisita de todos los camareros y en especial de Andrés   
Comida muy rica! 
Burgers abundante. 
Genial para ir con niños porque les dieron un cuaderno para colorear y unos calcetines navideños.",,1 contribución,Escrita el 29 de diciembre de 2024,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,
1776263388-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Comida agradable,Sergio V,Este sitio está muy bien para comer en familia y tranquilo. La comida tiene mucha calidad y el personal (Andrés) fantástico. Muy recomendable!,,1 contribución,Escrita el 28 de diciembre de 2024,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,
1776263388-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buena experiencia!!,Delia C,"Andrés y el resto de camareros, muy atentos. La comida excelente, la calidad de la carne es muy buena. Los nachos riquísimos!!",,4 contribuciones,Escrita el 28 de diciembre de 2024,4,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,
1776263388-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,¡De las mejores hamburguesas que hemos tomado! ¡Ambiente perfecto y atención insuperable!,Cristina M,Hacia tiempo que no comíamos unas hamburguesas tan sabrosas y bien hechas. La atención de Andrés fue un plus a la comida. Encantador y muy atento. Volveremos sin duda alguna.,,2 contribuciones,Escrita el 28 de diciembre de 2024,2,Calidad/precio,Ambiente,Servicio,Comida,Hacia tiempo que no comíamos unas hamburguesas tan sabrosas y bien hechas. La atención de Andrés fue un plus a la comida. Encantador y muy a,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,
1776263388-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Sitio recomendable,Miriam H,"La hamburguesa está rica, el ambiente muy agradable y el camarero que nos ha atendido (Andrés) muy servicial y amable. Sitio recomendable para una noche informal con familia o amigos.",,1 contribución,Escrita el 28 de diciembre de 2024,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,
1776263388-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buenísima comida y servicio,Nacho T,Las hamburguesas muuuuy ricas y el servicio de Andrés y el resto de compañeros inmejorable. Habrá que regresar pronto!,,2 contribuciones,Escrita el 28 de diciembre de 2024,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,
1776263388-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Agilidad y poder ir con niños,Pablo G,Buena experiencia en familia y bien atendidos por Selena. Volveremos. Buena comida y espacio agradable con música no muy alta,,1 contribución,Escrita el 24 de diciembre de 2024,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,
1776263388-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Cena,Jazmin A,"Fuimos a cenar y nos atendió Selene excelente atención,súper amable,realmente nos vamos muy satisfactechas todo muy rico  ,es nuestra primera vez pero volveremos .",,1 contribución,Escrita el 6 de diciembre de 2024,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,
1776263388-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Lo recomiendo!!,Patricia M,"Un excelente servicio, el lugar muy agradable , nos atendió Selene una chica muy agradable. La cocina no cierra están abiertos  nosotros fuimos a las 17:00h.",,1 contribución,Escrita el 5 de diciembre de 2024,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,
1776263372-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Excelente,Jennifer R,"Sé come muy bien y no hemos esperado tanto para comer. 
Recomiendo el mini brownie, muy bueno y los sticks de mozzarella muy ricos.",,1 contribución,Escrita el 4 de julio de 2025,"¡Gracias por compartir tu experiencia! Nos encanta saber que comisteis bien y sin largas esperas. Y qué bueno que probaste el mini brownie y los sticks de mozzarella, dos aciertos totales. ¡Recomendaciones como la tuya nos alegran el día! Vuelve pronto, que aquí te esperamos.",1,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy bien!,Juan F,Muy bueno y excelente servicio de Sindy. Sin duda repetiría. La hamburguesa Gotxa Trufada y el Sandwich Pulled Pork 10/10.,,5 contribuciones,Escrita el 29 de junio de 2025,"¡Qué alegría leer tu comentario! Nos encanta que te haya gustado tanto la Gotxa Trufada y el sándwich de Pulled Pork —¡dos de nuestros favoritos también! Mil gracias por mencionar a Sindy, se lo merece. Estaremos encantados de verte de nuevo cuando quieras repetir.",5,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",5 contribuciones,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,TODO EXCELENTE,Journey67300024485,"Hemos venido varias veces, se come muy sabroso,  y la atención es excelente, amables y serviciales .
Nos atendió  Diana , encantadora
Muy Recomendable 👌 👍",,1 contribución,Escrita el 28 de junio de 2025,"¡Qué alegría leerte! Nos hace mucha ilusión saber que ya habéis venido varias veces y que seguís disfrutando tanto de la comida como del trato. Diana es un amor, se lo diremos seguro. Gracias por la recomendación y por confiar en nosotros. ¡Aquí tenéis vuestra casa!",1,Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Nogaghuli 1/177 Orr, India",Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Fantástico,Sofia C,"Simplemente ESPECTACULAR, si la comida y los orificios fueron fantásticos La atención que recibimos por parte de la señorita Diana fue aún mejor",,1 contribución,Escrita el 21 de junio de 2025,"¡Qué comentario más grande! Nos alegra muchísimo que la comida (y los orificios, suponemos que querías decir “aperitivos” o algo parecido 😄) te hayan encantado, pero sobre todo nos emociona que destaques la atención de Diana. Es un encanto y nos alegra que lo hayas notado. ¡Mil gracias por venir y por compartir tu experiencia!",1,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy recomendado!,jajomafa,Muy buena atención por parte de Damaris y por todo el resto del personal. La comida excelente como de costumbre. Sitio agradable para cualquier ocasión. Gracias!,,2 contribuciones,Escrita el 14 de junio de 2025,"¡Muchísimas gracias a ti! Nos alegra saber que una vez más disfrutaste de la comida y del ambiente. Damaris y todo el equipo estarán encantados de leer tus palabras. Siempre es un placer recibiros, ¡hasta la próxima!",2,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,Hacer reservación,"Madrid, España",Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8c/ac/05/jajomafa.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Recomendable 100%,ITZIAR B,"Muy buen atencion por parte de la camarera Damaris, paciente y profesional. Un gusto comer alli en familia. Recomendable 100%",,1 contribución,Escrita el 14 de junio de 2025,,1,,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,
1776263372-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Todo perfecto,Silvia B,"La hamburguesa está deliciosa y la atención de Cindy y Diana estupenda y muy educadas.
El local está muy limpio y ordenado 
Muy recomendable",,1 contribución,Escrita el 28 de mayo de 2025,"¡Qué bonito mensaje! Nos alegra mucho que disfrutarais en familia y que la atención de Damaris haya sido tan buena —es una crack, sin duda. Gracias por recomendarnos, nos encantará recibiros de nuevo cuando queráis repetir.",1,Jaime Vicente,,,,,,1 contribución,Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,INCREÍBLE SERVICIO Y COMIDA,Elena,"Alexander es increíble! 
Super amable y cercano dando su humilde opinión acerca de las hamburguesas 
Me ha encantado su elección!! 
Es un gran perfil comercial por su amabilidad y recomendación con la carne Angus 
Ha cuidado todos los detalles 
Y como siempre.. el postre de la galleta es MI FAVORITO y soy fan de la tarta de queso 
IDEAL! Super recomendable ✨",,14 contribuciones,Escrita el 22 de mayo de 2025,"¡Wow! ¡Un millón de gracias por una reseña tan increíble y detallada!

Nos llena de un orgullo inmenso leer tus palabras sobre Alexander. Saber que su amabilidad, cercanía y sus recomendaciones hicieron tu experiencia tan especial es la mayor satisfacción para nosotros. Ten por seguro que le haremos llegar tus felicitaciones, ¡le va a encantar saber que su elección fue un acierto total!

Y qué bien que terminaste con tus postres favoritos. Nos encanta que seas fan de nuestra tarcarta de queso y de la galleta, ¡son dos de las joyas de la casa!

Gracias de nuevo por recomendarnos de una forma tan bonita. ¡Te esperamos con los brazos abiertos para tu próxima visita! ✨",14,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,"Madrid, España",Escrita el 2 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/48/24/16/elena-n.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
1776263372-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Excelente servicio,Alba M,"Nos han atendido super bien y nos han servido la comida super rapido, los camareros fueron super amables. La comida estaba muy rica y nos llegó rápido.",,1 contribución,Escrita el 16 de mayo de 2025,,1,,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,
1776263372-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Deliciosa comida y excelente atención,Martin T,Excelente servicio por parte de Sindy. Muy atentos y sobretodo deliciosa la comida. Recomendamos la Melting Cheese madurada y el lomo bajo de vacuno. Nunca defraudan!,,1 contribución,Escrita el 25 de abril de 2025,,1,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,,,Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,
1776263372-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buena experiencia,Alejandro,"Estupenda cena, muy bien atendidos por Santiago. Local tranquilo, buena carne y precio acorde. Volveremos seguro a probar el resto de platos.",,3 contribuciones,Escrita el 20 de abril de 2025,,3,,Calidad/precio,Ambiente,Servicio,Comida,,3 contribuciones,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,,
