web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,image3,data16,data17,data18,data19,image4
1776263722-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,El Rincón de Perú en Madrid,Esau Yori,"Cada vez que vengo a Madrid intento darme una escapada por este rincón de Perú en España. La comida es sabrosa, el trato es exquisito y Kenia es una camarera estupenda. Ha sido una velada muy bonita.",Escrita el 4 de marzo de 2025,17 contribuciones,"Shanghái, China",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/2e/d1/a3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,17,Leer más,0,,
1776263708-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,👌🏻,Claudia F,"La atención de Geraldine es la mejor, muy amable y atenta!!!
La carta muy variada y estuvo todo muy rico!
Buena música también",1 contribución,Escrita el 21 de junio de 2025,1 contribución,1,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1
1776263708-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Recomendado,Jesús Q,Pedimos el menú degustación para dos personas. Muy buena atención por parte del camarero Marcelo. La comida bastante buena y raciones generosas. Recomendado!,11 contribuciones,Escrita el 21 de junio de 2025,11 contribuciones,11,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3b/4b/b7/caption.jpg?w=300&h=300&s=1,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1
1776263708-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Todo excelente,Imelda M,"Todo delicioso!! Sabiamos que la comida peruana es rica y no nos defraudo.
Marcelo quien nos atendio fue muy amable y nos dio buenas sugerencias, esperamos volver pronto :)",1 contribución,Escrita el 12 de junio de 2025,1 contribución,1,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1
1776263708-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,MEJOR RESTAURANTE PERUANO DE MADRID,Michel B,"LA PRIMERA VEZ QUE FUIMOS A UN RESTAURANTE PERUANO Y NOS SORPRENDIÓ POSITIVAMENTE. LA COMIDA MUY BUENA Y LA CAMARERA MUY AMABLE Y AGRADABLE, LUGAR TRANQUILO Y AGRADABLE, EXCELENTE SERVICIO",1 contribución,Escrita el 6 de mayo de 2025,1 contribución,1,,,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/e3/1d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/e3/1e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/e3/1c/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1
1776263708-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Buena comida y buen servicio,Carla C,"Buen sabor, ingredientes frescos, personal amable, buen ambiente y precios ok. Simplemente sentí que una de las salsas (amarilla) del pollo a la brasa estaba un poco salada.",19 contribuciones,Escrita el 6 de mayo de 2025,"Lima, Perú",19,,,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/b0/72/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/b0/73/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/cb/b0/71/caption.jpg?w=300&h=300&s=1,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1
1776263708-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Excelente la atención y la comida!!,Alexandra Q,"Muy buena la atención del joven Leo, la comida estuvo deliciosa, soy de Perú y los platos muy bien hechos. Recomiendo su restaurante para todo aquel que ame y disfrute de la comida.",5 contribuciones,Escrita el 4 de mayo de 2025,5 contribuciones,5,,,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/23/2e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/26/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/23/2d/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1
1776263708-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,KAUSA,Jorge A,Desde mi visita a Lima llevaba buscando una experiencia gastronómica como la vivida allí. Yasmin me transportó de nuevo con el ceviche y los tallarinew.,1 contribución,Escrita el 2 de mayo de 2025,1 contribución,1,,,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1
1776263708-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,experiencia increíble,Roseta A,"nos encantó!!! estaba todo buenísimo, sobretodo el ceviche y los tallarines que estaban increíbles. nos atendió Yasmin y fue fantástica ♥️",1 contribución,Escrita el 2 de mayo de 2025,"Ámsterdam, Países Bajos",1,,,Calidad/precio,Ambiente,Servicio,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c2/75/ac/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1
1776263708-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,"Buen point, hasta huarique parece",mayra v,"El ceviche un pelin salado, pero si estaba bueno. Un relleno a la causa no estaría mal. Más chifle. En general lo recomiendo.",1 contribución,Escrita el 2 de mayo de 2025,1 contribución,1,Todo ok en estos servicios,Consejo:,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e4/8d/f2/mayra-v.jpg?w=100&h=-1&s=1
1776263708-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Delicioso,maria h,"Increíble calidad. Sabores deliciosos y un cuidado exquisito. La atención muy buena. Rápido. Repetiremos sin duda, una maravilla.",1 contribución,Escrita el 1 de mayo de 2025,1 contribución,1,Los platos de Kausa son inmejorables,Consejo:,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1
1776263708-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Excelente comida peruana auténtica,Dustin B,"Excelente comida peruana auténtica. 

Ceviche y Chicha morada eran preciosos y el servicio era muy agradable. 

¡Gracias!",14 contribuciones,Escrita el 27 de abril de 2025,14 contribuciones,14,,,Calidad/precio,Ambiente,Servicio,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/b6/de/22/caption.jpg?w=300&h=300&s=1,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1776263708-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Comida peruana para disfrutar,Gonzalo L,"Fuimos toda la familia para comer y nos quedamos encantados. 
Muy buen trato y una comida estupenda y de beber un albariño bastante bueno.
Un sitio para repetir sin duda.",2 contribuciones,Escrita el 26 de abril de 2025,2 contribuciones,2,,,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1
1776263708-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Excelente atención,OnAir39309135639,"Todo estuvo muy  rico, la comida deliciosa con una presentación 10/10 
la atención que nos dieron fue excelente 👌  recomiendo 100% el lugar",7 contribuciones,Escrita el 26 de abril de 2025,"Madrid, España",7,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/b4/b7/68/caption.jpg?w=300&h=300&s=1,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1
1776263708-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Tarde en familia,Kelly Elizabeth Cerron Calderon,"Llegamos por recomendación de un amigo y la verdad es que todo delicioso, la atención muy buena. Definitivamente volveremos !!",15 contribuciones,Escrita el 26 de abril de 2025,"Cancún, México",15,"Indicar el punto de sal en la comida, por si comen bajo de sal como yo. Fuera de eso estuvo todo espectacular",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1
1776263708-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid_1-Madrid.html,Cena auténtica peruana en Madrid,Ernst S,"Muy buena comida peruana. Recomiendo el lomo salteado (súper abundante) y el ceviche de pescado.
Excelente la chicha morada :)",2 contribuciones,Escrita el 25 de abril de 2025,"Nueva York, Estado de Nueva York",2,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1
